Rank,RO,ST,Locid,City,Airport Name,S/L,Hub,CY 13 Enplanements,CY 12 Enplanements,% Change
589,AL,AK,AKI,Akiak,Akiak,GA,None,2104,2357,-0.1073
593,AL,AK,BTT,Bettles,Bettles,GA,None,2079,1756,0.1839
595,AL,AK,ELI,Elim,Elim,GA,None,2030,2609,-0.2219
597,AL,AK,ADK,Adak (Naval) Station/Mitchell Field,Adak,GA,None,2023,2245,-0.0989
598,AL,AK,2C7,Shaktoolik,Shaktoolik,GA,None,2022,2303,-0.122
600,AL,AK,PIZ,Point Lay,Point Lay LRRS,GA,None,1999,1764,0.1332
602,AL,AK,AFM,Ambler,Ambler,GA,None,1971,2342,-0.1584
605,AL,AK,IGT,Nightmute,Nightmute,GA,None,1942,1783,0.0892
607,AL,AK,4K5,Ouzinkie,Ouzinkie,GA,None,1862,2535,-0.2655
608,AL,AK,ORI,Port Lions,Port Lions,GA,None,1860,2237,-0.1685
610,AL,AK,WNA,Napakiak,Napakiak,GA,None,1815,1858,-0.0231
611,AL,AK,PGM,Port Graham,Port Graham,GA,None,1806,2012,-0.1024
613,AL,AK,6A8,Allakaket,Allakaket,GA,None,1801,1938,-0.0707
614,AL,AK,4KA,Tununak,Tununak,GA,None,1791,2008,-0.1081
616,AL,AK,LKK,Kulik Lake,Kulik Lake,GA,None,1779,786,1.2634
617,AL,AK,PKA,Napaskiak,Napaskiak,GA,None,1764,2298,-0.2324
618,AL,AK,ARC,Arctic Village,Arctic Village,GA,None,1754,1782,-0.0157
619,AL,AK,AGN,Angoon,Angoon,GA,None,1734,1743,-0.0052
620,AL,AK,BLG,Beluga,Beluga,GA,None,1734,3026,-0.427
621,AL,AK,KAE,Kake,Kake,GA,None,1723,1598,0.0782
622,AL,AK,KTS,Brevig Mission,Brevig Mission,GA,None,1722,2259,-0.2377
625,AL,AK,KAL,Kaltag,Kaltag,GA,None,1645,1650,-0.003
627,AL,AK,GLV,Golovin,Golovin,GA,None,1606,2003,-0.1982
628,AL,AK,EDF,Anchorage,Elmendorf AFB,GA,None,1602,1160,0.381
630,AL,AK,OBU,Kobuk,Kobuk,GA,None,1575,1525,0.0328
631,AL,AK,AKW,Klawock,Klawock,GA,None,1550,79,18.6203
632,AL,AK,GNU,Goodnews Bay,Goodnews,GA,None,1540,1539,0.0006
635,AL,AK,HCA,Holy Cross,Holy Cross,GA,None,1513,1416,0.0685
639,AL,AK,EII,Egegik,Egegik,GA,None,1429,1211,0.18
644,AL,AK,MYU,Mekoryuk,Mekoryuk,GA,None,1365,1369,-0.0029
645,AL,AK,HYL,Hollis,Hollis Clark Bay,GA,None,1360,1577,-0.1376
646,AL,AK,DEE,Deering,Deering,GA,None,1341,1462,-0.0828
648,AL,AK,T44,Kodiak,Trident Basin,GA,None,1293,0,0
651,AL,AK,WMO,White Mountain,White Mountain,GA,None,1270,1665,-0.2372
652,AL,AK,IWK,Wales,Wales,GA,None,1259,1376,-0.085
658,AL,AK,SXP,Sheldon Point,Sheldon Point,GA,None,1199,1271,-0.0566
660,AL,AK,KWF,Waterfall,Waterfall,GA,None,1175,1284,-0.0849
665,AL,AK,HUS,Hughes,Hughes,GA,None,1092,1023,0.0674
670,AL,AK,ANV,Anvik,Anvik,GA,None,962,875,0.0994
671,AL,AK,PTU,Platinum,Platinum,GA,None,961,1045,-0.0804
672,AL,AK,AKK,Akhiok,Akhiok,GA,None,955,1115,-0.1435
674,AL,AK,TOG,Togiak Village,Togiak,GA,None,943,1555,-0.3936
675,AL,AK,WBQ,Beaver,Beaver,GA,None,943,1051,-0.1028
680,AL,AK,TER,Teller,Teller,GA,None,927,1178,-0.2131
682,AL,AK,SHX,Shageluk,Shageluk,GA,None,921,697,0.3214
683,AL,AK,KGX,Grayling,Grayling,GA,None,920,937,-0.0181
689,AL,AK,FBK,Fairbanks/Ft Wainwright,Ladd AAF,GA,None,882,1032,-0.1453
690,AL,AK,9K2,Kokhanok,Kokhanok,GA,None,881,1208,-0.2707
693,AL,AK,PEC,Pelican,Pelican,GA,None,850,859,-0.0105
694,AL,AK,KYU,Koyukuk,Koyukuk,GA,None,847,860,-0.0151
696,AL,AK,Z78,Chignik,Chignik Bay,GA,None,845,725,0.1655
702,AL,AK,TKE,Tenakee Springs,Tenakee,GA,None,798,657,0.2146
705,AL,AK,CIK,Chalkyitsik,Chalkyitsik,GA,None,770,906,-0.1501
710,AL,AK,PTH,Port Heiden,Port Heiden,GA,None,730,1072,-0.319
715,AL,AK,KKU,Ekuk,Ekuk,GA,None,701,0,0
719,AL,AK,KNW,New Stuyahok,New Stuyahok,GA,None,672,780,-0.1385
721,AL,AK,UMT,Umiat,Umiat,GA,None,652,218,1.9908
724,AL,AK,PNP,Pilot Point,Pilot Point,GA,None,644,575,0.12
726,AL,AK,PPC,Prospect Creek,Prospect Creek,GA,None,631,740,-0.1473
734,AL,AK,GBH,Galbraith Lake,Galbraith Lake,GA,None,582,796,-0.2688
736,AL,AK,SVS,Stevens Village,Stevens Village,GA,None,578,630,-0.0825
741,AL,AK,EAA,Eagle,Eagle,GA,None,551,656,-0.1601
750,AL,AK,EIL,Fairbanks,Eielson AFB,GA,None,502,1046,-0.5201
754,AL,AK,CRC,Circle,Circle City,GA,None,483,483,0
756,AL,AK,8AK9,Tok,Tok 2,GA,None,462,211,1.1896
758,AL,AK,ELV,Elfin Cove,Elfin Cove,GA,None,453,426,0.0634
765,AL,AK,PEV,Perryville,Perryville,GA,None,421,552,-0.2373
769,AL,AK,JZZ,Koliganek,Koliganek,GA,None,405,461,-0.1215
770,AL,AK,63A,Petersburg,Lloyd R Roundtree Seaplane Facility,GA,None,404,0,0
776,AL,AK,CJX,Crooked Creek,Crooked Creek,GA,None,386,362,0.0663
777,AL,AK,5NN,Nondalton,Nondalton,GA,None,384,1115,-0.6556
779,AL,AK,TCT,Takotna,Takotna,GA,None,380,315,0.2063
783,AL,AK,PBV,St. George,St George,GA,None,372,440,-0.1545
785,AL,AK,KFP,False Pass,False Pass,GA,None,371,357,0.0392
793,AL,AK,7AK,Akutan,Akutan,GA,None,340,79,3.3038
794,AL,AK,CLP,Clarks Point,Clarks Point,GA,None,339,441,-0.2313
797,AL,AK,KCL,Chignik Flats,Chignik Lagoon,GA,None,330,529,-0.3762
799,AL,AK,9A3,Chuathbaluk,Chuathbaluk,GA,None,327,570,-0.4263
802,AL,AK,IGG,Igiugig,Igiugig,GA,None,320,604,-0.4702
804,AL,AK,SLQ,Sleetmute,Sleetmute,GA,None,313,406,-0.2291
808,AL,AK,FSP,Nikolai,Nikolai,GA,None,306,412,-0.2573
809,AL,AK,OUL,Nelson Lagoon,Nelson Lagoon,GA,None,305,247,0.2348
812,AL,AK,AJC,Chignik,Chignik,GA,None,298,519,-0.4258
819,AL,AK,9Z8,Levelock,Levelock,GA,None,292,411,-0.2895
821,AL,AK,AK78,Deadhorse,Badami,GA,None,291,374,-0.2219
823,AL,AK,Z91,Birch Creek,Birch Creek,GA,None,290,366,-0.2077
825,AL,AK,ENN,Nenana,Nenana Municipal,GA,None,289,71,3.0704
827,AL,AK,KYK,Karluk,Karluk,GA,None,287,360,-0.2028
829,AL,AK,MHM,Lake Minchumina,Minchumina,GA,None,284,169,0.6805
833,AL,AK,1AK3,Cold Bay,Port Moller,GA,None,275,379,-0.2744
841,AL,AK,RMP,Rampart,Rampart,GA,None,248,257,-0.035
862,AL,AK,IYS,Wasilla,Wasilla,GA,None,208,0,0
868,AL,AK,KEK,Ekwok,Ekwok,GA,None,202,169,0.1953
870,AL,AK,51Z,Minto,Minto Al Wright,GA,None,192,136,0.4118
871,AL,AK,96Z,North Whale Pass,North Whale,GA,None,189,134,0.4104
884,AL,AK,SKW,Skwentna,Skwentna,GA,None,170,80,1.125
893,AL,AK,WSB,Steamboat Bay,Steamboat Bay,GA,None,163,79,1.0633
896,AL,AK,84K,Meyers Chuck,Meyers Chuck,GA,None,158,161,-0.0186
900,AL,AK,KCC,Coffman Cove,Coffman Cove,GA,None,155,79,0.962
902,AL,AK,4Z7,Hyder,Hyder,GA,None,154,215,-0.2837
909,AL,AK,9AK3,Tyonek,Nikolai Creek,GA,None,150,568,-0.7359
922,AL,AK,TNC,Tin City,Tin City LRRS,GA,None,142,126,0.127
926,AL,AK,KXA,Kasaan,Kasaan,GA,None,139,127,0.0945
929,AL,AK,UGB,Pilot Point,Ugashik Bay,GA,None,135,98,0.3776
933,AL,AK,AKA,Atka,Atka,GA,None,131,255,-0.4863
936,AL,AK,LUR,Cape Lisburne,Cape Lisburne LRRS,GA,None,128,126,0.0159
948,AL,AK,ALZ,Lazy Bay,Alitak,GA,None,121,111,0.0901
953,AL,AK,TPO,Port Alsworth,Port Alsworth,GA,None,117,1843,-0.9365
954,AL,AK,MLY,Manley Hot Springs,Manley Hot Springs,GA,None,116,107,0.0841
956,AL,AK,UTO,Utopia Creek,Indian Mountain LRRS,GA,None,116,159,-0.2704
967,AL,AK,DCK,Dahl Creek,Dahl Creek,GA,None,109,291,-0.6254
991,AL,AK,19P,Port Protection,Port Protection,GA,None,97,80,0.2125
1008,AL,AK,4K0,Pedro Bay,Pedro Bay,GA,None,90,444,-0.7973
1014,AL,AK,CZN,Chisana,Chisana,GA,None,88,54,0.6296
1020,AL,AK,IKO,Nikolski,Nikolski AS,GA,None,86,81,0.0617
1022,AL,AK,76AK,Delta Junction,Pogo Mine Airstrip,GA,None,85,99,-0.1414
1027,AL,AK,CZF,Cape Romanzof,Cape Romanzof LRRS,GA,None,81,101,-0.198
1031,AL,AK,WSN,South Naknek,South Naknek Nr 2,GA,None,79,114,-0.307
1039,AL,AK,AK71,Lonely,Lonely AS,GA,None,75,0,0
1049,AL,AK,UBW,Kuparuk,Ugnu-Kuparuk,GA,None,71,7,9.1429
1056,AL,AK,SRV,Stony River,Stony River 2,GA,None,67,129,-0.4806
1057,AL,AK,EHM,Cape Newenham,Cape Newenham LRRS,GA,None,66,109,-0.3945
1060,AL,AK,EXI,Excursion Inlet,Excursion Inlet,GA,None,65,69,-0.058
1061,AL,AK,A79,Chignik Lake,Chignik Lake,GA,None,64,48,0.3333
1065,AL,AK,TLJ,Takotna,Tatalina LRRS,GA,None,63,124,-0.4919
1066,AL,AK,PAQ,Palmer,Palmer Municipal,GA,None,61,90,-0.3222
1078,AL,AK,3AK5,Kenai,Drift River,GA,None,57,143,-0.6014
1091,AL,AK,KWP,West Point,West Point Village,GA,None,52,43,0.2093
1119,AL,AK,A63,Twin Hills,Twin Hills,GA,None,43,103,-0.5825
1129,AL,AK,SXQ,Soldotna,Soldotna,GA,None,43,24,0.7917
1140,AL,AK,5NK,Naknek,Naknek,GA,None,40,61,-0.3443
1147,AL,AK,RDV,Red Devil,Red Devil,GA,None,40,81,-0.5062
1163,AL,AK,CEM,Central,Central,GA,None,36,22,0.6364
1171,AL,AK,KMY,Moser Bay,Moser Bay,GA,None,36,14,1.5714
1176,AL,AK,KKB,Kitoi Bay,Kitoi Bay,GA,None,35,44,-0.2045
1180,AL,AK,2AK6,Hogatza,Hog River,GA,None,34,21,0.619
1194,AL,AK,WSJ,San Juan,San Juan /Uganik/,GA,None,33,20,0.65
1232,AL,AK,WCR,Chandalar Lake,Chandalar Lake,GA,None,28,53,-0.4717
1239,AL,AK,3T4,Tetlin,Tetlin,GA,None,26,0,0
1249,AL,AK,5A8,Aleknagik,Aleknagik /New,GA,None,25,3,7.3333
1257,AL,AK,HRR,Healy,Healy River,GA,None,24,21,0.1429
1259,AL,AK,HYG,Hydaburg,Hydaburg,GA,None,24,16,0.5
1260,AL,AK,KOY,Olga Bay,Olga Bay,GA,None,24,9,1.6667
1276,AL,AK,CKX,Chicken,Chicken,GA,None,22,16,0.375
1278,AL,AK,GKN,Eureka,Gulkana,GA,None,22,205,-0.8927
1282,AL,AK,KPR,Port Williams,Port Williams,GA,None,22,33,-0.3333
1296,AL,AK,AK81,Amook Bay,Amook Bay,GA,None,20,15,0.3333
1320,AL,AK,SYA,Shemya,Eareckson AS,GA,None,19,0,0
1354,AL,AK,AHP,Port Alexander,Port Alexander,GA,None,16,266,-0.9398
1356,AL,AK,CXC,Chitina,Chitina,GA,None,16,15,0.0667
1362,AL,AK,KPB,Point Baker,Point Baker,GA,None,16,33,-0.5152
1363,AL,AK,KPC,Port Clarence,Port Clarence CGS,GA,None,16,0,0
1374,AL,AK,DM2,Diomede,Diomede,GA,None,15,206,-0.9272
1408,AL,AK,ZNC,Nyac,Nyac,GA,None,14,18,-0.2222
1410,AL,AK,5AK0,Trading Bay,Trading Bay Production,GA,None,13,18,-0.2778
1415,AL,AK,FWL,Farewell,Farewell,GA,None,13,13,0
1416,AL,AK,KQA,Akutan,Akutan,GA,None,13,793,-0.9836
1419,AL,AK,MDO,Middleton Island,Middleton Island,GA,None,13,41,-0.6829
1429,AL,AK,2K5,Telida,Telida,GA,None,12,18,-0.3333
1431,AL,AK,A14,Portage Creek,Portage Creek,GA,None,12,28,-0.5714
1461,AL,AK,FLT,Flat,Flat,GA,None,11,5,1.2
1474,AL,AK,Z17,Ophir,Ophir,GA,None,11,22,-0.5
1475,AL,AK,2AK,Lime Village,Lime Village,GA,None,10,8,0.25
1480,AL,AK,AK40,McGrath,Nixon Fork Mine,GA,None,10,20,-0.5
1507,AL,AK,9A8,Ugashik,Ugashik,GA,None,9,13,-0.3077
1508,AL,AK,9AK2,Russian Mission,Kako,GA,None,9,9,0
1526,AL,AK,ORT,Fairbanks North Star (Borough),Northway,GA,None,9,7,0.2857
1541,AL,AK,CHP,Circle Hot Springs,Circle Hot Springs,GA,None,8,18,-0.5556
1645,AL,AK,4AK,Livengood,Livengood Camp,GA,None,5,0,0
1649,AL,AK,AK75,Candle,Candle 2,GA,None,5,2,1.5
1656,AL,AK,D66,Delta Junction,Delta Junction,GA,None,5,25,-0.8
1690,AL,AK,57A,Tokeen,Tokeen,GA,None,4,0,0
1705,AL,AK,CKU,Cordova,Cordova Municipal,GA,None,4,0,0
1720,AL,AK,KPY,Port Bailey,Port Bailey,GA,None,4,21,-0.8095
1760,AL,AK,46AK,Homer,Bear Cove Farm,GA,None,3,7,-0.5714
1761,AL,AK,4AK1,Deadhorse,Inigok,GA,None,3,3,0
1781,AL,AK,GSZ,Granite Mountain,Granite Mountain AS,GA,None,3,2,0.5
1816,AL,AK,TKA,Talkeetna,Talkeetna,GA,None,3,0,0
1833,AL,AK,A13,Anchorage,Bold,GA,None,2,0,0
1882,AL,AK,KCR,Colorado Creek,Colorado Creek,GA,None,2,2,0
1893,AL,AK,MOS,Elim,Moses Point,GA,None,2,2,0
1928,AL,AK,4AK8,Napaimute,Napaimute Pioneer Airfield,GA,None,1,2,-0.5
1931,AL,AK,78K,Yes Bay,Yes Bay Lodge,GA,None,1,0,0
1939,AL,AK,BYA,Boundary,Boundary,GA,None,1,0,0
76,SO,AL,BHM,Birmingham,Birmingham-Shuttlesworth International,P,S,1334177,1412483,-0.0554
118,SO,AL,HSV,Huntsville,Huntsville International-Carl T Jones Field,P,S,505541,578993,-0.1269
159,SO,AL,MOB,Mobile,Mobile Regional,P,N,287661,277432,0.0369
196,SO,AL,MGM,Montgomery,Montgomery Regional (Dannelly Field),P,N,157958,182313,-0.1336
280,SO,AL,DHN,Dothan,Dothan Regional,P,N,48423,46452,0.0424
556,SO,AL,TCL,Tuscaloosa,Tuscaloosa Regional,GA,None,2539,2489,0.0201
568,SO,AL,MSL,Muscle Shoals,Northwest Alabama Regional,GA,None,2345,4160,-0.4363
642,SO,AL,BFM,Mobile,Mobile Downtown,GA,None,1387,1038,0.3362
711,SO,AL,ANB,Anniston,Anniston Regional,GA,None,722,524,0.3779
733,SO,AL,AUO,Auburn,Auburn University Regional,GA,None,586,1686,-0.6524
864,SO,AL,CQF,Fairhope,H. L. (Sonny) Callahan,GA,None,206,31,5.6452
889,SO,AL,JKA,Gulf Shores,Jack Edwards,GA,None,166,49,2.3878
1083,SO,AL,4R3,Jackson,Jackson Municipal,GA,None,55,0,0
1132,SO,AL,CMD,Cullman,Cullman Regional-Folsom Field,GA,None,42,0,0
1216,SO,AL,ASN,Talladega,Talladega Municipal,GA,None,29,0,0
1233,SO,AL,EET,Alabaster,Shelby County,GA,None,27,0,0
1234,SO,AL,EKY,Bessemer,Bessemer,GA,None,27,2,12.5
1273,SO,AL,1A9,Prattville,Prattville - Grouby Field,GA,None,22,24,-0.0833
1324,SO,AL,ALX,Alexander City,Thomas C Russell Field,GA,None,18,0,0
1343,SO,AL,DCU,Mooresville,Pryor Field Regional,GA,None,17,0,0
1470,SO,AL,SEM,Selma,Craig Field,GA,None,11,0,0
1535,SO,AL,79J,Andalusia,South Alabama Regional at Bill Benton Field,GA,None,8,0,0
1536,SO,AL,AIV,Aliceville,George Downer,GA,None,8,0,0
1595,SO,AL,SCD,Sylacauga,Merkel Field Sylacauga Municipal,GA,None,7,7,0
1754,SO,AL,12J,Brewton,Brewton Municipal,GA,None,3,0,0
1819,SO,AL,06A,Tuskegee,Moton Field Municipal,GA,None,2,0,0
1896,SO,AL,MVC,Monroeville,Monroe County,GA,None,2,7,-0.7143
1904,SO,AL,PRN,Greenville,MacCrenshaw Memorial,GA,None,2,0,0
1949,SO,AL,EDN,Enterprise,Enterprise Municipal,GA,None,1,0,0
1951,SO,AL,EUF,Eufaula,Weedon Field,GA,None,1,0,0
86,SW,AR,LIT,Little Rock,Bill and Hillary Clinton National/Adams Field,P,S,1055293,1111442,-0.0505
112,SW,AR,XNA,Bentonville,Northwest Arkansas Regional,P,S,558141,546845,0.0207
243,SW,AR,FSM,Fort Smith,Fort Smith Regional,P,N,82742,84751,-0.0237
303,SW,AR,TXK,Texarkana,Texarkana Regional-Webb Field,P,N,32882,28080,0.171
467,SW,AR,HRO,Harrison,Boone County,CS,None,5123,5347,-0.0419
471,SW,AR,JBR,Jonesboro,Jonesboro Municipal,CS,None,4864,4730,0.0283
486,SW,AR,ELD,El Dorado,South Arkansas Regional at Goodwin Field,CS,None,4091,3059,0.3374
533,SW,AR,HOT,Hot Springs,Memorial Field,CS,None,2904,2452,0.1843
649,SW,AR,FYV,Fayetteville,Drake Field,GA,None,1279,1500,-0.1473
701,SW,AR,LRF,Jacksonville,Little Rock AFB,GA,None,799,1322,-0.3956
740,SW,AR,3AR9,Paragould,Hog Air Aviation Inc,GA,None,554,0,0
813,SW,AR,ROG,Rogers,Rogers Municipal-Carter Field,GA,None,298,64,3.6563
886,SW,AR,ASG,Springdale,Springdale Municipal,GA,None,166,27,5.1481
919,SW,AR,VBT,Bentonville,Bentonville Municipal/Louise M Thaden Field,GA,None,145,0,0
1090,SW,AR,BPK,Mountain Home,Baxter County,GA,None,53,0,0
1159,SW,AR,6AR2,Casa,A J's,GA,None,37,0,0
1161,SW,AR,SGT,Ulm,Stuttgart Municipal,GA,None,37,0,0
1380,SW,AR,MEZ,Mena,Mena Intermountain Municipal,GA,None,15,2,6.5
1396,SW,AR,HKA,Blytheville,Blytheville Municipal,GA,None,14,6,1.3333
1460,SW,AR,FLP,Flippin,Marion County Regional,GA,None,11,0,0
1499,SW,AR,RUE,Russellville,Russellville Regional,GA,None,10,7,0.4286
