ST,RO,Locid,Airport Name,City,Svc Lvl,Hub,CY 2003 Enplanements
PR,SO,X95,Diego Jimenez Torres,Fajardo,P,N,54199.0
PR,SO,VQS,Antonio Rivera Rodriguez,Isla De Vieques,P,N,46164.0
PR,SO,MAZ,Eugenio Maria De Hostos,Mayaguez,P,N,20338.0
PR,SO,NRR,Roosevelt Roads NS (Ofstie Field),Roosevelt Roads,GA,None,12234.0
PR,SO,CPX,Benjamin Rivera Noriega,Isla De Culebra,CS,None,8536.0
PR,SO,SIG,Fernando Luis Ribas Dominicci,San Juan,CS,None,5184.0
PR,SO,PSE,Mercedita,Ponce,CS,None,3052.0
PR Total,,,,,,,4919138.0
RI,NE,PVD,Theodore Francis Green State,Warwick,P,M,2553584.0
RI,NE,WST,Westerly State,Westerly,CS,None,7997.0
RI,NE,BID,Block Island State,Block Island,CS,None,7924.0
RI,NE,UUU,Newport State,Newport,GA,None,128.0
RI,NE,SFZ,North Central State,Pawtucket,GA,None,6.0
RI,NE,OQU,Quonset State,North Kingstown,GA,None,2.0
RI Total,,,,,,,2569641.0
SC,SO,CHS,Charleston AFB/Int'l,Charleston,P,S,809052.0
SC,SO,GSP,Greenville-Spartanburg Int'l,Greer,P,S,675498.0
SC,SO,MYR,Myrtle Beach Int'l,Myrtle Beach,P,S,650106.0
SC,SO,CAE,Columbia Metropolitan,Columbia,P,S,510860.0
SC,SO,HXD,Hilton Head,Hilton Head Island,P,N,60954.0
SC,SO,FLO,Florence Regional,Florence,P,N,40790.0
SC,SO,SSC,Shaw AFB,Sumter,GA,None,1545.0
SC,SO,CRE,Grand Strand,North Myrtle Beach,GA,None,393.0
SC,SO,73J,Beaufort County,Beaufort,GA,None,298.0
SC,SO,AND,Anderson Regional,Anderson,GA,None,212.0
SC,SO,DYB,Summerville,Summerville,GA,None,100.0
SC,SO,GMU,Greenville Downtown,Greenville,GA,None,41.0
SC,SO,CUB,Columbia Owens Downtown,Columbia,GA,None,31.0
SC,SO,SMS,Sumter,Sumter,GA,None,17.0
SC,SO,UZA,Rock Hill/York County/Bryant Field,Rock Hill,GA,None,15.0
SC,SO,CEU,Oconee County Regional,Seneca,GA,None,9.0
SC,SO,GGE,Georgetown County,Georgetown,GA,None,8.0
SC,SO,CDN,Woodward Field,Camden,GA,None,6.0
SC,SO,GRD,Greenwood County,Greenwood,GA,None,4.0
SC,SO,AIK,Aiken Municipal,Aiken,GA,None,3.0
SC,SO,SPA,Spartanburg Downtown Memorial,Spartanburg,GA,None,3.0
SC,SO,RBW,Lowcountry Regional,Walterboro,GA,None,2.0
SC,SO,JZI,Charleston Executive,Charleston,GA,None,1.0
SC,SO,GYH,Donaldson Center,Greenville,GA,None,1.0
SC,SO,CKI,Williamsburg Regional,Kingstree,GA,None,1.0
SC,SO,MNI,Santee Cooper Regional,Manning,GA,None,1.0
SC,SO,50J,Berkeley County,Moncks Corner,GA,None,1.0
SC Total,,,,,,,2749952.0
SD,GL,FSD,Joe Foss Field,Sioux Falls,P,N,298448.0
SD,GL,RAP,Rapid City Regional,Rapid City,P,N,217949.0
SD,GL,ABR,Aberdeen Regional,Aberdeen,P,N,25980.0
SD,GL,PIR,Pierre Regional,Pierre,P,N,15811.0
SD,GL,ATY,Watertown Municipal,Watertown,CS,None,7963.0
SD,GL,RCA,Ellsworth AFB,Rapid City,GA,None,1451.0
SD,GL,HON,Huron Regional,Huron,GA,None,1328.0
SD,GL,SPF,Black Hills-Clyde Ice Field,Spearfish,GA,None,650.0
SD,GL,BKX,Brookings Municipal,Brookings,GA,None,634.0
SD,GL,Y14,Marv Skie-Lincoln County,Tea,GA,None,29.0
SD,GL,MHE,Mitchell Municipal,Mitchell,GA,None,14.0
SD,GL,MDS,Madison Municipal,Madison,GA,None,8.0
SD,GL,6V4,Wall Municipal,Wall,GA,None,5.0
SD,GL,9D1,Gregory Municipal,Gregory,GA,None,3.0
SD,GL,9V9,Chamberlain Municipal,Chamberlain,GA,None,1.0
SD,GL,IEN,Pine Ridge,Pine Ridge,GA,None,1.0
SD,GL,AGZ,Wagner Municipal,Wagner,GA,None,1.0
SD Total,,,,,,,570276.0
TN,SO,MEM,Memphis Int'l,Memphis,P,M,5411496.0
TN,SO,BNA,Nashville Int'l,Nashville,P,M,3943236.0
TN,SO,TYS,McGhee Tyson,Maryville,P,S,692271.0
TN,SO,CHA,Lovell Field,Chattanooga,P,N,232198.0
TN,SO,TRI,Tri-Cities Regional TN/VA,Bristol/Johnson/Kingsport,P,N,195749.0
TN,SO,MKL,McKellar-Sipes Regional,Jackson,CS,None,5754.0
TN,SO,2TN0,Hospital Wing,Memphis,GA,None,2000.0
TN,SO,M88,Cornelia Fort Airpark,Nashville,GA,None,450.0
TN,SO,JWN,John C Tune,Nashville,GA,None,278.0
TN,SO,LUG,Ellington,Lewisburg,GA,None,252.0
TN,SO,GCY,Greeneville-Greene County Municipal,Greeneville,GA,None,240.0
TN,SO,MOR,Moore-Murrell,Morristown,GA,None,60.0
TN,SO,NQA,Millington Municipal,Millington,GA,None,52.0
TN,SO,2M8,Charles W. Baker,Millington,GA,None,33.0
TN,SO,UCY,Everett-Stewart,Union City,GA,None,17.0
TN,SO,3M3,Collegedale Municipal,Collegedale,GA,None,14.0
TN,SO,MQY,Smyrna,Smyrna,GA,None,11.0
TN,SO,CKV,Outlaw Field,Clarksville,GA,None,10.0
TN,SO,BGF,Winchester Municipal,Winchester,GA,None,7.0
TN,SO,M52,Franklin Wilkins,Lexington,GA,None,5.0
TN,SO,SNH,Savannah-Hardin County,Savannah,GA,None,5.0
TN,SO,SRB,Upper Cumberland Regional,Sparta,GA,None,5.0
TN,SO,JAU,Campbell County,Jacksboro,GA,None,4.0
TN,SO,1A3,Martin Campbell Field,Copperhill,GA,None,3.0
TN,SO,GKT,Gatlinburg-Pigeon Forge,Sevierville,GA,None,3.0
TN,SO,SYI,Bomar Field-Shelbyville Municipal,Shelbyville,GA,None,3.0
TN,SO,M91,Springfield Robertson County,Springfield,GA,None,3.0
TN,SO,MMI,McMinn County,Athens,GA,None,2.0
TN,SO,MBT,Murfreesboro Municipal,Murfreesboro,GA,None,2.0
TN,SO,DKX,Knoxville Downtown Island,Knoxville,GA,None,1.0
TN Total,,,,,,,10484164.0
TX,SW,DFW,Dallas/Fort Worth Int'l,Fort Worth,P,L,24976881.0
TX,SW,IAH,George Bush Intercontinental,Houston,P,L,16134684.0
TX,SW,HOU,William P Hobby,Houston,P,M,3703767.0
TX,SW,AUS,Austin-Bergstrom Int'l,Austin,P,M,3177889.0
TX,SW,SAT,San Antonio Int'l,San Antonio,P,M,3120098.0
TX,SW,DAL,Dallas Love Field,Dallas,P,M,2797303.0
TX,SW,ELP,El Paso Int'l,El Paso,P,S,1409164.0
TX,SW,LBB,Lubbock Int'l,Lubbock,P,S,508138.0
TX,SW,MAF,Midland Int'l,Midland,P,S,395011.0
TX,SW,HRL,Valley Int'l,Harlingen,P,S,391401.0
TX,SW,AMA,Amarillo Int'l,Amarillo,P,S,387809.0
TX,SW,CRP,Corpus Christi Int'l,Corpus Christi,P,S,360799.0
TX,SW,MFE,McAllen Miller Int'l,McAllen,P,N,270325.0
TX,SW,ILE,Killeen Municipal,Killeen,P,N,93356.0
TX,SW,LRD,Laredo Int'l,Laredo,P,N,76077.0
TX,SW,CLL,Easterwood Field,College Station,P,N,66721.0
TX,SW,BRO,Brownsville/South Padre Island Int'l,Brownsville,P,N,60207.0
TX,SW,TYR,Tyler Pounds Regional,Tyler,P,N,59970.0
TX,SW,ACT,Waco Regional,Waco,P,N,56429.0
TX,SW,ABI,Abilene Regional,Abilene,P,N,52021.0
TX,SW,SJT,San Angelo Regional/Mathis Field,San Angelo,P,N,48299.0
TX,SW,EFD,Ellington Field,Houston,P,N,46484.0
TX,SW,BPT,Southeast Texas Regional,Beaumont/Port Arthur,P,N,42244.0
TX,SW,SPS,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,P,N,39275.0
TX,SW,GRK,Robert Gray AAF,Killeen,GA,None,29710.0
TX,SW,GGG,East Texas Regional,Longview,P,N,28986.0
TX,SW,VCT,Victoria Regional,Victoria,P,N,11853.0
TX,SW,BIF,Biggs AAF (Fort Bliss),Fort Bliss/El Paso/,GA,None,9594.0
TX,SW,LBX,Brazoria County,Angleton/Lake Jackson,CS,None,6328.0
TX,SW,DWH,David Wayne Hooks Memorial,Houston,GA,None,1803.0
TX,SW,BWD,Brownwood Regional,Brownwood,GA,None,1764.0
TX,SW,AFW,Fort Worth Alliance,Fort Worth,GA,None,1024.0
TX,SW,SGR,Sugar Land Regional,Houston,GA,None,986.0
TX,SW,LVJ,Pearland Regional,Houston,GA,None,967.0
TX,SW,DYS,Dyess AFB,Abilene,GA,None,846.0
TX,SW,SKF,Lackland AFB (Kelly Field Annex),San Antonio,GA,None,654.0
TX,SW,GLS,Scholes Int'l at Galveston,Galveston,GA,None,382.0
TX,SW,MDD,Midland Airpark,Midland,GA,None,370.0
TX,SW,FTW,Fort Worth Meacham Int'l,Fort Worth,GA,None,369.0
TX,SW,NFW,Fort Worth NAS JRB/Carswell Field,Fort Worth,GA,None,283.0
TX,SW,LUD,Decatur Municipal,Decatur,GA,None,212.0
TX,SW,NGP,Corpus Christi NAS/Truax Field,Corpus Christi,GA,None,145.0
TX,SW,LFK,Angelina County,Lufkin,GA,None,128.0
TX,SW,BPG,Big Spring McMahon-Wrinkle,Big Spring,GA,None,100.0
TX,SW,ADS,Addison,Dallas,GA,None,91.0
TX,SW,RND,Randolph AFB,Universal City,GA,None,68.0
TX,SW,T57,Garland/DFW Heloplex,Garland,GA,None,34.0
TX,SW,ERV,Kerrville Municipal/Louis Schreiner Field,Kerrville,GA,None,30.0
TX,SW,BMT,Beaumont Municipal,Beaumont,GA,None,26.0
TX,SW,MRF,Marfa Municipal,Marfa,GA,None,19.0
TX,SW,CXO,Lone Star Regional,Conroe,GA,None,13.0
TX,SW,E38,Alpine-Casparis Municipal,Alpine,GA,None,12.0
TX,SW,3F6,Dan E Richards Municipal,Paducah,GA,None,7.0
TX,SW,GPM,Grand Prairie Municipal,Grand Prairie,GA,None,6.0
TX,SW,31F,Gaines County,Seminole,GA,None,5.0
TX,SW,GKY,Arlington Municipal,Arlington,GA,None,4.0
TX,SW,GLE,Gainesville Municipal,Gainesville,GA,None,4.0
TX,SW,MNZ,Hamilton Municipal,Hamilton,GA,None,4.0
TX,SW,IKG,Kleberg County,Kingsville,GA,None,4.0
TX,SW,PYX,Perryton Ochiltree County,Perryton,GA,None,4.0
TX,SW,FST,Fort Stockton-Pecos County,Fort Stockton,GA,None,3.0
TX,SW,ODO,Odessa-Schlemeyer Field,Odessa,GA,None,3.0
TX,SW,SLR,Sulphur Springs Municipal,Sulphur Springs,GA,None,3.0
TX,SW,11R,Brenham Municipal,Brenham,GA,None,2.0
TX,SW,GTU,Georgetown Municipal,Georgetown,GA,None,2.0
TX,SW,AXH,Houston-Southwest,Houston,GA,None,2.0
TX,SW,IWS,West Houston,Houston,GA,None,2.0
TX,SW,JSO,Cherokee County,Jacksonville,GA,None,2.0
TX,SW,TKI,Collin County Regional at McKinney,McKinney,GA,None,2.0
TX,SW,MWL,Mineral Wells,Mineral Wells,GA,None,2.0
TX,SW,GYI,Grayson County,Sherman/Denison,GA,None,2.0
TX,SW,T59,Wheeler Municipal,Wheeler,GA,None,2.0
TX,SW,INK,Winkler County,Wink,GA,None,2.0
TX,SW,DRT,Del Rio Int'l,Del Rio,GA,None,1.0
TX Total,,,,,,,58371217.0
UM,WP,JON,Johnston Atoll,Johnston Atoll,GA,None,3818.0
UM,WP,MDY,Henderson Field,Sand Island,GA,None,123.0
UM Total,,,,,,,3941.0
UT,NM,SLC,Salt Lake City Int'l,Salt Lake City,P,L,8958003.0
UT,NM,SGU,St George Municipal,St. George,P,N,46301.0
UT,NM,CDC,Cedar City Regional,Cedar City,CS,None,8625.0
UT,NM,UT25,Monument Valley,Monument Valley,GA,None,5432.0
UT,NM,CNY,Canyonlands Field,Moab,CS,None,2914.0
UT,NM,VEL,Vernal,Vernal,GA,None,2189.0
UT,NM,BCE,Bryce Canyon,Bryce Canyon,GA,None,2112.0
UT,NM,BDG,Blanding Municipal,Blanding,GA,None,1202.0
UT,NM,PVU,Provo Municipal,Provo,GA,None,800.0
UT,NM,HIF,Hill AFB,Ogden,GA,None,714.0
UT,NM,UT03,Hite,Hanksville,GA,None,610.0
UT,NM,U34,Green River Municipal,Green River,GA,None,128.0
UT,NM,36U,"Heber City Municipal-
Russ McDonald Field",Heber City,GA,None,63.0
UT,NM,KNB,Kanab Municipal,Kanab,GA,None,17.0
UT,NM,TVY,Bolinder Field-Tooele Valley,Tooele,GA,None,17.0
UT,NM,BMC,Brigham City,Brigham City,GA,None,13.0
UT,NM,PUC,Carbon County,Price,GA,None,11.0
UT,NM,RIF,Richfield Municipal,Richfield,GA,None,10.0
UT,NM,OGD,Ogden-Hinckley,Ogden,GA,None,9.0
UT,NM,HVE,Hanksville,Hanksville,GA,None,8.0
UT,NM,DTA,Delta Municipal,Delta,GA,None,5.0
UT,NM,33U,Dutch John,Dutch John,GA,None,5.0
UT,NM,LGU,Logan-Cache,Logan,GA,None,5.0
UT,NM,U42,Salt Lake City Municipal 2,Salt Lake City,GA,None,4.0
UT,NM,U43,Monticello,Monticello,GA,None,2.0
UT,NM,U07,Bullfrog Basin,Glen Canyon Natl Rec Area,GA,None,1.0
UT,NM,U96,Cal Black Memorial,Halls Crossing,GA,None,1.0
UT,NM,ENV,Wendover,Wendover,GA,None,1.0
UT Total,,,,,,,9029202.0
VA,EA,IAD,Washington Dulles Int'l,Chantilly,P,L,8050506.0
VA,EA,DCA,Ronald Reagan Washington National,Arlington,P,L,6813148.0
VA,EA,ORF,Norfolk Int'l,Norfolk,P,M,1722999.0
VA,EA,RIC,Richmond Int'l,Highland Springs,P,S,1194270.0
VA,EA,PHF,Newport News/Williamsburg Int'l,Newport News,P,S,360018.0
VA,EA,ROA,Roanoke Regional/Woodrum Field,Roanoke,P,N,289055.0
VA,EA,CHO,Charlottesville-Albemarle,Charlottesville,P,N,165565.0
VA,EA,LFI,Langley AFB,Hampton,GA,None,93345.0
VA,EA,LYH,"Lynchburg Regional/
Preston Glenn Field",Timberlake,P,N,48608.0
VA,EA,NGU,Norfolk NS (Chambers Field),Norfolk,GA,None,39295.0
VA,EA,SHD,Shenandoah Valley Regional,Weyers Cave,CS,None,7473.0
VA,EA,PVG,Hampton Roads Executive,Chesapeake,GA,None,441.0
VA,EA,HEF,"Manassas Regional/
Harry P. Davis Field",Manassas,GA,None,271.0
VA,EA,OFP,Hanover County Municipal,Ashland,GA,None,103.0
VA,EA,OKV,Winchester Regional,Winchester,GA,None,98.0
VA,EA,WAL,Wallops Flight Facility,Wallops Island,GA,None,79.0
VA,EA,FCI,Chesterfield County,Chesterfield,GA,None,76.0
VA,EA,JYO,Leesburg Executive,Leesburg,GA,None,40.0
VA,EA,VJI,Virginia Highlands,Abingdon,GA,None,30.0
VA,EA,NTU,Oceana NAS /Apollo Soucek Field/,Virginia Beach,GA,None,27.0
VA,EA,EZF,Shannon,Fredericksburg,GA,None,20.0
VA,EA,PTB,Dinwiddie County,Petersburg,GA,None,15.0
VA,EA,W66,Warrenton-Fauquier,Warrenton,GA,None,14.0
VA,EA,BCB,Virginia Tech/Montgomery Executive,Blacksburg,GA,None,12.0
VA,EA,NDY,Dahlgren Naval Surface Warfare Center,Dahlgren,GA,None,9.0
VA,EA,PSK,New River Valley,Dublin,GA,None,8.0
VA,EA,JGG,Williamsburg-Jamestown,Williamsburg,GA,None,6.0
VA,EA,DAN,Danville Regional,Danville,GA,None,5.0
VA,EA,RMN,Stafford Regional,Stafford,GA,None,5.0
VA,EA,LNP,Lonesome Pine,Wise,GA,None,5.0
VA,EA,HSP,Ingalls Field,Hot Springs,GA,None,4.0
VA,EA,NYG,Quantico MCAF /Turner Field,Quantico,GA,None,4.0
VA,EA,FVX,Farmville Regional,Farmville,GA,None,2.0
VA,EA,DAA,Davison AAF,Fort Belvoir,GA,None,2.0
VA,EA,MTV,Blue Ridge,Spencer,GA,None,2.0
VA,EA,6V3,Tazewell County,Richlands,GA,None,1.0
VA Total,,,,,,,18785561.0
VI,SO,STT,Cyril E King,Charlotte Amalie,P,S,555010.0
VI,SO,STX,Henry E Rohlsen,Christiansted,P,N,152296.0
VI,SO,VI22,Charlotte Amalie Harbor,Charlotte Amalie,GA,None,0.0
VI,SO,VI32,Christiansted Harbor-SSB,Christiansted St Croix,GA,None,0.0
VI Total,,,,,,,707306.0
VT,NE,BTV,Burlington Int'l,Burlington,P,S,546452.0
VT,NE,RUT,Rutland State,Rutland,GA,None,1858.0
VT,NE,MPV,Edward F Knapp State,Barre,GA,None,14.0
VT,NE,DDH,William H. Morse State,Bennington,GA,None,4.0
VT,NE,VSF,Hartness State (Springfield),Springfield,GA,None,3.0
VT,NE,6B8,Caledonia County,Lyndonville,GA,None,1.0
VT Total,,,,,,,548332.0
WA,NM,SEA,Seattle-Tacoma Int'l,Seattle,P,L,13109153.0
WA,NM,GEG,Spokane Int'l,Spokane,P,S,1375698.0
WA,NM,PSC,Tri-Cities,Pasco,P,N,210979.0
WA,NM,BLI,Bellingham Int'l,Bellingham,P,N,66437.0
WA,NM,YKM,Yakima Air Terminal/McAllister Field,Yakima,P,N,55877.0
WA,NM,EAT,Pangborn Memorial,East Wenatchee,P,N,40609.0
WA,NM,S60,Kenmore Air Harbor Inc,Kenmore,GA,None,36028.0
WA,NM,TCM,McChord AFB,Tacoma,GA,None,26927.0
WA,NM,ALW,Walla Walla Regional,Walla Walla,P,N,26312.0
WA,NM,PUW,Pullman/Moscow Regional,Pullman,P,N,24569.0
WA,NM,CLM,William R Fairchild Int'l,Port Angeles,P,N,23172.0
WA,NM,FHR,Friday Harbor,Friday Harbor,P,N,16497.0
WA,NM,BFI,Boeing Field/King County Int'l,Seattle,P,N,16220.0
WA,NM,OLM,Olympia,Olympia,CS,None,6868.0
WA,NM,MWH,Grant County Int'l,Moses Lake,CS,None,4976.0
WA,NM,ORS,Orcas Island,Eastsound,CS,None,3213.0
WA,NM,74S,Anacortes,Anacortes,GA,None,2464.0
WA,NM,NUW,Whidbey Island NAS /Ault Field/,Oak Harbor,GA,None,942.0
WA,NM,76S,Wes Lupien,Oak Harbor,GA,None,460.0
WA,NM,PAE,Snohomish County (Paine Field),Everett,GA,None,289.0
WA,NM,S31,Lopez Island,Lopez,GA,None,174.0
WA,NM,ELN,Bowers Field,Ellensburg,GA,None,50.0
WA,NM,S10,Chelan Municipal,Chelan,GA,None,43.0
WA,NM,38WA,Blakely Island,Blakely Island,GA,None,41.0
WA,NM,AWO,Arlington Municipal,Arlington,GA,None,33.0
WA,NM,TIW,Tacoma Narrows,Tacoma,GA,None,30.0
WA,NM,WA76,Columbia Crest Winery,Paterson,GA,None,24.0
WA,NM,OMK,Omak,Omak,GA,None,20.0
WA,NM,S52,Methow Valley State,Winthrop,GA,None,20.0
WA,NM,WA09,Roche Harbor,Roche Harbor,GA,None,18.0
WA,NM,RLD,Richland,Richland,GA,None,14.0
WA,NM,WN07,Decatur Shores,Decatur,GA,None,13.0
WA,NM,SFF,Felts Field,Spokane,GA,None,12.0
WA,NM,1S5,Sunnyside Municipal,Sunnyside,GA,None,12.0
WA,NM,S40,Prosser,Prosser,GA,None,11.0
WA,NM,HQM,Bowerman,Hoquiam,GA,None,10.0
WA,NM,1S2,Darrington Municipal,Darrington,GA,None,9.0
WA,NM,0S9,Jefferson County Int'l,Port Townsend,GA,None,9.0
WA,NM,W39,Roche Harbor,Roche Harbor,GA,None,9.0
WA,NM,VUO,Pearson Field,Vancouver,GA,None,9.0
WA,NM,S97,Anderson Field,Brewster,GA,None,8.0
WA,NM,RNT,Renton Municipal,Renton,GA,None,6.0
WA,NM,BVS,Skagit Regional,Burlington,GA,None,5.0
WA,NM,S70,Othello Municipal,Othello,GA,None,5.0
WA,NM,W01,Tonasket Municipal,Tonasket,GA,None,5.0
WA,NM,S98,Vista Field,Kennewick,GA,None,4.0
WA,NM,EPH,Ephrata Municipal,Ephrata,GA,None,3.0
WA,NM,0S7,Dorothy Scott,Oroville,GA,None,3.0
WA,NM,1S9,Sand Canyon,Chewelah,GA,None,2.0
WA,NM,80T,Quincy Municipal,Quincy,GA,None,2.0
WA,NM,S43,Harvey Field,Snohomish,GA,None,2.0
WA,NM,PWT,Bremerton National,Bremerton,GA,None,1.0
WA,NM,90WA,Waldronaire,Eastsound,GA,None,1.0
WA,NM,3W7,Grand Coulee Dam,Electric City,GA,None,1.0
WA,NM,S18,Forks,Forks,GA,None,1.0
WA,NM,38W,Lynden,Lynden,GA,None,1.0
WA,NM,W16,Firstair Field,Monroe,GA,None,1.0
WA,NM,1S0,Pierce County - Thun Field,Puyallup,GA,None,1.0
WA,NM,11S,Sekiu,Sekiu,GA,None,1.0
WA,NM,W28,Sequim Valley,Sequim,GA,None,1.0
WA,NM,7WA5,Stuart Island Airpark,Stuart Island,GA,None,1.0
WA Total,,,,,,,15048306.0
WI,GL,MKE,General Mitchell Int'l,Milwaukee,P,M,3114864.0
WI,GL,MSN,Dane County Regional-Truax Field,Madison,P,S,802730.0
WI,GL,GRB,Austin Straubel Int'l,Green Bay,P,S,379849.0
WI,GL,ATW,Outagamie County Regional,Appleton,P,N,250225.0
WI,GL,CWA,Central Wisconsin,Mosinee,P,N,154183.0
WI,GL,LSE,La Crosse Municipal,La Crosse,P,N,112545.0
WI,GL,RHI,Rhinelander-Oneida County,Rhinelander,P,N,33476.0
WI,GL,EAU,Chippewa Valley Regional,Eau Claire,P,N,21659.0
WI,GL,VOK,Volk Field,Camp Douglas,GA,None,6350.0
WI,GL,UES,Waukesha County,Waukesha,GA,None,918.0
WI,GL,OSH,Wittman Regional,Oshkosh,GA,None,548.0
WI,GL,C29,Middleton Municipal - Morey Field,Middleton,GA,None,447.0
WI,GL,STE,Stevens Point Municipal,Stevens Point,GA,None,339.0
WI,GL,DLL,Baraboo Wisconsin Dells,Baraboo,GA,None,273.0
WI,GL,MRJ,Iowa County,Mineral Point,GA,None,260.0
WI,GL,MWC,Lawrence J Timmerman,Milwaukee,GA,None,217.0
WI,GL,SBM,Sheboygan County Memorial,Sheboygan,GA,None,131.0
WI,GL,JVL,Southern Wisconsin Regional,Janesville,GA,None,97.0
WI,GL,AUW,Wausau Downtown,Wausau,GA,None,86.0
WI,GL,MTW,Manitowoc County,Manitowoc,GA,None,62.0
WI,GL,MFI,Marshfield Municipal,Marshfield,GA,None,54.0
WI,GL,ISW,Alexander Field South Wood County,Wisconsin Rapids,GA,None,36.0
WI,GL,ETB,West Bend Municipal,West Bend,GA,None,35.0
WI,GL,ARV,Lakeland/Noble F. Lee Memorial Field,Minocqua-Woodruff,GA,None,32.0
WI,GL,2P2,Washington Island,Washington Island,GA,None,30.0
WI,GL,RPD,Rice Lake Regional - Carl's Field,Rice Lake,GA,None,29.0
WI,GL,RAC,John H Batten,Racine,GA,None,28.0
WI,GL,OVS,Boscobel,Boscobel,GA,None,25.0
WI,GL,SUE,Door County Cherryland,Sturgeon Bay,GA,None,25.0
WI,GL,HYR,Sawyer County,Hayward,GA,None,23.0
WI,GL,EGV,Eagle River Union,Eagle River,GA,None,17.0
WI,GL,RYV,Watertown Municipal,Watertown,GA,None,15.0
WI,GL,EFT,Monroe Municipal,Monroe,GA,None,13.0
WI,GL,BUU,Burlington Municipal,Burlington,GA,None,12.0
WI,GL,C59,Lake Lawn,Delavan,GA,None,12.0
WI,GL,CLI,Clintonville Municipal,Clintonville,GA,None,11.0
WI,GL,FLD,Fond du Lac County,Fond du Lac,GA,None,11.0
WI,GL,ASX,John F Kennedy Memorial,Ashland,GA,None,10.0
WI,GL,RNH,New Richmond Municipal,New Richmond,GA,None,10.0
WI,GL,UNU,Dodge County,Juneau,GA,None,8.0
WI,GL,PBH,Price County,Phillips,GA,None,7.0
WI,GL,Y72,Bloyer Field,Tomah,GA,None,7.0
WI,GL,8D1,New Holstein Municipal,New Holstein,GA,None,5.0
WI,GL,4R5,Madeline Island,La Pointe,GA,None,4.0
WI,GL,C02,Grand Geneva Resort,Lake Geneva,GA,None,4.0
WI,GL,Y51,Viroqua Municipal,Viroqua,GA,None,4.0
WI,GL,ENW,Kenosha Regional,Kenosha,GA,None,3.0
WI,GL,BCK,Black River Falls Area,Black River Falls,GA,None,2.0
WI,GL,3CU,Cable Union,Cable,GA,None,2.0
WI,GL,MDZ,Taylor County,Medford,GA,None,2.0
WI,GL,PKF,Park Falls Municipal,Park Falls,GA,None,2.0
WI,GL,3WO,Shawano Municipal,Shawano,GA,None,2.0
WI,GL,RZN,Burnett County,Siren,GA,None,2.0
WI,GL,WI69,Air Troy Estates - Restricted,East Troy,GA,None,1.0
WI,GL,C47,Portage Municipal,Portage,GA,None,1.0
WI,GL,SUW,Richard I Bong,Superior,GA,None,1.0
WI Total,,,,,,,4879744.0
WK,WP,AWK,Wake Island Airfield,Wake Island,GA,None,867.0
WK Total,,,,,,,867.0
WV,EA,CRW,Yeager,Charleston,P,N,239634.0
WV,EA,HTS,Tri-State/Milton J. Ferguson Field,Huntington,P,N,40958.0
WV,EA,PKB,Mid-Ohio Valley Regional,Parkersburg,P,N,12090.0
WV,EA,LWB,Greenbrier Valley,Lewisburg,P,N,11226.0
WV,EA,CKB,Harrison/Marion Regional,Clarksburg,P,N,10193.0
WV,EA,MGW,"Morgantown Municipal-
Walter L. Bill Hart Field",Morgantown,P,N,10187.0
WV,EA,BKW,Raleigh County Memorial,Beckley,CS,None,2860.0
WV,EA,BLF,Mercer County,Bluefield,GA,None,1627.0
WV,EA,MRB,Eastern WV Regional/Shepherd Field,Martinsburg,GA,None,110.0
WV,EA,HLG,Wheeling Ohio County,Wheeling,GA,None,8.0
WV,EA,W22,Upshur County Regional,Buckhannon,GA,None,1.0
WV Total,,,,,,,328894.0
WY,NM,JAC,Jackson Hole,Jackson,P,N,212067.0
WY,NM,CPR,Natrona County Int'l,Casper,P,N,59546.0
WY,NM,COD,Yellowstone Regional,Cody,P,N,20216.0
WY,NM,CYS,Cheyenne,Cheyenne,P,N,14866.0
WY,NM,GCC,Gillette-Campbell County,Gillette,P,N,12854.0
WY,NM,SHR,Sheridan County,Sheridan,P,N,10664.0
WY,NM,RIW,Riverton Regional,Riverton,P,N,10234.0
WY,NM,RKS,Rock Springs-Sweetwater County,Rock Springs,CS,None,9071.0
WY,NM,LAR,Laramie Regional,Laramie,CS,None,8828.0
WY,NM,WRL,Worland Municipal,Worland,CS,None,2706.0
WY,NM,GEY,South Big Horn County,Greybull,GA,None,265.0
WY,NM,PNA,Ralph Wenz Field,Pinedale,GA,None,34.0
WY,NM,AFO,Afton Municipal,Afton,GA,None,14.0
WY,NM,LND,Hunt Field,Lander,GA,None,14.0
WY,NM,POY,Powell Municipal,Powell,GA,None,7.0
WY,NM,BPI,Big Piney-Marbleton,Big Piney,GA,None,6.0
WY Total,,,,,,,361392.0
Grand Total,,,,,,,651728887.0
