ST,RO,Locid,Airport Name,City,Svc Lvl,Hub,CY 2003 Enplanements
CA,WP,SJC,Norman Y. Mineta San Jose Int'l,San Jose,P,M,5104201.0
CA,WP,SMF,Sacramento Int'l,Sacramento,P,M,4390847.0
CA,WP,SNA,John Wayne Airport-Orange County,Santa Ana,P,M,4266083.0
CA,WP,ONT,Ontario Int'l,Ontario,P,M,3089025.0
CA,WP,BUR,Bob Hope,Burbank,P,M,2352465.0
CA,WP,LGB,Long Beach /Daugherty Field/,Long Beach,P,S,1409039.0
CA,WP,PSP,Palm Springs Int'l,Palm Springs,P,S,627231.0
CA,WP,FAT,Fresno Yosemite Int'l,Fresno,P,S,501373.0
CA,WP,SBA,Santa Barbara Municipal,Santa Barbara,P,S,383902.0
CA,WP,MRY,Monterey Peninsula,Monterey,P,N,182725.0
CA,WP,SBP,San Luis County Regional,San Luis Obispo,P,N,141649.0
CA,WP,ACV,Arcata,Arcata/Eureka,P,N,90202.0
CA,WP,BFL,Meadows Field,Bakersfield,P,N,90187.0
CA,WP,SMX,"Santa Maria Public/
Capt G Allan Hancock Field",Santa Maria,P,N,61989.0
CA,WP,RDD,Redding Municipal,Redding,P,N,53868.0
CA,WP,CRQ,McClellan-Palomar,Carlsbad,P,N,49275.0
CA,WP,VCV,Southern California Logistics,Victorville,P,N,29020.0
CA,WP,RIV,March ARB,Riverside,GA,None,28575.0
CA,WP,OXR,Oxnard,Oxnard,P,N,21975.0
CA,WP,CIC,Chico Municipal,Chico,P,N,16237.0
CA,WP,MOD,Modesto City County-Harry Sham Field,Modesto,P,N,14594.0
CA,WP,SCK,Stockton Metropolitan,Stockton,P,N,13700.0
CA,WP,IYK,Inyokern,Inyokern,P,N,11427.0
CA,WP,CEC,Jack McNamara Field,Crescent City,P,N,11267.0
CA,WP,IPL,Imperial County,Imperial,CS,None,8066.0
CA,WP,NTD,Point Mugu NAS,Point Mugu,GA,None,7617.0
CA,WP,MCE,Merced Municipal/MacReady Field,Merced,CS,None,7522.0
CA,WP,NSI,San Nicolas Island NOLF,San Nicolas Island,GA,None,6356.0
CA,WP,NZY,North Island NAS /Halsey Field/,San Diego,GA,None,5368.0
CA,WP,SUU,Travis AFB,Fairfield,GA,None,3700.0
CA,WP,VIS,Visalia Municipal,Visalia,CS,None,2839.0
CA,WP,NKX,Miramar MCAS/Mitscher Field,San Diego,GA,None,2162.0
CA,WP,VBG,Vandenberg AFB,Lompoc,GA,None,1799.0
CA,WP,NJK,El Centro NAF,El Centro,GA,None,496.0
CA,WP,MHR,Sacramento Mather,Sacramento,GA,None,488.0
CA,WP,HHR,"Jack Northrop Field/
Hawthorne Municipal",Hawthorne,GA,None,431.0
CA,WP,VNY,Van Nuys,Van Nuys,GA,None,310.0
CA,WP,PRB,Paso Robles Municipal,Paso Robles,GA,None,224.0
CA,WP,MYF,Montgomery Field,San Diego,GA,None,224.0
CA,WP,MYV,Yuba County,Marysville,GA,None,150.0
CA,WP,SAC,Sacramento Executive,Sacramento,GA,None,123.0
CA,WP,BIH,Eastern Sierra Regional,Bishop,GA,None,109.0
CA,WP,SMO,Santa Monica Municipal,Santa Monica,GA,None,103.0
CA,WP,APC,Napa County,Napa,GA,None,80.0
CA,WP,SDM,Brown Field Municipal,San Diego,GA,None,78.0
CA,WP,NID,China Lake NAWS (Armitage Field),China Lake (Naval Weapons Center),GA,None,75.0
CA,WP,TVL,Lake Tahoe,South Lake Tahoe,GA,None,74.0
CA,WP,FCH,Fresno-Chandler Downtown,Fresno,GA,None,71.0
CA,WP,NUC,"San Clemente Island NALF/
Frederick Sherman Field",San Clemente Island,GA,None,69.0
CA,WP,SQL,San Carlos,San Carlos,GA,None,67.0
CA,WP,UDD,Bermuda Dunes,Palm Springs,GA,None,60.0
CA,WP,A30,Scott Valley,Fort Jones,GA,None,56.0
CA,WP,SBD,San Bernardino Int'l,San Bernardino,GA,None,54.0
CA,WP,PTV,Porterville Municipal,Porterville,GA,None,50.0
CA,WP,O85,Benton Field,Redding,GA,None,50.0
CA,WP,UKI,Ukiah Municipal,Ukiah,GA,None,50.0
CA,WP,MMH,Mammoth Yosemite,Mammoth Lakes,GA,None,40.0
CA,WP,STS,Charles M. Schulz - Sonoma County,Santa Rosa,GA,None,36.0
CA,WP,TRK,Truckee-Tahoe,Truckee,GA,None,33.0
CA,WP,PAO,Palo Alto Airport of Santa Clara County,Palo Alto,GA,None,28.0
CA,WP,CMA,Camarillo,Camarillo,GA,None,27.0
CA,WP,OKB,Oceanside Municipal,Oceanside,GA,None,21.0
CA,WP,SEE,Gillespie Field,San Diego/El Cajon,GA,None,21.0
CA,WP,CNO,Chino,Chino,GA,None,20.0
CA,WP,CCR,Buchanan Field,Concord,GA,None,14.0
CA,WP,WJF,General Wm J Fox Airfield,Lancaster,GA,None,14.0
CA,WP,O46,Weed,Weed,GA,None,14.0
CA,WP,CXL,Calexico Int'l,Calexico,GA,None,13.0
CA,WP,LHM,Lincoln Regional/Karl Harder Field,Lincoln,GA,None,11.0
CA,WP,1O5,Montague-Yreka Rohrer Field,Montague,GA,None,11.0
CA,WP,TRM,Jacqueline Cochran Regional,Palm Springs,GA,None,11.0
CA,WP,AVX,Catalina,Avalon,GA,None,10.0
CA,WP,AAT,Alturas Municipal,Alturas,GA,None,9.0
CA,WP,MHV,Mojave,Mojave,GA,None,9.0
CA,WP,IZA,Santa Ynez,Santa Ynez,GA,None,8.0
CA,WP,3O7,Hollister Municipal,Hollister,GA,None,7.0
CA,WP,O05,Rogers Field,Chester,GA,None,6.0
CA,WP,POC,Brackett Field,La Verne,GA,None,6.0
CA,WP,O59,Cedarville,Cedarville,GA,None,5.0
CA,WP,EKA,Murray Field,Eureka,GA,None,5.0
CA,WP,FOT,Rohnerville,Fortuna,GA,None,5.0
CA,WP,DVO,Gnoss Field,Novato,GA,None,5.0
CA,WP,SVE,Susanville Municipal,Susanville,GA,None,5.0
CA,WP,TOA,Zamperini Field,Torrance,GA,None,5.0
CA,WP,AUN,Auburn Municipal,Auburn,GA,None,4.0
CA,WP,L08,Borrego Valley,Borrego Springs,GA,None,4.0
CA,WP,SNS,Salinas Municipal,Salinas,GA,None,4.0
CA,WP,WVI,Watsonville Municipal,Watsonville,GA,None,4.0
CA,WP,A32,Butte Valley,Dorris,GA,None,3.0
CA,WP,RBL,Red Bluff Municipal,Red Bluff,GA,None,3.0
CA,WP,FUL,Fullerton Municipal,Fullerton,GA,None,2.0
CA,WP,O17,Nevada County Air Park,Grass Valley,GA,None,2.0
CA,WP,LVK,Livermore Municipal,Livermore,GA,None,2.0
CA,WP,2O3,Angwin-Parrett Field,Angwin,GA,None,1.0
CA,WP,HAF,Half Moon Bay,Half Moon Bay,GA,None,1.0
CA,WP,HWD,Hayward Executive,Hayward,GA,None,1.0
CA,WP,2O7,Independence,Independence,GA,None,1.0
CA,WP,LSN,Los Banos Municipal,Los Banos,GA,None,1.0
CA,WP,SIY,Siskiyou County,Montague,GA,None,1.0
CA,WP,F70,French Valley,Murrieta/Temecula,GA,None,1.0
CA,WP,L65,Perris Valley,Perris,GA,None,1.0
CA,WP,O69,Petaluma Municipal,Petaluma,GA,None,1.0
CA,WP,RAL,Riverside Municipal,Riverside,GA,None,1.0
CA,WP,0Q6,Shingletown,Shingletown,GA,None,1.0
CA,WP,TLR,Mefford Field,Tulare,GA,None,1.0
CA Total,,,,,,,77512512.0
CO,NM,DEN,Denver Int'l,Denver,P,L,17969754.0
CO,NM,COS,City of Colorado Springs Municipal,Colorado Springs,P,S,1010985.0
CO,NM,ASE,Aspen-Pitkin County/Sardy Field,Aspen,P,N,189881.0
CO,NM,EGE,Eagle County Regional,Eagle,P,N,168347.0
CO,NM,GJT,Walker Field,Grand Junction,P,N,128066.0
CO,NM,HDN,Yampa Valley,Hayden,P,N,102375.0
CO,NM,DRO,Durango-La Plata County,Durango,P,N,86198.0
CO,NM,MTJ,Montrose Regional,Montrose,P,N,69386.0
CO,NM,GUC,Gunnison-Crested Butte Regional,Gunnison,P,N,37717.0
CO,NM,TEX,Telluride Regional,Telluride,P,N,15386.0
CO,NM,FNL,Fort Collins-Loveland Municipal,Fort Collins/Loveland,P,N,10307.0
CO,NM,CEZ,Cortez Municipal,Cortez,CS,None,6733.0
CO,NM,PUB,Pueblo Memorial,Pueblo,CS,None,3901.0
CO,NM,ALS,"San Luis Valley Regional/
Bergman Field",Alamosa,CS,None,3839.0
CO,NM,APA,Centennial,Englewood,GA,None,404.0
CO,NM,AKO,Colorado Plains Regional,Akron,GA,None,187.0
CO,NM,BJC,Jeffco,Broomfield,GA,None,129.0
CO,NM,LAA,Lamar Municipal,Lamar,GA,None,86.0
CO,NM,2V2,Vance Brand,Longmont,GA,None,62.0
CO,NM,2V1,Stevens Field,Pagosa Springs,GA,None,32.0
CO,NM,RIL,Garfield County Regional,Rifle,GA,None,29.0
CO,NM,ITR,Kit Carson County,Burlington,GA,None,18.0
CO,NM,9V7,Eads Municipal,Eads,GA,None,13.0
CO,NM,GXY,Greeley-Weld County,Greeley,GA,None,12.0
CO,NM,EEO,Meeker,Meeker,GA,None,6.0
CO,NM,FTG,Front Range,Watkins,GA,None,6.0
CO,NM,STK,Sterling Municipal,Sterling,GA,None,3.0
CO,NM,1V6,Fremont County,Canon City,GA,None,2.0
CO,NM,MVI,Monte Vista Municipal,Monte Vista,GA,None,2.0
CO,NM,00C,Animas Air Park,Durango,GA,None,1.0
CO,NM,8V7,Springfield Municipal,Springfield,GA,None,1.0
CO Total,,,,,,,19803868.0
CT,NE,BDL,Bradley Int'l,Windsor Locks,P,M,3098556.0
CT,NE,HVN,Tweed-New Haven,New Haven,P,N,15446.0
CT,NE,GON,Groton-New London,Groton New London,CS,None,5952.0
CT,NE,BDR,Igor I Sikorsky Memorial,Bridgeport,GA,None,248.0
CT,NE,4C3,Hummingbird,Wallingford,GA,None,207.0
CT,NE,HFD,Hartford-Brainard,Hartford,GA,None,192.0
CT,NE,4B8,Robertson Field,Plainville,GA,None,49.0
CT,NE,OXC,Waterbury-Oxford,Oxford,GA,None,13.0
CT,NE,DXR,Danbury Municipal,Danbury,GA,None,10.0
CT,NE,MMK,Meriden Markham Municipal,Meriden,GA,None,3.0
CT Total,,,,,,,3120676.0
DE,EA,ILG,New Castle County,Wilmington,GA,None,1825.0
DE,EA,DOV,Dover AFB,Dover,GA,None,535.0
DE,EA,GED,Sussex County,Georgetown,GA,None,13.0
DE,EA,EVY,Summit,Middletown,GA,None,8.0
DE Total,,,,,,,2381.0
FL,SO,MIA,Miami Int'l,Miami,P,L,14198321.0
FL,SO,MCO,Orlando Int'l,Orlando,P,L,13375162.0
FL,SO,FLL,"Fort Lauderdale/
Hollywood Int'l",Fort Lauderdale,P,L,8682781.0
FL,SO,TPA,Tampa Int'l,Tampa,P,L,7672533.0
FL,SO,PBI,Palm Beach Int'l,West Palm Beach,P,M,3011968.0
FL,SO,RSW,Southwest Florida Int'l,Fort Myers,P,M,2906367.0
FL,SO,JAX,Jacksonville Int'l,Jacksonville,P,M,2415747.0
FL,SO,PNS,Pensacola Regional,Pensacola,P,S,689268.0
FL,SO,SFB,Orlando Sanford,Sanford,P,S,619894.0
FL,SO,TLH,Tallahassee Regional,Tallahassee,P,S,568514.0
FL,SO,SRQ,Sarasota/Bradenton Int'l,Sarasota/Bradenton,P,S,533045.0
FL,SO,PIE,St Petersburg-Clearwater Int'l,Clearwater,P,S,522308.0
FL,SO,VPS,Eglin AFB,Valparaiso,P,S,347645.0
FL,SO,EYW,Key West Int'l,Key West,P,N,299193.0
FL,SO,DAB,Daytona Beach Int'l,Daytona Beach,P,N,275895.0
FL,SO,MLB,Melbourne Int'l,Melbourne,P,N,194409.0
FL,SO,PFN,Panama City-Bay County Int'l,Panama City,P,N,182027.0
FL,SO,GNV,Gainesville Regional,Gainesville,P,N,120547.0
FL,SO,FD54,Gold Eagle Helicopters Inc,Kissimmee,GA,None,10920.0
FL,SO,APF,Naples Municipal,Naples,CS,None,6688.0
FL,SO,NIP,Jacksonville NAS /Towers Field/,Jacksonville,GA,None,6130.0
FL,SO,OPF,Opa Locka,Miami,GA,None,5745.0
FL,SO,ORL,Executive,Orlando,GA,None,2195.0
FL,SO,MCF,MacDill AFB,Tampa,GA,None,1862.0
FL,SO,EVB,New Smyrna Beach Municipal,New Smyrna Beach,GA,None,1161.0
FL,SO,PAM,Tyndall AFB,Panama City,GA,None,993.0
FL,SO,COF,Patrick AFB,Cocoa Beach,GA,None,722.0
FL,SO,MTH,The Florida Keys Marathon,Marathon,GA,None,559.0
FL,SO,HRT,Hurlburt Field,Mary Esther,GA,None,356.0
FL,SO,NPA,Pensacola NAS/Forrest Sherman Field/,Pensacola,GA,None,254.0
FL,SO,FXE,Fort Lauderdale Executive,Fort Lauderdale,GA,None,170.0
FL,SO,SPG,Albert Whitted,Saint Petersburg,GA,None,166.0
FL,SO,X68,Nasa Shuttle Landing Facility,Titusville,GA,None,146.0
FL,SO,SUA,Witham Field,Stuart,GA,None,138.0
FL,SO,FMY,Page Field,Fort Myers,GA,None,106.0
FL,SO,HST,Homestead ARB,Homestead,GA,None,96.0
FL,SO,OMN,Ormond Beach Municipal,Ormond Beach,GA,None,95.0
FL,SO,NQX,Key West NAS /Boca Chica Field/,Key West,GA,None,89.0
FL,SO,CGC,Crystal River,Crystal River,GA,None,84.0
FL,SO,VNC,Venice Municipal,Venice,GA,None,72.0
FL,SO,DTS,Destin-Fort Walton Beach,Destin,GA,None,71.0
FL,SO,NRB,Mayport NS (Adm David L. McDonald Field),Mayport,GA,None,51.0
FL,SO,27FD,Coastal Helicopters Inc,Panama City,GA,None,50.0
FL,SO,TPF,Peter O Knight,Tampa,GA,None,36.0
FL,SO,TIX,Space Coast Regional,Titusville,GA,None,31.0
FL,SO,BCT,Boca Raton,Boca Raton,GA,None,28.0
FL,SO,ISM,Kissimmee Gateway,Kissimmee,GA,None,27.0
FL,SO,VRB,Vero Beach Municipal,Vero Beach,GA,None,26.0
FL,SO,SGJ,St Augustine,Saint Augustine,GA,None,25.0
FL,SO,CLW,Clearwater Air Park,Clearwater,GA,None,23.0
FL,SO,X47,Flagler County,Bunnell,GA,None,21.0
FL,SO,CRG,Craig Municipal,Jacksonville,GA,None,21.0
FL,SO,28J,Kay Larkin,Palatka,GA,None,21.0
FL,SO,55J,Fernandina Beach Municipal,Fernandina Beach,GA,None,14.0
FL,SO,MKY,Marco Island,Marco Island,GA,None,12.0
FL,SO,OCF,Ocala Int'l-Jim Taylor Field,Ocala,GA,None,10.0
FL,SO,PGD,Charlotte County,Punta Gorda,GA,None,10.0
FL,SO,FPR,St Lucie County Int'l,Fort Pierce,GA,None,9.0
FL,SO,X06,Arcadia Municipal,Arcadia,GA,None,8.0
FL,SO,AVO,Avon Park Municipal,Avon Park,GA,None,8.0
FL,SO,LCQ,Lake City Municipal,Lake City,GA,None,8.0
FL,SO,LEE,Leesburg Regional,Leesburg,GA,None,8.0
FL,SO,07FA,Ocean Reef Club,Key Largo,GA,None,4.0
FL,SO,X26,Sebastian Municipal,Sebastian,GA,None,3.0
FL,SO,X44,Miami,Miami,GA,None,2.0
FL,SO,F45,North Palm Beach County General Aviation,West Palm Beach,GA,None,2.0
FL,SO,BKV,Hernando County,Brooksville,GA,None,1.0
FL,SO,TMB,Kendall-Tamiami Executive,Miami,GA,None,1.0
FL,SO,2R4,Peter Prince Field,Milton,GA,None,1.0
FL,SO,PCM,Plant City Municipal,Plant City,GA,None,1.0
FL,SO,SEF,Sebring Regional,Sebring,GA,None,1.0
FL Total,,,,,,,56654905.0
GA,SO,ATL,Hartsfield - Jackson Atlanta Int'l,Atlanta,P,L,38893670.0
GA,SO,SAV,Savannah/Hilton Head Int'l,Savannah,P,S,829821.0
GA,SO,AGS,Augusta Regional at Bush Field,Augusta,P,N,165874.0
GA,SO,CSG,Columbus Metropolitan,Columbus,P,N,55552.0
GA,SO,BQK,Brunswick Golden Isles,Brunswick,P,N,38538.0
GA,SO,ABY,Southwest Georgia Regional,Albany,P,N,33520.0
GA,SO,VLD,Valdosta Regional,Valdosta,P,N,32814.0
GA,SO,MCN,Middle Georgia Regional,Macon,P,N,29355.0
GA,SO,SVN,Hunter AAF,Savannah,GA,None,15391.0
GA,SO,WRB,Robins AFB,Warner Robins,GA,None,7825.0
GA,SO,AHN,Athens/Ben Epps,Athens,CS,None,7550.0
GA,SO,LSF,Lawson AAF (Fort Benning),Fort Benning (U.S. Army),GA,None,297.0
GA,SO,PDK,Dekalb-Peachtree,Atlanta,GA,None,223.0
GA,SO,MGE,"Dobbins Air Reserve Base 
(Atlanta NAS)",Marietta,GA,None,189.0
GA,SO,JES,Jesup-Wayne County,Jesup,GA,None,41.0
GA,SO,SSI,Malcolm McKinnon,Brunswick,GA,None,31.0
GA,SO,ACJ,Souther Field,Americus,GA,None,24.0
GA,SO,LZU,Gwinnett County - Briscoe Field,Lawrenceville,GA,None,17.0
GA,SO,FTY,Fulton County Airport-Brown Field,Atlanta,GA,None,16.0
GA,SO,DNL,Daniel Field,Augusta,GA,None,16.0
GA,SO,GVL,Lee Gilmer Memorial,Gainesville,GA,None,16.0
GA,SO,DQH,Douglas Municipal,Douglas,GA,None,15.0
GA,SO,4A7,Clayton County - Tara Field,Hampton,GA,None,14.0
GA,SO,HQU,Thomson-McDuffie County,Thomson,GA,None,14.0
GA,SO,RYY,Cobb County-McCollum Field,Marietta,GA,None,13.0
GA,SO,9A1,Covington Municipal,Covington,GA,None,8.0
GA,SO,DNN,Dalton Municipal,Dalton,GA,None,7.0
GA,SO,TOC,Toccoa - R G LeTourneau Field,Toccoa,GA,None,7.0
GA,SO,MAC,Herbert Smart Downtown,Macon,GA,None,5.0
GA,SO,MUL,Spence,Moultrie,GA,None,5.0
GA,SO,TVI,Thomasville Municipal,Thomasville,GA,None,5.0
GA,SO,FFC,Peachtree City-Falcon Field,Peachtree City,GA,None,4.0
GA,SO,DBN,W H 'Bud' Barron,Dublin,GA,None,3.0
GA,SO,CCO,Newnan Coweta County,Newnan,GA,None,3.0
GA,SO,3J7,Greene County Regional,Greensboro,GA,None,2.0
GA,SO,JZP,Pickens County,Jasper,GA,None,2.0
GA,SO,CTJ,West Georgia Regional - O V Gray Field,Carrollton,GA,None,1.0
GA Total,,,,,,,40110888.0
GU,WP,GUM,Guam Int'l,Agana,P,S,1076944.0
GU,WP,UAM,Andersen AFB,"Andersen,
Mariana Island",GA,None,5785.0
GU Total,,,,,,,1082729.0
HI,WP,HNL,Honolulu Int'l,Honolulu,P,L,9044409.0
HI,WP,OGG,Kahului,Kahului,P,M,2656254.0
HI,WP,LIH,Lihue,Lihue,P,S,1228675.0
HI,WP,KOA,Kona Int'l at Keahole,Kailua Kona,P,S,1183215.0
HI,WP,ITO,Hilo Int'l,Hilo,P,S,630498.0
HI,WP,MKK,Molokai,Kaunakakai,P,N,62739.0
HI,WP,LNY,Lanai,Lanai City,P,N,48231.0
HI,WP,JHM,Kapalua,Lahaina,GA,None,40971.0
HI,WP,HNM,Hana,Hana,CS,None,8131.0
HI,WP,PAK,Port Allen,Hanapepe,GA,None,8025.0
HI,WP,MUE,Waimea-Kohala,Kamuela,CS,None,3348.0
HI,WP,LUP,Kalaupapa,Kalaupapa,GA,None,1782.0
HI,WP,NGF,Kaneohe Bay MCAF,Kaneohe,GA,None,828.0
HI,WP,BKH,Barking Sands Pacific Missile Range Facility,"Kekaha,Kauai",GA,None,55.0
HI Total,,,,,,,14917161.0
IA,CE,DSM,Des Moines Int'l,Des Moines,P,S,887515.0
IA,CE,CID,The Eastern Iowa,Cedar Rapids,P,S,468056.0
IA,CE,SUX,Sioux Gateway/Col. Bud Day Field,Sioux City,P,N,42262.0
IA,CE,DBQ,Dubuque Regional,Dubuque,P,N,38644.0
IA,CE,ALO,Waterloo Municipal,Waterloo,P,N,35538.0
IA,CE,MCW,Mason City Municipal,Mason City,P,N,14373.0
IA,CE,BRL,Southeast Iowa Regional,Burlington,CS,None,7602.0
IA,CE,FOD,Fort Dodge Regional,Fort Dodge,CS,None,7556.0
IA,CE,AMW,Ames Municipal,Ames,GA,None,550.0
IA,CE,CIN,Arthur N Neu,Carroll,GA,None,488.0
IA,CE,SHL,Sheldon Municipal,Sheldon,GA,None,400.0
IA,CE,SPW,Spencer Municipal,Spencer,GA,None,78.0
IA,CE,0F3,Spirit Lake Municipal,Spirit Lake,GA,None,72.0
IA,CE,IKV,Ankeny Regional,Ankeny,GA,None,71.0
IA,CE,CBF,Council Bluffs Municipal,Council Bluffs,GA,None,42.0
IA,CE,IOW,Iowa City Municipal,Iowa City,GA,None,36.0
IA,CE,PEA,Pella Municipal,Pella,GA,None,35.0
IA,CE,DVN,Davenport Municipal,Davenport,GA,None,32.0
IA,CE,EST,Estherville Municipal,Estherville,GA,None,30.0
IA,CE,CNC,Chariton Municipal,Chariton,GA,None,20.0
IA,CE,3Y2,George L Scott Municipal,West Union,GA,None,14.0
IA,CE,DEH,Decorah Municipal,Decorah,GA,None,11.0
IA,CE,CWI,Clinton Municipal,Clinton,GA,None,10.0
IA,CE,LRJ,Le Mars Municipal,Le Mars,GA,None,9.0
IA,CE,MIW,Marshalltown Municipal,Marshalltown,GA,None,8.0
IA,CE,TZT,Belle Plaine Municipal,Belle Plaine,GA,None,6.0
IA,CE,FXY,Forest City Municipal,Forest City,GA,None,6.0
IA,CE,OTM,Ottumwa Industrial,Ottumwa,GA,None,6.0
IA,CE,AXA,Algona Municipal,Algona,GA,None,5.0
IA,CE,TVK,Centerville Municipal,Centerville,GA,None,5.0
IA,CE,EOK,Keokuk Municipal,Keokuk,GA,None,5.0
IA,CE,MUT,Muscatine Municipal,Muscatine,GA,None,5.0
IA,CE,CCY,Charles City Municipal,Charles City,GA,None,4.0
IA,CE,AWG,Washington Municipal,Washington,GA,None,4.0
IA,CE,C27,Manchester Municipal,Manchester,GA,None,3.0
IA,CE,SLB,Storm Lake Municipal,Storm Lake,GA,None,3.0
IA,CE,RDK,Red Oak Municipal,Red Oak,GA,None,2.0
IA,CE,DNS,Denison Municipal,Denison,GA,None,1.0
IA,CE,ORC,Orange City Municipal,Orange City,GA,None,1.0
IA Total,,,,,,,1503508.0
ID,NM,BOI,Boise Air Terminal/Gowen Field,Boise,P,S,1357984.0
ID,NM,IDA,Idaho Falls Regional,Idaho Falls,P,N,116326.0
ID,NM,SUN,Friedman Memorial,Hailey,P,N,74741.0
ID,NM,LWS,Lewiston-Nez Perce County,Lewiston,P,N,53907.0
ID,NM,PIH,Pocatello Regional,Arbon Valley,P,N,43667.0
ID,NM,TWF,Joslin Field - Magic Valley Regional,Twin Falls,P,N,34201.0
ID,NM,SMN,Lemhi County,Salmon,GA,None,2304.0
ID,NM,MYL,McCall Municipal,McCall,GA,None,606.0
ID,NM,MUO,Mountain Home AFB,Mountain Home,GA,None,553.0
ID,NM,EUL,Caldwell Industrial,Caldwell,GA,None,132.0
ID,NM,U01,American Falls,American Falls,GA,None,125.0
ID,NM,COE,Coeur d'Alene Air Terminal,Hayden Lake,GA,None,123.0
ID,NM,1U7,Bear Lake County,Paris,GA,None,26.0
ID,NM,2ID7,Cayuse Creek /USFS/,Cayuse Creek,GA,None,25.0
ID,NM,1U1,Moose Creek /USFS/,Moose Creek Ranger Station,GA,None,15.0
ID,NM,U78,Allen H Tigert,Soda Springs,GA,None,13.0
ID,NM,S67,Nampa Municipal,Nampa,GA,None,11.0
ID,NM,SZT,Sandpoint,Sandpoint,GA,None,11.0
ID,NM,2U5,Shearer /USFS/,Shearer,GA,None,8.0
ID,NM,JER,Jerome County,Jerome,GA,None,7.0
ID,NM,AOC,Arco-Butte County,Arco,GA,None,1.0
ID,NM,U70,Cascade,Cascade,GA,None,1.0
ID Total,,,,,,,1684787.0
IL,GL,ORD,Chicago O'Hare Int'l,Chicago,P,L,32920387.0
IL,GL,MDW,Chicago Midway Int'l,Chicago,P,L,8687215.0
IL,GL,MLI,Quad City Int'l,Moline,P,S,408219.0
IL,GL,BMI,Central IL Regional Airport at Bloomington-Normal,Bloomington/Normal,P,N,207278.0
IL,GL,PIA,Greater Peoria Regional,Peoria,P,N,178769.0
IL,GL,SPI,Capital,Springfield,P,N,123019.0
IL,GL,CMI,University of Illinois-Willard,Champaign/Urbana,P,N,97189.0
IL,GL,RFD,Greater Rockford,Rockford,P,N,16982.0
IL,GL,DEC,Decatur,Decatur,P,N,14514.0
IL,GL,MWA,Williamson County Regional,Marion,P,N,11200.0
IL,GL,UIN,Quincy Regional-Baldwin Field,Quincy,CS,None,9218.0
IL,GL,BLV,Scott AFB/Midamerica,Belleville,CS,None,3802.0
IL,GL,PWK,Palwaukee Municipal,Chicago/Prospect Hgts/Whee,GA,None,839.0
IL,GL,3CK,Lake in the Hills,Chicago/Lake In The Hills,GA,None,655.0
IL,GL,GBG,Galesburg Municipal,Galesburg,GA,None,456.0
IL,GL,DPA,Dupage,Chicago/West Chicago,GA,None,317.0
IL,GL,LOT,Lewis University,Chicago/Romeoville,GA,None,298.0
IL,GL,MTO,Coles County Memorial,Mattoon/Charleston,GA,None,178.0
IL,GL,VYS,Illinois Valley Regional-Walter A Duncan Field,Peru,GA,None,163.0
IL,GL,ARR,Aurora Municipal,Chicago/Aurora,GA,None,126.0
IL,GL,MDH,Southern Illinois,Carbondale/Murphysboro,GA,None,91.0
IL,GL,UGN,Waukegan Regional,Chicago/Waukegan,GA,None,88.0
IL,GL,IKK,Greater Kankakee,Kankakee,GA,None,66.0
IL,GL,DNV,Vermilion County,Danville,GA,None,59.0
IL,GL,GRE,Greenville,Greenville,GA,None,42.0
IL,GL,CGX,Merrill C Meigs,Chicago,GA,None,39.0
IL,GL,3MY,Mount Hawley Auxiliary,Peoria,GA,None,30.0
IL,GL,CPS,St Louis Downtown,Cahokia/St Louis,GA,None,29.0
IL,GL,PRG,Edgar County,Paris,GA,None,28.0
IL,GL,06C,Schaumburg Regional,Chicago/Schaumburg,GA,None,23.0
IL,GL,DKB,De Kalb Taylor Municipal,De Kalb,GA,None,23.0
IL,GL,1H2,Effingham County Memorial,Effingham,GA,None,15.0
IL,GL,1H8,Casey Municipal,Casey,GA,None,12.0
IL,GL,MQB,Macomb Municipal,Macomb,GA,None,7.0
IL,GL,8N2,Skydive Chicago,Ottawa,GA,None,4.0
IL,GL,FOA,Flora Municipal,Flora,GA,None,3.0
IL,GL,SQI,Whiteside County-Jos H Bittorf Field,Sterling/Rockfalls,GA,None,3.0
IL,GL,CTK,Ingersoll,Canton,GA,None,2.0
IL,GL,ALN,St Louis Regional,Alton/St Louis,GA,None,1.0
IL Total,,,,,,,42681389.0
IN,GL,IND,Indianapolis Int'l,Indianapolis,P,M,3673648.0
IN,GL,SBN,South Bend Regional,South Bend,P,S,404607.0
IN,GL,FWA,Fort Wayne Int'l,Fort Wayne,P,N,294127.0
IN,GL,EVV,Evansville Regional,Evansville,P,N,217247.0
IN,GL,LAF,Purdue University,Lafayette,CS,None,9518.0
IN,GL,HUF,Terre Haute Int'l-Hulman Field,Terre Haute,GA,None,1131.0
IN,GL,BMG,Monroe County,Bloomington,GA,None,1101.0
IN,GL,GYY,Gary/Chicago Int'l,Gary,GA,None,831.0
IN,GL,3I3,Sky King,Terre Haute,GA,None,393.0
IN,GL,EKM,Elkhart Municipal,Elkhart,GA,None,167.0
IN,GL,MIE,Delaware County - Johnson Field,Muncie,GA,None,165.0
IN,GL,JVY,Clark County,Jeffersonville,GA,None,149.0
IN,GL,I22,Randolph County,Winchester,GA,None,96.0
IN,GL,AID,Anderson Municipal-Darlington Field,Anderson,GA,None,62.0
IN,GL,CEV,Mettel Field,Connersville,GA,None,60.0
IN,GL,ASW,Warsaw Municipal,Warsaw,GA,None,40.0
