Rank,RO,Locid,Airport Name,City,State,Svc Lvl,Hub,CY 2002 Boardings ,CY 2001 Boardings,% Change,CY
246.0,NM,CPR,Natrona County International,Casper,WY,P,N,54332.0,61682.0,-0.1192,2002.0
247.0,WP,RDD,Redding Municipal,Redding,CA,P,N,52794.0,66621.0,-0.2075,2002.0
248.0,EA,LYH,"Lynchburg Regional / 
Preston Glenn Field",Lynchburg,VA,P,N,52699.0,65120.0,-0.1907,2002.0
249.0,AL,OTZ,Ralph Wien Memorial,Kotzebue,AK,P,N,52106.0,57841.0,-0.0992,2002.0
250.0,WP,YUM,Yuma MCAS / Yuma International,Yuma,AZ,P,N,52004.0,51257.0,0.0146,2002.0
251.0,WP,CRQ,McClellan - Palomar,Carlsbad,CA,P,N,51844.0,73173.0,-0.2915,2002.0
252.0,SW,ACT,Waco Regional,Waco,TX,P,N,51519.0,62954.0,-0.1816,2002.0
253.0,CE,DBQ,Dubuque Regional,Dubuque,IA,P,N,51246.0,55583.0,-0.078,2002.0
254.0,AL,OME,Nome,Nome,AK,P,N,49602.0,55922.0,-0.113,2002.0
255.0,EA,HTS,Tri - State / Milton J. Ferguson Field,Huntington,WV,P,N,48264.0,48659.0,-0.0081,2002.0
257.0,SW,ABI,Abilene Regional,Abilene,TX,P,N,46176.0,58206.0,-0.2067,2002.0
258.0,SW,LCH,Lake Charles Regional,Lake Charles,LA,P,N,44820.0,46413.0,-0.0343,2002.0
259.0,NM,PIH,Pocatello Regional,Arbon Valley,ID,P,N,44405.0,45160.0,-0.0167,2002.0
261.0,SW,LAW,Lawton - Fort Sill Regional,Lawton,OK,P,N,43464.0,50310.0,-0.1361,2002.0
262.0,SO,FLO,Florence Regional,Florence,SC,P,N,43271.0,44477.0,-0.0271,2002.0
263.0,NM,BTM,Bert Mooney,Butte,MT,P,N,42852.0,44328.0,-0.0333,2002.0
264.0,SW,SPS,"Sheppard AFB / 
Wichita Falls Municipal",Wichita Falls,TX,P,N,42834.0,47723.0,-0.1024,2002.0
265.0,SW,EFD,Ellington Field,Houston,TX,P,N,42578.0,30970.0,0.3748,2002.0
266.0,CE,ALO,Waterloo Municipal,Waterloo,IA,P,N,42302.0,51366.0,-0.1765,2002.0
267.0,NM,EAT,Pangborn Memorial,East Wenatchee,WA,P,N,41858.0,47800.0,-0.1243,2002.0
268.0,NM,SGU,St George Municipal,St. George,UT,P,N,41682.0,43609.0,-0.0442,2002.0
269.0,SO,GTR,Golden Triangle Regional,Columbus,MS,P,N,41398.0,40836.0,0.0138,2002.0
270.0,NM,GUC,Gunnison - Crested Butte Regional,Gunnison,CO,P,N,40944.0,44237.0,-0.0744,2002.0
272.0,NE,BED,Laurence G Hanscom Field,Bedford,MA,P,N,40419.0,71381.0,-0.4338,2002.0
273.0,SW,SJT,San Angelo Regional / Mathis Field,San Angelo,TX,P,N,39844.0,45307.0,-0.1206,2002.0
274.0,SO,BQN,Rafael Hernandez,Aguadilla,PR,P,N,37538.0,32834.0,0.1433,2002.0
275.0,NE,ORH,Worcester Regional,Worcester,MA,P,N,37298.0,79653.0,-0.5317,2002.0
276.0,WP,FLG,Flagstaff Pulliam,Flagstaff,AZ,P,N,37257.0,29741.0,0.2527,2002.0
277.0,AL,AKN,King Salmon,King Salmon,AK,P,N,35882.0,44335.0,-0.1907,2002.0
278.0,GL,MKG,Muskegon County,Muskegon,MI,P,N,35763.0,39016.0,-0.0834,2002.0
279.0,SO,ABY,Southwest Georgia Regional,Albany,GA,P,N,35141.0,34648.0,0.0142,2002.0
280.0,NE,PSM,Pease International Tradeport,Portsmouth,NH,P,N,34841.0,37235.0,-0.0643,2002.0
281.0,AL,DLG,Dillingham,Dillingham,AK,P,N,34746.0,37545.0,-0.0746,2002.0
282.0,GL,PLN,Pellston Regional of Emmet County,Pellston,MI,P,N,33622.0,29636.0,0.1345,2002.0
283.0,NM,TWF,Joslin Field - Magic Valley Regional,Twin Falls,ID,P,N,33344.0,32326.0,0.0315,2002.0
284.0,EA,IPT,Williamsport Regional,Williamsport,PA,P,N,32883.0,38050.0,-0.1358,2002.0
285.0,AL,BRW,Wiley Post - Will Rogers Memorial,Barrow,AK,P,N,32801.0,38068.0,-0.1384,2002.0
286.0,SO,MCN,Middle Georgia Regional,Macon,GA,P,N,31685.0,26433.0,0.1987,2002.0
287.0,WP,SMX,"Santa Maria Pub / 
Capt G Allan Hancock Field",Santa Maria,CA,P,N,31624.0,35038.0,-0.0974,2002.0
288.0,SO,VLD,Valdosta Regional,Valdosta,GA,P,N,31128.0,29932.0,0.04,2002.0
289.0,NM,OTH,North Bend Municipal,North Bend,OR,P,N,30358.0,28995.0,0.047,2002.0
290.0,SW,TXK,Texarkana Regional - Webb Field,Texarkana,AR,P,N,30271.0,33134.0,-0.0864,2002.0
291.0,AL,DUT,Unalaska,Unalaska,AK,P,N,30037.0,31409.0,-0.0437,2002.0
292.0,SO,OAJ,Albert J Ellis,Jacksonville,NC,P,N,29999.0,29349.0,0.0221,2002.0
293.0,SO,PAH,Barkley Regional,Paducah,KY,P,N,29768.0,31400.0,-0.052,2002.0
294.0,NM,LMT,Klamath Falls,Klamath Falls,OR,P,N,29663.0,29500.0,0.0055,2002.0
295.0,SO,PGV,Pitt - Greenville,Greenville,NC,P,N,29404.0,34556.0,-0.1491,2002.0
296.0,WP,1G4,Grand Canyon West,Peach Springs,AZ,P,N,29080.0,65625.0,-0.5569,2002.0
297.0,WP,GRO,Rota International,Rota Island,MP,P,N,28925.0,33923.0,-0.1473,2002.0
298.0,SW,FMN,Four Corners Regional,Farmington,NM,P,N,28818.0,46814.0,-0.3844,2002.0
299.0,CE,JLN,Joplin Regional,Joplin,MO,P,N,28446.0,30637.0,-0.0715,2002.0
300.0,NM,ALW,Walla Walla Regional,Walla Walla,WA,P,N,28076.0,28542.0,-0.0163,2002.0
301.0,GL,RHI,Rhinelander - Oneida County,Rhinelander,WI,P,N,27906.0,27548.0,0.013,2002.0
302.0,NM,COD,Yellowstone Regional,Cody,WY,P,N,27905.0,24522.0,0.138,2002.0
303.0,AL,HOM,Homer,Homer,AK,P,N,27881.0,32936.0,-0.1535,2002.0
304.0,NM,PUW,Pullman / Moscow Regional,Pullman,WA,P,N,27794.0,28291.0,-0.0176,2002.0
305.0,GL,BJI,Bemidji - Beltrami County,Bemidji,MN,P,N,27369.0,27190.0,0.0066,2002.0
306.0,GL,CMX,Houghton County Memorial,Hancock,MI,P,N,27300.0,25922.0,0.0532,2002.0
308.0,SO,BQK,Brunswick Golden Isles,Brunswick,GA,P,N,27009.0,18652.0,0.448,2002.0
309.0,GL,ABR,Aberdeen Regional,Aberdeen,SD,P,N,26356.0,23144.0,0.1388,2002.0
310.0,EA,TTN,Trenton Mercer,Trenton,NJ,P,N,25921.0,58809.0,-0.5592,2002.0
311.0,WP,TNI,West Tinian,Tinian (Municipality),MP,P,N,25858.0,36625.0,-0.294,2002.0
312.0,EA,HGR,"Hagerstown Regional - 
Richard A Henson Field",Hagerstown,MD,P,N,25433.0,23838.0,0.0669,2002.0
313.0,SW,GGG,East Texas Regional,Longview,TX,P,N,25321.0,29766.0,-0.1493,2002.0
314.0,AL,LHD,Lake Hood,Anchorage,AK,P,N,24900.0,20363.0,0.2228,2002.0
315.0,CE,COU,Columbia Regional,Columbia,MO,P,N,24682.0,24282.0,0.0165,2002.0
316.0,SO,MAZ,Eugenio Maria De Hostos,Mayaguez,PR,P,N,23752.0,30820.0,-0.2293,2002.0
317.0,WP,SCK,Stockton Metropolitan,Stockton,CA,P,N,23739.0,19651.0,0.208,2002.0
318.0,EA,RDG,"Reading Regional / 
Carl A Spaatz Field",Reading,PA,P,N,23701.0,34017.0,-0.3033,2002.0
319.0,NM,CLM,William R Fairchild International,Port Angeles,WA,P,N,23339.0,23547.0,-0.0088,2002.0
321.0,WP,OXR,Oxnard,Oxnard,CA,P,N,22566.0,35534.0,-0.3649,2002.0
322.0,NE,HVN,Tweed - New Haven,New Haven,CT,P,N,21904.0,28766.0,-0.2385,2002.0
323.0,GL,STC,St Cloud Regional,St. Cloud,MN,P,N,21755.0,22052.0,-0.0135,2002.0
324.0,NE,EWB,New Bedford Regional,New Bedford,MA,P,N,21667.0,21786.0,-0.0055,2002.0
325.0,SO,MEI,Key Field,Meridian,MS,P,N,21166.0,30162.0,-0.2983,2002.0
326.0,GL,EAU,Chippewa Valley Regional,Eau Claire,WI,P,N,20837.0,21371.0,-0.025,2002.0
328.0,AL,CDV,Merle K (Mudhole) Smith,Cordova,AK,P,N,19878.0,19261.0,0.032,2002.0
329.0,GL,BRD,Brainerd Lakes Regional,Brainerd,MN,P,N,19487.0,18818.0,0.0356,2002.0
330.0,EA,LBE,Arnold Palmer Regional,Latrobe,PA,P,N,19255.0,22967.0,-0.1616,2002.0
331.0,GL,INL,Falls International,International Falls,MN,P,N,19073.0,19312.0,-0.0124,2002.0
332.0,NM,CYS,Cheyenne,Cheyenne,WY,P,N,18935.0,20909.0,-0.0944,2002.0
333.0,AL,VDZ,Valdez Pioneer Field,Valdez,AK,P,N,18835.0,20384.0,-0.076,2002.0
334.0,WP,CIC,Chico Municipal,Chico,CA,P,N,18668.0,25858.0,-0.2781,2002.0
335.0,SO,X95,Diego Jimenez Torres,Fajardo,PR,P,N,18157.0,13171.0,0.3786,2002.0
336.0,SW,SAF,Santa Fe Municipal,Santa Fe,NM,P,N,18153.0,40808.0,-0.5552,2002.0
337.0,AL,ANI,Aniak,Aniak,AK,P,N,17872.0,16963.0,0.0536,2002.0
338.0,NM,TEX,Telluride Regional,Telluride,CO,P,N,17505.0,19190.0,-0.0878,2002.0
339.0,NE,PQI,"Northern Maine Regional 
at Presque Isle",Presque Isle,ME,P,N,17185.0,17619.0,-0.0246,2002.0
340.0,SO,TUP,Tupelo Regional,Tupelo,MS,P,N,16849.0,16309.0,0.0331,2002.0
341.0,AL,PSG,Petersburg James A Johnson,Petersburg,AK,P,N,16844.0,18292.0,-0.0792,2002.0
342.0,GL,PIR,Pierre Regional,Pierre,SD,P,N,16785.0,17274.0,-0.0283,2002.0
343.0,EA,JST,"John Murtha Johnstown - 
Cambria County",Johnstown,PA,P,N,16759.0,18711.0,-0.1043,2002.0
345.0,AL,SCC,Deadhorse,Deadhorse,AK,P,N,15795.0,22817.0,-0.3078,2002.0
346.0,CE,FOE,Forbes Field,Topeka,KS,P,N,15580.0,9167.0,0.6996,2002.0
347.0,GL,CIU,Chippewa County International,Sault Ste. Marie,MI,P,N,15356.0,15639.0,-0.0181,2002.0
348.0,WP,MOD,"Modesto City County - 
Harry Sham Field",Modesto,CA,P,N,15336.0,25235.0,-0.3923,2002.0
349.0,CE,MHK,Manhattan Regional,Manhattan,KS,P,N,15085.0,13543.0,0.1139,2002.0
350.0,SO,VQS,Antonio Rivera Rodriguez,Isla De Vieques,PR,P,N,14727.0,25323.0,-0.4184,2002.0
351.0,AL,GAL,Edward G. Pitka Sr,Galena,AK,P,N,14545.0,9370.0,0.5523,2002.0
352.0,AL,MRI,Merrill Field,Anchorage,AK,P,N,14511.0,10572.0,0.3726,2002.0
353.0,EA,PKB,"Wood County 
Gill Robb Wilson Field",Parkersburg,WV,P,N,14323.0,17566.0,-0.1846,2002.0
354.0,SO,APF,Naples Municipal,Naples,FL,P,N,14226.0,28030.0,-0.4925,2002.0
355.0,CE,MCW,Mason City Municipal,Mason City,IA,P,N,13928.0,14215.0,-0.0202,2002.0
356.0,SW,VCT,Victoria Regional,Victoria,TX,P,N,13758.0,15638.0,-0.1202,2002.0
357.0,GL,UIN,Quincy Regional - Baldwin Field,Quincy,IL,P,N,13733.0,13832.0,-0.0072,2002.0
358.0,NE,RKD,Knox County Regional,Rockland,ME,P,N,13529.0,13402.0,0.0095,2002.0
359.0,EA,CKB,Harrison / Marion Regional,Clarksburg,WV,P,N,13293.0,13578.0,-0.021,2002.0
360.0,GL,3W2,Put - in - Bay,Put - in - Bay,OH,P,N,13013.0,10693.0,0.217,2002.0
362.0,EA,MGW,"Morgantown Municipal - 
Walter L. Bill Hart Field",Morgantown,WV,P,N,12813.0,16233.0,-0.2107,2002.0
363.0,WP,IPL,Imperial County,Imperial,CA,P,N,12675.0,14820.0,-0.1447,2002.0
364.0,NM,SDY,Sidney - Richland Municipal,Sidney,MT,P,N,12443.0,11987.0,0.038,2002.0
366.0,NE,BHB,Hancock County - Bar Harbor,Bar Harbor,ME,P,N,11907.0,12021.0,-0.0095,2002.0
367.0,WP,VCV,Southern California Logistics,Victorville,CA,P,N,11877.0,44559.0,-0.7335,2002.0
369.0,GL,MWA,Williamson County Regional,Marion,IL,P,N,11826.0,12062.0,-0.0196,2002.0
370.0,AL,YAK,Yakutat,Yakutat,AK,P,N,11703.0,14765.0,-0.2074,2002.0
371.0,NM,GCC,Gillette - Campbell County,Gillette,WY,P,N,11465.0,13210.0,-0.1321,2002.0
372.0,SO,SIG,Fernando Luis Ribas Dominicci,San Juan,PR,P,N,11419.0,7927.0,0.4405,2002.0
373.0,WP,CEC,Jack McNamara Field,Crescent City,CA,P,N,11240.0,12108.0,-0.0717,2002.0
374.0,WP,IYK,Inyokern,Inyokern,CA,P,N,11122.0,10292.0,0.0806,2002.0
375.0,NM,CDC,Cedar City Regional,Cedar City,UT,P,N,11069.0,10179.0,0.0874,2002.0
376.0,GL,LAF,Purdue University,Lafayette,IN,P,N,11035.0,11672.0,-0.0546,2002.0
377.0,SO,PIB,Hattiesburg - Laurel Regional,Moselle,MS,P,N,11033.0,12123.0,-0.0899,2002.0
378.0,NM,SHR,Sheridan County,Sheridan,WY,P,N,10992.0,13432.0,-0.1817,2002.0
379.0,NM,FHR,Friday Harbor,Friday Harbor,WA,P,N,10911.0,12129.0,-0.1004,2002.0
381.0,EA,AOO,Altoona - Blair County,Altoona,PA,P,N,10744.0,14048.0,-0.2352,2002.0
382.0,EA,LNS,Lancaster,Lancaster,PA,P,N,10550.0,15433.0,-0.3164,2002.0
383.0,NE,PVC,Provincetown Municipal,Provincetown,MA,P,N,10533.0,12986.0,-0.1889,2002.0
384.0,NM,PDT,Eastern Oregon Regional at Pendleton,Pendleton,OR,P,N,10447.0,13519.0,-0.2272,2002.0
386.0,EA,JHW,Chautauqua County / Jamestown,Jamestown,NY,P,N,10237.0,14004.0,-0.269,2002.0
387.0,WP,HNM,Hana,Hana,HI,P,N,10195.0,8117.0,0.256,2002.0
388.0,NM,BFI,"Boeing Field / 
King County International",Seattle,WA,P,N,10069.0,10555.0,-0.046,2002.0
389.0,GL,PCW,Carl R Keller Field,Port Clinton,OH,P,N,10065.0,10933.0,-0.0794,2002.0
390.0,SO,AHN,Du Bois - Jefferson County,Brookville,GA,P,N,10052.0,9010.0,0.1156,2002.0
391.0,EA,DUJ,Athens / Ben Epps,Athens,PA,P,N,10052.0,11680.0,-0.1394,2002.0
392.0,WP,PGA,Page Municipal,Page,AZ,P,N,10041.0,9132.0,0.0995,2002.0
393.0,GL,APN,Alpena County Regional,Alpena,MI,P,N,10032.0,10717.0,-0.0639,2002.0
394.0,NM,RIW,Riverton Regional,Riverton,WY,P,N,10006.0,11682.0,-0.1435,2002.0
395.0,GL,DEC,Decatur,Decatur,IL,P,N,10003.0,11487.0,-0.1292,2002.0
,,,,,,N Total,,20286334.0,,,
396.0,SO,GLH,Mid Delta Regional,Greenville,MS,CS,None,9980.0,10023.0,-0.0043,2002.0
397.0,AL,UNK,Unalakleet,Unalakleet,AK,CS,None,9376.0,9258.0,0.0127,2002.0
398.0,SW,ROW,Roswell Industrial Air Center,Roswell,NM,CS,None,9296.0,12941.0,-0.2817,2002.0
399.0,AL,WRG,Wrangell,Wrangell,AK,CS,None,9217.0,10231.0,-0.0991,2002.0
400.0,EA,LWB,Greenbrier Valley,Lewisburg,WV,CS,None,9190.0,8574.0,0.0718,2002.0
401.0,NM,LAR,Laramie Regional,Laramie,WY,CS,None,8971.0,10584.0,-0.1524,2002.0
402.0,CE,CGI,Cape Girardeau Regional,Scott City,MO,CS,None,8702.0,7303.0,0.1916,2002.0
403.0,AL,KSM,St Mary's,St Mary's,AK,CS,None,8697.0,6753.0,0.2879,2002.0
404.0,AL,MTM,Metlakatla,Metlakatla,AK,CS,None,8693.0,10026.0,-0.133,2002.0
405.0,SO,OWB,Owensboro - Daviess County,Owensboro,KY,CS,None,8671.0,6868.0,0.2625,2002.0
406.0,NE,LEB,Lebanon Municipal,Lebanon,NH,CS,None,8666.0,12887.0,-0.3275,2002.0
407.0,AL,ILI,Iliamna,Iliamna,AK,CS,None,8552.0,12023.0,-0.2887,2002.0
408.0,CE,BFF,"Western Neb. Regional / 
William B. Heilig Field",Scottsbluff,NE,CS,None,8481.0,11042.0,-0.2319,2002.0
409.0,CE,BRL,Southeast Iowa Regional,Burlington,IA,CS,None,8302.0,10763.0,-0.2287,2002.0
410.0,GL,GYY,Gary / Chicago,Gary,IN,CS,None,8275.0,21194.0,-0.6096,2002.0
411.0,NM,RKS,Rock Springs - Sweetwater County,Rock Springs,WY,CS,None,8218.0,9137.0,-0.1006,2002.0
412.0,GL,ESC,Delta County,Escanaba,MI,CS,None,8070.0,13580.0,-0.4057,2002.0
413.0,WP,MCE,Merced Municipal / Macready Field,Merced,CA,CS,None,7926.0,3456.0,1.2934,2002.0
414.0,AL,FYU,Fort Yukon,Fort Yukon,AK,CS,None,7829.0,9240.0,-0.1527,2002.0
416.0,AL,CDB,Cold Bay,Cold Bay,AK,CS,None,7754.0,8016.0,-0.0327,2002.0
417.0,CE,FOD,Fort Dodge Regional,Fort Dodge,IA,CS,None,7662.0,9717.0,-0.2115,2002.0
418.0,NE,WST,Westerly State,Westerly,RI,CS,None,7641.0,9830.0,-0.2227,2002.0
419.0,NE,BID,Block Island State,Block Island,RI,CS,None,7616.0,10211.0,-0.2541,2002.0
421.0,GL,HIB,Chisholm - Hibbing,Hibbing,MN,CS,None,7314.0,9861.0,-0.2583,2002.0
422.0,SO,MKL,McKellar - Sipes Regional,Jackson,TN,CS,None,7305.0,10181.0,-0.2825,2002.0
423.0,GL,GPZ,Grand Rapids / Itasca County - Gordon Newstrom Field,Grand Rapids,MN,CS,None,7237.0,8656.0,-0.1639,2002.0
424.0,AL,GST,Gustavus,Gustavus,AK,CS,None,7203.0,14652.0,-0.5084,2002.0
425.0,AL,KDK,Kodiak Municipal,Kodiak,AK,CS,None,7118.0,18285.0,-0.6107,2002.0
426.0,NE,GON,Groton - New London,Groton New London,CT,CS,None,7067.0,9610.0,-0.2646,2002.0
427.0,GL,IMT,Ford,"Iron Mountain 
Kingsford",MI,CS,None,7023.0,8413.0,-0.1652,2002.0
428.0,AL,ENM,Emmonak,Emmonak,AK,CS,None,6993.0,6280.0,0.1135,2002.0
429.0,GL,ATY,Watertown Municipal,Watertown,SD,CS,None,6906.0,5325.0,0.2969,2002.0
430.0,NE,AUG,Augusta State,Augusta,ME,CS,None,6836.0,4168.0,0.6401,2002.0
431.0,CE,GCK,Garden City Regional,Garden City,KS,CS,None,6785.0,10170.0,-0.3328,2002.0
432.0,EA,SHD,Shenandoah Valley Regional,Weyers Cave,VA,CS,None,6633.0,19092.0,-0.6526,2002.0
433.0,AL,MOU,Mountain Village,Mountain Village,AK,CS,None,6546.0,7802.0,-0.161,2002.0
434.0,WP,HII,Lake Havasu City,Lake Havasu City,AZ,CS,None,6370.0,7368.0,-0.1355,2002.0
435.0,AL,HNH,Hoonah,Hoonah,AK,CS,None,6354.0,9510.0,-0.3319,2002.0
436.0,AL,SGY,Skagway,Skagway,AK,CS,None,6289.0,10168.0,-0.3815,2002.0
437.0,CE,TBN,"Waynesville Regional 
at Forney Field",Fort Leonard Wood (U.S. Army),MO,CS,None,6181.0,8726.0,-0.2917,2002.0
438.0,NM,CEZ,Cortez Municipal,Cortez,CO,CS,None,6164.0,8258.0,-0.2536,2002.0
440.0,SW,LAM,Los Alamos,Los Alamos,NM,CS,None,6120.0,22.0,277.18,2002.0
441.0,EA,BFD,Bradford Regional,Bradford,PA,CS,None,6109.0,9151.0,-0.3324,2002.0
442.0,CE,LBF,North Platte Regional Lee Bird Field,North Platte,NE,CS,None,5989.0,6637.0,-0.0976,2002.0
444.0,AL,HNS,Haines,Haines,AK,CS,None,5847.0,9652.0,-0.3942,2002.0
448.0,SO,MSL,Northwest Alabama Regional,Muscle Shoals,AL,CS,None,5775.0,6756.0,-0.1452,2002.0
450.0,NM,MWH,Grant County International,Moses Lake,WA,CS,None,5667.0,11534.0,-0.5087,2002.0
451.0,AL,VAK,Chevak,Chevak,AK,CS,None,5627.0,4633.0,0.2145,2002.0
452.0,AL,MCG,McGrath,McGrath,AK,CS,None,5595.0,5515.0,0.0145,2002.0
453.0,CE,HYS,Hays Regional,Hays,KS,CS,None,5557.0,6852.0,-0.189,2002.0
454.0,GL,YNG,Youngstown - Warren Regional,Youngstown / Warren,OH,CS,None,5190.0,22190.0,-0.7661,2002.0
455.0,CE,EAR,Kearney Municipal,Kearney,NE,CS,None,5184.0,7042.0,-0.2638,2002.0
456.0,CE,LBL,Liberal Municipal,Liberal,KS,CS,None,5149.0,4091.0,0.2586,2002.0
457.0,AL,IIK,Kipnuk,Kipnuk,AK,CS,None,5018.0,5036.0,-0.0036,2002.0
458.0,CE,GRI,Central Nebraska Regional,Grand Island,NE,CS,None,4947.0,7730.0,-0.36,2002.0
459.0,AL,HPB,Hooper Bay,Hooper Bay,AK,CS,None,4908.0,5949.0,-0.175,2002.0
460.0,WP,SOW,Show Low Regional,Show Low,AZ,CS,None,4907.0,3035.0,0.6168,2002.0
461.0,WP,PRC,Ernest A. Love Field,Prescott,AZ,CS,None,4861.0,3980.0,0.2214,2002.0
462.0,AL,N93,New Golovin,Golovin,AK,CS,None,4727.0,1782.0,1.6526,2002.0
463.0,AL,NUL,Nulato,Nulato,AK,CS,None,4697.0,3537.0,0.328,2002.0
464.0,AL,0AK,Pilot Station,Pilot Station,AK,CS,None,4684.0,3890.0,0.2041,2002.0
467.0,GL,TVF,Thief River Falls Regional,Thief River Falls,MN,CS,None,4512.0,5391.0,-0.163,2002.0
468.0,AL,D76,Robert /Bob/ Curtis Memorial,Noorvik,AK,CS,None,4407.0,5664.0,-0.2219,2002.0
469.0,AL,A61,Tuntutuliak,Tuntutuliak,AK,CS,None,4347.0,3367.0,0.2911,2002.0
470.0,AL,OOK,Toksook Bay,Toksook Bay,AK,CS,None,4330.0,3735.0,0.1593,2002.0
471.0,AL,WLK,Selawik,Selawik,AK,CS,None,4222.0,5808.0,-0.2731,2002.0
473.0,AL,KLG,Kalskag,Kalskag,AK,CS,None,4019.0,3808.0,0.0554,2002.0
474.0,GL,ISN,Sloulin Field International,Williston,ND,CS,None,3956.0,4891.0,-0.1912,2002.0
475.0,SO,PSE,Mercedita,Ponce,PR,CS,None,3947.0,5190.0,-0.2395,2002.0
476.0,AL,2A9,Kotlik / New,Kotlik,AK,CS,None,3930.0,3541.0,0.1099,2002.0
478.0,NM,ALS,"San Luis Valley Regional / 
Bergman Field",Alamosa,CO,CS,None,3924.0,4684.0,-0.1623,2002.0
479.0,AL,CGA,Craig,Craig,AK,CS,None,3905.0,3967.0,-0.0156,2002.0
480.0,NM,WYS,Yellowstone,West Yellowstone,MT,CS,None,3883.0,4043.0,-0.0396,2002.0
481.0,AL,TAL,Ralph M Calhoun Memorial,Tanana,AK,CS,None,3857.0,3536.0,0.0908,2002.0
482.0,SW,WDG,Enid Woodring Regional,Enid,OK,CS,None,3848.0,4028.0,-0.0447,2002.0
483.0,EA,FKL,Venango Regional,Franklin,PA,CS,None,3830.0,4504.0,-0.1496,2002.0
484.0,AL,BTI,Barter Island LRRS,Kaktovik,AK,CS,None,3791.0,2154.0,0.76,2002.0
485.0,AL,AUK,Alakanuk,Alakanuk,AK,CS,None,3777.0,3987.0,-0.0527,2002.0
487.0,WP,VIS,Visalia Municipal,Visalia,CA,CS,None,3697.0,10094.0,-0.6337,2002.0
489.0,AL,SCM,Scammon Bay,Scammon Bay,AK,CS,None,3641.0,3253.0,0.1193,2002.0
490.0,AL,SDP,Sand Point,Sand Point,AK,CS,None,3607.0,3776.0,-0.0448,2002.0
491.0,AL,AQH,Quinhagak,Quinhagak,AK,CS,None,3585.0,0.0,0.0,2002.0
492.0,NM,PUB,Pueblo Memorial,Pueblo,CO,CS,None,3496.0,4179.0,-0.1634,2002.0
493.0,AL,WTK,Noatak,Noatak,AK,CS,None,3447.0,4325.0,-0.203,2002.0
495.0,AL,KAL,Kaltag,Kaltag,AK,CS,None,3367.0,2252.0,0.4951,2002.0
496.0,NM,ORS,Orcas Island,Eastsound,WA,CS,None,3366.0,5595.0,-0.3984,2002.0
497.0,AL,3A5,Marshall Don Hunter Sr,Marshall,AK,CS,None,3356.0,0.0,0.0,2002.0
498.0,SO,INT,Smith Reynolds,Winston - Salem,NC,CS,None,3350.0,387.0,7.6563,2002.0
500.0,CE,SLN,Salina Municipal,Salina,KS,CS,None,3338.0,10543.0,-0.6834,2002.0
501.0,EA,BKW,Raleigh County Memorial,Beckley,WV,CS,None,3294.0,3463.0,-0.0488,2002.0
502.0,GL,3T7,Middle Bass Island,Middle Bass,OH,CS,None,3269.0,0.0,0.0,2002.0
503.0,GL,DIK,Dickinson Municipal,Dickinson,ND,CS,None,3183.0,3494.0,-0.089,2002.0
505.0,AL,EWU,Newtok,Newtok,AK,CS,None,3127.0,1908.0,0.6389,2002.0
507.0,AL,HSL,Huslia,Huslia,AK,CS,None,3068.0,3046.0,0.0072,2002.0
509.0,SW,HRO,Boone County,Harrison,AR,CS,None,2987.0,2902.0,0.0293,2002.0
510.0,AL,KVL,Kivalina,Kivalina,AK,CS,None,2969.0,3275.0,-0.0934,2002.0
511.0,AL,SHH,Shishmaref,Shishmaref,AK,CS,None,2966.0,3162.0,-0.062,2002.0
512.0,AL,PHO,Point Hope,Point Hope,AK,CS,None,2965.0,4430.0,-0.3307,2002.0
514.0,AL,BVK,Buckland,Buckland,AK,CS,None,2906.0,3317.0,-0.1239,2002.0
515.0,AL,AWI,Wainwright,Wainwright,AK,CS,None,2902.0,3570.0,-0.1871,2002.0
517.0,AL,IAN,Bob Baker Memorial,Kiana,AK,CS,None,2887.0,4093.0,-0.2946,2002.0
518.0,GL,DVL,Devils Lake Municipal,Devils Lake,ND,CS,None,2883.0,2769.0,0.0412,2002.0
520.0,AL,SVA,Savoonga,Savoonga,AK,CS,None,2871.0,3918.0,-0.2672,2002.0
522.0,EA,MSS,"Massena International - 
Richards Field",Massena,NY,CS,None,2846.0,3019.0,-0.0573,2002.0
523.0,AL,AQT,Nuiqsut,Nuiqsut,AK,CS,None,2844.0,4093.0,-0.3052,2002.0
524.0,AL,EEK,Eek,Eek,AK,CS,None,2799.0,1328.0,1.1077,2002.0
525.0,SW,HOT,Memorial Field,Hot Springs,AR,CS,None,2793.0,2511.0,0.1123,2002.0
526.0,AL,RSH,Russian Mission,Russian Mission,AK,CS,None,2784.0,2525.0,0.1026,2002.0
527.0,AL,Z09,Kasigluk,Kasigluk,AK,CS,None,2772.0,2675.0,0.0363,2002.0
528.0,SW,SKX,Taos Regional,Taos,NM,CS,None,2742.0,2810.0,-0.0242,2002.0
529.0,AL,WBB,Stebbins,Stebbins,AK,CS,None,2719.0,2556.0,0.0638,2002.0
530.0,CE,DDC,Dodge City Regional,Dodge City,KS,CS,None,2717.0,4392.0,-0.3814,2002.0
533.0,AL,KKA,Koyuk,Koyuk,AK,CS,None,2698.0,2415.0,0.1172,2002.0
534.0,AL,ELI,Elim,Elim,AK,CS,None,2695.0,2769.0,-0.0267,2002.0
535.0,AL,TLT,Tuluksak,Tuluksak,AK,CS,None,2687.0,2830.0,-0.0505,2002.0
537.0,AL,GAM,Gambell,Gambell,AK,CS,None,2669.0,3537.0,-0.2454,2002.0
