Rank,RO,ST,Locid,City,Airport Name,Svc Lvl,Hub,CY 05 Enplanements,CY 04 Enplanements,% Change
1812.0,SO,FL,HEG,Jacksonville,Herlong,GA,None,2.0,0.0,0.0
1874.0,SO,FL,X59,Valkaria,Valkaria,GA,None,2.0,0.0,0.0
1894.0,SO,FL,BOW,Bartow,Bartow Municipal,GA,None,1.0,0.0,0.0
1896.0,SO,FL,CGC,Crystal River,Crystal River,GA,None,1.0,80.0,-0.9875
1.0,SO,GA,ATL,Atlanta,Hartsfield - Jackson Atlanta International,P,L,42402653.0,41123857.0,0.0311
89.0,SO,GA,SAV,Savannah,Savannah/Hilton Head International,P,S,1032676.0,957208.0,0.0788
195.0,SO,GA,AGS,Augusta,Augusta Regional at Bush Field,P,N,156170.0,174316.0,-0.1041
259.0,SO,GA,CSG,Columbus,Columbus Metropolitan,P,N,50889.0,56900.0,-0.1056
274.0,SO,GA,VLD,Valdosta,Valdosta Regional,P,N,42200.0,47458.0,-0.1108
282.0,SO,GA,ABY,Albany,Southwest Georgia Regional,P,N,38527.0,36076.0,0.0679
290.0,SO,GA,BQK,Brunswick,Brunswick Golden Isles,P,N,37269.0,40814.0,-0.0869
318.0,SO,GA,SVN,Savannah,Hunter AAF,GA,None,24959.0,18903.0,0.3204
345.0,SO,GA,MCN,Macon,Middle Georgia Regional,P,N,16954.0,34533.0,-0.509
427.0,SO,GA,AHN,Athens,Athens/Ben Epps,CS,None,7680.0,10747.0,-0.2854
440.0,SO,GA,LSF,Fort Benning (U.S. Army),Lawson AAF (Fort Benning),GA,None,6789.0,6226.0,0.0904
585.0,SO,GA,PDK,Atlanta,Dekalb-Peachtree,GA,None,2109.0,1142.0,0.8468
697.0,SO,GA,WRB,Warner Robins,Robins AFB,GA,None,917.0,456.0,1.011
708.0,SO,GA,RYY,Marietta,Cobb County-McCollum Field,GA,None,825.0,295.0,1.7966
740.0,SO,GA,MGE,Marietta,Dobbins Air Reserve Base (Atlanta NAS),GA,None,524.0,605.0,-0.1339
741.0,SO,GA,VAD,Valdosta,Moody AFB,GA,None,515.0,184.0,1.7989
836.0,SO,GA,FTY,Atlanta,Fulton County Airport-Brown Field,GA,None,214.0,311.0,-0.3119
864.0,SO,GA,SSI,Brunswick,Malcolm McKinnon,GA,None,165.0,60.0,1.75
953.0,SO,GA,GVL,Gainesville,Lee Gilmer Memorial,GA,None,84.0,105.0,-0.2
1090.0,SO,GA,TVI,Thomasville,Thomasville Regional,GA,None,39.0,5.0,6.8
1097.0,SO,GA,LZU,Lawrenceville,Gwinnett County - Briscoe Field,GA,None,37.0,32.0,0.1563
1161.0,SO,GA,BHC,Baxley,Baxley Municipal,GA,None,27.0,0.0,0.0
1188.0,SO,GA,ACJ,Americus,Souther Field,GA,None,23.0,0.0,0.0
1228.0,SO,GA,DNN,Dalton,Dalton Municipal,GA,None,19.0,8.0,1.375
1236.0,SO,GA,SBO,Swainsboro,Emanuel County,GA,None,19.0,0.0,0.0
1286.0,SO,GA,FFC,Peachtree City,Peachtree City-Falcon Field,GA,None,15.0,3.0,4.0
1299.0,SO,GA,VDI,Vidalia,Vidalia Regional,GA,None,15.0,0.0,0.0
1334.0,SO,GA,JES,Jesup,Jesup-Wayne County,GA,None,13.0,0.0,0.0
1346.0,SO,GA,CXU,Camilla,Camilla-Mitchell County,GA,None,12.0,0.0,0.0
1360.0,SO,GA,RMG,Rome,Richard B Russell,GA,None,12.0,174.0,-0.931
1396.0,SO,GA,DNL,Augusta,Daniel Field,GA,None,10.0,23.0,-0.5652
1506.0,SO,GA,TBR,Statesboro,Statesboro-Bulloch County,GA,None,7.0,0.0,0.0
1546.0,SO,GA,4A7,Hampton,Clayton County - Tara Field,GA,None,5.0,6.0,-0.1667
1608.0,SO,GA,3J7,Greensboro,Greene County Regional,GA,None,4.0,14.0,-0.7143
1630.0,SO,GA,CZL,Calhoun,Tom B. David Field,GA,None,4.0,8.0,-0.5
1672.0,SO,GA,TMA,Tifton,Henry Tift Myers,GA,None,4.0,45.0,-0.9111
1689.0,SO,GA,9A1,Covington,Covington Municipal,GA,None,3.0,7.0,-0.5714
1735.0,SO,GA,PXE,Perry,Perry-Houston County,GA,None,3.0,12.0,-0.75
1760.0,SO,GA,46A,Blairsville,Blairsville,GA,None,2.0,0.0,0.0
1779.0,SO,GA,BGE,Bainbridge,Decatur County Industrial Air Park,GA,None,2.0,9.0,-0.7778
1814.0,SO,GA,HQU,Thomson,Thomson-McDuffie County,GA,None,2.0,3.0,-0.3333
1867.0,SO,GA,VPC,Cartersville,Cartersville,GA,None,2.0,0.0,0.0
1872.0,SO,GA,WDR,Winder,Winder-Barrow,GA,None,2.0,2.0,0.0
1877.0,SO,GA,19A,Jefferson,Jackson County,GA,None,1.0,0.0,0.0
1898.0,SO,GA,CTJ,Carrollton,West Georgia Regional - O V Gray Field,GA,None,1.0,3.0,-0.6667
1901.0,SO,GA,DBN,Dublin,W H 'Bud' Barron,GA,None,1.0,4.0,-0.75
79.0,WP,GU,GUM,Agana,Guam International,P,S,1420751.0,1336766.0,0.0628
563.0,WP,GU,UAM,"Andersen,Mariana Island",Andersen AFB,GA,None,2343.0,1708.0,0.3718
26.0,WP,HI,HNL,Honolulu,Honolulu International,P,L,9784404.0,9579076.0,0.0214
59.0,WP,HI,OGG,Kahului,Kahului,P,M,2843845.0,2695000.0,0.0552
80.0,WP,HI,KOA,Kailua Kona,Kona International at Keahole,P,S,1355639.0,1260328.0,0.0756
83.0,WP,HI,LIH,Lihue,Lihue,P,S,1257848.0,1233883.0,0.0194
107.0,WP,HI,ITO,Hilo,Hilo International,P,S,637753.0,647533.0,-0.0151
246.0,WP,HI,MKK,Kaunakakai,Molokai,P,N,65240.0,66558.0,-0.0198
256.0,WP,HI,JHM,Lahaina,Kapalua,GA,None,53111.0,48719.0,0.0901
268.0,WP,HI,LNY,Lanai City,Lanai,P,N,45890.0,45493.0,0.0087
431.0,WP,HI,PAK,Hanapepe,Port Allen,GA,None,7460.0,6000.0,0.2433
495.0,WP,HI,HNM,Hana,Hana,CS,None,3898.0,6199.0,-0.3712
564.0,WP,HI,MUE,Kamuela,Waimea-Kohala,GA,None,2320.0,2488.0,-0.0675
603.0,WP,HI,LUP,Kalaupapa,Kalaupapa,GA,None,1891.0,1616.0,0.1702
869.0,WP,HI,NGF,Kaneohe,Kaneohe Bay MCAF,GA,None,158.0,1231.0,-0.8716
1134.0,WP,HI,HFS,Tern Island,French Frigate Shoals,GA,None,30.0,44.0,-0.3182
91.0,CE,IA,DSM,Des Moines,Des Moines International,P,S,922099.0,975859.0,-0.0551
119.0,CE,IA,CID,Cedar Rapids,The Eastern Iowa,P,S,501351.0,473770.0,0.0582
275.0,CE,IA,SUX,Sioux City,Sioux Gateway/Col. Bud Day Field,P,N,41738.0,41849.0,-0.0027
276.0,CE,IA,DBQ,Dubuque,Dubuque Regional,P,N,40777.0,38982.0,0.046
279.0,CE,IA,ALO,Waterloo,Waterloo Regional,P,N,40140.0,42281.0,-0.0506
367.0,CE,IA,MCW,Mason City,Mason City Municipal,P,N,13127.0,15893.0,-0.174
416.0,CE,IA,FOD,Fort Dodge,Fort Dodge Regional,CS,None,8229.0,8584.0,-0.0414
441.0,CE,IA,BRL,Burlington,Southeast Iowa Regional,CS,None,6723.0,7261.0,-0.0741
656.0,CE,IA,DVN,Davenport,Davenport Municipal,GA,None,1301.0,30.0,42.3667
776.0,CE,IA,CIN,Carroll,Arthur N Neu,GA,None,360.0,363.0,-0.0083
808.0,CE,IA,SPW,Spencer,Spencer Municipal,GA,None,261.0,95.0,1.7474
860.0,CE,IA,CBF,Council Bluffs,Council Bluffs Municipal,GA,None,167.0,40.0,3.175
875.0,CE,IA,AMW,Ames,Ames Municipal,GA,None,153.0,18.0,7.5
936.0,CE,IA,IKV,Ankeny,Ankeny Regional,GA,None,95.0,18.0,4.2778
940.0,CE,IA,MPZ,Mount Pleasant,Mount Pleasant Municipal,GA,None,92.0,11.0,7.3636
944.0,CE,IA,0F3,Spirit Lake,Spirit Lake Municipal,GA,None,89.0,73.0,0.2192
1026.0,CE,IA,ORC,Orange City,Orange City Municipal,GA,None,54.0,17.0,2.1765
1038.0,CE,IA,LRJ,Le Mars,Le Mars Municipal,GA,None,50.0,6.0,7.3333
1043.0,CE,IA,SHL,Sheldon,Sheldon Municipal,GA,None,50.0,30.0,0.6667
1058.0,CE,IA,EST,Estherville,Estherville Municipal,GA,None,45.0,31.0,0.4516
1064.0,CE,IA,EOK,Keokuk,Keokuk Municipal,GA,None,44.0,34.0,0.2941
1116.0,CE,IA,OTM,Ottumwa,Ottumwa Industrial,GA,None,33.0,123.0,-0.7317
1120.0,CE,IA,IOW,Iowa City,Iowa City Municipal,GA,None,32.0,765.0,-0.9582
1126.0,CE,IA,FFL,Fairfield,Fairfield Municipal,GA,None,31.0,5.0,5.2
1172.0,CE,IA,MXO,Monticello,Monticello Regional,GA,None,26.0,83.0,-0.6867
1297.0,CE,IA,SOY,Sioux Center,Sioux Center Municipal,GA,None,15.0,17.0,-0.1176
1310.0,CE,IA,FSW,Fort Madison,Fort Madison Municipal,GA,None,14.0,17.0,-0.1765
1340.0,CE,IA,PEA,Pella,Pella Municipal,GA,None,13.0,68.0,-0.8088
1386.0,CE,IA,TNU,Newton,Newton Municipal,GA,None,11.0,0.0,0.0
1393.0,CE,IA,C27,Manchester,Manchester Municipal,GA,None,10.0,0.0,0.0
1394.0,CE,IA,DEH,Decorah,Decorah Municipal,GA,None,10.0,4.0,1.5
1421.0,CE,IA,AWG,Washington,Washington Municipal,GA,None,9.0,0.0,0.0
1423.0,CE,IA,CWI,Clinton,Clinton Municipal,GA,None,9.0,11.0,-0.1818
1498.0,CE,IA,OXV,Knoxville,Knoxville Municipal,GA,None,7.0,0.0,0.0
1557.0,CE,IA,AXA,Algona,Algona Municipal,GA,None,5.0,8.0,-0.375
1583.0,CE,IA,MUT,Muscatine,Muscatine Municipal,GA,None,5.0,0.0,0.0
1621.0,CE,IA,8C4,Tipton,Mathews Memorial,GA,None,4.0,0.0,0.0
1629.0,CE,IA,C17,Marion,Marion,GA,None,4.0,0.0,0.0
1723.0,CE,IA,MIW,Marshalltown,Marshalltown Municipal,GA,None,3.0,12.0,-0.75
1885.0,CE,IA,4C8,Albia,Albia Municipal,GA,None,1.0,0.0,0.0
1897.0,CE,IA,CSQ,Creston,Creston Municipal,GA,None,1.0,0.0,0.0
73.0,NM,ID,BOI,Boise,Boise Air Terminal/Gowen Field,P,S,1581338.0,1451728.0,0.0893
203.0,NM,ID,IDA,Idaho Falls,Idaho Falls Regional,P,N,135058.0,117619.0,0.1483
238.0,NM,ID,SUN,Hailey,Friedman Memorial,P,N,69892.0,72522.0,-0.0363
242.0,NM,ID,LWS,Lewiston,Lewiston-Nez Perce County,P,N,66444.0,43436.0,0.5297
270.0,NM,ID,TWF,Twin Falls,Joslin Field - Magic Valley Regional,P,N,44405.0,41834.0,0.0615
284.0,NM,ID,PIH,Arbon Valley,Pocatello Regional,P,N,38411.0,44435.0,-0.1356
630.0,NM,ID,LLJ,Challis,Challis,GA,None,1500.0,900.0,0.6667
634.0,NM,ID,SMN,Salmon,Lemhi County,GA,None,1486.0,1160.0,0.281
727.0,NM,ID,MUO,Mountain Home,Mountain Home AFB,GA,None,634.0,0.0,0.0
744.0,NM,ID,2U7,Stanley,Stanley,GA,None,500.0,25.0,19.0
745.0,NM,ID,2U8,Stanley,Thomas Creek,GA,None,500.0,325.0,0.5385
746.0,NM,ID,I08,Big Creek Ranger Station,Cabin Creek USFS,GA,None,500.0,200.0,1.5
775.0,NM,ID,MYL,McCall,McCall Municipal,GA,None,367.0,108.0,2.3981
981.0,NM,ID,COE,Hayden Lake,Coeur d'Alene Air Terminal,GA,None,69.0,104.0,-0.3365
1057.0,NM,ID,65S,Bonners Ferry,Boundary County,GA,None,45.0,282.0,-0.8404
1326.0,NM,ID,BYI,Burley,Burley Municipal,GA,None,13.0,18.0,-0.2778
1385.0,NM,ID,SZT,Sandpoint,Sandpoint,GA,None,11.0,18.0,-0.3889
1439.0,NM,ID,S67,Nampa,Nampa Municipal,GA,None,9.0,0.0,0.0
1566.0,NM,ID,GNG,Gooding,Gooding Municipal,GA,None,5.0,0.0,0.0
1598.0,NM,ID,U53,Lake/Island Park/,Henry's Lake,GA,None,5.0,0.0,0.0
1603.0,NM,ID,1S6,Priest River,Priest River Municipal,GA,None,4.0,0.0,0.0
1634.0,NM,ID,DIJ,Driggs,Driggs-Reed Memorial,GA,None,4.0,2.0,1.0
1666.0,NM,ID,S77,Coeur D Alene,Magee,GA,None,4.0,0.0,0.0
1862.0,NM,ID,U76,Mountain Home,Mountain Home Municipal,GA,None,2.0,0.0,0.0
1941.0,NM,ID,S80,Grangeville,Idaho County,GA,None,1.0,0.0,0.0
2.0,GL,IL,ORD,Chicago,Chicago O'Hare International,P,L,36720005.0,36100147.0,0.0172
30.0,GL,IL,MDW,Chicago,Chicago Midway International,P,L,8383698.0,9238592.0,-0.0925
127.0,GL,IL,MLI,Moline,Quad City International,P,S,430992.0,441359.0,-0.0235
159.0,GL,IL,PIA,Peoria,Greater Peoria Regional,P,N,255578.0,223407.0,0.144
169.0,GL,IL,BMI,Bloomington/Normal,Central IL Regional Airport at Bloomington-Normal,P,N,227881.0,219918.0,0.0362
204.0,GL,IL,CMI,Champaign/Urbana,University of Illinois-Willard,P,N,132077.0,118403.0,0.1155
226.0,GL,IL,RFD,Rockford,Chicago/Rockford International,P,N,82282.0,49229.0,0.6714
227.0,GL,IL,SPI,Springfield,Abraham Lincoln Capital,P,N,82218.0,112017.0,-0.266
305.0,GL,IL,BLV,Belleville,Scott AFB/Midamerica,P,N,29449.0,5569.0,4.288
370.0,GL,IL,MWA,Marion,Williamson County Regional,P,N,12373.0,11053.0,0.1194
376.0,GL,IL,DEC,Decatur,Decatur,P,N,11686.0,13245.0,-0.1177
405.0,GL,IL,UIN,Quincy,Quincy Regional-Baldwin Field,CS,None,9483.0,8932.0,0.0617
696.0,GL,IL,1C5,Bolingbrook,Bolingbrook's Clow International,GA,None,930.0,0.0,0.0
731.0,GL,IL,DPA,Chicago/West Chicago,Dupage,GA,None,572.0,172.0,2.3256
767.0,GL,IL,MQB,Macomb,Macomb Municipal,GA,None,427.0,673.0,-0.3655
800.0,GL,IL,PWK,Chicago/Prospect Hgts/Whee,Chicago Executive Airport,GA,None,278.0,253.0,0.0988
907.0,GL,IL,CPS,Cahokia/St Louis,St Louis Downtown,GA,None,119.0,219.0,-0.4566
908.0,GL,IL,UGN,Chicago/Waukegan,Waukegan Regional,GA,None,118.0,243.0,-0.5144
1092.0,GL,IL,I63,Mount Sterling,Mount Sterling Municipal,GA,None,38.0,50.0,-0.24
1099.0,GL,IL,3MY,Peoria,Mount Hawley Auxiliary,GA,None,36.0,40.0,-0.1
1119.0,GL,IL,ALN,Alton/St Louis,St Louis Regional,GA,None,32.0,29.0,0.1034
1142.0,GL,IL,C15,Pekin,Pekin Municipal,GA,None,29.0,3.0,8.6667
1160.0,GL,IL,ARR,Chicago/Aurora,Aurora Municipal,GA,None,27.0,39.0,-0.3077
1194.0,GL,IL,LOT,Chicago/Romeoville,Lewis University,GA,None,23.0,371.0,-0.938
1202.0,GL,IL,LWV,Lawrenceville,Lawrenceville-Vincennes International,GA,None,22.0,0.0,0.0
1336.0,GL,IL,MDH,Carbondale/Murphysboro,Southern Illinois,GA,None,13.0,117.0,-0.8889
1448.0,GL,IL,1H2,Effingham,Effingham County Memorial,GA,None,8.0,102.0,-0.9216
1504.0,GL,IL,SQI,Sterling/Rockfalls,Whiteside County-Jos H Bittorf Field,GA,None,7.0,4.0,0.75
1519.0,GL,IL,IGQ,Chicago,Lansing Municipal,GA,None,6.0,25.0,-0.76
1715.0,GL,IL,JOT,Joliet,Joliet Regional,GA,None,3.0,0.0,0.0
1726.0,GL,IL,MTO,Mattoon/Charleston,Coles County Memorial,GA,None,3.0,118.0,-0.9746
1746.0,GL,IL,VYS,Peru,Illinois Valley Regional-Walter A Duncan Field,GA,None,3.0,3.0,0.0
1754.0,GL,IL,3CK,Chicago/Lake In The Hills,Lake in the Hills,GA,None,2.0,0.0,0.0
1809.0,GL,IL,FOA,Flora,Flora Municipal,GA,None,2.0,5.0,-0.6
1905.0,GL,IL,GBG,Galesburg,Galesburg Municipal,GA,None,1.0,509.0,-0.998
44.0,GL,IN,IND,Indianapolis,Indianapolis International,P,M,4221085.0,3992097.0,0.0574
141.0,GL,IN,SBN,South Bend,South Bend Regional,P,N,349847.0,397565.0,-0.12
151.0,GL,IN,FWA,Fort Wayne,Fort Wayne International,P,N,307682.0,329135.0,-0.0652
164.0,GL,IN,EVV,Evansville,Evansville Regional,P,N,244352.0,229671.0,0.0639
341.0,GL,IN,GYY,Gary,Gary/Chicago International,P,N,17935.0,27350.0,-0.3442
652.0,GL,IN,BMG,Bloomington,Monroe County,GA,None,1306.0,794.0,0.6448
677.0,GL,IN,LAF,Lafayette,Purdue University,GA,None,1087.0,2177.0,-0.5007
763.0,GL,IN,MIE,Muncie,Delaware County - Johnson Field,GA,None,432.0,319.0,0.3542
780.0,GL,IN,HUF,Terre Haute,Terre Haute International-Hulman Field,GA,None,347.0,1627.0,-0.7867
818.0,GL,IN,PPO,La Porte,La Porte Municipal,GA,None,250.0,24.0,9.4167
923.0,GL,IN,EKM,Elkhart,Elkhart Municipal,GA,None,108.0,16.0,5.75
926.0,GL,IN,JVY,Jeffersonville,Clark Regional,GA,None,107.0,123.0,-0.1301
927.0,GL,IN,GGP,Logansport,Logansport/Cass County,GA,None,105.0,217.0,-0.5161
960.0,GL,IN,EYE,Indianapolis,Eagle Creek Airpark,GA,None,78.0,21.0,2.7143
1091.0,GL,IN,UMP,Fishers,Indianapolis Metropolitan,GA,None,39.0,15.0,1.6
1148.0,GL,IN,C65,Plymouth,Plymouth Municipal,GA,None,28.0,76.0,-0.6316
1166.0,GL,IN,SER,Seymour,Freeman Municipal,GA,None,27.0,0.0,0.0
1167.0,GL,IN,VPZ,Valparaiso,Porter County Municipal,GA,None,27.0,65.0,-0.5846
1183.0,GL,IN,MQJ,McCordsville,Mount Comfort,GA,None,24.0,21.0,0.1429
1225.0,GL,IN,TYQ,Zionsville,Indianapolis Executive,GA,None,20.0,16.0,0.25
1231.0,GL,IN,GSH,Goshen,Goshen Municipal,GA,None,19.0,0.0,0.0
1309.0,GL,IN,FRH,French Lick,French Lick Municipal,GA,None,14.0,0.0,0.0
1312.0,GL,IN,IN73,Culver,Fleet Field,GA,None,14.0,0.0,0.0
1323.0,GL,IN,ASW,Warsaw,Warsaw Municipal,GA,None,13.0,16.0,-0.1875
1327.0,GL,IN,C62,Kendallville,Kendallville Municipal,GA,None,13.0,2.0,5.5
1344.0,GL,IN,4I7,Greencastle,Putnam County,GA,None,12.0,7.0,0.7143
1352.0,GL,IN,GEZ,Shelbyville,Shelbyville Municipal,GA,None,12.0,3.0,3.0
1353.0,GL,IN,HFY,Greenwood,Greenwood Municipal,GA,None,12.0,13.0,-0.0769
1369.0,GL,IN,CFJ,Crawfordsville,Crawfordsville Municipal,GA,None,11.0,0.0,0.0
1431.0,GL,IN,HNB,Huntingburg,Huntingburg,GA,None,9.0,9.0,0.0
1499.0,GL,IN,RCR,Rochester,Fulton County,GA,None,7.0,0.0,0.0
1516.0,GL,IN,GWB,Auburn,De Kalb County,GA,None,6.0,56.0,-0.8929
1526.0,GL,IN,MGC,Michigan City,Michigan City Municipal,GA,None,6.0,3.0,1.0
1534.0,GL,IN,PLD,Portland,Portland Municipal,GA,None,6.0,0.0,0.0
1558.0,GL,IN,BAK,Columbus,Columbus Municipal,GA,None,5.0,9.0,-0.4444
1646.0,GL,IN,I22,Winchester,Randolph County,GA,None,4.0,6.0,-0.3333
1682.0,GL,IN,3HO,Hobart,Hobart Sky Ranch,GA,None,3.0,0.0,0.0
1731.0,GL,IN,OKK,Kokomo,Kokomo Municipal,GA,None,3.0,1.0,2.0
1742.0,GL,IN,SMD,Fort Wayne,Smith Field,GA,None,3.0,3.0,0.0
1768.0,GL,IN,AID,Anderson,Anderson Municipal-Darlington Field,GA,None,2.0,5.0,-0.6
1921.0,GL,IN,MCX,Monticello,White County,GA,None,1.0,4.0,-0.75
101.0,CE,KS,ICT,Wichita,Wichita Mid-Continent,P,S,718457.0,729051.0,-0.0145
352.0,CE,KS,MHK,Manhattan,Manhattan Regional,P,N,15140.0,13479.0,0.1232
398.0,CE,KS,GCK,Garden City,Garden City Regional,P,N,10107.0,9373.0,0.0783
424.0,CE,KS,HYS,Hays,Hays Regional,CS,None,7933.0,7220.0,0.0988
429.0,CE,KS,FOE,Topeka,Forbes Field,CS,None,7530.0,10009.0,-0.2477
447.0,CE,KS,LBL,Liberal,Liberal Municipal,CS,None,6018.0,5258.0,0.1445
461.0,CE,KS,DDC,Dodge City,Dodge City Regional,CS,None,5166.0,4717.0,0.0952
540.0,CE,KS,SLN,Salina,Salina Municipal,CS,None,2805.0,6101.0,-0.5402
640.0,CE,KS,OJC,Olathe,Johnson County Executive,GA,None,1412.0,34.0,40.5294
711.0,CE,KS,GBD,Great Bend,Great Bend Municipal,GA,None,794.0,681.0,0.1659
873.0,CE,KS,TOP,Topeka,Philip Billard Municipal,GA,None,155.0,268.0,-0.4216
922.0,CE,KS,WLD,Winfield,Strother Field,GA,None,109.0,108.0,0.0093
925.0,CE,KS,IAB,Wichita,McConnell AFB,GA,None,107.0,0.0,0.0
1073.0,CE,KS,LWC,Lawrence,Lawrence Municipal,GA,None,42.0,54.0,-0.2222
1081.0,CE,KS,IXD,Olathe,New Century Aircenter,GA,None,41.0,12.0,2.4167
1085.0,CE,KS,SYF,St. Francis,Cheyenne County Municipal,GA,None,40.0,72.0,-0.4444
1131.0,CE,KS,AAO,Wichita,Colonel James Jabara,GA,None,30.0,117.0,-0.7436
1462.0,CE,KS,HUT,Hutchinson,Hutchinson Municipal,GA,None,8.0,130.0,-0.9385
1536.0,CE,KS,PTS,Pittsburg,Atkinson Municipal,GA,None,6.0,12.0,-0.5
1563.0,CE,KS,FLV,Fort Leavenworth,Sherman AAF,GA,None,5.0,0.0,0.0
1638.0,CE,KS,GLD,Goodland,Renner Field /Goodland Municipal/,GA,None,4.0,8.0,-0.5
1648.0,CE,KS,IDP,Independence,Independence Municipal,GA,None,4.0,0.0,0.0
1705.0,CE,KS,EQA,El Dorado,Captain Jack Thomas/El Dorado,GA,None,3.0,0.0,0.0
1785.0,CE,KS,CEA,Wichita,Cessna Aircraft Field,GA,None,2.0,0.0,0.0
1791.0,CE,KS,CNU,Chanute,Chanute Martin Johnson,GA,None,2.0,1.0,1.0
22.0,SO,KY,CVG,Covington,Cincinnati/Northern Kentucky International,P,L,11277068.0,10864547.0,0.038
68.0,SO,KY,SDF,Louisville,Louisville International-Standiford Field,P,M,1862017.0,1720377.0,0.0823
116.0,SO,KY,LEX,Lexington,Blue Grass,P,S,536000.0,582328.0,-0.0796
297.0,SO,KY,PAH,Paducah,Barkley Regional,P,N,33981.0,32971.0,0.0306
334.0,SO,KY,HOP,Fort Campbell,Campbell AAF (Fort Campbell),GA,None,20598.0,2484.0,7.2923
507.0,SO,KY,OWB,Owensboro,Owensboro-Daviess County,CS,None,3611.0,2850.0,0.267
729.0,SO,KY,BWG,Bowling Green,Bowling Green-Warren County Regional,GA,None,591.0,522.0,0.1322
1010.0,SO,KY,FFT,Frankfort,Capital City,GA,None,58.0,31.0,0.871
1060.0,SO,KY,LOU,Louisville,Bowman Field,GA,None,45.0,171.0,-0.7368
1080.0,SO,KY,HVC,Hopkinsville,Hopkinsville-Christian County,GA,None,41.0,23.0,0.7826
1095.0,SO,KY,EHR,Henderson,Henderson City-County,GA,None,37.0,102.0,-0.6373
1096.0,SO,KY,FGX,Flemingsburg,Fleming-Mason,GA,None,37.0,29.0,0.2759
1114.0,SO,KY,K22,Debord,Big Sandy Regional,GA,None,33.0,10.0,2.3
1140.0,SO,KY,6I2,Springfield,Lebanon-Springfield,GA,None,29.0,0.0,0.0
1151.0,SO,KY,LOZ,London,London-Corbin Airport-Magee Field,GA,None,28.0,15.0,0.8667
1174.0,SO,KY,PBX,Pikeville,Pike County-Hatcher Field,GA,None,26.0,5.0,4.2
1189.0,SO,KY,EKX,Elizabethtown,Addington Field,GA,None,23.0,0.0,0.0
1255.0,SO,KY,K20,Hazard,Wendell H Ford,GA,None,17.0,3.0,4.6667
1279.0,SO,KY,2I0,Madisonville,Madisonville Municipal,GA,None,15.0,20.0,-0.25
1304.0,SO,KY,BRY,Bardstown,Samuels Field,GA,None,14.0,1.0,13.0
1328.0,SO,KY,CEY,Murray,Kyle-Oakley Field,GA,None,13.0,9.0,0.4444
1330.0,SO,KY,DVK,Danville,Stuart Powell Field,GA,None,13.0,6.0,1.1667
1397.0,SO,KY,GLW,Glasgow,Glasgow Municipal,GA,None,10.0,4.0,1.5
1440.0,SO,KY,SME,Somerset,Somerset-Pulaski County-J.T. Wilson Field,GA,None,9.0,0.0,0.0
1523.0,SO,KY,M21,Greenville,Muhlenberg County,GA,None,6.0,0.0,0.0
1635.0,SO,KY,DWU,Worthington,Ashland Regional,GA,None,4.0,19.0,-0.7895
1679.0,SO,KY,1M9,Cadiz,Lake Barkley State Park,GA,None,3.0,1.0,2.0
1680.0,SO,KY,27K,Georgetown,Georgetown Scott County - Marshall Field,GA,None,3.0,29.0,-0.8966
1690.0,SO,KY,AAS,Campbellsville,Taylor County,GA,None,3.0,0.0,0.0
1861.0,SO,KY,TZV,Tompkinsville,Tompkinsville-Monroe County,GA,None,2.0,0.0,0.0
1918.0,SO,KY,M25,Mayfield,Mayfield Graves County,GA,None,1.0,4.0,-0.75
1919.0,SO,KY,M34,Gilbertsville,Kentucky Dam State Park,GA,None,1.0,1.0,0.0
46.0,SW,LA,MSY,Metairie,Louis Armstrong New Orleans International,P,M,3912884.0,4839400.0,-0.1915
117.0,SW,LA,BTR,Baton Rouge,"Baton Rouge Metropolitan, Ryan Field",P,S,515991.0,368354.0,0.4008
146.0,SW,LA,SHV,Shreveport,Shreveport Regional,P,N,319960.0,304490.0,0.0508
188.0,SW,LA,LFT,Lafayette,Lafayette Regional,P,N,176448.0,162080.0,0.0886
202.0,SW,LA,AEX,Alexandria,Alexandria International,P,N,138494.0,153124.0,-0.0955
209.0,SW,LA,MLU,Monroe,Monroe Regional,P,N,112086.0,115424.0,-0.0289
266.0,SW,LA,LCH,Lake Charles,Lake Charles Regional,P,N,46399.0,44108.0,0.0519
555.0,SW,LA,NBG,New Orleans,New Orleans NAS Jrb/Alvin Callender Field/,GA,None,2515.0,0.0,0.0
676.0,SW,LA,BAD,Bossier City,Barksdale AFB,GA,None,1124.0,1074.0,0.0466
838.0,SW,LA,NEW,New Orleans,Lakefront,GA,None,212.0,785.0,-0.7299
982.0,SW,LA,CWF,Lake Charles,Chennault International,GA,None,69.0,0.0,0.0
1290.0,SW,LA,HUM,Houma,Houma-Terrebonne,GA,None,15.0,218.0,-0.9312
1322.0,SW,LA,ARA,New Iberia,Acadiana Regional,GA,None,13.0,0.0,0.0
1471.0,SW,LA,OPL,Opelousas,St Landry Parish-Ahart Field,GA,None,8.0,0.0,0.0
1597.0,SW,LA,TVR,"Tallulah/Vicksburg, MS",Vicksburg Tallulah Regional,GA,None,5.0,24.0,-0.7917
1687.0,SW,LA,4R7,Eunice,Eunice,GA,None,3.0,0.0,0.0
1698.0,SW,LA,DRI,DeRidder,Beauregard Regional,GA,None,3.0,0.0,0.0
1700.0,SW,LA,DTN,Shreveport,Shreveport Downtown,GA,None,3.0,5.0,-0.4
1773.0,SW,LA,ASD,Slidell,Slidell,GA,None,2.0,0.0,0.0
