Rank,RO,ST,Locid,City,Airport Name,Svc Lvl,Hub,CY 05 Enplanements,CY 04 Enplanements,% Change
952.0,SO,NC,JQF,Concord,Concord Regional,GA,None,85.0,104.0,-0.1827
1002.0,SO,NC,MRH,Beaufort,Michael J. Smith Field,GA,None,61.0,10.0,5.1
1182.0,SO,NC,MQI,Manteo,Dare County Regional,GA,None,24.0,8.0,2.0
1249.0,SO,NC,SIF,Reidsville,Rockingham County Nc Shiloh,GA,None,18.0,12.0,0.5
1250.0,SO,NC,TTA,Sanford,Sanford-Lee County Regional,GA,None,18.0,0.0,0.0
1262.0,SO,NC,RWI,Rocky Mount,Rocky Mount-Wilson Regional,GA,None,17.0,53.0,-0.6792
1275.0,SO,NC,RUQ,Salisbury,Rowan County,GA,None,16.0,14.0,0.1429
1288.0,SO,NC,HNZ,Oxford,Henderson-Oxford,GA,None,15.0,5.0,2.0
1452.0,SO,NC,AKH,Gastonia,Gastonia Municipal,GA,None,8.0,3.0,1.6667
1550.0,SO,NC,7NC2,Corolla,Pine Island,GA,None,5.0,0.0,0.0
1564.0,SO,NC,GEV,Jefferson,Ashe County,GA,None,5.0,0.0,0.0
1639.0,SO,NC,GWW,Goldsboro,Goldsboro-Wayne Municipal,GA,None,4.0,0.0,0.0
1657.0,SO,NC,MRN,Morganton,Foothills Regional,GA,None,4.0,6.0,-0.3333
1670.0,SO,NC,TDF,Roxboro,Person County,GA,None,4.0,71.0,-0.9437
1736.0,SO,NC,RCZ,Rockingham,Richmond County,GA,None,3.0,6.0,-0.5
1801.0,SO,NC,ECG,Elizabeth City,Elizabeth City CG Air Station/Regional,GA,None,2.0,3.0,-0.3333
1802.0,SO,NC,EQY,Monroe,Monroe Regional,GA,None,2.0,5.0,-0.6
1815.0,SO,NC,IGX,Chapel Hill,Horace Williams,GA,None,2.0,8.0,-0.75
1864.0,SO,NC,UKF,North Wilkesboro,Wilkes County,GA,None,2.0,10.0,-0.8
1944.0,SO,NC,SUT,Southport,Brunswick County,GA,None,1.0,2.0,-0.5
1945.0,SO,NC,SVH,Statesville,Statesville Regional,GA,None,1.0,2.0,-0.5
156.0,GL,ND,FAR,Fargo,Hector International,P,N,285298.0,261872.0,0.0895
190.0,GL,ND,BIS,Bismarck,Bismarck Municipal,P,N,174567.0,163420.0,0.0682
221.0,GL,ND,GFK,Grand Forks,Grand Forks International,P,N,88065.0,91746.0,-0.0401
233.0,GL,ND,MOT,Minot,Minot International,P,N,76467.0,74594.0,0.0251
453.0,GL,ND,ISN,Williston,Sloulin Field International,CS,None,5569.0,6192.0,-0.1006
466.0,GL,ND,DIK,Dickinson,Dickinson - Theodore Roosevelt Regional,CS,None,5010.0,5270.0,-0.0493
514.0,GL,ND,DVL,Devils Lake,Devils Lake Municipal,CS,None,3327.0,2934.0,0.1339
575.0,GL,ND,JMS,Jamestown,Jamestown Regional,GA,None,2196.0,2557.0,-0.1412
930.0,GL,ND,MIB,Minot,Minot AFB,GA,None,101.0,83.0,0.2169
1006.0,GL,ND,RDR,Grand Forks,Grand Forks AFB,GA,None,59.0,0.0,0.0
1632.0,GL,ND,D09,Bottineau,Bottineau Municipal,GA,None,4.0,0.0,0.0
1684.0,GL,ND,40000000.0,Ellendale,Ellendale Municipal,GA,None,3.0,0.0,0.0
65.0,CE,NE,OMA,Omaha,Eppley Airfield,P,M,2052234.0,1892379.0,0.0845
175.0,CE,NE,LNK,Lincoln,Lincoln,P,N,203586.0,220232.0,-0.0756
396.0,CE,NE,BFF,Scottsbluff,Western Nebraska Regional/William B. Heilig Field,P,N,10235.0,10086.0,0.0148
426.0,CE,NE,LBF,North Platte,North Platte Regional Airport Lee Bird Field,CS,None,7749.0,7480.0,0.036
428.0,CE,NE,GRI,Grand Island,Central Nebraska Regional,CS,None,7617.0,6781.0,0.1233
439.0,CE,NE,EAR,Kearney,Kearney Municipal,CS,None,6789.0,6479.0,0.0478
570.0,CE,NE,MCK,McCook,McCook Regional,GA,None,2269.0,2085.0,0.0882
623.0,CE,NE,CDR,Chadron,Chadron Municipal,GA,None,1625.0,1484.0,0.095
641.0,CE,NE,AIA,Alliance,Alliance Municipal,GA,None,1396.0,1430.0,-0.0238
702.0,CE,NE,OFF,Omaha,Offutt AFB,GA,None,888.0,86.0,9.3256
1339.0,CE,NE,OLU,Columbus,Columbus Municipal,GA,None,13.0,8.0,0.625
1368.0,CE,NE,BIE,Beatrice,Beatrice Municipal,GA,None,11.0,9.0,0.2222
1503.0,CE,NE,SNY,Sidney,Sidney Municipal/Lloyd W. Carr Field,GA,None,7.0,0.0,0.0
1529.0,CE,NE,OFK,Norfolk,Karl Stefan Memorial,GA,None,6.0,672.0,-0.9911
1570.0,CE,NE,HSI,Hastings,Hastings Municipal,GA,None,5.0,0.0,0.0
1614.0,CE,NE,4V9,Neligh,Antelope County,GA,None,4.0,0.0,0.0
1830.0,CE,NE,MLE,Omaha,Millard,GA,None,2.0,225.0,-0.9911
1933.0,CE,NE,OGA,Ogallala,Searle Field,GA,None,1.0,0.0,0.0
1935.0,CE,NE,ONL,O'Neill,The O'Neill Municipal-John L Baker Field,GA,None,1.0,0.0,0.0
64.0,NE,NH,MHT,Manchester,Manchester,P,M,2149035.0,1973142.0,0.0891
380.0,NE,NH,LEB,Lebanon,Lebanon Municipal,P,N,11367.0,11134.0,0.0209
432.0,NE,NH,PSM,Portsmouth,Portsmouth International at Pease,CS,None,7312.0,22279.0,-0.6718
1059.0,NE,NH,LCI,Laconia,Laconia Municipal,GA,None,45.0,43.0,0.0465
1109.0,NE,NH,ASH,Nashua,Boire Field,GA,None,34.0,24.0,0.4167
1702.0,NE,NH,EEN,Keene,Dillant-Hopkins,GA,None,3.0,16.0,-0.8125
1790.0,NE,NH,CNH,Claremont,Claremont Municipal,GA,None,2.0,2.0,0.0
1792.0,NE,NH,CON,Concord,Concord Municipal,GA,None,2.0,8.0,-0.75
13.0,EA,NJ,EWR,Newark,Newark Liberty International,P,L,16444959.0,15827675.0,0.039
120.0,EA,NJ,ACY,Atlantic City,Atlantic City International,P,S,467148.0,508879.0,-0.082
386.0,EA,NJ,WRI,Wrightstown,McGuire AFB,GA,None,11023.0,10902.0,0.0111
408.0,EA,NJ,TTN,Trenton,Trenton Mercer,CS,None,9255.0,13095.0,-0.2932
420.0,EA,NJ,TEB,Teterboro,Teterboro,GA,None,8127.0,12376.0,-0.3433
566.0,EA,NJ,MMU,Morristown,Morristown Municipal,GA,None,2305.0,2423.0,-0.0487
790.0,EA,NJ,CDW,Caldwell,Essex County,GA,None,308.0,1.0,307.0
987.0,EA,NJ,BLM,Belmar,Monmouth Executive,GA,None,68.0,17.0,3.0
1381.0,EA,NJ,MIV,Millville,Millville Municipal,GA,None,11.0,8.0,0.375
1403.0,EA,NJ,N14,Lumberton,Flying W,GA,None,10.0,0.0,0.0
1677.0,EA,NJ,WWD,Wildwood,Cape May County,GA,None,4.0,12.0,-0.6667
1724.0,EA,NJ,MJX,Toms River,Robert J. Miller Air Park,GA,None,3.0,3.0,0.0
1756.0,EA,NJ,3N6,Old Bridge,Old Bridge,GA,None,2.0,1.0,1.0
1884.0,EA,NJ,39N,Rocky Hill,Princeton,GA,None,1.0,6.0,-0.8333
55.0,SW,NM,ABQ,Albuquerque,Albuquerque International Sunport,P,M,3169861.0,3079172.0,0.0295
307.0,SW,NM,FMN,Farmington,Four Corners Regional,P,N,29226.0,30517.0,-0.0423
390.0,SW,NM,SAF,Santa Fe,Santa Fe Municipal,P,N,10522.0,19214.0,-0.4524
403.0,SW,NM,ROW,Roswell,Roswell International Air Center,CS,None,9570.0,8482.0,0.1283
482.0,SW,NM,CNM,Carlsbad,Cavern City Air Terminal,CS,None,4273.0,3512.0,0.2167
492.0,SW,NM,GUP,Gallup,Gallup Municipal,GA,None,4006.0,6.0,666.6667
582.0,SW,NM,CVN,Clovis,Clovis Municipal,GA,None,2130.0,2091.0,0.0187
591.0,SW,NM,SVC,Silver City,Grant County,GA,None,2066.0,2006.0,0.0299
628.0,SW,NM,HOB,Hobbs,Lea County Regional,GA,None,1547.0,1219.0,0.2691
645.0,SW,NM,CVS,Clovis,Cannon AFB,GA,None,1371.0,1511.0,-0.0927
764.0,SW,NM,HMN,Alamogordo,Holloman AFB,GA,None,431.0,338.0,0.2751
803.0,SW,NM,ALM,Alamogordo,Alamogordo-White Sands Regional,GA,None,272.0,332.0,-0.1807
807.0,SW,NM,ZUN,Black Rock,Black Rock,GA,None,262.0,0.0,0.0
895.0,SW,NM,0.0,Crownpoint,Crownpoint,GA,None,127.0,0.0,0.0
950.0,SW,NM,LVS,Las Vegas,Las Vegas Municipal,GA,None,86.0,6.0,13.3333
1021.0,SW,NM,ONM,Socorro,Socorro Municipal,GA,None,55.0,15.0,2.6667
1034.0,SW,NM,SRR,Ruidoso,Sierra Blanca Regional,GA,None,52.0,4.0,12.0
1041.0,SW,NM,NM86,Playas,Playas Air Strip,GA,None,50.0,15.0,2.3333
1045.0,SW,NM,5V5,Shiprock,Shiprock Airstrip,GA,None,49.0,1.0,48.0
1049.0,SW,NM,ATS,Artesia,Artesia Municipal,GA,None,48.0,12.0,3.0
1100.0,SW,NM,LRU,Las Cruces,Las Cruces International,GA,None,36.0,97.0,-0.6289
1192.0,SW,NM,GNT,Grants,Grants-Milan Municipal,GA,None,23.0,0.0,0.0
1277.0,SW,NM,SKX,Taos,Taos Regional,GA,None,16.0,1011.0,-0.9842
1348.0,SW,NM,E06,Lovington,Lea County-Zip Franklin Memorial,GA,None,12.0,0.0,0.0
1437.0,SW,NM,PRZ,Portales,Portales Municipal,GA,None,9.0,0.0,0.0
1622.0,SW,NM,95E,Socorro,Stallion AAF,GA,None,4.0,0.0,0.0
1669.0,SW,NM,TCS,Truth or Consequences,Truth Or Consequences Municipal,GA,None,4.0,14.0,-0.7143
1691.0,SW,NM,AEG,Albuquerque,Double Eagle II,GA,None,3.0,1.0,2.0
1701.0,SW,NM,E80,Belen,Alexander Municipal,GA,None,3.0,0.0,0.0
1776.0,SW,NM,AXX,Angel Fire,Angel Fire,GA,None,2.0,0.0,0.0
1783.0,SW,NM,CAO,Clayton,Clayton Municipal Airpark,GA,None,2.0,0.0,0.0
1798.0,SW,NM,DMN,Deming,Deming Municipal,GA,None,2.0,64.0,-0.9688
1856.0,SW,NM,TCC,Tucumcari,Tucumcari Municipal,GA,None,2.0,0.0,0.0
1916.0,SW,NM,LSB,Lordsburg,Lordsburg Municipal,GA,None,1.0,0.0,0.0
5.0,WP,NV,LAS,Las Vegas,McCarran International,P,L,21402676.0,19943025.0,0.0732
61.0,WP,NV,RNO,Reno,Reno/Tahoe International,P,M,2510458.0,2478179.0,0.013
158.0,WP,NV,VGT,Las Vegas,North Las Vegas,P,N,263553.0,279211.0,-0.0561
234.0,WP,NV,EKO,Elko,Elko Regional,P,N,75618.0,71513.0,0.0574
473.0,WP,NV,61B,Boulder City,Boulder City Municipal,CS,None,4617.0,175.0,25.3829
503.0,WP,NV,LSV,Las Vegas,Nellis AFB,GA,None,3665.0,2692.0,0.3614
506.0,WP,NV,ELY,Ely,Ely /Yelland Field/,CS,None,3618.0,1285.0,1.8156
939.0,WP,NV,INS,Indian Springs,Creech AFB,GA,None,92.0,0.0,0.0
1066.0,WP,NV,HND,Las Vegas,Henderson Executive,GA,None,43.0,33502.0,-0.9987
1101.0,WP,NV,MEV,Minden,Minden-Tahoe,GA,None,36.0,10.0,2.6
1162.0,WP,NV,CXP,Carson City,Carson,GA,None,27.0,0.0,0.0
1482.0,WP,NV,06U,Jackpot,Jackpot/Hayden Field,GA,None,7.0,0.0,0.0
1483.0,WP,NV,0L7,Jean,Jean,GA,None,7.0,0.0,0.0
1708.0,WP,NV,FLX,Fallon,Fallon Municipal,GA,None,3.0,0.0,0.0
1761.0,WP,NV,4SD,Reno,Reno/Stead,GA,None,2.0,0.0,0.0
1887.0,WP,NV,67L,Mesquite,Mesquite,GA,None,1.0,82.0,-0.9878
8.0,EA,NY,JFK,New York,John F Kennedy International,P,L,20260359.0,18586863.0,0.09
21.0,EA,NY,LGA,New York,La Guardia,P,L,13014314.0,12312561.0,0.057
62.0,EA,NY,BUF,Buffalo,Buffalo Niagara International,P,M,2436952.0,2206385.0,0.1045
75.0,EA,NY,ALB,Albany,Albany International,P,S,1533301.0,1536263.0,-0.0019
78.0,EA,NY,ROC,Rochester,Greater Rochester International,P,S,1450181.0,1364869.0,0.0625
84.0,EA,NY,SYR,Syracuse,Syracuse Hancock International,P,S,1222657.0,1130236.0,0.0818
87.0,EA,NY,ISP,Islip,Long Island MacArthur,P,S,1055832.0,986103.0,0.0707
121.0,EA,NY,HPN,White Plains,Westchester County,P,S,462256.0,462981.0,-0.0016
177.0,EA,NY,SWF,Newburgh,Stewart International,P,N,199741.0,250006.0,-0.2011
206.0,EA,NY,BGM,Binghamton,Greater Binghamton/Edwin A Link Field,P,N,122443.0,133894.0,-0.0855
224.0,EA,NY,ELM,Elmira/Corning,Elmira/Corning Regional,P,N,86925.0,97122.0,-0.105
228.0,EA,NY,ITH,Ithaca,Ithaca Tompkins Regional,P,N,79953.0,72383.0,0.1046
374.0,EA,NY,GTB,Fort Drum,Wheeler-Sack AAF,GA,None,11978.0,3203.0,2.7396
434.0,EA,NY,JHW,Jamestown,Chautauqua County/Jamestown,CS,None,7086.0,11276.0,-0.3716
474.0,EA,NY,ART,Watertown,Watertown International,CS,None,4612.0,3728.0,0.2371
522.0,EA,NY,MSS,Massena,Massena International-Richards Field,CS,None,3218.0,3083.0,0.0438
548.0,EA,NY,SLK,Saranac Lake,Adirondack Regional,CS,None,2682.0,2597.0,0.0327
587.0,EA,NY,OGS,Ogdensburg,Ogdensburg International,GA,None,2078.0,2261.0,-0.0809
598.0,EA,NY,UCA,Utica,Oneida County,GA,None,1951.0,2122.0,-0.0806
611.0,EA,NY,PLB,Plattsburgh,Clinton County,GA,None,1747.0,1712.0,0.0204
621.0,EA,NY,FRG,North Babylon,Republic,GA,None,1634.0,1692.0,-0.0343
723.0,EA,NY,IAG,Niagara Falls,Niagara Falls International,GA,None,660.0,904.0,-0.2699
876.0,EA,NY,6N5,New York,East 34th Street,GA,None,152.0,20.0,6.6
928.0,EA,NY,HTO,East Hampton,East Hampton,GA,None,103.0,420.0,-0.7548
934.0,EA,NY,7N3,Port Washington,Sands Point,GA,None,95.0,0.0,0.0
937.0,EA,NY,MGJ,Montgomery,Orange County,GA,None,95.0,28.0,2.3929
947.0,EA,NY,FOK,Westhampton Beach,Francis S Gabreski,GA,None,87.0,64.0,0.3594
963.0,EA,NY,JRA,New York,West 30th St.,GA,None,76.0,60.0,0.2667
1047.0,EA,NY,JRB,New York,Port Authority Downtown Manhattan/Wall St,GA,None,49.0,20.0,1.45
1176.0,EA,NY,87N,Southampton,Southampton,GA,None,25.0,0.0,0.0
1200.0,EA,NY,GFL,Glens Falls,Floyd Bennett Memorial,GA,None,22.0,85.0,-0.7412
1219.0,EA,NY,POU,Poughkeepsie,Dutchess County,GA,None,20.0,45.0,-0.5556
1221.0,EA,NY,PTD,Potsdam,Potsdam Municipal/Damon Field/,GA,None,20.0,19.0,0.0526
1235.0,EA,NY,PEO,Penn Yan,Penn Yan,GA,None,19.0,5.0,2.8
1242.0,EA,NY,5B2,Saratoga Springs,Saratoga County,GA,None,18.0,52.0,-0.6538
1257.0,EA,NY,MTP,Montauk,Montauk,GA,None,17.0,29.0,-0.4138
1364.0,EA,NY,4G6,Hornell,Hornell Municipal,GA,None,11.0,13.0,-0.1538
1416.0,EA,NY,20N,Kingston,Kingston-Ulster,GA,None,9.0,0.0,0.0
1444.0,EA,NY,0B8,Fishers Island,Elizabeth Field,GA,None,8.0,14.0,-0.4286
1466.0,EA,NY,LKP,Lake Placid,Lake Placid,GA,None,8.0,13.0,-0.3846
1584.0,EA,NY,N66,Oneonta,Oneonta Municipal,GA,None,5.0,4.0,0.25
1659.0,EA,NY,OLE,Olean,Cattaraugus County-Olean,GA,None,4.0,56.0,-0.9286
1704.0,EA,NY,ELZ,Wellsville,"Wellsville Municipal Airport,Tarantine Field",GA,None,3.0,309.0,-0.9903
1713.0,EA,NY,H43,Haverstraw,Haverstraw,GA,None,3.0,100.0,-0.97
1714.0,EA,NY,HWV,Shirley,Brookhaven,GA,None,3.0,1.0,2.0
1727.0,EA,NY,N03,Cortland,Cortland County-Chase Field,GA,None,3.0,5.0,-0.4
1741.0,EA,NY,SCH,Schenectady,Schenectady County,GA,None,3.0,235.0,-0.9872
1797.0,EA,NY,DKK,Dunkirk,Chautauqua County/Dunkirk,GA,None,2.0,3.0,-0.3333
1833.0,EA,NY,N23,Sidney,Sidney Municipal,GA,None,2.0,2.0,0.0
1835.0,EA,NY,OIC,Norwich,Lt Warren Eaton,GA,None,2.0,5.0,-0.6
1908.0,EA,NY,H30,Hamilton,Hamilton Municipal,GA,None,1.0,0.0,0.0
1924.0,EA,NY,MSV,Monticello,Sullivan County International,GA,None,1.0,3.0,-0.6667
35.0,GL,OH,CLE,Cleveland,Cleveland-Hopkins International,P,M,5529629.0,5389196.0,0.0261
54.0,GL,OH,CMH,Columbus,Port Columbus International,P,M,3281452.0,3071447.0,0.0684
85.0,GL,OH,DAY,Dayton,James M Cox Dayton International,P,S,1220130.0,1442849.0,-0.1544
103.0,GL,OH,CAK,Akron,Akron-Canton Regional,P,S,711540.0,671278.0,0.06
168.0,GL,OH,TOL,Toledo,Toledo Express,P,N,234335.0,305229.0,-0.2323
294.0,GL,OH,LCK,Columbus,Rickenbacker International,P,N,34948.0,84859.0,-0.5882
437.0,GL,OH,YNG,Youngstown/Warren,Youngstown-Warren Regional,GA,None,6934.0,21403.0,-0.676
638.0,GL,OH,BKL,Cleveland,Burke Lakefront,GA,None,1447.0,1471.0,-0.0163
644.0,GL,OH,3W2,Put-in-Bay,Put-in-Bay,GA,None,1372.0,14.0,97.0
647.0,GL,OH,PCW,Port Clinton,Carl R Keller Field,GA,None,1350.0,19.0,70.0526
756.0,GL,OH,LUK,Cincinnati,Cincinnati Municipal Airport Lunken Field,GA,None,451.0,766.0,-0.4112
801.0,GL,OH,16G,Tiffin,Seneca County,GA,None,275.0,477.0,-0.4235
809.0,GL,OH,OSU,Columbus,Ohio State University,GA,None,258.0,211.0,0.2227
855.0,GL,OH,MFD,Mansfield,Mansfield Lahm Regional,GA,None,175.0,148.0,0.1824
865.0,GL,OH,5G7,Bluffton,Bluffton,GA,None,164.0,249.0,-0.3414
871.0,GL,OH,FDY,Findlay,Findlay,GA,None,155.0,420.0,-0.631
893.0,GL,OH,38D,Salem,Salem Airpark Inc,GA,None,131.0,272.0,-0.5184
971.0,GL,OH,LPR,Lorain,Lorain County Regional,GA,None,73.0,20.0,2.65
990.0,GL,OH,14G,Fremont,Fremont,GA,None,66.0,11.0,5.0
1008.0,GL,OH,CGF,Cleveland,Cuyahoga County,GA,None,58.0,90.0,-0.3556
1019.0,GL,OH,AOH,Lima,Lima Allen County,GA,None,55.0,73.0,-0.2466
1030.0,GL,OH,SKY,Sandusky,Griffing Sandusky,GA,None,53.0,32.0,0.6563
1032.0,GL,OH,4I9,Mount Gilead,Morrow County,GA,None,52.0,12.0,3.3333
1033.0,GL,OH,FFO,Dayton,Wright-Patterson AFB,GA,None,52.0,469.0,-0.8891
1040.0,GL,OH,MGY,Dayton,Dayton-Wright Brothers,GA,None,50.0,51.0,-0.0196
1129.0,GL,OH,TDZ,Walbridge,Metcalf Field,GA,None,31.0,80.0,-0.6125
1130.0,GL,OH,3T7,Middle Bass,Middle Bass Island,GA,None,30.0,0.0,0.0
1147.0,GL,OH,AXV,Wapakoneta,Neil Armstrong,GA,None,28.0,10.0,1.8
1185.0,GL,OH,1G0,Bowling Green,Wood County,GA,None,23.0,52.0,-0.5577
1210.0,GL,OH,I68,Lebanon,Lebanon-Warren County,GA,None,21.0,112.0,-0.8125
1211.0,GL,OH,MRT,Marysville,Union County,GA,None,21.0,24.0,-0.125
1215.0,GL,OH,FZI,Fostoria,Fostoria Metropolitan,GA,None,20.0,52.0,-0.6154
1223.0,GL,OH,S24,Fremont,Sandusky County Regional,GA,None,20.0,26.0,-0.2308
1233.0,GL,OH,MNN,Marion,Marion Municipal,GA,None,19.0,24.0,-0.2083
1241.0,GL,OH,56D,Upper Sandusky,Wyandot County,GA,None,18.0,27.0,-0.3333
1243.0,GL,OH,89D,Kelleys Island,Kelleys Island Land Field,GA,None,18.0,0.0,0.0
1276.0,GL,OH,SGH,Springfield,Springfield-Beckley Municipal,GA,None,16.0,14.0,0.1429
1303.0,GL,OH,7W5,Napoleon,Henry County,GA,None,14.0,2.0,6.0
1332.0,GL,OH,ISZ,Cincinnati,Cincinnati-Blue Ash,GA,None,13.0,16.0,-0.1875
1342.0,GL,OH,1G5,Medina,Medina Municipal,GA,None,12.0,12.0,0.0
1343.0,GL,OH,3X5,North Bass Island,North Bass Island,GA,None,12.0,0.0,0.0
1367.0,GL,OH,AKR,Akron,Akron Fulton International,GA,None,11.0,17.0,-0.3529
1415.0,GL,OH,0G6,Bryan,Williams County,GA,None,9.0,0.0,0.0
1428.0,GL,OH,EDJ,Bellefontaine,Bellefontaine Regional,GA,None,9.0,2.0,3.5
1430.0,GL,OH,HAO,Hamilton,Butler County Regional,GA,None,9.0,11.0,-0.1818
1447.0,GL,OH,1G3,Stow,Kent State University,GA,None,8.0,0.0,0.0
1461.0,GL,OH,GQQ,Crestline,Galion Municipal,GA,None,8.0,18.0,-0.5556
1470.0,GL,OH,MWO,Middletown,Hook Field Municipal,GA,None,8.0,12.0,-0.3333
1479.0,GL,OH,VES,Versailles,Darke County,GA,None,8.0,7.0,0.1429
1480.0,GL,OH,VTA,Newark,Newark-Heath,GA,None,8.0,14.0,-0.4286
1493.0,GL,OH,LNN,Willoughby,Willoughby Lost Nation Municipal,GA,None,7.0,403.0,-0.9826
1517.0,GL,OH,I12,Sidney,Sidney Municipal,GA,None,6.0,0.0,0.0
1518.0,GL,OH,I73,Dayton,Moraine Air Park,GA,None,6.0,0.0,0.0
1571.0,GL,OH,I17,Piqua,Piqua - Hartzell Field,GA,None,5.0,5.0,0.0
1572.0,GL,OH,I19,Xenia,Greene County-Lewis A. Jackson Regional,GA,None,5.0,2.0,1.5
1600.0,GL,OH,ZZV,Zanesville,Zanesville Municipal,GA,None,5.0,4.0,0.25
1609.0,GL,OH,4G4,Youngstown,Youngstown Elser Metro,GA,None,4.0,6.0,-0.3333
1647.0,GL,OH,I67,Harrison,Cincinnati West,GA,None,4.0,0.0,0.0
1665.0,GL,OH,RZT,Chillicothe,Ross County,GA,None,4.0,3.0,0.3333
1816.0,GL,OH,ILN,Wilmington,Airborne Airpark,GA,None,2.0,0.0,0.0
1859.0,GL,OH,TSO,Carrollton,Carroll County-Tolson,GA,None,2.0,0.0,0.0
1893.0,GL,OH,BJJ,Wooster,Wayne County,GA,None,1.0,2.0,-0.5
1909.0,GL,OH,I69,Batavia,Clermont County,GA,None,1.0,0.0,0.0
1914.0,GL,OH,LHQ,Lancaster,Fairfield County,GA,None,1.0,42.0,-0.9762
69.0,SW,OK,OKC,Oklahoma City,Will Rogers World,P,S,1773522.0,1695096.0,0.0463
74.0,SW,OK,TUL,Tulsa,Tulsa International,P,S,1563622.0,1462799.0,0.0689
258.0,SW,OK,LAW,Lawton,Lawton-Fort Sill Regional,P,N,50968.0,46211.0,0.1029
584.0,SW,OK,WDG,Enid,Enid Woodring Regional,GA,None,2116.0,1891.0,0.119
614.0,SW,OK,SWO,Stillwater,Stillwater Regional,GA,None,1717.0,341.0,4.0352
704.0,SW,OK,PNC,Ponca City,Ponca City Regional,GA,None,863.0,1499.0,-0.4243
791.0,SW,OK,TIK,Oklahoma City,Tinker AFB,GA,None,305.0,0.0,0.0
844.0,SW,OK,GUY,Guymon,Guymon Municipal,GA,None,190.0,33.0,4.7576
1213.0,SW,OK,1F0,Ardmore,Ardmore Downtown Executive,GA,None,20.0,0.0,0.0
1261.0,SW,OK,PWA,Oklahoma City,Wiley Post,GA,None,17.0,28.0,-0.3929
1305.0,SW,OK,BVO,Bartlesville,Bartlesville Municipal,GA,None,14.0,0.0,0.0
1316.0,SW,OK,OUN,Norman,University of Oklahoma Westheimer,GA,None,14.0,0.0,0.0
1474.0,SW,OK,RVS,Tulsa,Richard Lloyd Jones Jr,GA,None,8.0,7.0,0.1429
1495.0,SW,OK,MLC,McAlester,McAlester Regional,GA,None,7.0,0.0,0.0
1716.0,SW,OK,JSV,Sallisaw,Sallisaw Municipal,GA,None,3.0,0.0,0.0
1766.0,SW,OK,ADM,Ardmore,Ardmore Municipal,GA,None,2.0,7.0,-0.7143
1778.0,SW,OK,BFK,Buffalo,Buffalo Municipal,GA,None,2.0,0.0,0.0
1829.0,SW,OK,MKO,Muskogee,Davis Field,GA,None,2.0,0.0,0.0
1899.0,SW,OK,CUH,Cushing,Cushing Municipal,GA,None,1.0,0.0,0.0
33.0,NM,OR,PDX,Portland,Portland International,P,M,6798976.0,6379884.0,0.0657
138.0,NM,OR,EUG,Eugene,Mahlon Sweet Field,P,N,359187.0,349161.0,0.0287
155.0,NM,OR,MFR,Medford,Rogue Valley International - Medford,P,N,286905.0,256896.0,0.1168
186.0,NM,OR,RDM,Redmond,Roberts Field,P,N,180637.0,149445.0,0.2087
293.0,NM,OR,OTH,North Bend,Southwest Oregon Regional,P,N,36083.0,31198.0,0.1566
308.0,NM,OR,LMT,Klamath Falls,Klamath Falls,P,N,29010.0,27527.0,0.0539
355.0,NM,OR,UAO,Aurora,Aurora State,GA,None,14754.0,14217.0,0.0378
436.0,NM,OR,PDT,Pendleton,Eastern Oregon Regional at Pendleton,CS,None,6977.0,7454.0,-0.064
850.0,NM,OR,SLE,Salem,McNary Field,GA,None,180.0,228.0,-0.2105
898.0,NM,OR,HIO,Portland,Portland-Hillsboro,GA,None,125.0,167.0,-0.2515
1001.0,NM,OR,3S8,Grants Pass,Grants Pass,GA,None,61.0,1.0,60.0
1074.0,NM,OR,RBG,Roseburg,Roseburg Regional,GA,None,42.0,18.0,1.3333
1082.0,NM,OR,S21,Sunriver,Sunriver,GA,None,41.0,6.0,5.8333
1133.0,NM,OR,BDN,Bend,Bend Municipal,GA,None,30.0,40.0,-0.25
1152.0,NM,OR,ONP,Newport,Newport Municipal,GA,None,28.0,10.0,1.8
1212.0,NM,OR,S05,Bandon,Bandon State,GA,None,21.0,1.0,20.0
1217.0,NM,OR,OR86,Jefferson,Gilmour Ag Air,GA,None,20.0,0.0,0.0
1256.0,NM,OR,MMV,McMinnville,McMinnville Municipal,GA,None,17.0,7.0,1.4286
1272.0,NM,OR,LKV,Lakeview,Lake County,GA,None,16.0,0.0,0.0
1292.0,NM,OR,LGD,La Grande,La Grande/Union County,GA,None,15.0,12.0,0.25
1295.0,NM,OR,S03,Ashland,Ashland Municipal-Sumner Parker Field,GA,None,15.0,24.0,-0.375
1365.0,NM,OR,4S2,Hood River,Ken Jernstedt Airfield,GA,None,11.0,0.0,0.0
1373.0,NM,OR,DLS,The Dalles,Columbia Gorge Regional/The Dalles Municipal,GA,None,11.0,10.0,0.1
1422.0,NM,OR,CVO,Corvallis,Corvallis Municipal,GA,None,9.0,12.0,-0.25
1460.0,NM,OR,GCD,John Day,Grant County Regional/Ogilvie Field,GA,None,8.0,12.0,-0.3333
1501.0,NM,OR,S33,Madras,City-County,GA,None,7.0,49.0,-0.8571
1511.0,NM,OR,BNO,Burns,Burns Municipal,GA,None,6.0,0.0,0.0
1545.0,NM,OR,3S4,Cave Junction,Illinois Valley,GA,None,5.0,0.0,0.0
1556.0,NM,OR,AST,Astoria,Astoria Regional,GA,None,5.0,6.0,-0.1667
1589.0,NM,OR,ONO,Ontario,Ontario Municipal,GA,None,5.0,0.0,0.0
