Rank,RO,ST,Locid,City,Airport Name,S/L,Hub,CY 18 Enplanements,CY 17 Enplanements,% Change
11,EA,NJ,EWR,Newark,Newark Liberty International,P,L,22797602,21571198,0.0569
12,SO,NC,CLT,Charlotte,Charlotte/Douglas International,P,L,22281949,22011251,0.0123
13,WP,AZ,PHX,Phoenix,Phoenix Sky Harbor International,P,L,21622580,21185458,0.0206
14,SW,TX,IAH,Houston,George Bush Intercontinental/Houston,P,L,21157398,19603731,0.0793
15,SO,FL,MIA,Miami,Miami International,P,L,21021640,20709225,0.0151
16,NE,MA,BOS,Boston,General Edward Lawrence Logan International,P,L,20006521,18759742,0.0665
17,GL,MN,MSP,Minneapolis,Minneapolis-St Paul International/Wold-Chamberlain,P,L,18361942,18409704,-0.0026
18,SO,FL,FLL,Fort Lauderdale,Fort Lauderdale/Hollywood International,P,L,17612331,15817043,0.1135
19,GL,MI,DTW,Detroit,Detroit Metropolitan Wayne County,P,L,17436837,17036092,0.0235
20,EA,PA,PHL,Philadelphia,Philadelphia International,P,L,15292670,14271243,0.0716
21,EA,NY,LGA,New York,Laguardia,P,L,15058501,14614802,0.0304
22,EA,MD,BWI,Glen Burnie,Baltimore/Washington International Thurgood Marshall,P,L,13371816,12976554,0.0305
23,NM,UT,SLC,Salt Lake City,Salt Lake City International,P,L,12226730,11615954,0.0526
24,WP,CA,SAN,San Diego,San Diego International,P,L,12174224,11139933,0.0928
25,EA,VA,IAD,Dulles,Washington Dulles International,P,L,11621623,11024306,0.0542
26,EA,VA,DCA,Arlington,Ronald Reagan Washington National,P,L,11366771,11506310,-0.0121
27,GL,IL,MDW,Chicago,Chicago Midway International,P,L,10678018,10912074,-0.0214
28,SO,FL,TPA,Tampa,Tampa International,P,L,10368514,9548580,0.0859
29,WP,HI,HNL,Honolulu,Daniel K Inouye International,P,L,10017149,9743989,0.028
30,NM,OR,PDX,Portland,Portland International,P,L,9804868,9435473,0.0391
,,,30,,Large Hubs,,,,,
31,SO,TN,BNA,Nashville,Nashville International,P,M,8017347,6902771,0.1615
32,SW,TX,DAL,Dallas,Dallas Love Field,P,M,8011221,7593361,0.055
33,SW,TX,AUS,Austin,Austin-Bergstrom International,P,M,7714479,6813171,0.1323
34,CE,MO,STL,St. Louis,St Louis Lambert International,P,M,7631953,7194745,0.0608
35,SW,TX,HOU,Houston,William P Hobby,P,M,7053886,6538976,0.0787
36,WP,CA,SJC,San Jose,Norman Y Mineta San Jose International,P,M,7032851,6130878,0.1471
37,WP,CA,OAK,Oakland,Metropolitan Oakland International,P,M,6686603,6413842,0.0425
38,SW,LA,MSY,Metairie,Louis Armstrong New Orleans International,P,M,6582066,6022318,0.0929
39,SO,NC,RDU,Raleigh,Raleigh-Durham International,P,M,6258101,5692659,0.0993
40,WP,CA,SMF,Sacramento,Sacramento International,P,M,5907629,5341595,0.106
41,CE,MO,MCI,Kansas City,Kansas City International,P,M,5790847,5628581,0.0288
42,WP,CA,SNA,Santa Ana,John Wayne Airport-Orange County,P,M,5201642,5082716,0.0234
43,SW,TX,SAT,San Antonio,San Antonio International,P,M,4844427,4382127,0.1055
44,GL,OH,CLE,Cleveland,Cleveland-Hopkins International,P,M,4701713,4446555,0.0574
45,EA,PA,PIT,Pittsburgh,Pittsburgh International,P,M,4670033,4327434,0.0792
46,GL,IN,IND,Indianapolis,Indianapolis International,P,M,4655847,4343722,0.0719
47,SO,FL,RSW,Fort Myers,Southwest Florida International,P,M,4602113,4364224,0.0545
48,SO,KY,CVG,Greater Cincinnati International Airport,Cincinnati/Northern Kentucky International,P,M,4269258,3791989,0.1259
49,SO,PR,SJU,San Juan,Luis Munoz Marin International,P,M,4033412,4203766,-0.0405
50,GL,OH,CMH,Columbus,John Glenn Columbus International,P,M,3976620,3689570,0.0778
51,WP,HI,OGG,Kahului,Kahului,P,M,3571660,3442189,0.0376
52,GL,WI,MKE,Milwaukee,General Mitchell International,P,M,3496724,3414477,0.0241
53,NE,CT,BDL,Windsor Locks,Bradley International,P,M,3278035,3164647,0.0358
54,SO,FL,PBI,West Palm Beach,Palm Beach International,P,M,3270605,3110450,0.0515
55,SO,FL,JAX,Jacksonville,Jacksonville International,P,M,3135508,2701861,0.1605
56,WP,CA,BUR,Burbank,Bob Hope,P,M,2680240,2402106,0.1158
57,SW,NM,ABQ,Albuquerque,Albuquerque International Sunport,P,M,2647269,2412328,0.0974
58,AL,AK,ANC,Anchorage,Ted Stevens Anchorage International,P,M,2642607,2556191,0.0338
59,EA,NY,BUF,Buffalo,Buffalo Niagara International,P,M,2523158,2348512,0.0744
60,WP,CA,ONT,Ontario,Ontario International,P,M,2498993,2247645,0.1118
61,CE,NE,OMA,Omaha,Eppley Airfield,P,M,2454878,2243658,0.0941
,,,31,,Medium Hubs,,,,,
62,SO,TN,MEM,Memphis,Memphis International,P,S,2213083,2102739,0.0525
63,SO,SC,CHS,Charleston,Charleston AFB/International,P,S,2192893,1945699,0.127
64,NE,RI,PVD,Warwick,Theodore Francis Green State,P,S,2117409,1940806,0.091
65,SW,OK,OKC,Oklahoma City,Will Rogers World,P,S,2094708,1894289,0.1058
66,WP,NV,RNO,Reno,Reno/Tahoe International,P,S,2048916,1953028,0.0491
67,EA,VA,RIC,Highland Springs,Richmond International,P,S,2048691,1822486,0.1241
68,NM,ID,BOI,Boise,Boise Air Terminal/Gowen Field,P,S,1943181,1777642,0.0931
69,WP,CA,LGB,Long Beach,Long Beach /Daugherty Field/,P,S,1908635,1830745,0.0425
70,SO,KY,SDF,Louisville,Louisville Muhammad Ali International,P,S,1877861,1684738,0.1146
71,NM,WA,GEG,Spokane,Spokane International,P,S,1872781,1698433,0.1027
72,EA,VA,ORF,Norfolk,Norfolk International,P,S,1846031,1694329,0.0895
73,WP,HI,KOA,Kailua Kona,Ellison Onizuka Kona International at Keahole,P,S,1829020,1764995,0.0363
74,WP,AZ,TUS,Tucson,Tucson International,P,S,1753227,1669928,0.0499
75,WP,GU,GUM,Tamuning,Guam International,P,S,1736131,1566429,0.1083
76,WP,HI,LIH,Lihue,Lihue,P,S,1644590,1535075,0.0713
77,GL,MI,GRR,Grand Rapids,Gerald R Ford International,P,S,1631398,1412132,0.1553
78,SW,TX,ELP,El Paso,El Paso International,P,S,1605486,1450115,0.1071
79,SO,FL,SFB,Sanford,Orlando Sanford International,P,S,1504888,1434990,0.0487
80,SW,OK,TUL,Tulsa,Tulsa International,P,S,1482908,1374424,0.0789
81,SO,AL,BHM,Birmingham,Birmingham-Shuttlesworth International,P,S,1457562,1333967,0.0927
82,EA,NY,ALB,Albany,Albany International,P,S,1440674,1393666,0.0337
83,SO,GA,SAV,Savannah,Savannah/Hilton Head International,P,S,1356660,1192340,0.1378
84,CE,IA,DSM,Des Moines,Des Moines International,P,S,1347876,1257521,0.0719
85,EA,NY,ROC,Rochester,Greater Rochester International,P,S,1281908,1205774,0.0631
86,SO,SC,MYR,Myrtle Beach,Myrtle Beach International,P,S,1254307,1131959,0.1081
87,WP,CA,PSP,Palm Springs,Palm Springs International,P,S,1163883,1055970,0.1022
88,EA,NY,SYR,Syracuse,Syracuse Hancock International,P,S,1139568,1013149,0.1248
89,SO,SC,GSP,Greer,Greenville Spartanburg International,P,S,1133012,1051089,0.0779
90,SO,FL,PIE,Clearwater,St Pete-Clearwater International,P,S,1115886,1023471,0.0903
91,SO,TN,TYS,Alcoa,McGhee Tyson,P,S,1069565,963752,0.1098
92,NE,ME,PWM,Portland,Portland International Jetport,P,S,1062873,925903,0.1479
93,GL,WI,MSN,Madison,Dane County Regional-Truax Field,P,S,1043185,943363,0.1058
94,SW,AR,LIT,Little Rock,Bill and Hillary Clinton National/Adams Field,P,S,1031258,979530,0.0528
95,SO,FL,PNS,Pensacola,Pensacola International,P,S,972081,839248,0.1583
96,SO,NC,GSO,Greensboro,Piedmont Triad International,P,S,938593,881024,0.0653
97,NE,NH,MHT,Manchester,Manchester,P,S,911225,969229,-0.0598
98,GL,OH,DAY,Dayton,James M Cox Dayton International,P,S,858022,935373,-0.0827
99,WP,CA,FAT,Fresno,Fresno Yosemite International,P,S,853538,755140,0.1303
100,NM,CO,COS,Colorado Springs,City of Colorado Springs Municipal,P,S,845742,815839,0.0367
101,CE,KS,ICT,Wichita,Wichita Dwight D Eisenhower National,P,S,812252,789533,0.0288
102,EA,NY,ISP,Islip,Long Island MacArthur,P,S,811535,648593,0.2512
103,EA,NY,HPN,White Plains,Westchester County,P,S,789283,759334,0.0394
104,SO,FL,PGD,Punta Gorda,Punta Gorda,P,S,787022,643563,0.2229
105,WP,AZ,IWA,Mesa,Phoenix-Mesa Gateway,P,S,778972,704247,0.1061
106,SW,AR,XNA,Bentonville,Northwest Arkansas Regional,P,S,759127,698257,0.0872
107,SO,FL,SRQ,Sarasota,Sarasota/Bradenton International,P,S,685001,590941,0.1592
108,SO,FL,VPS,Valparaiso,Eglin AFB/Destin-Ft Walton Beach,P,S,683759,567633,0.2046
109,NM,MT,BZN,Bozeman,Bozeman Yellowstone International,P,S,670295,598712,0.1196
110,NE,VT,BTV,Burlington,Burlington International,P,S,658879,578014,0.1399
111,SO,KY,LEX,Lexington,Blue Grass,P,S,657018,637301,0.0309
112,EA,PA,MDT,Harrisburg,Harrisburg International,P,S,636756,582291,0.0935
113,SW,TX,MAF,Midland,Midland International Air And Space Port,P,S,618794,516983,0.1969
114,CE,IA,CID,Cedar Rapids,The Eastern Iowa,P,S,602058,574636,0.0477
115,WP,HI,ITO,Hilo,Hilo International,P,S,599148,664790,-0.0987
116,WP,MP,GSN,Saipan,Francisco C Ada/Saipan International,P,S,595181,685642,-0.1319
117,SO,AL,HSV,Huntsville,Huntsville International-Carl T Jones Field,P,S,580932,519003,0.1193
118,SO,NC,AVL,Asheville,Asheville Regional,P,S,573206,478061,0.199
119,EA,NJ,ACY,Atlantic City,Atlantic City International,P,S,568958,552690,0.0294
120,NM,OR,EUG,Eugene,Mahlon Sweet Field,P,S,566832,529149,0.0712
121,SO,SC,CAE,Columbia,Columbia Metropolitan,P,S,566660,510188,0.1107
122,AL,AK,FAI,Fairbanks,Fairbanks International,P,S,549289,543839,0.01
123,GL,SD,FSD,Sioux Falls,Joe Foss Field,P,S,529895,540877,-0.0203
124,CE,MO,SGF,Springfield,Springfield-Branson National,P,S,523108,483259,0.0825
125,SO,FL,ECP,Panama City,Northwest Florida Beaches International,P,S,512423,454712,0.1269
126,SO,TN,CHA,Chattanooga,Lovell Field,P,S,504833,482113,0.0471
127,NM,OR,MFR,Medford,Rogue Valley International - Medford,P,S,492217,440506,0.1174
128,SO,MS,JAN,Jackson,Jackson-Medgar Wiley Evers International,P,S,489454,462655,0.0579
129,SW,TX,LBB,Lubbock,Lubbock Preston Smith International,P,S,484010,460236,0.0517
130,SO,NC,ILM,Wilmington,Wilmington International,P,S,468816,422553,0.1095
,,,69,,Small Hubs,,,,,
131,GL,OH,CAK,Akron,Akron-Canton Regional,P,N,449731,619321,-0.2738
132,SO,FL,EYW,Key West,Key West International,P,N,446005,392381,0.1367
133,AL,AK,JNU,Juneau,Juneau International,P,N,440277,422266,0.0427
134,NM,MT,BIL,Billings,Billings Logan International,P,N,440263,415093,0.0606
135,NM,OR,RDM,Redmond,Roberts Field,P,N,430562,364921,0.1799
136,GL,ND,FAR,Fargo,Hector International,P,N,429667,404937,0.0611
137,NM,MT,MSO,Missoula,Missoula International,P,N,425563,387976,0.0969
138,SO,VI,STT,Charlotte Amalie,Cyril E King,P,N,417871,619729,-0.3257
139,EA,NJ,TTN,Trenton,Trenton Mercer,P,N,404349,363654,0.1119
140,WP,CA,SBA,Santa Barbara,Santa Barbara Municipal,P,N,403745,356608,0.1322
141,NM,WA,PSC,Pasco,Tri-Cities,P,N,395348,376044,0.0513
142,SW,LA,BTR,Baton Rouge,"Baton Rouge Metropolitan, Ryan Field",P,N,390107,377670,0.0329
143,SO,FL,TLH,Tallahassee,Tallahassee International,P,N,384136,350174,0.097
144,NM,WY,JAC,Jackson,Jackson Hole,P,N,381539,341662,0.1167
145,EA,PA,ABE,Allentown,Lehigh Valley International,P,N,376468,328914,0.1446
146,GL,IN,FWA,Fort Wayne,Fort Wayne International,P,N,372030,359658,0.0344
147,NM,WA,BLI,Bellingham,Bellingham International,P,N,368186,370022,-0.005
148,SO,FL,DAB,Daytona Beach,Daytona Beach International,P,N,366967,346470,0.0592
149,GL,IN,SBN,South Bend,South Bend International,P,N,366617,307471,0.1924
150,GL,MI,FNT,Flint,Bishop International,P,N,361709,393549,-0.0809
151,SO,MS,GPT,Gulfport,Gulfport-Biloxi International,P,N,359055,324611,0.1061
152,SW,TX,AMA,Amarillo,Rick Husband Amarillo International,P,N,355705,334563,0.0632
153,GL,IL,MLI,Moline,Quad City International,P,N,355241,335940,0.0575
154,EA,NY,SWF,Newburgh,New York Stewart International,P,N,354869,228640,0.5521
155,EA,VA,CHO,Charlottesville-Albemarle Airport,Charlottesville-Albemarle,P,N,352816,334347,0.0552
156,GL,WI,ATW,Appleton,Appleton International,P,N,348026,281552,0.2361
157,SW,TX,MFE,McAllen,McAllen Miller International,P,N,347440,336431,0.0327
158,NE,ME,BGR,Bangor,Bangor International,P,N,336410,302224,0.1131
159,SW,TX,CRP,Corpus Christi,Corpus Christi International,P,N,332499,320263,0.0382
160,EA,VA,ROA,Roanoke,Roanoke-Blacksburg Regional/Woodrum Field,P,N,330063,309341,0.067
161,GL,IL,PIA,Peoria,General Downing - Peoria International,P,N,328769,312378,0.0525
162,GL,WI,GRB,Green Bay,Green Bay-Austin Straubel International,P,N,314909,283823,0.1095
163,NM,MT,GPI,Kalispell,Glacier Park International,P,N,307242,272279,0.1284
164,GL,SD,RAP,Rapid City,Rapid City Regional,P,N,303471,286567,0.059
165,SW,TX,HRL,Harlingen,Valley International,P,N,302236,273070,0.1068
166,SO,GA,AGS,Augusta,Augusta Regional at Bush Field,P,N,300598,288834,0.0407
167,SO,AL,MOB,Mobile,Mobile Regional,P,N,297544,288222,0.0323
168,SO,PR,BQN,Aguadilla,Rafael Hernandez,P,N,294921,252693,0.1671
169,SW,LA,SHV,Shreveport,Shreveport Regional,P,N,291136,267646,0.0878
170,WP,AZ,GCN,Grand Canyon,Grand Canyon National Park,P,N,289278,336255,-0.1397
171,NM,CO,ASE,Aspen,Aspen-Pitkin County/Sardy Field,P,N,285448,244808,0.166
172,GL,ND,BIS,Bismarck,Bismarck Municipal,P,N,285198,275098,0.0367
173,EA,PA,AVP,Avoca,Wilkes-Barre/Scranton International,P,N,258628,261572,-0.0113
174,GL,MI,TVC,Traverse City,Cherry Capital,P,N,247324,235137,0.0518
175,WP,CA,SBP,San Luis Obispo,San Luis County Regional,P,N,235570,197594,0.1922
176,SO,NC,FAY,Fayetteville,Fayetteville Regional/Grannis Field,P,N,234998,238568,-0.015
177,SO,FL,MLB,Melbourne,Melbourne International,P,N,234939,221928,0.0586
178,SO,FL,GNV,Gainesville,Gainesville Regional,P,N,233955,218578,0.0704
179,GL,IN,EVV,Evansville,Evansville Regional,P,N,228850,213205,0.0734
180,SW,LA,LFT,Lafayette,Lafayette Regional/Paul Fournet Field,P,N,223529,202640,0.1031
181,NM,CO,GJT,Grand Junction,Grand Junction Regional,P,N,221978,223452,-0.0066
182,WP,CA,STS,Santa Rosa,Charles M Schulz - Sonoma County,P,N,217480,195296,0.1136
183,EA,WV,CRW,Charleston,Yeager,P,N,216873,202778,0.0695
184,SO,VI,STX,Christiansted,Henry E Rohlsen,P,N,212812,195634,0.0878
185,WP,NV,BVU,Boulder City,Boulder City Municipal,P,N,205690,220980,-0.0692
186,SO,TN,TRI,Bristol/Johnson/Kingsport,Tri-Cities,P,N,200086,193068,0.0363
187,EA,VA,PHF,Newport News,Newport News/Williamsburg International,P,N,195573,197994,-0.0122
188,NM,CO,DRO,Durango,Durango-La Plata County,P,N,189225,186917,0.0123
189,WP,CA,MRY,Monterey,Monterey Regional,P,N,186806,197099,-0.0522
190,GL,MI,LAN,Clinton (Township of),Capital Region International,P,N,184018,196617,-0.0641
191,GL,MN,RST,Rochester,Rochester International,P,N,182509,143675,0.2703
192,GL,IL,BMI,Bloomington-Normal Airport,Central IL Regional Airport at Bloomington-Normal,P,N,178057,163475,0.0892
193,NM,MT,GTF,Great Falls,Great Falls International,P,N,176434,171049,0.0315
195,NM,CO,EGE,Eagle,Eagle County Regional,P,N,173863,154577,0.1248
196,SO,AL,MGM,Montgomery,Montgomery Regional (Dannelly Field),P,N,170544,152773,0.1163
197,NM,ID,IDA,Idaho Falls,Idaho Falls Regional,P,N,161019,147729,0.09
198,AL,AK,BET,Bethel,Bethel,P,N,160110,146652,0.0918
199,GL,OH,LCK,Columbus,Rickenbacker International,P,N,154475,133649,0.1558
200,SW,TX,GRK,Killeen,Robert Gray AAF,P,N,154328,154951,-0.004
201,EA,PA,UNV,State College,University Park,P,N,153571,138423,0.1094
202,GL,MI,AZO,Kalamazoo,Kalamazoo/Battle Creek International,P,N,152845,146314,0.0446
203,SO,NC,OAJ,Jacksonville,Albert J Ellis,P,N,152448,155342,-0.0186
204,GL,IL,BLV,Belleville,Scott AFB/Midamerica,P,N,152278,123841,0.2296
205,EA,PA,LBE,Latrobe,Arnold Palmer Regional,P,N,151410,151207,0.0013
206,CE,NE,LNK,Lincoln,Lincoln,P,N,150214,154465,-0.0275
207,GL,ND,MOT,Minot,Minot International,P,N,149865,141161,0.0617
208,SO,NC,JQF,Concord,Concord-Padgett Regional,P,N,147065,129034,0.1397
209,SW,LA,AEX,Alexandria,Alexandria International,P,N,143173,156145,-0.0831
210,EA,NY,ELM,Elmira,Elmira/Corning Regional,P,N,141075,126472,0.1155
211,GL,MN,DLH,Duluth,Duluth International,P,N,136806,122726,0.1147
212,AL,AK,KTN,Ketchikan,Ketchikan International,P,N,135389,131144,0.0324
213,NM,CO,MTJ,Montrose,Montrose Regional,P,N,133924,123206,0.087
214,WP,AZ,IFP,Bullhead City,Laughlin/Bullhead International,P,N,131294,129949,0.0104
215,GL,MI,MBS,Saginaw,MBS International,P,N,127627,110964,0.1502
216,NE,MA,ACK,Nantucket,Nantucket Memorial,P,N,126610,113009,0.1204
217,GL,WI,CWA,Mosinee,Central Wisconsin,P,N,124632,116404,0.0707
218,GL,OH,TOL,Toledo,Toledo Express,P,N,123541,102988,0.1996
219,NM,UT,SGU,St. George,St George Regional,P,N,123060,103569,0.1882
220,CE,MO,COU,Columbia,Columbia Regional,P,N,120235,88650,0.3563
221,EA,NY,PBG,Plattsburgh,Plattsburgh International,P,N,119783,139398,-0.1407
