Rank,RO,ST,Locid,City,Airport Name,S/L,Hub,CY 09 Boardings,CY 08 Boardings,% Change
1676.0,SO,FL,OBE,Okeechobee,Okeechobee County,GA,--,2.0,0.0,0.0
1703.0,SO,FL,X40,Inverness,Inverness,GA,--,2.0,1.0,1.0
1728.0,SO,FL,CEW,Crestview,Bob Sikes,GA,--,1.0,0.0,0.0
1770.0,SO,FL,SEF,Sebring,Sebring Regional,GA,--,1.0,10.0,-0.9
1780.0,SO,FL,X35,Dunnellon,Marion County,GA,--,1.0,0.0,0.0
1.0,SO,GA,ATL,Atlanta,Hartsfield - Jackson Atlanta International,P,L,42280868.0,43761280.0,-0.0338
95.0,SO,GA,SAV,Savannah,Savannah/Hilton Head International,P,S,799066.0,959037.0,-0.1668
175.0,SO,GA,AGS,Augusta,Augusta Regional at Bush Field,P,N,198489.0,176097.0,0.1272
266.0,SO,GA,CSG,Columbus,Columbus Metropolitan,P,N,48526.0,51288.0,-0.0539
278.0,SO,GA,VLD,Valdosta,Valdosta Regional,P,N,41516.0,38269.0,0.0848
293.0,SO,GA,ABY,Albany,Southwest Georgia Regional,P,N,33044.0,39200.0,-0.157
303.0,SO,GA,BQK,Brunswick,Brunswick Golden Isles,P,N,27901.0,29594.0,-0.0572
313.0,SO,GA,SVN,Savannah,Hunter AAF,GA,--,26424.0,10425.0,1.5347
333.0,SO,GA,LSF,Fort Benning (U.S. Army),Lawson AAF (Fort Benning),GA,--,20607.0,13702.0,0.5039
451.0,SO,GA,AHN,Athens,Athens/Ben Epps,CS,--,5335.0,3449.0,0.5468
561.0,SO,GA,WRB,Warner Robins,Robins AFB,GA,--,2162.0,2133.0,0.0136
584.0,SO,GA,MCN,Macon,Middle Georgia Regional,GA,--,1866.0,10029.0,-0.8139
669.0,SO,GA,VAD,Valdosta,Moody AFB,GA,--,932.0,1160.0,-0.1966
750.0,SO,GA,PDK,Atlanta,Dekalb-Peachtree,GA,--,393.0,1784.0,-0.7797
810.0,SO,GA,FTY,Atlanta,Fulton County Airport-Brown Field,GA,--,198.0,293.0,-0.3242
844.0,SO,GA,MGE,Marietta,Dobbins Air Reserve Base,GA,--,143.0,186.0,-0.2312
897.0,SO,GA,SSI,Brunswick,Malcolm McKinnon,GA,--,86.0,284.0,-0.6972
908.0,SO,GA,RYY,Marietta,Cobb County-McCollum Field,GA,--,77.0,132.0,-0.4167
960.0,SO,GA,LZU,Lawrenceville,Gwinnett County - Briscoe Field,GA,--,53.0,156.0,-0.6603
1079.0,SO,GA,AZE,Hazlehurst,Hazlehurst,GA,--,23.0,2.0,10.5
1245.0,SO,GA,BGE,Bainbridge,Decatur County Industrial Air Park,GA,--,10.0,24.0,-0.5833
1313.0,SO,GA,PIM,Pine Mountain,Harris County,GA,--,8.0,116.0,-0.931
1314.0,SO,GA,PXE,Perry,Perry-Houston County,GA,--,8.0,0.0,0.0
1340.0,SO,GA,DNL,Augusta,Daniel Field,GA,--,7.0,62.0,-0.8871
1343.0,SO,GA,GVL,Gainesville,Lee Gilmer Memorial,GA,--,7.0,43.0,-0.8372
1351.0,SO,GA,RMG,Rome,Richard B Russell,GA,--,7.0,12.0,-0.4167
1367.0,SO,GA,3J7,Greensboro,Greene County Regional,GA,--,6.0,18.0,-0.6667
1402.0,SO,GA,TOC,Toccoa,Toccoa - R G LeTourneau Field,GA,--,6.0,28.0,-0.7857
1448.0,SO,GA,VDI,Vidalia,Vidalia Regional,GA,--,5.0,9.0,-0.4444
1523.0,SO,GA,TBR,Statesboro,Statesboro-Bulloch County,GA,--,4.0,4.0,0.0
1549.0,SO,GA,CTJ,Carrollton,West Georgia Regional - O V Gray Field,GA,--,3.0,9.0,-0.6667
1597.0,SO,GA,TVI,Thomasville,Thomasville Regional,GA,--,3.0,39.0,-0.9231
1716.0,SO,GA,9A1,Covington,Covington Municipal,GA,--,1.0,26.0,-0.9615
1721.0,SO,GA,AMG,Alma,Bacon County,GA,--,1.0,0.0,0.0
1741.0,SO,GA,FFC,Peachtree City,Atlanta Regional Falcon Field,GA,--,1.0,16.0,-0.9375
80.0,WP,GU,GUM,Tamuning,Guam International,P,S,1250479.0,1314725.0,-0.0489
546.0,WP,GU,UAM,"Andersen,Mariana Island",Andersen AFB,GA,--,2452.0,1990.0,0.2322
25.0,WP,HI,HNL,Honolulu,Honolulu International,P,L,8739389.0,9013440.0,-0.0304
58.0,WP,HI,OGG,Kahului,Kahului,P,M,2496145.0,2652335.0,-0.0589
78.0,WP,HI,KOA,Kailua Kona,Kona International at Keahole,P,S,1279968.0,1332667.0,-0.0395
82.0,WP,HI,LIH,Lihue,Lihue,P,S,1228150.0,1287696.0,-0.0462
104.0,WP,HI,ITO,Hilo,Hilo International,P,S,651212.0,648263.0,0.0045
245.0,WP,HI,MKK,Kaunakakai,Molokai,P,N,65984.0,89468.0,-0.2625
272.0,WP,HI,LNY,Lanai City,Lanai,P,N,42594.0,52075.0,-0.1821
273.0,WP,HI,JHM,Lahaina,Kapalua,GA,--,42416.0,52328.0,-0.1894
570.0,WP,HI,LUP,Kalaupapa,Kalaupapa,GA,--,2035.0,3135.0,-0.3509
698.0,WP,HI,HNM,Hana,Hana,GA,--,682.0,1462.0,-0.5335
769.0,WP,HI,MUE,Kamuela,Waimea-Kohala,GA,--,313.0,407.0,-0.231
783.0,WP,HI,NGF,Kaneohe,Kaneohe Bay MCAS (Marion E. Carl Field),GA,--,249.0,0.0,0.0
92.0,CE,IA,DSM,Des Moines,Des Moines International,P,S,853596.0,919990.0,-0.0722
117.0,CE,IA,CID,Cedar Rapids,The Eastern Iowa,P,S,474508.0,499600.0,-0.0502
282.0,CE,IA,DBQ,Dubuque,Dubuque Regional,P,N,39359.0,42870.0,-0.0819
292.0,CE,IA,SUX,Sioux City,Sioux Gateway/Col. Bud Day Field,P,N,33096.0,49871.0,-0.3364
326.0,CE,IA,ALO,Waterloo,Waterloo Regional,P,N,22255.0,26831.0,-0.1705
384.0,CE,IA,MCW,Mason City,Mason City Municipal,P,N,11076.0,11678.0,-0.0515
425.0,CE,IA,IKV,Ankeny,Ankeny Regional,GA,--,6505.0,757.0,7.5931
450.0,CE,IA,FOD,Fort Dodge,Fort Dodge Regional,CS,--,5378.0,6219.0,-0.1352
575.0,CE,IA,BRL,Burlington,Southeast Iowa Regional,GA,--,1986.0,2645.0,-0.2491
737.0,CE,IA,CIN,Carroll,Arthur N Neu,GA,--,468.0,511.0,-0.0841
836.0,CE,IA,CBF,Council Bluffs,Council Bluffs Municipal,GA,--,152.0,118.0,0.2881
873.0,CE,IA,OTM,Ottumwa,Ottumwa Regional,GA,--,107.0,327.0,-0.6728
902.0,CE,IA,SPW,Spencer,Spencer Municipal,GA,--,82.0,93.0,-0.1183
973.0,CE,IA,AMW,Ames,Ames Municipal,GA,--,46.0,52.0,-0.1154
1025.0,CE,IA,AWG,Washington,Washington Municipal,GA,--,31.0,29.0,0.069
1073.0,CE,IA,0F3,Spirit Lake,Spirit Lake Municipal,GA,--,23.0,38.0,-0.3947
1086.0,CE,IA,SOY,Sioux Center,Sioux Center Municipal,GA,--,23.0,12.0,0.9167
1094.0,CE,IA,ORC,Orange City,Orange City Municipal,GA,--,22.0,3.0,6.3333
1156.0,CE,IA,ADU,Audubon,Audubon County,GA,--,15.0,0.0,0.0
1177.0,CE,IA,MXO,Monticello,Monticello Regional,GA,--,14.0,29.0,-0.5172
1186.0,CE,IA,C27,Manchester,Manchester Municipal,GA,--,13.0,2.0,5.5
1228.0,CE,IA,EOK,Keokuk,Keokuk Municipal,GA,--,11.0,80.0,-0.8625
1286.0,CE,IA,TNU,Newton,Newton Municipal,GA,--,9.0,11.0,-0.1818
1373.0,CE,IA,CAV,Clarion,Clarion Municipal,GA,--,6.0,1.0,5.0
1374.0,CE,IA,CKP,Cherokee,Cherokee County Regional,GA,--,6.0,4.0,0.5
1481.0,CE,IA,D02,Osage,Osage Municipal,GA,--,4.0,0.0,0.0
1485.0,CE,IA,DVN,Davenport,Davenport Municipal,GA,--,4.0,36.0,-0.8889
1503.0,CE,IA,LRJ,Le Mars,Le Mars Municipal,GA,--,4.0,6.0,-0.3333
1509.0,CE,IA,OOA,Oskaloosa,Oskaloosa Municipal,GA,--,4.0,5.0,-0.2
1576.0,CE,IA,MUT,Muscatine,Muscatine Municipal,GA,--,3.0,24.0,-0.875
1598.0,CE,IA,TVK,Centerville,Centerville Municipal,GA,--,3.0,0.0,0.0
1640.0,CE,IA,DNS,Denison,Denison Municipal,GA,--,2.0,36.0,-0.9444
1645.0,CE,IA,EST,Estherville,Estherville Municipal,GA,--,2.0,27.0,-0.9259
1656.0,CE,IA,HPT,Hampton,Hampton Municipal,GA,--,2.0,0.0,0.0
1658.0,CE,IA,IOW,Iowa City,Iowa City Municipal,GA,--,2.0,487.0,-0.9959
1681.0,CE,IA,PEA,Pella,Pella Municipal,GA,--,2.0,40.0,-0.95
1691.0,CE,IA,SHL,Sheldon,Sheldon Municipal,GA,--,2.0,0.0,0.0
1693.0,CE,IA,SLB,Storm Lake,Storm Lake Municipal,GA,--,2.0,2.0,0.0
1711.0,CE,IA,3Y2,West Union,George L Scott Municipal,GA,--,1.0,0.0,0.0
1742.0,CE,IA,FFL,Fairfield,Fairfield Municipal,GA,--,1.0,10.0,-0.9
1743.0,CE,IA,FXY,Forest City,Forest City Municipal,GA,--,1.0,0.0,0.0
1749.0,CE,IA,ICL,Clarinda,Schenck Field,GA,--,1.0,0.0,0.0
1750.0,CE,IA,IFA,Iowa Falls,Iowa Falls Municipal,GA,--,1.0,4.0,-0.75
1751.0,CE,IA,IIB,Independence,Independence Municipal,GA,--,1.0,0.0,0.0
1759.0,CE,IA,MIW,Marshalltown,Marshalltown Municipal,GA,--,1.0,0.0,0.0
1775.0,CE,IA,TZT,Belle Plaine,Belle Plaine Municipal,GA,--,1.0,0.0,0.0
76.0,NM,ID,BOI,Boise,Boise Air Terminal/Gowen Field,P,S,1400343.0,1574210.0,-0.1104
195.0,NM,ID,IDA,Idaho Falls,Idaho Falls Regional,P,N,138957.0,148584.0,-0.0648
250.0,NM,ID,LWS,Lewiston,Lewiston-Nez Perce County,P,N,62210.0,64379.0,-0.0337
265.0,NM,ID,SUN,Hailey,Friedman Memorial,P,N,49549.0,64233.0,-0.2286
305.0,NM,ID,TWF,Twin Falls,Joslin Field - Magic Valley Regional,P,N,26991.0,29606.0,-0.0883
330.0,NM,ID,PIH,Arbon Valley,Pocatello Regional,P,N,21039.0,25756.0,-0.1831
668.0,NM,ID,MUO,Mountain Home,Mountain Home AFB,GA,--,934.0,1086.0,-0.14
829.0,NM,ID,SZT,Sandpoint,Sandpoint,GA,--,162.0,663.0,-0.7557
845.0,NM,ID,65S,Bonners Ferry,Boundary County,GA,--,141.0,248.0,-0.4315
847.0,NM,ID,COE,Hayden Lake,Coeur D'Alene - Pappy Boyington Field,GA,--,139.0,162.0,-0.142
1100.0,NM,ID,1U7,Paris,Bear Lake County,GA,--,20.0,3.0,5.6667
1103.0,NM,ID,BYI,Burley,Burley Municipal,GA,--,20.0,3.0,5.6667
1166.0,NM,ID,RXE,Rexburg,Rexburg-Madison County,GA,--,15.0,0.0,0.0
1179.0,NM,ID,S72,Saint Maries,St Maries Municipal,GA,--,14.0,6.0,1.3333
1247.0,NM,ID,DIJ,Driggs,Driggs-Reed Memorial,GA,--,10.0,50.0,-0.8
1283.0,NM,ID,S78,Emmett,Emmett Municipal,GA,--,9.0,9.0,0.0
1287.0,NM,ID,U02,Blackfoot,McCarley Field,GA,--,9.0,0.0,0.0
1365.0,NM,ID,1S6,Priest River,Priest River Municipal,GA,--,6.0,6.0,0.0
1447.0,NM,ID,U78,Soda Springs,Allen H Tigert,GA,--,5.0,0.0,0.0
1467.0,NM,ID,67S,Nordman,Priest Lake USFS,GA,--,4.0,0.0,0.0
1498.0,NM,ID,JER,Jerome,Jerome County,GA,--,4.0,0.0,0.0
1518.0,NM,ID,S68,Orofino,Orofino Municipal,GA,--,4.0,0.0,0.0
1519.0,NM,ID,S80,Grangeville,Idaho County,GA,--,4.0,0.0,0.0
1527.0,NM,ID,U01,American Falls,American Falls,GA,--,4.0,0.0,0.0
1694.0,NM,ID,SMN,Salmon,Lemhi County,GA,--,2.0,392.0,-0.9949
2.0,GL,IL,ORD,Chicago,Chicago O'Hare International,P,L,31135732.0,33683991.0,-0.0757
29.0,GL,IL,MDW,Chicago,Chicago Midway International,P,L,8253620.0,8021383.0,0.029
118.0,GL,IL,MLI,Moline,Quad City International,P,S,461888.0,476532.0,-0.0307
159.0,GL,IL,BMI,Bloomington/Normal,Central IL Regional Airport at Bloomington-Normal,P,N,243448.0,262846.0,-0.0738
161.0,GL,IL,PIA,Peoria,General Downing - Peoria International,P,N,242142.0,278426.0,-0.1303
220.0,GL,IL,RFD,Rockford,Chicago/Rockford International,P,N,96812.0,110151.0,-0.1211
226.0,GL,IL,CMI,Savoy,University of Illinois-Willard,P,N,88068.0,98225.0,-0.1034
255.0,GL,IL,SPI,Springfield,Abraham Lincoln Capital,P,N,58197.0,56771.0,0.0251
496.0,GL,IL,MWA,Marion,Williamson County Regional,CS,--,3399.0,3631.0,-0.0639
577.0,GL,IL,BLV,Belleville,Scott AFB/Midamerica,GA,--,1964.0,27002.0,-0.9273
591.0,GL,IL,UIN,Quincy,Quincy Regional-Baldwin Field,GA,--,1750.0,2044.0,-0.1438
700.0,GL,IL,DEC,Decatur,Decatur,GA,--,672.0,1232.0,-0.4545
713.0,GL,IL,PWK,Wheeling,Chicago Executive,GA,--,602.0,1151.0,-0.477
778.0,GL,IL,MTO,Mattoon,Coles County Memorial,GA,--,270.0,63.0,3.2857
790.0,GL,IL,DPA,DuPage (County),Dupage,GA,--,239.0,513.0,-0.5341
837.0,GL,IL,UGN,Waukegan,Waukegan Regional,GA,--,152.0,190.0,-0.2
1000.0,GL,IL,OLY,Olney,Olney-Noble,GA,--,38.0,36.0,0.0556
1054.0,GL,IL,CPS,Cahokia,St Louis Downtown,GA,--,26.0,1900.0,-0.9863
1078.0,GL,IL,ALN,Alton,St Louis Regional,GA,--,23.0,69.0,-0.6667
1163.0,GL,IL,LOT,Romeo (RR name for Romeoville),Lewis University,GA,--,15.0,19.0,-0.2105
1176.0,GL,IL,MDH,Carbondale,Southern Illinois,GA,--,14.0,139.0,-0.8993
1190.0,GL,IL,IKK,Kankakee,Greater Kankakee,GA,--,13.0,10.0,0.3
1214.0,GL,IL,LWV,Lawrenceville,Lawrenceville-Vincennes International,GA,--,12.0,5.0,1.4
1265.0,GL,IL,C15,Pekin,Pekin Municipal,GA,--,9.0,0.0,0.0
1275.0,GL,IL,MQB,Macomb,Macomb Municipal,GA,--,9.0,1.0,8.0
1276.0,GL,IL,MVN,Mount Vernon,Mount Vernon,GA,--,9.0,6.0,0.5
1407.0,GL,IL,3CK,Lake in the Hills,Lake in the Hills,GA,--,5.0,0.0,0.0
1419.0,GL,IL,GBG,Galesburg,Galesburg Municipal,GA,--,5.0,107.0,-0.9533
1453.0,GL,IL,1C5,Bolingbrook,Bolingbrook's Clow International,GA,--,4.0,57.0,-0.9298
1471.0,GL,IL,ARR,Aurora,Aurora Municipal,GA,--,4.0,84.0,-0.9524
1532.0,GL,IL,06C,Schaumburg,Schaumburg Regional,GA,--,3.0,6.0,-0.5
1631.0,GL,IL,C16,Urbana,Frasca Field,GA,--,2.0,2.0,0.0
1657.0,GL,IL,I63,Mount Sterling,Mount Sterling Municipal,GA,--,2.0,0.0,0.0
1697.0,GL,IL,TIP,Rantoul,Rantoul National Aviation Center-Frank Elliott Field,GA,--,2.0,0.0,0.0
1701.0,GL,IL,VYS,Peru,Illinois Valley Regional-Walter A Duncan Field,GA,--,2.0,47.0,-0.9574
49.0,GL,IN,IND,Indianapolis,Indianapolis International,P,M,3732534.0,4061450.0,-0.081
145.0,GL,IN,SBN,South Bend,South Bend Regional,P,N,318974.0,357168.0,-0.1069
157.0,GL,IN,FWA,Fort Wayne,Fort Wayne International,P,N,259315.0,282449.0,-0.0819
187.0,GL,IN,EVV,Evansville,Evansville Regional,P,N,153993.0,193349.0,-0.2035
602.0,GL,IN,GYY,Gary,Gary/Chicago International,GA,--,1633.0,4353.0,-0.6249
609.0,GL,IN,LAF,Lafayette,Purdue University,GA,--,1518.0,1959.0,-0.2251
627.0,GL,IN,BMG,Bloomington,Monroe County,GA,--,1313.0,1030.0,0.2748
699.0,GL,IN,MIE,Muncie,Delaware County Regional,GA,--,680.0,190.0,2.5789
717.0,GL,IN,HUF,Terre Haute,Terre Haute International-Hulman Field,GA,--,571.0,637.0,-0.1036
777.0,GL,IN,TYQ,Zionsville,Indianapolis Executive,GA,--,275.0,531.0,-0.4821
898.0,GL,IN,GUS,Peru,Grissom ARB,GA,--,85.0,188.0,-0.5479
1016.0,GL,IN,II10,Galveston,Rockey's Air Strip,GA,--,34.0,0.0,0.0
1039.0,GL,IN,JVY,Jeffersonville,Clark Regional,GA,--,29.0,161.0,-0.8199
1075.0,GL,IN,4I7,Greencastle,Putnam County,GA,--,23.0,9.0,1.5556
1081.0,GL,IN,CEV,Connersville,Mettel Field,GA,--,23.0,45.0,-0.4889
1271.0,GL,IN,EKM,Elkhart,Elkhart Municipal,GA,--,9.0,82.0,-0.8902
1335.0,GL,IN,BAK,Columbus,Columbus Municipal,GA,--,7.0,18.0,-0.6111
1361.0,GL,IN,UMP,Fishers,Indianapolis Metropolitan,GA,--,7.0,40.0,-0.825
1383.0,GL,IN,GSH,Goshen,Goshen Municipal,GA,--,6.0,21.0,-0.7143
1431.0,GL,IN,MQJ,McCordsville,Mount Comfort,GA,--,5.0,22.0,-0.7727
1432.0,GL,IN,MZZ,Marion,Marion Municipal,GA,--,5.0,15.0,-0.6667
1449.0,GL,IN,VPZ,Valparaiso,Porter County Municipal,GA,--,5.0,20.0,-0.75
1490.0,GL,IN,EYE,Indianapolis,Eagle Creek Airpark,GA,--,4.0,13.0,-0.6923
1492.0,GL,IN,FRH,French Lick,French Lick Municipal,GA,--,4.0,0.0,0.0
1517.0,GL,IN,RZL,Rensselaer,Jasper County,GA,--,4.0,0.0,0.0
1582.0,GL,IN,PPO,La Porte,La Porte Municipal,GA,--,3.0,33.0,-0.9091
1625.0,GL,IN,AID,Anderson,Anderson Municipal-Darlington Field,GA,--,2.0,21.0,-0.9048
1677.0,GL,IN,OKK,Kokomo,Kokomo Municipal,GA,--,2.0,785.0,-0.9975
1692.0,GL,IN,SIV,Sullivan,Sullivan County,GA,--,2.0,0.0,0.0
1713.0,GL,IN,4C1,Union Mills,Flying U Ranch,GA,--,1.0,0.0,0.0
1763.0,GL,IN,OXI,Knox,Starke County,GA,--,1.0,0.0,0.0
1772.0,GL,IN,SER,Seymour,Freeman Municipal,GA,--,1.0,0.0,0.0
98.0,CE,KS,ICT,Wichita,Wichita Mid-Continent,P,S,730374.0,780756.0,-0.0645
318.0,CE,KS,MHK,Manhattan,Manhattan Regional,P,N,25074.0,16489.0,0.5207
376.0,CE,KS,FOE,Topeka,Forbes Field,GA,--,11985.0,14922.0,-0.1968
394.0,CE,KS,GCK,Garden City,Garden City Regional,P,N,10014.0,11453.0,-0.1256
413.0,CE,KS,HYS,Hays,Hays Regional,CS,--,7518.0,8540.0,-0.1197
436.0,CE,KS,LBL,Liberal,Liberal Mid-America Regional,CS,--,6255.0,7911.0,-0.2093
499.0,CE,KS,DDC,Dodge City,Dodge City Regional,CS,--,3373.0,4701.0,-0.2825
521.0,CE,KS,SLN,Salina,Salina Municipal,CS,--,2868.0,5170.0,-0.4453
670.0,CE,KS,GBD,Great Bend,Great Bend Municipal,GA,--,927.0,1407.0,-0.3412
840.0,CE,KS,AAO,Wichita,Colonel James Jabara,GA,--,148.0,366.0,-0.5956
856.0,CE,KS,IAB,Wichita,McConnell AFB,GA,--,127.0,116.0,0.0948
869.0,CE,KS,OJC,Olathe,Johnson County Executive,GA,--,113.0,234.0,-0.5171
906.0,CE,KS,2K3,Johnson,Stanton County Municipal,GA,--,77.0,2.0,37.5
918.0,CE,KS,GLD,Goodland,Renner Field /Goodland Municipal/,GA,--,72.0,849.0,-0.9152
934.0,CE,KS,WLD,Winfield,Strother Field,GA,--,65.0,88.0,-0.2614
966.0,CE,KS,EWK,Newton,Newton-City-County,GA,--,49.0,21.0,1.3333
989.0,CE,KS,HQG,Hugoton,Hugoton Municipal,GA,--,41.0,40.0,0.025
1020.0,CE,KS,HUT,Hutchinson,Hutchinson Municipal,GA,--,32.0,87.0,-0.6322
1038.0,CE,KS,EHA,Elkhart,Elkhart-Morton County,GA,--,29.0,22.0,0.3182
1065.0,CE,KS,ULS,Ulysses,Ulysses,GA,--,25.0,29.0,-0.1379
1084.0,CE,KS,IXD,Olathe,New Century Aircenter,GA,--,23.0,142.0,-0.838
1132.0,CE,KS,EMP,Emporia,Emporia Municipal,GA,--,17.0,10.0,0.7
1251.0,CE,KS,K79,Jetmore,Jetmore Municipal,GA,--,10.0,10.0,0.0
1252.0,CE,KS,LWC,Lawrence,Lawrence Municipal,GA,--,10.0,151.0,-0.9338
1261.0,CE,KS,9K7,Ellsworth,Ellsworth Municipal,GA,--,9.0,8.0,0.125
1277.0,CE,KS,NRN,Norton,Norton Municipal,GA,--,9.0,14.0,-0.3571
1363.0,CE,KS,1K9,Satanta,Satanta Municipal,GA,--,6.0,14.0,-0.5714
1384.0,CE,KS,HLC,Hill City,Hill City Municipal,GA,--,6.0,1.0,5.0
1388.0,CE,KS,LQR,Larned,Larned-Pawnee County,GA,--,6.0,18.0,-0.6667
1391.0,CE,KS,MEJ,Meade,Meade Municipal,GA,--,6.0,25.0,-0.76
1461.0,CE,KS,3K3,Syracuse,Syracuse-Hamilton County Municipal,GA,--,4.0,13.0,-0.6923
1462.0,CE,KS,3K7,Leoti,Mark Hoard Memorial,GA,--,4.0,1.0,3.0
1479.0,CE,KS,CNK,Concordia,Blosser Municipal,GA,--,4.0,11.0,-0.6364
1501.0,CE,KS,K61,Beloit,Moritz Memorial,GA,--,4.0,1.0,3.0
1512.0,CE,KS,PPF,Parsons,Tri-City,GA,--,4.0,0.0,0.0
1525.0,CE,KS,TOP,Topeka,Philip Billard Municipal,GA,--,4.0,118.0,-0.9661
1553.0,CE,KS,CYW,Clay Center,Clay Center Municipal,GA,--,3.0,0.0,0.0
1564.0,CE,KS,HRU,Morris (County),Herington Regional,GA,--,3.0,0.0,0.0
1586.0,CE,KS,RSL,Russell,Russell Municipal,GA,--,3.0,12.0,-0.75
1600.0,CE,KS,UKL,Burlington,Coffey County,GA,--,3.0,0.0,0.0
1609.0,CE,KS,33K,Kinsley,Kinsley Municipal,GA,--,2.0,0.0,0.0
1617.0,CE,KS,5K2,Tribune,Tribune Municipal,GA,--,2.0,14.0,-0.8571
1644.0,CE,KS,EQA,El Dorado,Captain Jack Thomas/El Dorado,GA,--,2.0,1.0,1.0
1665.0,CE,KS,LYO,Lyons,Lyons-Rice County Municipal,GA,--,2.0,0.0,0.0
1667.0,CE,KS,M66,Hillsboro,Alfred Schroeder Field,GA,--,2.0,0.0,0.0
1672.0,CE,KS,MPR,McPherson,McPherson,GA,--,2.0,1232.0,-0.9984
1698.0,CE,KS,TQK,Scott City,Scott City Municipal,GA,--,2.0,33.0,-0.9394
1704.0,CE,KS,13K,Eureka,Eureka Municipal,GA,--,1.0,0.0,0.0
1705.0,CE,KS,1F5,Hoxie,Hoxie-Sheridan County,GA,--,1.0,0.0,0.0
1709.0,CE,KS,3K8,Coldwater,Comanche County,GA,--,1.0,22.0,-0.9545
1712.0,CE,KS,48K,Ness City,Ness City Municipal,GA,--,1.0,0.0,0.0
1723.0,CE,KS,ANY,Anthony,Anthony Municipal,GA,--,1.0,0.0,0.0
1738.0,CE,KS,EGT,Wellington,Wellington Municipal,GA,--,1.0,0.0,0.0
1752.0,CE,KS,K17,Montezuma,Montezuma Municipal,GA,--,1.0,0.0,0.0
1754.0,CE,KS,K51,Medicine Lodge,Medicine Lodge,GA,--,1.0,0.0,0.0
1755.0,CE,KS,K94,La Crosse,Rush County,GA,--,1.0,0.0,0.0
1761.0,CE,KS,OWI,Ottawa,Ottawa Municipal,GA,--,1.0,0.0,0.0
1764.0,CE,KS,PHG,Phillipsburg,Phillipsburg Municipal,GA,--,1.0,3.0,-0.6667
32.0,SO,KY,CVG,Greater Cincinnati International Airport,Cincinnati/Northern Kentucky International,P,M,5194214.0,6648600.0,-0.2188
69.0,SO,KY,SDF,Louisville,Louisville International-Standiford Field,P,S,1622804.0,1845317.0,-0.1206
119.0,SO,KY,LEX,Lexington,Blue Grass,P,S,450464.0,496384.0,-0.0925
341.0,SO,KY,PAH,Paducah,Barkley Regional,P,N,18542.0,21654.0,-0.1437
388.0,SO,KY,OWB,Owensboro,Owensboro-Daviess County,P,N,10720.0,103.0,103.0777
472.0,SO,KY,HOP,Fort Campbell,Campbell AAF (Fort Campbell),GA,--,4267.0,18639.0,-0.7711
689.0,SO,KY,BWG,Bowling Green,Bowling Green-Warren County Regional,GA,--,751.0,591.0,0.2707
831.0,SO,KY,IOB,Mount Sterling,Mount Sterling-Montgomery County,GA,--,159.0,118.0,0.3475
1032.0,SO,KY,HVC,Hopkinsville,Hopkinsville-Christian County,GA,--,30.0,43.0,-0.3023
1074.0,SO,KY,20KY,Verona,Madi's Meadows,GA,--,23.0,26.0,-0.1154
1128.0,SO,KY,SME,Somerset,Lake Cumberland Regional,GA,--,18.0,19.0,-0.0526
1169.0,SO,KY,6I2,Springfield,Lebanon-Springfield,GA,--,14.0,6.0,1.3333
1194.0,SO,KY,LOU,Louisville,Bowman Field,GA,--,13.0,130.0,-0.9
1211.0,SO,KY,K20,Hazard,Wendell H Ford,GA,--,12.0,9.0,0.3333
1232.0,SO,KY,LOZ,London,London-Corbin Airport-Magee Field,GA,--,11.0,10.0,0.1
1248.0,SO,KY,DVK,Danville,Stuart Powell Field,GA,--,10.0,19.0,-0.4737
1266.0,SO,KY,CEY,Murray,Kyle-Oakley Field,GA,--,9.0,8.0,0.125
1282.0,SO,KY,PBX,Pikeville,Pike County-Hatcher Field,GA,--,9.0,60.0,-0.85
1366.0,SO,KY,2I0,Madisonville,Madisonville Municipal,GA,--,6.0,23.0,-0.7391
1377.0,SO,KY,EKX,Elizabethtown,Addington Field,GA,--,6.0,10.0,-0.4
1417.0,SO,KY,FFT,Frankfort,Capital City,GA,--,5.0,15.0,-0.6667
1504.0,SO,KY,M34,Gilbertsville,Kentucky Dam State Park,GA,--,4.0,0.0,0.0
1660.0,SO,KY,K22,Debord,Big Sandy Regional,GA,--,2.0,23.0,-0.913
1706.0,SO,KY,27K,Georgetown,Georgetown Scott County - Marshall Field,GA,--,1.0,32.0,-0.9688
46.0,SW,LA,MSY,Metairie,Louis Armstrong New Orleans International,P,M,3916746.0,3990374.0,-0.0185
139.0,SW,LA,BTR,Baton Rouge,"Baton Rouge Metropolitan, Ryan Field",P,N,347815.0,416568.0,-0.165
160.0,SW,LA,SHV,Shreveport,Shreveport Regional,P,N,242919.0,283624.0,-0.1435
171.0,SW,LA,LFT,Lafayette,Lafayette Regional,P,N,205913.0,210020.0,-0.0196
186.0,SW,LA,AEX,Alexandria,Alexandria International,P,N,154736.0,142223.0,0.088
228.0,SW,LA,MLU,Monroe,Monroe Regional,P,N,85314.0,88229.0,-0.033
257.0,SW,LA,LCH,Lake Charles,Lake Charles Regional,P,N,55174.0,50984.0,0.0822
612.0,SW,LA,BAD,Bossier City,Barksdale AFB,GA,--,1480.0,1093.0,0.3541
714.0,SW,LA,NBG,New Orleans,New Orleans NAS Jrb/Alvin Callender Field/,GA,--,597.0,1530.0,-0.6098
771.0,SW,LA,65LA,Belle Chasse,Southern Seaplane,GA,--,300.0,300.0,0.0
