Rank,RO,ST,Locid,City,Airport Name,S/L,Hub,CY 13 Enplanements,CY 12 Enplanements,% Change
107,WP,HI,ITO,Hilo,Hilo International,P,S,640411,641904,-0.0023
108,NE,VT,BTV,Burlington,Burlington International,P,S,606503,615026,-0.0139
109,NM,WA,BLI,Bellingham,Bellingham International,P,S,596142,577028,0.0331
110,SO,MS,JAN,Jackson,Jackson-Medgar Wiley Evers International,P,S,595951,611592,-0.0256
111,SO,FL,SRQ,Sarasota,Sarasota/Bradenton International,P,S,594970,637264,-0.0664
112,SW,AR,XNA,Bentonville,Northwest Arkansas Regional,P,S,558141,546845,0.0207
113,EA,NJ,ACY,Atlantic City,Atlantic City International,P,S,553695,663142,-0.165
114,SO,KY,LEX,Lexington,Blue Grass,P,S,539238,535541,0.0069
115,CE,IA,CID,Cedar Rapids,The Eastern Iowa,P,S,520360,491806,0.0581
116,SO,FL,PIE,Clearwater,St Pete-Clearwater International,P,S,514358,436030,0.1796
117,SW,TX,MAF,Midland,Midland International,P,S,506726,497193,0.0192
118,SO,AL,HSV,Huntsville,Huntsville International-Carl T Jones Field,P,S,505541,578993,-0.1269
119,SO,SC,CAE,Columbia,Columbia Metropolitan,P,S,487180,487435,-0.0005
120,GL,SD,FSD,Sioux Falls,Joe Foss Field,P,S,481716,453007,0.0634
121,AL,AK,FAI,Fairbanks,Fairbanks International,P,S,457372,450436,0.0154
122,SW,TX,LBB,Lubbock,Lubbock Preston Smith International,P,S,454408,475767,-0.0449
123,WP,MP,GSN,Saipan,Francisco C Ada/Saipan International,P,S,448177,411735,0.0885
124,NM,MT,BZN,Bozeman,Bozeman Yellowstone International,P,S,442075,434038,0.0185
125,NM,OR,EUG,Eugene,Mahlon Sweet Field,P,S,434095,407124,0.0662
126,GL,ND,FAR,Fargo,Hector International,P,S,403919,369969,0.0918
127,SO,FL,EYW,Key West,Key West International,P,S,402842,370637,0.0869
128,SW,LA,BTR,Baton Rouge,"Baton Rouge Metropolitan, Ryan Field",P,S,400712,406318,-0.0138
129,GL,MI,FNT,Flint,Bishop International,P,S,398132,412326,-0.0344
130,SO,NC,ILM,Wilmington,Wilmington International,P,S,397274,392155,0.0131
131,SO,FL,ECP,Panama City,Northwest Florida Beaches International,P,S,391763,422750,-0.0733
132,NM,MT,BIL,Billings,Billings Logan International,P,S,387773,440277,-0.1193
133,GL,IL,MLI,Moline,Quad City International,P,S,384198,396460,-0.0309
134,SW,TX,AMA,Amarillo,Rick Husband Amarillo International,P,S,370508,389284,-0.0482
,,,,Small Hubs,, ,"=SUBTOTAL(3,H67:H137)",,,
135,SO,MS,GPT,Gulfport,Gulfport-Biloxi International,P,N,369597,394110,-0.0622
136,CE,MO,SGF,Springfield,Springfield-Branson National,P,N,368752,364689,0.0111
137,WP,CA,SBA,Santa Barbara,Santa Barbara Municipal,P,N,364360,370600,-0.0168
138,AL,AK,JNU,Juneau,Juneau International,P,N,359291,353048,0.0177
139,SO,FL,VPS,Valparaiso,Eglin AFB,P,N,353953,373542,-0.0524
140,SW,TX,HRL,Harlingen,Valley International,P,N,347829,375472,-0.0736
141,SO,NC,AVL,Asheville,Asheville Regional,P,N,342400,318395,0.0754
142,SO,FL,TLH,Tallahassee,Tallahassee Regional,P,N,336129,331296,0.0146
143,SW,TX,MFE,McAllen,McAllen Miller International,P,N,335483,327615,0.024
144,GL,IN,SBN,South Bend,South Bend International,P,N,328992,299592,0.0981
145,WP,AZ,GCN,Grand Canyon,Grand Canyon National Park,P,N,327814,336716,-0.0264
146,NM,WA,PSC,Pasco,Tri-Cities,P,N,327419,329833,-0.0073
147,SW,TX,CRP,Corpus Christi,Corpus Christi International,P,N,317667,313969,0.0118
148,NE,ME,BGR,Bangor,Bangor International,P,N,315139,302610,0.0414
149,SO,TN,CHA,Chattanooga,Lovell Field,P,N,312873,313861,-0.0031
150,EA,VA,ROA,Roanoke,Roanoke Regional/Woodrum Field,P,N,310295,315877,-0.0177
151,NM,OR,MFR,Medford,Rogue Valley International - Medford,P,N,306450,313638,-0.0229
152,EA,PA,ABE,Allentown,Lehigh Valley International,P,N,301969,350066,-0.1374
153,NM,MT,MSO,Missoula,Missoula International,P,N,298253,303886,-0.0185
154,GL,IN,FWA,Fort Wayne,Fort Wayne International,P,N,294968,280732,0.0507
155,NM,WY,JAC,Jackson,Jackson Hole,P,N,294752,274343,0.0744
156,SO,FL,DAB,Daytona Beach,Daytona Beach International,P,N,293843,290144,0.0127
157,GL,WI,GRB,Green Bay,Austin Straubel International,P,N,293703,282973,0.0379
158,GL,IL,PIA,Peoria,General Downing - Peoria International,P,N,291147,286507,0.0162
159,SO,AL,MOB,Mobile,Mobile Regional,P,N,287661,277432,0.0369
160,SW,LA,SHV,Shreveport,Shreveport Regional,P,N,279897,276460,0.0124
161,EA,VA,PHF,Newport News,Newport News/Williamsburg International,P,N,263964,314139,-0.1597
162,SO,GA,AGS,Augusta,Augusta Regional at Bush Field,P,N,260523,271740,-0.0413
163,GL,SD,RAP,Rapid City,Rapid City Regional,P,N,256052,252592,0.0137
164,EA,WV,CRW,Charleston,Yeager,P,N,250509,272901,-0.0821
165,GL,WI,ATW,Appleton,Outagamie County Regional,P,N,246211,229248,0.074
166,SO,NC,FAY,Fayetteville,Fayetteville Regional/Grannis Field,P,N,244345,255406,-0.0433
167,GL,ND,BIS,Bismarck,Bismarck Municipal,P,N,238929,239018,-0.0004
168,NM,OR,RDM,Redmond,Roberts Field,P,N,236303,229736,0.0286
169,SW,LA,LFT,Lafayette,Lafayette Regional,P,N,233498,226504,0.0309
170,EA,VA,CHO,Charlottesville-Albemarle,Charlottesville-Albemarle,P,N,230699,230097,0.0026
171,GL,ND,MOT,Minot,Minot International,P,N,220797,222188,-0.0063
172,GL,MI,LAN,Clinton (Township of),Capital Region International,P,N,216925,200836,0.0801
173,EA,PA,AVP,Avoca,Wilkes-Barre/Scranton International,P,N,216536,222060,-0.0249
174,GL,IL,BMI,Bloomington-Normal ,Central IL Regional Airport at Bloomington-Normal,P,N,211957,240181,-0.1175
175,SO,FL,MLB,Melbourne,Melbourne International,P,N,211702,215300,-0.0167
176,NM,CO,GJT,Grand Junction,Grand Junction Regional,P,N,211091,217369,-0.0289
177,NM,CO,ASE,Aspen,Aspen-Pitkin County/Sardy Field,P,N,206686,214892,-0.0382
178,WP,CA,MRY,Monterey,Monterey Regional,P,N,205069,196268,0.0448
179,SO,TN,TRI,Bristol/Johnson/Kingsport,Tri-Cities Regional TN/VA,P,N,204402,206904,-0.0121
180,WP,NV,BVU,Boulder City,Boulder City Municipal,P,N,204212,200400,0.019
181,SO,PR,BQN,Aguadilla,Rafael Hernandez,P,N,201453,215448,-0.065
182,NM,MT,GPI,Kalispell,Glacier Park International,P,N,199707,192439,0.0378
183,SO,FL,GNV,Gainesville,Gainesville Regional,P,N,198388,190461,0.0416
184,SW,TX,GRK,Killeen,Robert Gray AAF,P,N,195899,183501,0.0676
185,NM,CO,DRO,Durango,Durango-La Plata County,P,N,192797,186567,0.0334
186,GL,MI,TVC,Traverse City,Cherry Capital,P,N,189644,179879,0.0543
187,SW,LA,AEX,Alexandria,Alexandria International,P,N,183899,189476,-0.0294
188,NE,MA,ACK,Nantucket,Nantucket Memorial,P,N,183557,179128,0.0247
189,SO,VI,STX,Christiansted,Henry E Rohlsen,P,N,182752,200727,-0.0895
190,NM,MT,GTF,Great Falls,Great Falls International,P,N,182390,186790,-0.0236
191,SO,FL,PGD,Punta Gorda,Punta Gorda,P,N,171121,99897,0.713
192,SO,NC,OAJ,Jacksonville,Albert J Ellis,P,N,168828,174358,-0.0317
193,NM,CO,EGE,Eagle,Eagle County Regional,P,N,167166,167914,-0.0045
194,EA,NY,SWF,Newburgh,Stewart International,P,N,163815,185389,-0.1164
195,GL,IN,EVV,Evansville,Evansville Regional,P,N,161279,164767,-0.0212
196,SO,AL,MGM,Montgomery,Montgomery Regional (Dannelly Field),P,N,157958,182313,-0.1336
197,GL,MN,DLH,Duluth,Duluth International,P,N,155496,158569,-0.0194
199,AL,AK,BET,Bethel,Bethel,P,N,152084,148168,0.0264
200,EA,NY,PBG,Plattsburgh,Plattsburgh International,P,N,151235,112493,0.3444
201,GL,ND,GFK,Grand Forks,Grand Forks International,P,N,148665,137953,0.0776
202,EA,NJ,TTN,Trenton,Trenton Mercer,P,N,147826,6459,21.8868
203,NM,ID,IDA,Idaho Falls,Idaho Falls Regional,P,N,147073,160456,-0.0834
204,WP,CA,BFL,Bakersfield,Meadows Field,P,N,143175,152456,-0.0609
205,WP,AZ,1G4,Peach Springs,Grand Canyon West,P,N,140886,147794,-0.0467
206,CE,NE,LNK,Lincoln,Lincoln,P,N,138787,135085,0.0274
207,WP,CA,SBP,San Luis Obispo,San Luis County Regional,P,N,135844,127336,0.0668
209,EA,PA,UNV,State College,University Park,P,N,131753,137599,-0.0425
210,EA,NY,ELM,Elmira,Elmira/Corning Regional,P,N,129749,145243,-0.1067
211,GL,MI,AZO,Kalamazoo,Kalamazoo/Battle Creek International,P,N,129211,127517,0.0133
212,EA,PA,LBE,Latrobe,Arnold Palmer Regional,P,N,127040,79531,0.5974
213,GL,WI,CWA,Mosinee,Central Wisconsin,P,N,123797,120449,0.0278
214,SO,NC,EWN,New Bern,Coastal Carolina Regional,P,N,121479,125873,-0.0349
215,GL,MI,MBS,Saginaw,MBS International,P,N,120689,134801,-0.1047
216,SW,LA,MLU,Monroe,Monroe Regional,P,N,115757,101034,0.1457
217,WP,CA,STS,Santa Rosa,Charles M Schulz - Sonoma County,P,N,112779,105728,0.0667
218,GL,MN,RST,Rochester,Rochester International,P,N,109870,105371,0.0427
219,SW,TX,LRD,Laredo,Laredo International,P,N,109773,102247,0.0736
220,WP,AZ,IFP,Bullhead City,Laughlin/Bullhead International,P,N,109647,110799,-0.0104
221,EA,PA,ERI,Erie,Erie International/Tom Ridge Field,P,N,109520,109185,0.0031
222,AL,AK,KTN,Ketchikan,Ketchikan International,P,N,109433,103136,0.0611
223,GL,IL,RFD,Rockford,Chicago/Rockford International,P,N,109384,106412,0.0279
224,EA,NY,ITH,Ithaca,Ithaca Tompkins Regional,P,N,103501,119608,-0.1347
225,SW,TX,BRO,Brownsville,Brownsville/South Padre Island International,P,N,100793,86090,0.1708
226,AL,AK,ENA,Kenai,Kenai Municipal,P,N,99821,99955,-0.0013
227,EA,NY,IAG,Niagara Falls,Niagara Falls International,P,N,98958,88571,0.1173
228,EA,WV,HTS,Huntington,Tri-State/Milton J Ferguson Field,P,N,98752,105548,-0.0644
229,NM,WY,CPR,Casper,Casper/Natrona County International,P,N,98625,88013,0.1206
230,NM,MT,HLN,Helena,Helena Regional,P,N,97310,95374,0.0203
231,GL,ND,ISN,Williston,Sloulin Field International,P,N,96090,40667,1.3628
232,EA,NY,BGM,Binghamton,Greater Binghamton/Edwin A Link Field,P,N,95210,105494,-0.0975
233,SO,PR,PSE,Ponce,Mercedita,P,N,93566,95787,-0.0232
234,NM,CO,HDN,Hayden,Yampa Valley,P,N,91823,99969,-0.0815
235,GL,WI,LSE,La Crosse,La Crosse Regional,P,N,90297,97321,-0.0722
236,NE,MA,HYA,Hyannis,Barnstable Municipal-Boardman/Polando Field,P,N,87648,95717,-0.0843
237,SW,TX,CLL,College Station,Easterwood Field,P,N,87409,70551,0.2389
238,GL,OH,TOL,Toledo,Toledo Express,P,N,86221,78757,0.0948
239,SW,TX,TYR,Tyler,Tyler Pounds Regional,P,N,85789,73841,0.1618
240,GL,IL,CMI,Savoy,University of Illinois-Willard,P,N,84853,86408,-0.018
241,NM,CO,MTJ,Montrose,Montrose Regional,P,N,84579,75296,0.1233
242,SW,TX,ABI,Abilene,Abilene Regional,P,N,82758,74523,0.1105
243,SW,AR,FSM,Fort Smith,Fort Smith Regional,P,N,82742,84751,-0.0237
244,AL,AK,ADQ,Kodiak,Kodiak,P,N,79930,78749,0.015
245,WP,AZ,NYL,Yuma,Yuma MCAS/Yuma International,P,N,78395,81377,-0.0366
246,EA,VA,LYH,Timberlake,Lynchburg Regional/Preston Glenn Field,P,N,77795,79889,-0.0262
247,WP,CA,SCK,Stockton,Stockton Metropolitan,P,N,71757,63149,0.1363
248,GL,IL,SPI,Springfield,Abraham Lincoln Capital,P,N,70651,65756,0.0744
249,AL,AK,SIT,Sitka,Sitka Rocky Gutierrez,P,N,67989,68222,-0.0034
250,CE,KS,MHK,Manhattan,Manhattan Regional,P,N,65683,69038,-0.0486
251,SW,LA,LCH,Lake Charles,Lake Charles Regional,P,N,65281,56815,0.149
252,SW,NM,SAF,Santa Fe,Santa Fe Municipal,P,N,65118,47847,0.361
253,WP,HI,MKK,Kaunakakai,Molokai,P,N,63879,72421,-0.1179
254,EA,MD,SBY,Salisbury,Salisbury-Ocean City Wicomico Regional,P,N,62670,76372,-0.1794
255,SW,TX,ACT,Waco,Waco Regional,P,N,62634,59836,0.0468
256,SW,TX,SJT,San Angelo,San Angelo Regional/Mathis Field,P,N,62296,56301,0.1065
257,NM,ID,LWS,Lewiston,Lewiston-Nez Perce County,P,N,62209,62197,0.0002
258,AL,AK,OTZ,Kotzebue,Ralph Wien Memorial,P,N,61274,63032,-0.0279
259,SO,NC,PGV,Greenville,Pitt-Greenville,P,N,60020,61987,-0.0317
260,SO,SC,FLO,Florence,Florence Regional,P,N,59894,67745,-0.1159
261,SO,GA,CSG,Columbus,Columbus,P,N,59675,74336,-0.1972
262,SO,SC,HXD,Hilton Head Island,Hilton Head,P,N,58348,60372,-0.0335
263,WP,AZ,FLG,Flagstaff,Flagstaff Pulliam,P,N,58323,62472,-0.0664
264,AL,AK,OME,Nome,Nome,P,N,58020,59807,-0.0299
265,CE,NE,GRI,Grand Island,Central Nebraska Regional,P,N,57165,56138,0.0183
266,WP,CA,ACV,Arcata,Arcata,P,N,56682,61705,-0.0814
267,NE,MA,MVY,Vineyard Haven,Martha's Vineyard,P,N,56313,50484,0.1155
268,SW,OK,LAW,Lawton,Lawton-Fort Sill Regional,P,N,55526,55678,-0.0027
269,NM,UT,SGU,St. George,St George Municipal,P,N,54574,53977,0.0111
270,NM,WA,YKM,Yakima,Yakima Air Terminal/McAllister Field,P,N,54308,57673,-0.0583
272,EA,DE,ILG,Wilmington,New Castle,P,N,52159,1064,48.0216
273,NM,WA,EAT,East Wenatchee,Pangborn Memorial,P,N,52051,51347,0.0137
274,WP,CA,CRQ,Carlsbad,McClellan-Palomar,P,N,51978,48474,0.0723
275,AL,AK,BRW,Barrow,Wiley Post-Will Rogers Memorial,P,N,51568,43673,0.1808
276,NM,ID,SUN,Hailey,Friedman Memorial,P,N,51496,47734,0.0788
277,WP,CA,SMX,Santa Maria,Santa Maria Public/Capt G Allan Hancock Field,P,N,51395,44737,0.1488
278,WP,AS,PPG,Pago Pago,Pago Pago International,P,N,49479,49213,0.0054
279,AL,AK,SCC,Deadhorse,Deadhorse,P,N,48588,43837,0.1084
280,SO,AL,DHN,Dothan,Dothan Regional,P,N,48423,46452,0.0424
281,SO,PR,VQS,Vieques,Antonio Rivera Rodriguez,P,N,47737,56266,-0.1516
282,GL,OH,YNG,Youngstown,Youngstown-Warren Regional,P,N,47518,40102,0.1849
283,WP,HI,LNY,Lanai City,Lanai,P,N,47323,45692,0.0357
284,CE,MO,COU,Columbia,Columbia Regional,P,N,45714,41573,0.0996
286,SW,TX,SPS,Wichita Falls,Sheppard AFB/Wichita Falls Municipal,P,N,45298,38836,0.1664
287,GL,MI,SAW,Gwinn,Sawyer International,P,N,42335,38302,0.1053
288,SO,MS,GTR,Columbus,Golden Triangle Regional,P,N,41140,38856,0.0588
289,NM,WA,PUW,Pullman,Pullman/Moscow Regional,P,N,40759,38547,0.0574
295,AL,AK,HOM,Homer,Homer,P,N,37705,39167,-0.0373
296,NE,CT,HVN,New Haven,Tweed-New Haven,P,N,37434,36975,0.0124
297,SO,GA,VLD,Valdosta,Valdosta Regional,P,N,36814,37030,-0.0058
298,SW,TX,BPT,Beaumont,Jack Brooks Regional,P,N,35790,5571,5.4243
299,AL,AK,AKN,King Salmon,King Salmon,P,N,35450,35803,-0.0099
300,GL,ND,DIK,Dickinson,Dickinson - Theodore Roosevelt Regional,P,N,34980,23729,0.4741
301,CE,IA,DBQ,Dubuque,Dubuque Regional,P,N,33465,32389,0.0332
302,NM,WA,ALW,Walla Walla,Walla Walla Regional,P,N,33072,31832,0.039
303,SW,AR,TXK,Texarkana,Texarkana Regional-Webb Field,P,N,32882,28080,0.171
304,SW,NM,ROW,Roswell,Roswell International Air Center,P,N,32616,34652,-0.0588
305,SO,GA,BQK,Brunswick,Brunswick Golden Isles,P,N,32450,31284,0.0373
306,SO,GA,ABY,Albany,Southwest Georgia Regional,P,N,31276,33494,-0.0662
307,NM,WY,COD,Cody,Yellowstone Regional,P,N,31140,28551,0.0907
308,WP,CA,MMH,Mammoth Lakes,Mammoth Yosemite,P,N,30970,27495,0.1264
309,NM,CO,GUC,Gunnison,Gunnison-Crested Butte Regional,P,N,30780,31181,-0.0129
310,NM,UT,PVU,Provo,Provo Municipal,P,N,30090,29755,0.0113
311,NM,MT,BTM,Butte,Bert Mooney,P,N,29490,20895,0.4113
312,NM,WY,GCC,Gillette,Gillette-Campbell County,P,N,29130,32714,-0.1096
314,WP,MP,TNI,Tinian (Municipality),Tinian International,P,N,28909,10203,1.8334
315,NM,ID,TWF,Twin Falls,Joslin Field - Magic Valley Regional,P,N,28601,26059,0.0975
316,AL,AK,DUT,Unalaska,Unalaska,P,N,28556,30735,-0.0709
317,GL,MI,PLN,Pellston,Pellston Regional Airport of Emmet County,P,N,27281,24864,0.0972
318,WP,AZ,PGA,Page,Page Municipal,P,N,26998,23462,0.1507
319,AL,AK,DLG,Dillingham,Dillingham,P,N,26632,39877,-0.3321
320,GL,SD,ABR,Aberdeen,Aberdeen Regional,P,N,25567,24822,0.03
321,CE,IA,SUX,Sioux City,Sioux Gateway/Col Bud Day Field,P,N,25313,27168,-0.0683
322,GL,MI,CMX,Hancock,Houghton County Memorial,P,N,25312,25545,-0.0091
323,WP,CA,RDD,Redding,Redding Municipal,P,N,24875,29175,-0.1474
