Rank,RO,ST,Locid,City,Airport Name,S/L,Hub,CY2007 Enplanements,CY 2006 Enplanements,% Change
246.0,NM,ID,SUN,Hailey,Friedman Memorial,P,N,67469.0,70057.0,-0.0369
247.0,AL,AK,OTZ,Kotzebue,Ralph Wien Memorial,P,N,64717.0,63417.0,0.0205
248.0,WP,CA,RDD,Redding,Redding Municipal,P,N,64284.0,66695.0,-0.0361
249.0,AL,AK,OME,Nome,Nome,P,N,62915.0,63017.0,-0.0016
250.0,EA,WV,HTS,Huntington,Tri-State/Milton J. Ferguson Field,P,N,62364.0,37459.0,0.6649
251.0,GL,IL,SPI,Springfield,Abraham Lincoln Capital,P,N,62138.0,65187.0,-0.0468
252.0,WP,HI,LNY,Lanai City,Lanai,P,N,61649.0,50896.0,0.2113
253.0,EA,MD,SBY,Salisbury,Salisbury-Ocean City Wicomico Regional,P,N,60521.0,62256.0,-0.0279
254.0,NE,NH,PSM,Portsmouth,Portsmouth International at Pease,P,N,58057.0,26065.0,1.2274
255.0,SW,LA,LCH,Lake Charles,Lake Charles Regional,P,N,56134.0,56120.0,0.0002
256.0,EA,VA,LYH,Timberlake,Lynchburg Regional/Preston Glenn Field,P,N,55785.0,60737.0,-0.0815
257.0,SW,OK,LAW,Lawton,Lawton-Fort Sill Regional,P,N,54728.0,49734.0,0.1004
258.0,WP,CA,SMX,Santa Maria,Santa Maria Public/Capt G Allan Hancock Field,P,N,54042.0,50872.0,0.0623
259.0,WP,CA,STS,Santa Rosa,Charles M. Schulz - Sonoma County,P,N,53920.0,238.0,225.5546
260.0,NM,UT,SGU,St. George,St George Municipal,P,N,53773.0,53993.0,-0.0041
261.0,AL,AK,SCC,Deadhorse,Deadhorse,P,N,52517.0,21961.0,1.3914
263.0,NE,MA,MVY,Vineyard Haven,Marthas Vineyard,P,N,49205.0,45881.0,0.0724
264.0,WP,CA,MOD,Modesto,Modesto City County-Harry Sham Field,P,N,48449.0,36355.0,0.3327
265.0,SO,AL,DHN,Dothan,Dothan Regional,P,N,48019.0,57552.0,-0.1656
266.0,SO,NC,PGV,Greenville,Pitt-Greenville,P,N,47116.0,44611.0,0.0562
267.0,SO,GA,CSG,Columbus,Columbus Metropolitan,P,N,46972.0,44872.0,0.0468
268.0,WP,CA,CRQ,Carlsbad,McClellan-Palomar,P,N,46924.0,50157.0,-0.0645
270.0,NM,WA,EAT,East Wenatchee,Pangborn Memorial,P,N,46576.0,40310.0,0.1554
271.0,SO,SC,FLO,Florence,Florence Regional,P,N,46452.0,45331.0,0.0247
272.0,SW,TX,SPS,Wichita Falls,Sheppard AFB/Wichita Falls Municipal,P,N,45948.0,46526.0,-0.0124
273.0,CE,IA,DBQ,Dubuque,Dubuque Regional,P,N,45878.0,46973.0,-0.0233
275.0,WP,AS,PPG,Pago Pago,Pago Pago International,P,N,44709.0,55841.0,-0.1994
276.0,WP,AZ,FLG,Flagstaff,Flagstaff Pulliam,P,N,44238.0,40948.0,0.0803
277.0,AL,AK,HOM,Homer,Homer,P,N,44114.0,40213.0,0.097
278.0,CE,IA,SUX,Sioux City,Sioux Gateway/Col. Bud Day Field,P,N,43518.0,33195.0,0.311
279.0,NM,CO,GUC,Gunnison,Gunnison-Crested Butte Regional,P,N,42622.0,48073.0,-0.1134
280.0,AL,AK,DLG,Dillingham,Dillingham,P,N,42617.0,43420.0,-0.0185
281.0,AL,AK,AKN,King Salmon,King Salmon,P,N,42253.0,38220.0,0.1055
283.0,WP,AZ,IWA,Mesa,Phoenix-Mesa Gateway,P,N,39513.0,3790.0,9.4256
284.0,AL,AK,BRW,Barrow,Wiley Post-Will Rogers Memorial,P,N,39009.0,39183.0,-0.0044
286.0,SO,GA,ABY,Albany,Southwest Georgia Regional,P,N,38758.0,34712.0,0.1166
287.0,NM,OR,OTH,North Bend,Southwest Oregon Regional,P,N,38024.0,35749.0,0.0636
288.0,NE,CT,HVN,New Haven,Tweed-New Haven,P,N,37637.0,38144.0,-0.0133
289.0,GL,WI,RHI,Rhinelander,Rhinelander-Oneida County,P,N,37608.0,41714.0,-0.0984
290.0,NM,MT,BTM,Butte,Bert Mooney,P,N,36844.0,37635.0,-0.021
291.0,SW,AR,TXK,Texarkana,Texarkana Regional-Webb Field,P,N,35653.0,36348.0,-0.0191
293.0,SO,GA,VLD,Valdosta,Valdosta Regional,P,N,35094.0,39829.0,-0.1189
294.0,SW,TX,BPT,Beaumont/Port Arthur,Southeast Texas Regional,P,N,34806.0,38626.0,-0.0989
295.0,NM,WA,BFI,Seattle,Boeing Field/King County International,P,N,34580.0,31418.0,0.1006
296.0,GL,MI,MKG,Muskegon,Muskegon County,P,N,34268.0,35937.0,-0.0464
297.0,NM,ID,TWF,Twin Falls,Joslin Field - Magic Valley Regional,P,N,33523.0,39153.0,-0.1438
298.0,AL,AK,DUT,Unalaska,Unalaska,P,N,30581.0,29260.0,0.0451
300.0,GL,MI,PLN,Pellston,Pellston Regional Airport of Emmet County,P,N,29609.0,33081.0,-0.105
301.0,NM,ID,PIH,Arbon Valley,Pocatello Regional,P,N,29491.0,34458.0,-0.1441
302.0,GL,IL,BLV,Belleville,Scott AFB/Midamerica,P,N,29019.0,26762.0,0.0843
303.0,WP,CA,SCK,Stockton,Stockton Metropolitan,P,N,28996.0,13884.0,1.0884
304.0,CE,IA,ALO,Waterloo,Waterloo Regional,P,N,28880.0,33211.0,-0.1304
305.0,WP,MP,GRO,Rota Island,Rota International,P,N,28856.0,42033.0,-0.3135
306.0,NM,OR,LMT,Klamath Falls,Klamath Falls,P,N,28822.0,28323.0,0.0176
307.0,SO,MS,TUP,Tupelo,Tupelo Regional,P,N,28798.0,32021.0,-0.1007
308.0,NM,WA,ALW,Walla Walla,Walla Walla Regional,P,N,28711.0,28410.0,0.0106
309.0,WP,NV,EKO,Elko,Elko Regional,P,N,28523.0,34158.0,-0.165
310.0,NM,CO,FNL,Fort Collins/Loveland,Fort Collins-Loveland Municipal,P,N,28315.0,32847.0,-0.138
311.0,SO,MS,GTR,Columbus,Golden Triangle Regional,P,N,27521.0,29046.0,-0.0525
313.0,NM,WY,COD,Cody,Yellowstone Regional,P,N,26857.0,28559.0,-0.0596
314.0,SW,NM,FMN,Farmington,Four Corners Regional,P,N,26769.0,26929.0,-0.0059
315.0,GL,MI,CMX,Hancock,Houghton County Memorial,P,N,26767.0,27232.0,-0.0171
317.0,NM,WY,GCC,Gillette,Gillette-Campbell County,P,N,26410.0,21876.0,0.2073
318.0,GL,SD,ABR,Aberdeen,Aberdeen Regional,P,N,26404.0,26561.0,-0.0059
319.0,SW,TX,GGG,Longview,East Texas Regional,P,N,26333.0,25353.0,0.0387
320.0,WP,CA,CIC,Chico,Chico Municipal,P,N,26146.0,22934.0,0.1401
321.0,WP,AZ,1G4,Peach Springs,Grand Canyon West,P,N,25947.0,66731.0,-0.6112
322.0,GL,MN,STC,St. Cloud,St. Cloud Regional,P,N,25772.0,25094.0,0.027
323.0,EA,PA,IPT,Williamsport,Williamsport Regional,P,N,25464.0,26705.0,-0.0465
325.0,NM,WA,PUW,Pullman,Pullman/Moscow Regional,P,N,24856.0,23838.0,0.0427
326.0,EA,NJ,TTN,Trenton,Trenton Mercer,P,N,24634.0,10048.0,1.4516
327.0,SO,KY,PAH,Paducah,Barkley Regional,P,N,24537.0,26742.0,-0.0825
