Rank,RO,ST,Locid,City,Airport Name,S/L,Hub,CY2007 Enplanements,CY 2006 Enplanements,% Change
604.0,WP,CA,VNY,Van Nuys,Van Nuys,GA,None,2072.0,4772.0,-0.5658
607.0,WP,CA,APC,Napa,Napa County,GA,None,2054.0,569.0,2.6098
642.0,WP,CA,SUU,Fairfield,Travis AFB,GA,None,1643.0,1742.0,-0.0568
821.0,WP,CA,NJK,El Centro,El Centro NAF,GA,None,333.0,93.0,2.5806
843.0,WP,CA,HHR,Hawthorne,Jack Northrop Field/Hawthorne Municipal,GA,None,272.0,242.0,0.124
856.0,WP,CA,CCR,Concord,Buchanan Field,GA,None,248.0,198.0,0.2525
870.0,WP,CA,GOO,Grass Valley,Nevada County Air Park,GA,None,204.0,112.0,0.8214
877.0,WP,CA,NLC,Lemoore,Lemoore NAS (Reeves Field),GA,None,196.0,316.0,-0.3797
887.0,WP,CA,AAT,Alturas,Alturas Municipal,GA,None,181.0,32.0,4.6563
891.0,WP,CA,CRO,Corcoran,Corcoran,GA,None,175.0,0.0,0.0
899.0,WP,CA,TRM,Palm Springs,Jacqueline Cochran Regional,GA,None,166.0,238.0,-0.3025
904.0,WP,CA,HJO,Hanford,Hanford Municipal,GA,None,160.0,59.0,1.7119
909.0,WP,CA,EKA,Eureka,Murray Field,GA,None,152.0,6.0,24.3333
917.0,WP,CA,IZA,Santa Ynez,Santa Ynez,GA,None,137.0,38.0,2.6053
921.0,WP,CA,SDM,San Diego,Brown Field Municipal,GA,None,135.0,455.0,-0.7033
963.0,WP,CA,O05,Chester,Rogers Field,GA,None,103.0,11.0,8.3636
969.0,WP,CA,NUQ,Mountain View,Moffett Federal Airfield,GA,None,101.0,49.0,1.0612
976.0,WP,CA,SQL,San Carlos,San Carlos,GA,None,97.0,227.0,-0.5727
977.0,WP,CA,TRK,Truckee,Truckee-Tahoe,GA,None,96.0,209.0,-0.5407
991.0,WP,CA,UDD,Palm Springs,Bermuda Dunes,GA,None,85.0,270.0,-0.6852
1005.0,WP,CA,CMA,Camarillo,Camarillo,GA,None,78.0,104.0,-0.25
1014.0,WP,CA,FCH,Fresno,Fresno Chandler Executive,GA,None,74.0,81.0,-0.0864
1027.0,WP,CA,EDW,Edwards,Edwards AFB,GA,None,69.0,0.0,0.0
1052.0,WP,CA,LVK,Livermore,Livermore Municipal,GA,None,55.0,154.0,-0.6429
1063.0,WP,CA,SEE,El Cajon,Gillespie Field,GA,None,53.0,51.0,0.0392
1103.0,WP,CA,SAC,Sacramento,Sacramento Executive,GA,None,42.0,180.0,-0.7667
1108.0,WP,CA,MHR,Sacramento,Sacramento Mather,GA,None,41.0,86.0,-0.5233
1114.0,WP,CA,F70,Murrieta/Temecula,French Valley,GA,None,40.0,36.0,0.1111
1134.0,WP,CA,O22,Columbia,Columbia,GA,None,37.0,8.0,3.625
1151.0,WP,CA,TVL,South Lake Tahoe,Lake Tahoe,GA,None,35.0,68.0,-0.4853
1185.0,WP,CA,SNS,Salinas,Salinas Municipal,GA,None,30.0,66.0,-0.5455
1197.0,WP,CA,TOA,Torrance,Zamperini Field,GA,None,28.0,46.0,-0.3913
1212.0,WP,CA,FOT,Fortuna,Rohnerville,GA,None,26.0,4.0,5.5
1224.0,WP,CA,MCC,Sacramento,McClellan Airfield,GA,None,25.0,25.0,0.0
1237.0,WP,CA,MMH,Mammoth Lakes,Mammoth Yosemite,GA,None,24.0,161.0,-0.8509
1238.0,WP,CA,O59,Cedarville,Cedarville,GA,None,24.0,7.0,2.4286
1282.0,WP,CA,O81,Alturas,Tulelake Municipal,GA,None,20.0,0.0,0.0
1294.0,WP,CA,PRB,Paso Robles,Paso Robles Municipal,GA,None,19.0,187.0,-0.8984
1340.0,WP,CA,RAL,Riverside,Riverside Municipal,GA,None,16.0,14.0,0.1429
1430.0,WP,CA,DWA,Davis,Yolo County,GA,None,12.0,7.0,0.7143
1432.0,WP,CA,HWD,Hayward,Hayward Executive,GA,None,12.0,18.0,-0.3333
1441.0,WP,CA,2O1,Quincy,Gansner Field,GA,None,11.0,0.0,0.0
1469.0,WP,CA,1Q2,Susanville,Spaulding,GA,None,10.0,0.0,0.0
1502.0,WP,CA,SBD,San Bernardino,San Bernardino International,GA,None,10.0,23.0,-0.5652
1521.0,WP,CA,LHM,Lincoln,Lincoln Regional/Karl Harder Field,GA,None,9.0,12.0,-0.25
1529.0,WP,CA,O02,Beckwourth,Nervino,GA,None,9.0,5.0,0.8
1551.0,WP,CA,CNO,Chino,Chino,GA,None,8.0,132.0,-0.9394
1572.0,WP,CA,PAO,Palo Alto,Palo Alto Airport of Santa Clara County,GA,None,8.0,100.0,-0.92
1574.0,WP,CA,SIY,Montague,Siskiyou County,GA,None,8.0,25.0,-0.68
1579.0,WP,CA,WJF,Lancaster,General Wm J Fox Airfield,GA,None,8.0,22.0,-0.6364
1655.0,WP,CA,H37,Herlong,Herlong,GA,None,6.0,0.0,0.0
1690.0,WP,CA,3O8,Coalinga,Harris Ranch,GA,None,5.0,1.0,4.0
1738.0,WP,CA,TLR,Tulare,Mefford Field,GA,None,5.0,1.0,4.0
1761.0,WP,CA,AUN,Auburn,Auburn Municipal,GA,None,4.0,10.0,-0.6
1765.0,WP,CA,BNG,Banning,Banning Municipal,GA,None,4.0,0.0,0.0
1778.0,WP,CA,E16,San Martin,South County Airport of Santa Clara County,GA,None,4.0,16.0,-0.75
1779.0,WP,CA,EDU,Davis,University,GA,None,4.0,7.0,-0.4286
1780.0,WP,CA,EMT,El Monte,El Monte,GA,None,4.0,17.0,-0.7647
1810.0,WP,CA,OVE,Oroville,Oroville Municipal,GA,None,4.0,4.0,0.0
1825.0,WP,CA,SZP,Santa Paula,Santa Paula,GA,None,4.0,5.0,-0.2
1832.0,WP,CA,WVI,Watsonville,Watsonville Municipal,GA,None,4.0,52.0,-0.9231
1833.0,WP,CA,1O3,Lodi,Lodi,GA,None,3.0,2.0,0.5
1865.0,WP,CA,KIC,King City,Mesa Del Rey,GA,None,3.0,23.0,-0.8696
1868.0,WP,CA,LPC,Lompoc,Lompoc,GA,None,3.0,3.0,0.0
1871.0,WP,CA,MER,Atwater,Castle,GA,None,3.0,3.0,0.0
1874.0,WP,CA,O89,Fall River Mills,Fall River Mills,GA,None,3.0,10.0,-0.7
1911.0,WP,CA,5CA7,Five Points,Agro-West,GA,None,2.0,0.0,0.0
1920.0,WP,CA,C80,Coalinga,New Coalinga Municipal,GA,None,2.0,10.0,-0.8
1921.0,WP,CA,CCB,Upland,Cable,GA,None,2.0,0.0,0.0
1925.0,WP,CA,CL35,Warner Springs,Warner Springs,GA,None,2.0,0.0,0.0
1928.0,WP,CA,CXL,Calexico,Calexico International,GA,None,2.0,49.0,-0.9592
1931.0,WP,CA,DVO,Novato,Gnoss Field,GA,None,2.0,69.0,-0.971
1946.0,WP,CA,HMT,Hemet,Hemet-Ryan,GA,None,2.0,11.0,-0.8182
1960.0,WP,CA,L06,Death Valley National Park,Furnace Creek,GA,None,2.0,0.0,0.0
1961.0,WP,CA,L08,Borrego Springs,Borrego Valley,GA,None,2.0,0.0,0.0
1967.0,WP,CA,MHV,Mojave,Mojave,GA,None,2.0,0.0,0.0
1968.0,WP,CA,MPI,Mariposa,Mariposa-Yosemite,GA,None,2.0,0.0,0.0
1978.0,WP,CA,POC,La Verne,Brackett Field,GA,None,2.0,14.0,-0.8571
1983.0,WP,CA,RNM,Ramona,Ramona,GA,None,2.0,1.0,1.0
2007.0,WP,CA,0Q3,Schellville/Sonoma,Sonoma Valley,GA,None,1.0,0.0,0.0
2011.0,WP,CA,1O5,Montague,Montague-Yreka Rohrer Field,GA,None,1.0,23.0,-0.9565
2024.0,WP,CA,A24,Alturas,California Pines,GA,None,1.0,0.0,0.0
2025.0,WP,CA,AVX,Avalon,Catalina,GA,None,1.0,12.0,-0.9167
2061.0,WP,CA,MYF,San Diego,Montgomery Field,GA,None,1.0,45.0,-0.9778
2087.0,WP,CA,UKI,Ukiah,Ukiah Municipal,GA,None,1.0,34.0,-0.9706
2088.0,WP,CA,VCB,Vacaville,Nut Tree,GA,None,1.0,3.0,-0.6667
5.0,NM,CO,DEN,Denver,Denver International,P,L,24117623.0,22822111.0,0.0568
88.0,NM,CO,COS,Colorado Springs,City of Colorado Springs Municipal,P,S,1040879.0,997763.0,0.0432
168.0,NM,CO,EGE,Eagle,Eagle County Regional,P,N,231719.0,217039.0,0.0676
184.0,NM,CO,ASE,Aspen,Aspen-Pitkin County/Sardy Field,P,N,182268.0,201642.0,-0.0961
188.0,NM,CO,GJT,Grand Junction,Grand Junction Regional,P,N,170443.0,159509.0,0.0685
204.0,NM,CO,HDN,Hayden,Yampa Valley,P,N,139642.0,131448.0,0.0623
211.0,NM,CO,DRO,Durango,Durango-La Plata County,P,N,116310.0,113516.0,0.0246
224.0,NM,CO,MTJ,Montrose,Montrose Regional,P,N,92582.0,82316.0,0.1247
279.0,NM,CO,GUC,Gunnison,Gunnison-Crested Butte Regional,P,N,42622.0,48073.0,-0.1134
310.0,NM,CO,FNL,Fort Collins/Loveland,Fort Collins-Loveland Municipal,P,N,28315.0,32847.0,-0.138
352.0,NM,CO,TEX,Telluride,Telluride Regional,P,N,16464.0,16438.0,0.0016
408.0,NM,CO,CEZ,Cortez,Cortez Municipal,P,N,10186.0,9252.0,0.101
435.0,NM,CO,ALS,Alamosa,San Luis Valley Regional/Bergman Field,CS,None,7478.0,7194.0,0.0395
471.0,NM,CO,PUB,Pueblo,Pueblo Memorial,CS,None,4880.0,4955.0,-0.0151
500.0,NM,CO,APA,Englewood,Centennial,GA,None,4035.0,484.0,7.3368
686.0,NM,CO,BJC,Broomfield,Rocky Mountain Metropolitan,GA,None,1103.0,153.0,6.2092
709.0,NM,CO,CD06,Englewood,Centennial Healthcare Plaza,GA,None,905.0,0.0,0.0
895.0,NM,CO,BKF,Aurora,Buckley AFB,GA,None,169.0,0.0,0.0
914.0,NM,CO,RIL,Rifle,Garfield County Regional,GA,None,142.0,56.0,1.5357
957.0,NM,CO,PSO,Pagosa Springs,Stevens Field,GA,None,105.0,0.0,0.0
1084.0,NM,CO,MVI,Monte Vista,Monte Vista Municipal,GA,None,44.0,0.0,0.0
1288.0,NM,CO,ITR,Burlington,Kit Carson County,GA,None,19.0,74.0,-0.7432
1300.0,NM,CO,C24,Creede,Mineral County Memorial,GA,None,18.0,0.0,0.0
1382.0,NM,CO,GXY,Greeley,Greeley-Weld County,GA,None,14.0,7.0,1.0
1383.0,NM,CO,LMO,Longmont,Vance Brand,GA,None,14.0,14.0,0.0
1477.0,NM,CO,8V7,Springfield,Springfield Municipal,GA,None,10.0,1.0,9.0
1491.0,NM,CO,LAA,Lamar,Lamar Municipal,GA,None,10.0,94.0,-0.8936
1510.0,NM,CO,AIB,Nucla,Hopkins Field,GA,None,9.0,0.0,0.0
1583.0,NM,CO,7V2,Paonia,North Fork Valley,GA,None,7.0,12.0,-0.4167
1592.0,NM,CO,FTG,Watkins,Front Range,GA,None,7.0,5.0,0.4
1634.0,NM,CO,AKO,Akron,Colorado Plains Regional,GA,None,6.0,2.0,2.0
1638.0,NM,CO,C08,Westcliffe,Silver West,GA,None,6.0,0.0,0.0
1688.0,NM,CO,20V,Kremmling,Mc Elroy Airfield,GA,None,5.0,24.0,-0.7917
1711.0,NM,CO,FMM,Fort Morgan,Fort Morgan Municipal,GA,None,5.0,0.0,0.0
1750.0,NM,CO,33V,Walden,Walden-Jackson County,GA,None,4.0,0.0,0.0
1769.0,NM,CO,CAG,Craig,Craig-Moffat,GA,None,4.0,0.0,0.0
1887.0,NM,CO,TAD,Trinidad,Perry Stokes,GA,None,3.0,0.0,0.0
1917.0,NM,CO,ANK,Salida,Harriet Alexander Field,GA,None,2.0,0.0,0.0
56.0,NE,CT,BDL,Windsor Locks,Bradley International,P,M,3231374.0,3409938.0,-0.0524
288.0,NE,CT,HVN,New Haven,Tweed-New Haven,P,N,37637.0,38144.0,-0.0133
685.0,NE,CT,BDR,Bridgeport,Igor I Sikorsky Memorial,GA,None,1119.0,1013.0,0.1046
934.0,NE,CT,OXC,Oxford,Waterbury-Oxford,GA,None,123.0,63.0,0.9524
1023.0,NE,CT,HFD,Hartford,Hartford-Brainard,GA,None,71.0,77.0,-0.0779
1029.0,NE,CT,GON,Groton New London,Groton-New London,GA,None,68.0,161.0,-0.5776
1275.0,NE,CT,DXR,Danbury,Danbury Municipal,GA,None,20.0,3271.0,-0.9939
1821.0,NE,CT,SNC,Chester,Chester,GA,None,4.0,0.0,0.0
394.0,EA,DE,ILG,Wilmington,New Castle,P,N,11485.0,8554.0,0.3426
721.0,EA,DE,DOV,Dover,Dover AFB,GA,None,804.0,1107.0,-0.2737
1213.0,EA,DE,GED,Georgetown,Sussex County,GA,None,26.0,185.0,-0.8595
1749.0,EA,DE,33N,Dover/Cheswold,Delaware Airpark,GA,None,4.0,4.0,0.0
11.0,SO,FL,MCO,Orlando,Orlando International,P,L,17614679.0,16807534.0,0.048
16.0,SO,FL,MIA,Miami,Miami International,P,L,16194162.0,15664791.0,0.0338
22.0,SO,FL,FLL,Fort Lauderdale,Fort Lauderdale/Hollywood International,P,L,11079250.0,10204579.0,0.0857
26.0,SO,FL,TPA,Tampa,Tampa International,P,L,9306036.0,9187865.0,0.0129
48.0,SO,FL,RSW,Fort Myers,Southwest Florida International,P,M,3986928.0,3764223.0,0.0592
53.0,SO,FL,PBI,West Palm Beach,Palm Beach International,P,M,3475345.0,3418310.0,0.0167
58.0,SO,FL,JAX,Jacksonville,Jacksonville International,P,M,3138015.0,2971953.0,0.0559
91.0,SO,FL,SFB,Sanford,Orlando Sanford International,P,S,985597.0,915135.0,0.077
94.0,SO,FL,PNS,Pensacola,Pensacola Regional,P,S,832158.0,807069.0,0.0311
101.0,SO,FL,SRQ,Sarasota/Bradenton,Sarasota/Bradenton International,P,S,782497.0,712379.0,0.0984
123.0,SO,FL,TLH,Tallahassee,Tallahassee Regional,P,S,462233.0,492826.0,-0.0621
140.0,SO,FL,VPS,Valparaiso,Eglin AFB,P,S,381992.0,350484.0,0.0899
142.0,SO,FL,PIE,Clearwater,St Petersburg-Clearwater International,P,N,372283.0,200972.0,0.8524
146.0,SO,FL,DAB,Daytona Beach,Daytona Beach International,P,N,340328.0,262503.0,0.2965
160.0,SO,FL,EYW,Key West,Key West International,P,N,270781.0,294047.0,-0.0791
195.0,SO,FL,PFN,Panama City,Panama City-Bay County International,P,N,159948.0,173211.0,-0.0766
203.0,SO,FL,GNV,Gainesville,Gainesville Regional,P,N,142068.0,153532.0,-0.0747
205.0,SO,FL,MLB,Melbourne,Melbourne International,P,N,137102.0,162079.0,-0.1541
338.0,SO,FL,SGJ,Saint Augustine,St Augustine,P,N,21331.0,326.0,64.4325
373.0,SO,FL,APF,Naples,Naples Municipal,P,N,13984.0,25379.0,-0.449
413.0,SO,FL,NIP,Jacksonville,Jacksonville NAS /Towers Field/,GA,None,9458.0,10308.0,-0.0825
442.0,SO,FL,PGD,Punta Gorda,Charlotte County,CS,None,7031.0,113.0,61.2212
464.0,SO,FL,MTH,Marathon,The Florida Keys Marathon,GA,None,5155.0,162.0,30.821
600.0,SO,FL,HRT,Mary Esther,Hurlburt Field,GA,None,2148.0,1569.0,0.369
678.0,SO,FL,BCT,Boca Raton,Boca Raton,GA,None,1189.0,1504.0,-0.2094
700.0,SO,FL,DED,DeLand,DeLand Municipal-Sidney H Taylor Field,GA,None,1000.0,16.0,61.5
704.0,SO,FL,COF,Cocoa Beach,Patrick AFB,GA,None,929.0,1160.0,-0.1991
711.0,SO,FL,FD67,Fort Myers,Lee Memorial Hospital Emergency,GA,None,900.0,0.0,0.0
726.0,SO,FL,FXE,Fort Lauderdale,Fort Lauderdale Executive,GA,None,747.0,341.0,1.1906
734.0,SO,FL,VRB,Vero Beach,Vero Beach Municipal,GA,None,702.0,488.0,0.4385
756.0,SO,FL,MCF,Tampa,MacDill AFB,GA,None,596.0,423.0,0.409
771.0,SO,FL,PAM,Panama City,Tyndall AFB,GA,None,525.0,540.0,-0.0278
814.0,SO,FL,OPF,Miami,Opa- Locka Executive,GA,None,348.0,201.0,0.7313
823.0,SO,FL,HST,Homestead,Homestead ARB,GA,None,331.0,96.0,2.4479
826.0,SO,FL,NQX,Key West,Key West NAS /Boca Chica Field/,GA,None,321.0,137.0,1.3431
838.0,SO,FL,ORL,Orlando,Executive,GA,None,295.0,562.0,-0.4751
842.0,SO,FL,DTS,Destin,Destin-Fort Walton Beach,GA,None,272.0,178.0,0.5281
844.0,SO,FL,OCF,Ocala,Ocala International-Jim Taylor Field,GA,None,271.0,102.0,1.6569
875.0,SO,FL,SUA,Stuart,Witham Field,GA,None,199.0,510.0,-0.6098
893.0,SO,FL,TMB,Miami,Kendall-Tamiami Executive,GA,None,174.0,109.0,0.5963
903.0,SO,FL,NPA,Pensacola,Pensacola NAS/Forrest Sherman Field/,GA,None,162.0,208.0,-0.2212
915.0,SO,FL,ISM,Kissimmee,Kissimmee Gateway,GA,None,140.0,242.0,-0.4215
932.0,SO,FL,LAL,Lakeland,Lakeland Linder Regional,GA,None,124.0,191.0,-0.3508
940.0,SO,FL,FPR,Fort Pierce,St Lucie County International,GA,None,115.0,79.0,0.4557
958.0,SO,FL,TIX,Titusville,Space Coast Regional,GA,None,105.0,138.0,-0.2391
979.0,SO,FL,FMY,Fort Myers,Page Field,GA,None,92.0,139.0,-0.3381
1034.0,SO,FL,XFL,Bunnell,Flagler County,GA,None,66.0,38.0,0.7368
1042.0,SO,FL,MKY,Marco Island,Marco Island,GA,None,63.0,74.0,-0.1486
1076.0,SO,FL,VNC,Venice,Venice Municipal,GA,None,47.0,50.0,-0.06
1077.0,SO,FL,AAF,Apalachicola,Apalachicola Regional,GA,None,46.0,4.0,10.5
1135.0,SO,FL,55J,Fernandina Beach,Fernandina Beach Municipal,GA,None,36.0,64.0,-0.4375
1138.0,SO,FL,EVB,New Smyrna Beach,New Smyrna Beach Municipal,GA,None,36.0,75.0,-0.52
1177.0,SO,FL,BKV,Brooksville,Hernando County,GA,None,30.0,19.0,0.5789
1198.0,SO,FL,07FA,Key Largo,Ocean Reef Club,GA,None,27.0,163.0,-0.8344
1211.0,SO,FL,F45,West Palm Beach,North Palm Beach County General Aviation,GA,None,26.0,53.0,-0.5094
1221.0,SO,FL,CRG,Jacksonville,Craig Municipal,GA,None,25.0,444.0,-0.9437
1297.0,SO,FL,VDF,Tampa,Vandenberg,GA,None,19.0,20.0,-0.05
1320.0,SO,FL,SEF,Sebring,Sebring Regional,GA,None,17.0,5.0,2.4
1326.0,SO,FL,BOW,Bartow,Bartow Municipal,GA,None,16.0,4.0,3.0
1401.0,SO,FL,GIF,Winter Haven,Winter Haven's Gilbert,GA,None,13.0,26.0,-0.5
1455.0,SO,FL,LCQ,Lake City,Lake City Municipal,GA,None,11.0,1.0,10.0
1531.0,SO,FL,PMP,Pompano Beach,Pompano Beach Airpark,GA,None,9.0,0.0,0.0
1541.0,SO,FL,AVO,Avon Park,Avon Park Executive,GA,None,8.0,0.0,0.0
1560.0,SO,FL,LEE,Leesburg,Leesburg International,GA,None,8.0,20.0,-0.6
1621.0,SO,FL,ZPH,Zephyrhills,Zephyrhills Municipal,GA,None,7.0,5.0,0.4
1741.0,SO,FL,VQQ,Jacksonville,Cecil Field,GA,None,5.0,0.0,0.0
1964.0,SO,FL,LNA,West Palm Beach,Palm Beach County Park,GA,None,2.0,2.0,0.0
1994.0,SO,FL,SPG,Saint Petersburg,Albert Whitted,GA,None,2.0,285.0,-0.993
2057.0,SO,FL,MAI,Marianna,Marianna Municipal,GA,None,1.0,3.0,-0.6667
2093.0,SO,FL,X59,Valkaria,Valkaria,GA,None,1.0,1.0,0.0
2094.0,SO,FL,X60,Williston,Williston Municipal,GA,None,1.0,0.0,0.0
1.0,SO,GA,ATL,Atlanta,Hartsfield - Jackson Atlanta International,P,L,43236665.0,41352038.0,0.0456
89.0,SO,GA,SAV,Savannah,Savannah/Hilton Head International,P,S,992625.0,950904.0,0.0439
197.0,SO,GA,AGS,Augusta,Augusta Regional at Bush Field,P,N,154558.0,134716.0,0.1473
267.0,SO,GA,CSG,Columbus,Columbus Metropolitan,P,N,46972.0,44872.0,0.0468
286.0,SO,GA,ABY,Albany,Southwest Georgia Regional,P,N,38758.0,34712.0,0.1166
293.0,SO,GA,VLD,Valdosta,Valdosta Regional,P,N,35094.0,39829.0,-0.1189
329.0,SO,GA,BQK,Brunswick,Brunswick Golden Isles,P,N,24153.0,26725.0,-0.0962
334.0,SO,GA,SVN,Savannah,Hunter AAF,GA,None,22468.0,3167.0,6.0944
365.0,SO,GA,LSF,Fort Benning (U.S. Army),Lawson AAF (Fort Benning),GA,None,15074.0,1389.0,9.8524
395.0,SO,GA,MCN,Macon,Middle Georgia Regional,P,N,11465.0,13303.0,-0.1382
450.0,SO,GA,AHN,Athens,Athens/Ben Epps,CS,None,6187.0,6738.0,-0.0818
661.0,SO,GA,WRB,Warner Robins,Robins AFB,GA,None,1415.0,1658.0,-0.1466
680.0,SO,GA,FTY,Atlanta,Fulton County Airport-Brown Field,GA,None,1181.0,19.0,61.1579
701.0,SO,GA,PDK,Atlanta,Dekalb-Peachtree,GA,None,993.0,163.0,5.092
816.0,SO,GA,MGE,Marietta,Dobbins Air Reserve Base (Atlanta NAS),GA,None,346.0,29.0,10.931
859.0,SO,GA,PIM,Pine Mountain,Harris County,GA,None,236.0,0.0,0.0
867.0,SO,GA,VAD,Valdosta,Moody AFB,GA,None,208.0,761.0,-0.7267
918.0,SO,GA,SSI,Brunswick,Malcolm McKinnon,GA,None,137.0,8.0,16.125
1011.0,SO,GA,RYY,Marietta,Cobb County-McCollum Field,GA,None,76.0,16.0,3.75
1152.0,SO,GA,4A7,Hampton,Clayton County - Tara Field,GA,None,34.0,0.0,0.0
1155.0,SO,GA,TVI,Thomasville,Thomasville Regional,GA,None,34.0,3.0,10.3333
1164.0,SO,GA,3J7,Greensboro,Greene County Regional,GA,None,32.0,0.0,0.0
1179.0,SO,GA,GVL,Gainesville,Lee Gilmer Memorial,GA,None,30.0,3.0,9.0
1279.0,SO,GA,JES,Jesup,Jesup-Wayne County,GA,None,20.0,0.0,0.0
1315.0,SO,GA,LGC,La Grange,La Grange-Callaway,GA,None,17.0,0.0,0.0
1348.0,SO,GA,DQH,Douglas,Douglas Municipal,GA,None,15.0,0.0,0.0
1349.0,SO,GA,FFC,Peachtree City,Peachtree City-Falcon Field,GA,None,15.0,3.0,4.0
1357.0,SO,GA,LZU,Lawrenceville,Gwinnett County - Briscoe Field,GA,None,15.0,0.0,0.0
1372.0,SO,GA,VDI,Vidalia,Vidalia Regional,GA,None,15.0,1.0,14.0
1398.0,SO,GA,CXU,Camilla,Camilla-Mitchell County,GA,None,13.0,0.0,0.0
1405.0,SO,GA,HQU,Thomson,Thomson-McDuffie County,GA,None,13.0,0.0,0.0
1422.0,SO,GA,9A1,Covington,Covington Municipal,GA,None,12.0,0.0,0.0
1428.0,SO,GA,CTJ,Carrollton,West Georgia Regional - O V Gray Field,GA,None,12.0,0.0,0.0
1480.0,SO,GA,AZE,Hazlehurst,Hazlehurst,GA,None,10.0,0.0,0.0
1545.0,SO,GA,BGE,Bainbridge,Decatur County Industrial Air Park,GA,None,8.0,0.0,0.0
1554.0,SO,GA,DNL,Augusta,Daniel Field,GA,None,8.0,0.0,0.0
1576.0,SO,GA,TOC,Toccoa,Toccoa - R G LeTourneau Field,GA,None,8.0,0.0,0.0
1608.0,SO,GA,PXE,Perry,Perry-Houston County,GA,None,7.0,0.0,0.0
1626.0,SO,GA,2J2,Hinesville,Liberty County,GA,None,6.0,0.0,0.0
1645.0,SO,GA,DNN,Dalton,Dalton Municipal,GA,None,6.0,7.0,-0.1429
1666.0,SO,GA,MGR,Moultrie,Moultrie Municipal,GA,None,6.0,0.0,0.0
1705.0,SO,GA,DBN,Dublin,W H 'Bud' Barron,GA,None,5.0,0.0,0.0
1847.0,SO,GA,AYS,Waycross,Waycross-Ware County,GA,None,3.0,0.0,0.0
1929.0,SO,GA,D73,Monroe,Monroe-Walton County,GA,None,2.0,0.0,0.0
2083.0,SO,GA,SBO,Swainsboro,Emanuel County,GA,None,1.0,0.0,0.0
2091.0,SO,GA,VPC,Cartersville,Cartersville,GA,None,1.0,0.0,0.0
80.0,WP,GU,GUM,Agana,Guam International,P,S,1420257.0,1416354.0,0.0028
646.0,WP,GU,UAM,"Andersen,Mariana Island",Andersen AFB,GA,None,1608.0,1490.0,0.0792
25.0,WP,HI,HNL,Honolulu,Honolulu International,P,L,10393929.0,9855838.0,0.0546
57.0,WP,HI,OGG,Kahului,Kahului,P,M,3141449.0,3027106.0,0.0378
76.0,WP,HI,KOA,Kailua Kona,Kona International at Keahole,P,S,1519345.0,1450717.0,0.0473
77.0,WP,HI,LIH,Lihue,Lihue,P,S,1450512.0,1331432.0,0.0894
99.0,WP,HI,ITO,Hilo,Hilo International,P,S,803627.0,695801.0,0.155
219.0,WP,HI,MKK,Kaunakakai,Molokai,P,N,105953.0,76728.0,0.3809
252.0,WP,HI,LNY,Lanai City,Lanai,P,N,61649.0,50896.0,0.2113
262.0,WP,HI,JHM,Lahaina,Kapalua,GA,None,49852.0,59256.0,-0.1587
533.0,WP,HI,LUP,Kalaupapa,Kalaupapa,CS,None,3206.0,1238.0,1.5897
566.0,WP,HI,HNM,Hana,Hana,CS,None,2622.0,4390.0,-0.4027
677.0,WP,HI,MUE,Kamuela,Waimea-Kohala,GA,None,1199.0,2144.0,-0.4408
1192.0,WP,HI,HFS,Tern Island,French Frigate Shoals,GA,None,28.0,38.0,-0.2632
92.0,CE,IA,DSM,Des Moines,Des Moines International,P,S,963231.0,947393.0,0.0167
116.0,CE,IA,CID,Cedar Rapids,The Eastern Iowa,P,S,530417.0,516095.0,0.0278
273.0,CE,IA,DBQ,Dubuque,Dubuque Regional,P,N,45878.0,46973.0,-0.0233
278.0,CE,IA,SUX,Sioux City,Sioux Gateway/Col. Bud Day Field,P,N,43518.0,33195.0,0.311
304.0,CE,IA,ALO,Waterloo,Waterloo Regional,P,N,28880.0,33211.0,-0.1304
391.0,CE,IA,MCW,Mason City,Mason City Municipal,P,N,11612.0,12142.0,-0.0437
441.0,CE,IA,FOD,Fort Dodge,Fort Dodge Regional,CS,None,7037.0,6911.0,0.0182
619.0,CE,IA,BRL,Burlington,Southeast Iowa Regional,GA,None,1920.0,7967.0,-0.759
710.0,CE,IA,IOW,Iowa City,Iowa City Municipal,GA,None,902.0,1396.0,-0.3539
799.0,CE,IA,CIN,Carroll,Arthur N Neu,GA,None,409.0,350.0,0.1686
882.0,CE,IA,IKV,Ankeny,Ankeny Regional,GA,None,187.0,28.0,5.6786
902.0,CE,IA,OTM,Ottumwa,Ottumwa Regional,GA,None,163.0,18.0,8.0556
928.0,CE,IA,SPW,Spencer,Spencer Municipal,GA,None,128.0,213.0,-0.3991
962.0,CE,IA,MPZ,Mount Pleasant,Mount Pleasant Municipal,GA,None,103.0,99.0,0.0404
968.0,CE,IA,EOK,Keokuk,Keokuk Municipal,GA,None,101.0,71.0,0.4225
978.0,CE,IA,CBF,Council Bluffs,Council Bluffs Municipal,GA,None,92.0,0.0,0.0
1041.0,CE,IA,FSW,Fort Madison,Fort Madison Municipal,GA,None,63.0,108.0,-0.4167
1122.0,CE,IA,DVN,Davenport,Davenport Municipal,GA,None,39.0,29.0,0.3448
1132.0,CE,IA,0F3,Spirit Lake,Spirit Lake Municipal,GA,None,37.0,26.0,0.4231
1206.0,CE,IA,MUT,Muscatine,Muscatine Municipal,GA,None,27.0,6.0,3.5
1210.0,CE,IA,AMW,Ames,Ames Municipal,GA,None,26.0,50.0,-0.48
