CY 02 Rank,RO,State,Locid,Airport Name,City,Svc Lvl,Hub,CY 2002 Boardings,CY 2001 Boardings,% Change
647.0,NM,MT,OLF,L M Clayton,Wolf Point,GA,None,1213.0,1877.0,-0.3538
648.0,CE,NE,CDR,Chadron Municipal,Chadron,GA,None,1204.0,1375.0,-0.1244
649.0,GL,IL,GBG,Galesburg Municipal,Galesburg,GA,None,1200.0,1254.0,-0.0431
650.0,SO,GA,PDK,Dekalb - Peachtree,Atlanta,GA,None,1198.0,1290.0,-0.0713
651.0,NM,WA,S31,Lopez Island,Lopez,GA,None,1183.0,1867.0,-0.3664
652.0,AL,AK,IGG,Igiugig,Igiugig,GA,None,1178.0,1120.0,0.0518
653.0,EA,PA,PNE,Northeast Philadelphia,Philadelphia,GA,None,1177.0,1434.0,-0.1792
654.0,AL,AK,AKK,Akhiok,Akhiok,GA,None,1172.0,1073.0,0.0923
655.0,AL,AK,WNA,Napakiak,Napakiak,GA,None,1145.0,1328.0,-0.1378
656.0,AL,AK,KTS,Brevig Mission,Brevig Mission,GA,None,1143.0,1449.0,-0.2112
657.0,CE,NE,OFK,Karl Stefan Memorial,Norfolk,GA,None,1139.0,1709.0,-0.3335
658.0,SW,NM,ALM,"Alamogordo - 
White Sands Regional",Alamogordo,GA,None,1134.0,1709.0,-0.3365
659.0,AL,AK,4K0,Pedro Bay,Pedro Bay,GA,None,1128.0,903.0,0.2492
660.0,AL,AK,TKL,Taku Lodge,Taku Lodge,GA,None,1127.0,0.0,0.0
661.0,GL,OH,89D,Kelleys Island Land Field,Kelleys Island,GA,None,1125.0,958.0,0.1743
662.0,AL,AK,5AK0,Trading Bay Production,Trading Bay,GA,None,1121.0,43.0,25.069
663.0,AL,AK,17Z,Manokotak,Manokotak,GA,None,1116.0,12588.0,-0.9113
664.0,SO,FL,EVB,New Smyrna Beach Municipal,New Smyrna Beach,GA,None,1104.0,1373.0,-0.1959
665.0,AL,AK,GBH,Galbraith Lake,Galbraith Lake,GA,None,1099.0,1152.0,-0.046
666.0,SW,TX,DWH,David Wayne Hooks Memorial,Houston,GA,None,1090.0,994.0,0.0966
667.0,AL,AK,SHX,Shageluk,Shageluk,GA,None,1086.0,1135.0,-0.0432
668.0,SW,NM,HOB,Lea County Regional,Hobbs,GA,None,1068.0,2620.0,-0.5924
669.0,AL,AK,TYE,Tyonek,Tyonek,GA,None,1054.0,3463.0,-0.6956
670.0,AL,AK,DEE,Deering /New/,Deering,GA,None,1049.0,1539.0,-0.3184
671.0,GL,MI,PTK,Oakland County International,Pontiac,GA,None,1040.0,1241.0,-0.162
672.0,SW,TX,BIF,Biggs AAF,Fort Bliss / El Paso / ,GA,None,1023.0,2090.0,-0.5105
673.0,AL,AK,4KA,Tununak,Tununak,GA,None,1009.0,1943.0,-0.4807
674.0,GL,OH,LNN,Willoughby Lost Nation Municipal,Willoughby,GA,None,1004.0,374.0,1.6845
675.0,AL,AK,IGT,Nightmute,Nightmute,GA,None,994.0,1353.0,-0.2653
676.0,AL,AK,AJC,Chignik,Chignik,GA,None,989.0,908.0,0.0892
677.0,NM,CO,APA,Centennial,Englewood,GA,None,989.0,4263.0,-0.768
678.0,AL,AK,PIZ,Point Lay LRRS,Point Lay,GA,None,986.0,1674.0,-0.411
679.0,GL,IL,1C5,Clow International,Bolingbrook,GA,None,980.0,336.0,1.9167
680.0,AL,AK,5Z1,Juneau Harbor,Juneau,GA,None,978.0,0.0,0.0
681.0,AL,AK,OBU,Kobuk,Kobuk,GA,None,972.0,1268.0,-0.2334
682.0,AL,AK,SVS,Stevens Village,Stevens Village,GA,None,969.0,781.0,0.2407
683.0,CE,KS,GLD,Renner Field /Goodland Municipal/,Goodland,GA,None,962.0,90.0,9.6889
684.0,AL,AK,CIK,Chalkyitsik,Chalkyitsik,GA,None,957.0,1079.0,-0.1131
685.0,AL,AK,TKE,Tenakee,Tenakee Springs,GA,None,946.0,1274.0,-0.2575
686.0,AL,AK,KYU,Koyukuk,Koyukuk,GA,None,940.0,890.0,0.0562
687.0,GL,MI,MCD,Mackinac Island,Mackinac Island,GA,None,936.0,2063.0,-0.5463
689.0,AL,AK,PNP,Pilot Point,Pilot Point,GA,None,920.0,1027.0,-0.1042
688.0,SW,LA,NEW,Lakefront,New Orleans,GA,None,920.0,178.0,4.1685
690.0,AL,AK,PEC,Pelican,Pelican,GA,None,918.0,890.0,0.0315
691.0,EA,NY,UCA,Oneida County,Utica,GA,None,917.0,2670.0,-0.6566
692.0,AL,AK,KEB,English Bay,English Bay,GA,None,905.0,1280.0,-0.293
693.0,EA,NY,LKP,Lake Placid,Lake Placid,GA,None,904.0,0.0,0.0
694.0,SW,TX,MDD,Midland Airpark,Midland,GA,None,901.0,1420.0,-0.3655
695.0,AL,AK,ANV,Anvik,Anvik,GA,None,899.0,831.0,0.0818
696.0,GL,SD,BKX,Brookings Municipal,Brookings,GA,None,894.0,927.0,-0.0356
697.0,AL,AK,KGX,Grayling,Grayling,GA,None,886.0,1211.0,-0.2684
698.0,AL,AK,IWK,Wales,Wales,GA,None,885.0,1319.0,-0.329
699.0,EA,PA,DYL,Doylestown,Doylestown,GA,None,882.0,0.0,0.0
700.0,AL,AK,EDF,Elmendorf AFB,Anchorage,GA,None,876.0,1151.0,-0.2389
701.0,AL,AK,HUS,Hughes,Hughes,GA,None,875.0,966.0,-0.0942
703.0,CE,NE,AIA,Alliance Municipal,Alliance,GA,None,873.0,754.0,0.1578
702.0,GL,MI,ACB,Antrim County,Bellaire,GA,None,873.0,164.0,4.3232
704.0,GL,IN,BMG,Monroe County,Bloomington,GA,None,872.0,1191.0,-0.2678
705.0,SO,NC,JQF,Concord Regional,Concord,GA,None,860.0,123.0,5.9919
706.0,SW,TX,LVJ,Clover Field,Houston,GA,None,857.0,757.0,0.1321
707.0,AL,AK,AKW,Klawock,Klawock,GA,None,856.0,3410.0,-0.749
708.0,SO,FL,FXE,Fort Lauderdale Executive,Fort Lauderdale,GA,None,851.0,1065.0,-0.2009
709.0,SW,TX,AFW,Fort Worth Alliance,Fort Worth,GA,None,847.0,582.0,0.4553
710.0,AL,AK,KNW,New Stuyahok,New Stuyahok,GA,None,840.0,1315.0,-0.3612
711.0,NM,MT,GDV,Dawson Community,Glendive,GA,None,833.0,1323.0,-0.3704
712.0,WP,WK,AWK,Wake Island Airfield,Wake Island,GA,None,824.0,15.0,53.933
713.0,AL,AK,9Z8,Levelock,Levelock,GA,None,816.0,1077.0,-0.2423
714.0,NM,MT,MLS,Frank Wiley Field,Miles City,GA,None,814.0,1342.0,-0.3934
715.0,GL,MI,DET,Detroit City,Detroit,GA,None,812.0,155.0,4.2387
716.0,GL,OH,3X5,North Bass Island,North Bass Island,GA,None,807.0,680.0,0.1868
717.0,AL,AK,WBQ,Beaver,Beaver,GA,None,797.0,1053.0,-0.2431
718.0,CE,IA,IOW,Iowa City Municipal,Iowa City,GA,None,794.0,595.0,0.3345
719.0,GL,WI,RPD,Rice Lake Regional - Carl's Field,Rice Lake,GA,None,786.0,10.0,77.6
720.0,GL,OH,OSU,Ohio State University,Columbus,GA,None,783.0,73.0,9.726
721.0,GL,MI,YIP,Willow Run,Detroit,GA,None,778.0,715.0,0.0881
722.0,WP,CA,NKX,Miramar MCAS / Mitscher Field,San Diego,GA,None,775.0,1131.0,-0.3148
723.0,NM,UT,UT03,Hite,Hanksville,GA,None,770.0,0.0,0.0
724.0,SW,OK,PWA,Wiley Post,Oklahoma City,GA,None,757.0,40.0,17.925
725.0,WP,AS,Z08,Ofu,Ofu Village,GA,None,750.0,3073.0,-0.7559
727.0,SO,TN,MOR,Moore - Murrell,Morristown,GA,None,741.0,317.0,1.3375
726.0,WP,NV,ELY,Ely /Yelland Field/,Ely,GA,None,741.0,75.0,8.88
728.0,WP,CA,SUU,Travis AFB,Fairfield,GA,None,736.0,2212.0,-0.6673
729.0,NM,MT,HVR,Havre City - County,Havre,GA,None,718.0,1102.0,-0.3485
730.0,GL,MN,MGG,Maple Lake Municipal,Maple Lake,GA,None,715.0,368.0,0.9429
731.0,AL,AK,PPC,Prospect Creek,Prospect Creek,GA,None,706.0,812.0,-0.1305
732.0,AL,AK,AK5,Perryville,Perryville,GA,None,705.0,864.0,-0.184
733.0,AL,AK,K54,Teller,Teller,GA,None,694.0,744.0,-0.0672
734.0,GL,MN,ELO,Ely Municipal,Ely,GA,None,689.0,770.0,-0.1052
735.0,AL,AK,JZZ,Koliganek,Koliganek,GA,None,685.0,997.0,-0.3129
736.0,SO,AL,TCL,Tuscaloosa Municipal,Tuscaloosa,GA,None,679.0,1333.0,-0.4906
737.0,AL,AK,KYK,Karluk,Karluk,GA,None,678.0,823.0,-0.1762
738.0,SW,NM,GUP,Gallup Municipal,Gallup,GA,None,674.0,2910.0,-0.7684
739.0,AL,AK,CJX,Crooked Creek,Crooked Creek,GA,None,667.0,675.0,-0.0119
740.0,GL,OH,TZR,Bolton Field,Columbus,GA,None,650.0,13.0,49.0
741.0,WP,CA,MYV,Yuba County,Marysville,GA,None,640.0,601.0,0.0649
742.0,GL,IL,DPA,Dupage,"Chicago / 
West Chicago",GA,None,636.0,648.0,-0.0185
743.0,AL,AK,PBV,St George,St. George,GA,None,635.0,656.0,-0.032
744.0,AL,AK,PKA,Napaskiak,Napaskiak,GA,None,632.0,995.0,-0.3648
745.0,GL,WI,UES,Waukesha County,Waukesha,GA,None,632.0,665.0,-0.0496
746.0,CE,KS,GBD,Great Bend Municipal,Great Bend,GA,None,629.0,1138.0,-0.4473
747.0,EA,DE,ILG,New Castle County,Wilmington,GA,None,626.0,151.0,3.1457
748.0,NM,CO,FNL,Fort Collins - Loveland Municipal,Fort Collins / Loveland,GA,None,620.0,1174.0,-0.4719
749.0,AL,AK,WSN,South Naknek Nr 2,South Naknek,GA,None,619.0,1076.0,-0.4247
750.0,AL,AK,HWI,Hawk Inlet,Hawk Inlet,GA,None,612.0,931.0,-0.3426
751.0,AL,AK,SLQ,Sleetmute,Sleetmute,GA,None,608.0,520.0,0.1692
752.0,SO,MS,VKS,Vicksburg Municipal,Vicksburg,GA,None,604.0,15.0,39.266
753.0,EA,NY,H43,Haverstraw,Haverstraw,GA,None,600.0,360.0,0.6667
754.0,SO,AL,ANB,Anniston Metropolitan,Anniston,GA,None,597.0,648.0,-0.0787
755.0,SW,TX,LBX,Brazoria County,"Angleton / 
Lake Jackson",GA,None,573.0,1781.0,-0.6783
756.0,NE,ME,06B,Lucky Landing Marina and SPB,Bangor,GA,None,556.0,0.0,0.0
757.0,SW,AR,ROG,Rogers Municipal - Carter Field,Rogers,GA,None,554.0,106.0,4.2264
758.0,AL,AK,A63,Twin Hills,Twin Hills,GA,None,551.0,690.0,-0.2014
759.0,NM,WA,76S,Wes Lupien,Oak Harbor,GA,None,548.0,2446.0,-0.776
760.0,SO,MS,UOX,University - Oxford,Oxford,GA,None,548.0,507.0,0.0809
761.0,NM,ID,U70,Cascade,Cascade,GA,None,544.0,0.0,0.0
762.0,AL,AK,UUO,Willow,Willow,GA,None,540.0,0.0,0.0
763.0,NM,UT,U34,Green River Municipal,Green River,GA,None,537.0,0.0,0.0
765.0,GL,IL,MQB,Macomb Municipal,Macomb,GA,None,531.0,587.0,-0.0954
764.0,NE,ME,57B,Islesboro,Islesboro,GA,None,531.0,0.0,0.0
766.0,SO,FL,OPF,Opa Locka,Miami,GA,None,529.0,306.0,0.7288
767.0,EA,VA,MTV,Blue Ridge,Martinsville,GA,None,528.0,0.0,0.0
768.0,EA,NY,7N1,Corning - Painted Post,Corning,GA,None,525.0,0.0,0.0
769.0,WP,NV,MEV,Minden - Tahoe,Minden,GA,None,524.0,0.0,0.0
770.0,AL,AK,GNU,Goodnews,Goodnews,GA,None,518.0,1316.0,-0.6064
771.0,NM,MT,LWT,Lewistown Municipal,Lewistown,GA,None,507.0,849.0,-0.4028
772.0,SW,LA,DTN,Shreveport Downtown,Shreveport,GA,None,500.0,15.0,32.333
773.0,SW,TX,SGR,Sugar Land Regional,Houston,GA,None,495.0,81.0,5.1111
774.0,SO,FL,MCF,MacDill AFB,Tampa,GA,None,488.0,0.0,0.0
775.0,AL,AK,9A3,Chuathbaluk,Chuathbaluk,GA,None,485.0,514.0,-0.0564
776.0,EA,PA,PTW,Pottstown Limerick,Pottstown,GA,None,483.0,17.0,27.411
777.0,SW,TX,GLS,Scholes International at Galveston,Galveston,GA,None,482.0,3180.0,-0.8484
778.0,CE,MO,MKC,Charles B. Wheeler Downtown,Kansas City,GA,None,481.0,1167.0,-0.5878
779.0,EA,MD,FME,Tipton,Odenton,GA,None,478.0,0.0,0.0
780.0,EA,PA,LOM,Wings Field,Ambler,GA,None,470.0,93.0,4.0538
781.0,WP,AZ,P20,Avi Suquilla,Parker,GA,None,465.0,977.0,-0.5241
785.0,AL,AK,KCL,Chignik Lagoon,Chignik Flats,GA,None,459.0,1088.0,-0.5781
782.0,GL,MI,ARB,Ann Arbor Municipal,Ann Arbor,GA,None,459.0,69.0,5.6522
783.0,SO,SC,CRE,Grand Strand,North Myrtle Beach,GA,None,459.0,632.0,-0.2737
784.0,WP,AZ,INW,Winslow - Lindbergh Regional,Winslow,GA,None,459.0,69.0,5.6522
786.0,AL,AK,PTU,Platinum,Platinum,GA,None,458.0,480.0,-0.0458
787.0,AL,AK,5BL,Homer - Beluga Lake,Homer,GA,None,450.0,400.0,0.125
788.0,AL,AK,AKA,Atka,Atka,GA,None,446.0,0.0,0.0
789.0,AL,AK,5NI,Nikolai,Nikolai,GA,None,445.0,506.0,-0.1206
790.0,EA,PA,AGC,Allegheny County,Pittsburgh,GA,None,438.0,811.0,-0.4599
791.0,SW,LA,BAD,Barksdale AFB,Bossier City,GA,None,432.0,357.0,0.2101
792.0,NE,ME,85B,Shin Pond,Patten,GA,None,430.0,250.0,0.72
793.0,CE,IA,CIN,Arthur N Neu,Carroll,GA,None,429.0,305.0,0.4066
794.0,SO,NC,UKF,Wilkes County,North Wilkesboro,GA,None,427.0,14.0,29.5
795.0,NM,WA,38WA,Blakely Island,Blakely Island,GA,None,426.0,690.0,-0.3826
796.0,GL,IL,CGX,Merrill C Meigs,Chicago,GA,None,421.0,5829.0,-0.9278
797.0,EA,MD,MTN,Martin State,Baltimore,GA,None,416.0,57.0,6.2982
798.0,NM,CO,BJC,Jeffco,Broomfield,GA,None,411.0,1390.0,-0.7043
799.0,CE,IA,OTM,Ottumwa Industrial,Ottumwa,GA,None,410.0,959.0,-0.5725
800.0,SW,OK,TIK,Tinker AFB,Oklahoma City,GA,None,407.0,73.0,4.5753
802.0,AL,AK,KEK,Ekwok,Ekwok,GA,None,406.0,403.0,0.0074
803.0,AL,AK,KFP,False Pass,False Pass,GA,None,406.0,410.0,-0.0098
801.0,GL,MI,BTL,W K Kellogg,Battle Creek,GA,None,406.0,214.0,0.8972
804.0,NM,WA,NUW,Whidbey Island NAS /Ault Field/,Oak Harbor,GA,None,397.0,509.0,-0.22
805.0,SO,KY,BWG,"Bowling Green - 
Warren County Regional",Bowling Green,GA,None,388.0,349.0,0.1117
806.0,GL,MI,ONZ,Grosse Ile Municipal,Detroit / Grosse Ile,GA,None,386.0,289.0,0.3356
807.0,NM,UT,U96,Cal Black Memorial,Halls Crossing,GA,None,384.0,7.0,53.857
808.0,AL,AK,RMP,Rampart,Rampart,GA,None,379.0,390.0,-0.0282
809.0,GL,OH,LCK,Rickenbacker International,Columbus,GA,None,378.0,522.0,-0.2759
810.0,SO,GA,LSF,Lawson AAF (Fort Benning),"Fort Benning 
(U.S. Army)",GA,None,378.0,5905.0,-0.936
811.0,GL,OH,38D,Salem Airpark Inc,Salem,GA,None,364.0,287.0,0.2683
812.0,AL,AK,Z91,Birch Creek,Birch Creek,GA,None,361.0,444.0,-0.1869
813.0,AL,AK,SWD,Seward,Seward,GA,None,360.0,705.0,-0.4894
814.0,SW,NM,ZUN,Black Rock,Zuni Pueblo,GA,None,360.0,257.0,0.4008
815.0,AL,AK,IKO,Nikolski AS,Nikolski,GA,None,355.0,326.0,0.089
816.0,WP,CA,O85,Benton Field,Redding,GA,None,354.0,56.0,5.3214
817.0,SO,SC,SSC,Shaw AFB,Sumter,GA,None,353.0,470.0,-0.2489
818.0,AL,AK,1AK3,Port Moller Air Force Station,Cold Bay,GA,None,346.0,0.0,0.0
819.0,AL,AK,CXF,Coldfoot,Coldfoot,GA,None,342.0,547.0,-0.3748
820.0,SO,KY,K20,Wendell H Ford,Hazard,GA,None,338.0,1.0,337.0
821.0,WP,CA,VNY,Van Nuys,Van Nuys,GA,None,334.0,1479.0,-0.7742
822.0,NM,UT,PVU,Provo Municipal,Provo,GA,None,333.0,1086.0,-0.6934
824.0,AL,AK,Z73,Nelson Lagoon,Nelson Lagoon,GA,None,319.0,265.0,0.2038
823.0,GL,WI,VOK,Volk Field,Camp Douglas,GA,None,319.0,242.0,0.3182
825.0,GL,IL,PWK,Palwaukee Municipal,Chicago / Prospect Hgts / Wheeling,GA,None,318.0,569.0,-0.4411
826.0,EA,NY,5B2,Saratoga County,Saratoga Springs,GA,None,316.0,3.0,104.33
827.0,GL,MN,ULM,New Ulm Municipal,New Ulm,GA,None,314.0,288.0,0.0903
828.0,AL,AK,CRC,Circle City /New/,Circle,GA,None,312.0,0.0,0.0
829.0,NM,WA,DEW,Deer Park,Deer Park,GA,None,310.0,4.0,76.5
830.0,WP,CA,NZY,North Island NAS /Halsey Field/,San Diego,GA,None,310.0,12065.0,-0.9743
831.0,GL,OH,FDY,Findlay,Findlay,GA,None,309.0,598.0,-0.4833
832.0,NE,NH,AFN,Jaffrey - Silver Ranch,Jaffrey,GA,None,307.0,0.0,0.0
833.0,SW,TX,GTU,Georgetown Municipal,Georgetown,GA,None,306.0,22.0,12.909
834.0,AL,AK,UMT,Umiat,Umiat,GA,None,303.0,163.0,0.8589
835.0,GL,IL,VYS,"Illinois Valley Regional - 
Walter A Duncan Field",Peru,GA,None,302.0,515.0,-0.4136
836.0,GL,IN,FKR,Frankfort Municipal,Frankfort,GA,None,300.0,0.0,0.0
837.0,WP,CA,BIH,Eastern Sierra Regional,Bishop,GA,None,299.0,0.0,0.0
838.0,SO,GA,WRB,Robins AFB,Warner Robins,GA,None,297.0,156.0,0.9038
839.0,CE,IA,AMW,Ames Municipal,Ames,GA,None,293.0,916.0,-0.6801
840.0,SO,AL,BFM,Mobile Downtown,Mobile,GA,None,293.0,321.0,-0.0872
841.0,AL,AK,A14,Portage Creek,Portage Creek,GA,None,288.0,363.0,-0.2066
842.0,SW,LA,HUM,Houma - Terrebonne,Houma,GA,None,285.0,30.0,8.5
843.0,SO,TN,MQY,Smyrna,Smyrna,GA,None,281.0,125.0,1.248
844.0,AL,AK,FBK,Wainwright AAF,"Fairbanks / 
Ft Wainwright",GA,None,280.0,1052.0,-0.7338
845.0,SO,SC,AND,Anderson Regional,Anderson,GA,None,277.0,359.0,-0.2284
846.0,AL,AK,AK96,Bartletts,Egegik,GA,None,276.0,0.0,0.0
847.0,EA,VA,JYO,Leesburg Executive,Leesburg,GA,None,276.0,14.0,18.714
848.0,SO,KY,HOP,Campbell AAF,Fort Campbell,GA,None,274.0,4057.0,-0.9325
849.0,EA,NY,JRA,West 30th St.,New York,GA,None,273.0,410.0,-0.3341
850.0,NM,OR,SLE,McNary Field,Salem,GA,None,273.0,136.0,1.0074
851.0,NM,UT,OGD,Ogden - Hinckley,Ogden,GA,None,272.0,20.0,12.6
852.0,AL,AK,EXI,Excursion Inlet,Excursion Inlet,GA,None,271.0,230.0,0.1783
854.0,AL,AK,RDV,Red Devil,Red Devil,GA,None,269.0,200.0,0.345
853.0,SO,FL,DTS,Destin - Fort Walton Beach,Destin,GA,None,269.0,67.0,3.0149
855.0,GL,MI,78D,Tuscola Area,Caro,GA,None,260.0,0.0,0.0
856.0,AL,AK,TNC,Tin City LRRS,Tin City,GA,None,258.0,91.0,1.8352
857.0,GL,SD,SPF,Black Hills - Clyde Ice Field,Spearfish,GA,None,257.0,2.0,127.5
858.0,SO,NC,IGX,Horace Williams,Chapel Hill,GA,None,256.0,4.0,63.0
859.0,WP,CA,L35,Big Bear City,Big Bear City,GA,None,250.0,0.0,0.0
860.0,GL,WI,AUW,Wausau Downtown,Wausau,GA,None,245.0,40.0,5.125
861.0,NE,ME,NHZ,Brunswick NAS,Brunswick,GA,None,243.0,0.0,0.0
862.0,NM,ID,65S,Boundary County,Bonners Ferry,GA,None,241.0,0.0,0.0
863.0,AL,AK,SRV,Stony River 2,Stony River,GA,None,240.0,190.0,0.2632
864.0,WP,HI,NGF,Kaneohe Bay MCAF,Kaneohe,GA,None,235.0,0.0,0.0
865.0,SO,TN,GCY,"Greeneville - 
Greene County Municipal",Greeneville,GA,None,232.0,847.0,-0.7261
866.0,NE,CT,OXC,Waterbury - Oxford,Oxford,GA,None,230.0,177.0,0.2994
867.0,GL,MN,FCM,Flying Cloud,Minneapolis,GA,None,228.0,324.0,-0.2963
868.0,SO,FL,COF,Patrick AFB,Cocoa Beach,GA,None,220.0,1056.0,-0.7917
869.0,EA,NJ,SMQ,Somerset,Somerville,GA,None,219.0,0.0,0.0
870.0,AL,AK,KKU,Ekuk,Ekuk,GA,None,214.0,822.0,-0.7397
871.0,GL,MI,3GM,Grand Haven Memorial Airpark,Grand Haven,GA,None,212.0,0.0,0.0
872.0,WP,AZ,GEU,Glendale Municipal,Glendale,GA,None,211.0,5.0,41.2
873.0,WP,CA,MYF,Montgomery Field,San Diego,GA,None,211.0,461.0,-0.5423
874.0,NE,CT,4C3,Hummingbird,Wallingford,GA,None,210.0,0.0,0.0
875.0,CE,MO,SZL,Whiteman AFB,Knob Noster,GA,None,209.0,108.0,0.9352
876.0,SO,NC,EQY,Monroe Regional,Monroe,GA,None,208.0,21.0,8.9048
879.0,AL,AK,TKJ,Tok,Tok,GA,None,207.0,1674.0,-0.8763
877.0,EA,NY,0G7,Finger Lakes Regional,Seneca Falls,GA,None,207.0,0.0,0.0
878.0,GL,ND,MIB,Minot AFB,Minot,GA,None,207.0,146.0,0.4178
880.0,NM,UT,HIF,Hill AFB,Ogden,GA,None,206.0,632.0,-0.6741
881.0,NE,NH,ASH,Boire Field,Nashua,GA,None,205.0,0.0,0.0
882.0,SO,GA,VAD,Moody AFB,Valdosta,GA,None,205.0,0.0,0.0
883.0,CE,IA,LRJ,Le Mars Municipal,Le Mars,GA,None,203.0,7.0,28.0
884.0,GL,OH,5G7,Bluffton,Bluffton,GA,None,202.0,196.0,0.0306
885.0,CE,IA,SPW,Spencer Municipal,Spencer,GA,None,201.0,953.0,-0.7891
886.0,SW,AR,1M1,North Little Rock Municipal,North Little Rock,GA,None,200.0,654.0,-0.6942
887.0,WP,CA,O22,Columbia,Columbia,GA,None,200.0,106.0,0.8868
888.0,AL,AK,TCT,Takotna,Takotna,GA,None,198.0,191.0,0.0366
890.0,EA,NY,ELZ,"Wellsville Municipal / 
Tarantine Field",Wellsville,GA,None,195.0,60.0,2.25
889.0,GL,MI,7D2,Oakland / Troy,Troy,GA,None,195.0,169.0,0.1538
891.0,WP,AZ,FFZ,Falcon Field,Mesa,GA,None,195.0,9.0,20.666
892.0,WP,NV,O43,Yerington Municipal,Yerington,GA,None,195.0,0.0,0.0
893.0,AL,AK,SKW,Skwentna,Skwentna,GA,None,194.0,83.0,1.3373
894.0,EA,VA,BCB,Virginia Tech,Blacksburg,GA,None,192.0,13.0,13.769
896.0,GL,SD,VMR,Harold Davidson Field,Vermillion,GA,None,192.0,250.0,-0.232
895.0,SO,KY,EKX,Addington Field,Elizabethtown,GA,None,192.0,7.0,26.428
899.0,AL,AK,ZNC,Nyac,Nyac,GA,None,188.0,217.0,-0.1336
898.0,NM,WA,RNT,Renton Municipal,Renton,GA,None,188.0,1957.0,-0.9039
897.0,SO,FL,NPA,"Pensacola NAS 
/Forrest Sherman Field/",Pensacola,GA,None,188.0,0.0,0.0
900.0,WP,CA,UKI,Ukiah Municipal,Ukiah,GA,None,187.0,62.0,2.0161
901.0,WP,AZ,RQE,Window Rock,Window Rock,GA,None,186.0,206.0,-0.0971
902.0,AL,AK,FNR,Funter Bay,Funter Bay,GA,None,184.0,361.0,-0.4903
905.0,NE,MA,OWD,Norwood Memorial,Norwood,GA,None,184.0,58.0,2.1724
903.0,SO,SC,GMU,Greenville Downtown,Greenville,GA,None,184.0,170.0,0.0824
904.0,SO,AL,MVC,Monroe County,Monroeville,GA,None,184.0,8.0,22.0
906.0,SW,AR,FYV,Drake Field,Fayetteville,GA,None,183.0,175.0,0.0457
907.0,NM,OR,LKV,Lake County,Lakeview,GA,None,182.0,151.0,0.2053
908.0,SW,TX,DYS,Dyess AFB,Abilene,GA,None,181.0,0.0,0.0
909.0,WP,CA,MHR,Sacramento Mather,Sacramento,GA,None,180.0,150.0,0.2
910.0,EA,PA,AFJ,Washington County,Washington,GA,None,179.0,154.0,0.1623
912.0,GL,MI,IRS,Kirsch Municipal,Sturgis,GA,None,178.0,0.0,0.0
911.0,SW,NM,CVS,Cannon AFB,Clovis,GA,None,178.0,814.0,-0.7813
913.0,SW,TX,FTW,Fort Worth Meacham International,Fort Worth,GA,None,177.0,385.0,-0.5403
914.0,WP,CA,PRB,Paso Robles Municipal,Paso Robles,GA,None,176.0,59.0,1.9831
915.0,WP,CA,SVE,Susanville Municipal,Susanville,GA,None,175.0,16.0,9.9375
917.0,AL,AK,UGB,Ugashik Bay,Pilot Point,GA,None,174.0,162.0,0.0741
916.0,GL,MN,ILL,"Willmar Municipal - 
John L Rice Field",Willmar,GA,None,174.0,231.0,-0.2468
918.0,AL,AK,PAQ,Palmer Municipal,Palmer,GA,None,172.0,34.0,4.0588
919.0,AL,AK,BCV,Birchwood,Birchwood,GA,None,171.0,315.0,-0.4571
921.0,AL,AK,4Z7,Hyder,Hyder,GA,None,167.0,293.0,-0.43
922.0,GL,OH,FFO,Wright - Patterson AFB,Dayton,GA,None,167.0,934.0,-0.8212
920.0,NM,MT,29S,Gardiner,Gardiner,GA,None,167.0,200.0,-0.165
923.0,GL,WI,MWC,Lawrence J Timmerman,Milwaukee,GA,None,166.0,233.0,-0.2876
924.0,SO,FL,NQX,Key West NAS /Boca Chica Field/,Key West,GA,None,165.0,0.0,0.0
925.0,AL,AK,51Z,Minto /New/,Minto,GA,None,164.0,192.0,-0.1458
927.0,SO,FL,TMB,Kendall - Tamiami Executive,Miami,GA,None,164.0,2.0,81.0
926.0,SW,TX,GYI,Grayson County,Sherman / Denison,GA,None,164.0,2.0,81.0
928.0,SO,TN,UCY,Everett - Stewart,Union City,GA,None,163.0,42.0,2.881
929.0,EA,MD,DMW,"Carroll County Regional / 
Jack B Poage Field",Westminster,GA,None,160.0,0.0,0.0
930.0,EA,NY,MTP,Montauk,Montauk,GA,None,160.0,32.0,4.0
931.0,GL,SD,YKN,Chan Gurney Municipal,Yankton,GA,None,160.0,261.0,-0.387
932.0,AL,AK,MHM,Minchumina,Lake Minchumina,GA,None,159.0,74.0,1.1486
933.0,AL,AK,DM2,Diomede,Diomede,GA,None,158.0,0.0,0.0
934.0,CE,IA,SHL,Sheldon Municipal,Sheldon,GA,None,158.0,100.0,0.58
935.0,WP,NV,TPH,Tonopah,Tonopah,GA,None,158.0,4.0,38.5
936.0,EA,VA,PSK,New River Valley,Dublin,GA,None,157.0,6.0,25.166
937.0,NE,ME,FVE,Northern Aroostook Regional,Frenchville,GA,None,154.0,0.0,0.0
938.0,AL,AK,5NK,Naknek,Naknek,GA,None,153.0,281.0,-0.4555
939.0,SO,NC,RWI,Rocky Mount - Wilson Regional,Rocky Mount,GA,None,151.0,378.0,-0.6005
945.0,AL,AK,Z41,Lake Hood Strip,Anchorage,GA,None,150.0,102.0,0.4706
