CY 02 Rank,RO,State,Locid,Airport Name,City,Svc Lvl,Hub,CY 2002 Boardings,CY 2001 Boardings,% Change
86.0,GL,MI,GRR,Gerald R. Ford International,Grand Rapids,P,S,960482.0,906768.0,0.0592
87.0,EA,NY,SYR,Syracuse Hancock International,Syracuse,P,S,945066.0,936450.0,0.0092
88.0,SO,GA,SAV,"Savannah / 
Hilton Head International",Savannah,P,S,846683.0,836791.0,0.0118
89.0,CE,IA,DSM,Des Moines International,Des Moines,P,S,846301.0,789715.0,0.0717
90.0,SO,SC,CHS,Charleston AFB / International,Charleston,P,S,788811.0,786326.0,0.0032
91.0,GL,WI,MSN,Dane County Regional - Truax Field,Madison,P,S,759506.0,675034.0,0.1251
92.0,WP,HI,ITO,Hilo International,Hilo,P,S,712162.0,714537.0,-0.0033
93.0,WP,CA,LGB,Long Beach /Daugherty Field/,Long Beach,P,S,708686.0,297130.0,1.3851
94.0,SO,TN,TYS,McGhee Tyson,Maryville,P,S,693351.0,705607.0,-0.0174
95.0,SO,SC,GSP,"Greenville - 
Spartanburg International",Greer,P,S,688061.0,701606.0,-0.0193
96.0,SO,FL,PNS,Pensacola Regional,Pensacola,P,S,665881.0,520953.0,0.2782
97.0,EA,PA,MDT,Harrisburg International,Harrisburg,P,S,652552.0,556672.0,0.1722
98.0,SO,FL,SFB,Orlando Sanford,Sanford,P,S,648144.0,645944.0,0.0034
99.0,CE,KS,ICT,Wichita Mid - Continent,Wichita,P,S,635839.0,527062.0,0.2064
100.0,NE,ME,PWM,Portland International Jetport,Portland,P,S,623093.0,625591.0,-0.004
101.0,SO,SC,MYR,Myrtle Beach International,Myrtle Beach,P,S,614828.0,695502.0,-0.116
102.0,SO,MS,JAN,Jackson International,Jackson,P,S,611117.0,642146.0,-0.0483
103.0,SO,FL,SRQ,Sarasota / Bradenton International,Sarasota / Bradenton,P,S,563625.0,590391.0,-0.0453
104.0,WP,CA,PSP,Palm Springs International,Palm Springs,P,S,547190.0,586028.0,-0.0663
105.0,NE,VT,BTV,Burlington International,Burlington,P,S,546857.0,509031.0,0.0743
106.0,SO,FL,TLH,Tallahassee Regional,Tallahassee,P,S,538289.0,424132.0,0.2692
107.0,WP,MP,GSN,Saipan International,Saipan Island,P,S,513734.0,516137.0,-0.0047
108.0,SO,SC,CAE,Columbia Metropolitan,Columbia,P,S,513307.0,537727.0,-0.0454
109.0,SO,VI,STT,Cyril E King,Charlotte Amalie,P,S,512986.0,516389.0,-0.0066
110.0,SW,TX,LBB,Lubbock International,Lubbock,P,S,509452.0,536174.0,-0.0498
111.0,WP,CA,FAT,Fresno Yosemite International,Fresno,P,S,497156.0,457570.0,0.0865
112.0,SO,AL,HSV,"Huntsville International - 
Carl T Jones Field",Huntsville,P,S,481374.0,473148.0,0.0174
113.0,SO,KY,LEX,Blue Grass,Lexington,P,S,477173.0,440797.0,0.0825
114.0,EA,NY,HPN,Westchester County,White Plains,P,S,461448.0,456296.0,0.0113
115.0,GL,OH,CAK,Akron - Canton Regional,Akron,P,S,440346.0,349841.0,0.2587
116.0,CE,IA,CID,The Eastern Iowa,Cedar Rapids,P,S,434063.0,440797.0,-0.0153
117.0,EA,NJ,ACY,Atlantic City International,Atlantic City,P,S,417764.0,386746.0,0.0802
118.0,GL,IN,SBN,South Bend Regional,South Bend,P,S,409319.0,375817.0,0.0891
119.0,SW,TX,MAF,Midland International,Midland,P,S,405917.0,437045.0,-0.0712
120.0,SO,MS,GPT,Gulfport - Biloxi International,Gulfport,P,S,399499.0,420769.0,-0.0506
121.0,EA,PA,ABE,Lehigh Valley International,Allentown,P,S,397408.0,478367.0,-0.1692
122.0,SW,TX,HRL,Valley International,Harlingen,P,S,390584.0,439932.0,-0.1122
123.0,SW,TX,AMA,Amarillo International,Amarillo,P,S,390246.0,424318.0,-0.0803
124.0,SW,AR,XNA,Northwest Arkansas Regional,Cave Springs,P,S,386388.0,360639.0,0.0714
125.0,SW,TX,CRP,Corpus Christi International,Corpus Christi,P,S,380842.0,404151.0,-0.0577
126.0,AL,AK,FAI,Fairbanks International,Fairbanks,P,S,380576.0,384828.0,-0.011
127.0,GL,IL,MLI,Quad City International,Moline,P,S,375881.0,367688.0,0.0223
128.0,WP,CA,SBA,Santa Barbara Municipal,Santa Barbara,P,S,368250.0,363581.0,0.0128
129.0,SW,LA,BTR,"Baton Rouge Metropolitan, 
Ryan Field",Baton Rouge,P,S,367557.0,363419.0,0.0114
130.0,GL,MI,FNT,Bishop International,Flint,P,S,361484.0,304809.0,0.1859
131.0,GL,WI,GRB,Austin Straubel International,Green Bay,P,S,359230.0,337737.0,0.0636
132.0,NM,MT,BIL,Billings Logan International,Billings,P,S,358362.0,341308.0,0.05
133.0,AL,AK,JNU,Juneau International,Juneau,P,S,353001.0,402117.0,-0.1221
134.0,WP,AZ,GCN,Grand Canyon National Park,Grand Canyon,P,S,337189.0,422061.0,-0.2011
135.0,SO,FL,VPS,Eglin AFB,Valparaiso,P,S,324962.0,375196.0,-0.1339
136.0,GL,OH,TOL,Toledo Express,Toledo,P,S,323988.0,329329.0,-0.0162
137.0,SO,AL,MOB,Mobile Regional,Mobile,P,N,319425.0,356083.0,-0.1029
138.0,CE,MO,SGF,Springfield - Branson Regional,Springfield,P,N,317511.0,320539.0,-0.0094
139.0,SO,FL,PIE,"St Petersburg - 
Clearwater International",Clearwater,P,N,310650.0,319243.0,-0.0269
140.0,NM,OR,EUG,Mahlon Sweet Field,Eugene,P,N,308662.0,356108.0,-0.1332
141.0,GL,SD,FSD,Joe Foss Field,Sioux Falls,P,N,303085.0,336252.0,-0.0986
142.0,EA,VA,ROA,Roanoke Regional / Woodrum Field,Roanoke,P,N,298606.0,304265.0,-0.0186
143.0,EA,VA,PHF,"Newport News / 
Williamsburg International",Newport News,P,N,293181.0,206750.0,0.418
144.0,SW,LA,SHV,Shreveport Regional,Shreveport,P,N,291642.0,309122.0,-0.0565
145.0,GL,IN,FWA,Fort Wayne International,Fort Wayne,P,N,288996.0,295469.0,-0.0219
146.0,SO,FL,EYW,Key West International,Key West,P,N,272440.0,261809.0,0.0406
147.0,NM,MT,BZN,Gallatin Field,Bozeman,P,N,271712.0,255289.0,0.0643
148.0,SW,TX,MFE,McAllen Miller International,McAllen,P,N,268236.0,287897.0,-0.0683
149.0,GL,MI,LAN,Capital City,Lansing,P,N,260685.0,269066.0,-0.0311
150.0,GL,WI,ATW,Outagamie County Regional,Appleton,P,N,259624.0,244930.0,0.06
151.0,NE,MA,ACK,Nantucket Memorial,Nantucket,P,N,253422.0,272460.0,-0.0699
152.0,EA,WV,CRW,Yeager,Charleston,P,N,251178.0,244592.0,0.0269
153.0,SO,TN,CHA,Lovell Field,Chattanooga,P,N,248512.0,258554.0,-0.0388
154.0,NE,ME,BGR,Bangor International,Bangor,P,N,239617.0,254678.0,-0.0591
155.0,GL,ND,FAR,Hector International,Fargo,P,N,239305.0,222756.0,0.0743
156.0,NM,MT,MSO,Missoula International,Missoula,P,N,237705.0,244110.0,-0.0262
157.0,SO,NC,AVL,Asheville Regional,Asheville,P,N,236898.0,256215.0,-0.0754
158.0,GL,MI,MBS,MBS International,Saginaw,P,N,236620.0,243855.0,-0.0297
159.0,SO,FL,DAB,Daytona Beach International,Daytona Beach,P,N,234558.0,252367.0,-0.0706
160.0,GL,MI,AZO,"Kalamazoo / 
Battle Creek International",Kalamazoo,P,N,233554.0,235302.0,-0.0074
161.0,CE,NE,LNK,Lincoln Municipal,Lincoln,P,N,229625.0,234074.0,-0.019
162.0,GL,IN,EVV,Evansville Regional,Evansville,P,N,223636.0,218164.0,0.0251
163.0,NM,OR,MFR,Rogue Valley International - Medford,Medford,P,N,219569.0,221320.0,-0.0079
164.0,SO,AL,MGM,"Montgomery Regional 
(Dannelly Field)",Montgomery,P,N,215365.0,212459.0,0.0137
165.0,SO,NC,ILM,Wilmington International,Wilmington,P,N,215107.0,233881.0,-0.0803
166.0,NM,WA,PSC,Tri - Cities,Pasco,P,N,211473.0,204573.0,0.0337
167.0,GL,SD,RAP,Rapid City Regional,Rapid City,P,N,206337.0,186774.0,0.1047
168.0,SO,TN,TRI,Tri - Cities Regional TN / VA,"Bristol / Johnson / 
Kingsport",P,N,205385.0,209915.0,-0.0216
169.0,GL,IL,PIA,Greater Peoria Regional,Peoria,P,N,204333.0,197162.0,0.0364
170.0,GL,IL,BMI,"Central IL Regional 
at Bloomington - Normal",Bloomington / Normal,P,N,202866.0,218392.0,-0.0711
171.0,SO,FL,MLB,Melbourne International,Melbourne,P,N,201247.0,262069.0,-0.2321
172.0,GL,MI,TVC,Cherry Capital,Traverse City,P,N,197366.0,188456.0,0.0473
173.0,EA,PA,AVP,Wilkes - Barre / Scranton International,Wilkes - Barre / Scranton,P,N,196069.0,186548.0,0.051
174.0,NM,CO,ASE,Aspen - Pitkin County / Sardy Field,Aspen,P,N,188330.0,187836.0,0.0026
175.0,NM,WY,JAC,Jackson Hole,Jackson,P,N,184874.0,164960.0,0.1207
176.0,NE,MA,HYA,Barnstable Municipal - Boardman / Polando Field,Hyannis,P,N,180807.0,197106.0,-0.0827
177.0,SO,VI,STX,Henry E Rohlsen,Christiansted,P,N,179581.0,201691.0,-0.1096
178.0,WP,CA,MRY,Monterey Peninsula,Monterey,P,N,176437.0,195788.0,-0.0988
179.0,EA,NY,SWF,Stewart International,Newburgh,P,N,176195.0,197872.0,-0.1096
180.0,EA,VA,CHO,Charlottesville - Albemarle,Charlottesville,P,N,173543.0,155863.0,0.1134
181.0,NM,CO,EGE,Eagle County Regional,Eagle,P,N,169762.0,165639.0,0.0249
182.0,SO,FL,PFN,"Panama City - 
Bay County International",Panama City,P,N,164607.0,161877.0,0.0169
183.0,NM,MT,FCA,Glacier Park International,Kalispell,P,N,160042.0,156680.0,0.0215
184.0,SW,LA,LFT,Lafayette Regional,Lafayette,P,N,154210.0,173020.0,-0.1087
185.0,SO,GA,AGS,Augusta Regional at Bush Field,Augusta,P,N,148289.0,167127.0,-0.1127
186.0,GL,ND,BIS,Bismarck Municipal,Bismarck,P,N,144821.0,131557.0,0.1008
187.0,GL,MN,RST,Rochester International,Rochester,P,N,144180.0,143446.0,0.0051
188.0,WP,NV,VGT,North Las Vegas,Las Vegas,P,N,143410.0,170288.0,-0.1578
189.0,WP,CA,SBP,San Luis County Regional,San Luis Obispo,P,N,142959.0,138884.0,0.0293
190.0,GL,WI,CWA,Central Wisconsin,Mosinee,P,N,141892.0,130444.0,0.0878
191.0,GL,MN,DLH,Duluth International,Duluth,P,N,141611.0,132682.0,0.0673
192.0,NM,MT,GTF,Great Falls International,Great Falls,P,N,138453.0,132421.0,0.0456
193.0,NM,OR,RDM,Roberts Field,Redmond,P,N,135847.0,144424.0,-0.0594
194.0,AL,AK,BET,Bethel,Bethel,P,N,132057.0,132665.0,-0.0046
195.0,SO,FL,GNV,Gainesville Regional,Gainesville,P,N,130683.0,119995.0,0.0891
196.0,EA,PA,ERI,Erie International / Tom Ridge Field,Erie,P,N,130244.0,127900.0,0.0183
197.0,SO,NC,FAY,Fayetteville Regional / Grannis Field,Fayetteville,P,N,129705.0,131286.0,-0.012
198.0,NM,CO,GJT,Walker Field,Grand Junction,P,N,124968.0,116472.0,0.0729
199.0,EA,PA,UNV,University Park,State College,P,N,120938.0,116113.0,0.0416
200.0,GL,IL,CMI,University of Illinois - Willard,Champaign / Urbana,P,N,117503.0,113860.0,0.032
201.0,NM,ID,IDA,Idaho Falls Regional,Idaho Falls,P,N,113831.0,118090.0,-0.0361
202.0,EA,NY,BGM,"Greater Binghamton / 
Edwin A Link Field",Binghamton,P,N,112276.0,114907.0,-0.0229
203.0,GL,WI,LSE,La Crosse Municipal,La Crosse,P,N,111011.0,108455.0,0.0236
204.0,GL,IL,SPI,Capital,Springfield,P,N,108921.0,73152.0,0.489
205.0,WP,NV,EKO,Elko Regional,Elko,P,N,108909.0,81482.0,0.3366
206.0,NM,CO,HDN,Yampa Valley,Hayden,P,N,106977.0,100725.0,0.0621
207.0,NM,CO,DRO,Durango - La Plata County,Durango,P,N,102175.0,91405.0,0.1178
208.0,SW,TX,ILE,Killeen Municipal,Killeen,P,N,102163.0,96632.0,0.0572
209.0,SW,LA,AEX,Alexandria International,Alexandria,P,N,99827.0,122638.0,-0.186
210.0,AL,AK,KTN,Ketchikan International,Ketchikan,P,N,99628.0,102634.0,-0.0293
211.0,WP,CA,BFL,Meadows Field,Bakersfield,P,N,93630.0,127006.0,-0.2628
212.0,SW,LA,MLU,Monroe Regional,Monroe,P,N,93585.0,96503.0,-0.0302
213.0,WP,HI,MKK,Molokai,Kaunakakai,P,N,93307.0,101884.0,-0.0842
214.0,WP,AZ,IFP,Laughlin / Bullhead International,Bullhead City,P,N,92095.0,75019.0,0.2276
215.0,AL,AK,ENA,Kenai Municipal,Kenai,P,N,91588.0,106673.0,-0.1414
216.0,WP,CA,ACV,Arcata,Arcata / Eureka,P,N,89224.0,97840.0,-0.0881
217.0,EA,NY,ELM,Elmira / Corning Regional,Elmira / Corning,P,N,87723.0,104717.0,-0.1623
218.0,GL,ND,GFK,Grand Forks International,Grand Forks,P,N,87569.0,71600.0,0.223
219.0,SW,AR,FSM,Fort Smith Regional,Fort Smith,P,N,85137.0,90311.0,-0.0573
220.0,EA,NY,ITH,Ithaca Tompkins Regional,Ithaca,P,N,80467.0,88299.0,-0.0887
221.0,SW,TX,LRD,Laredo International,Laredo,P,N,77892.0,75610.0,0.0302
222.0,SO,SC,HXD,Hilton Head,Hilton Head Island,P,N,75836.0,80418.0,-0.057
223.0,NM,MT,HLN,Helena Regional,Helena,P,N,75526.0,77960.0,-0.0312
224.0,SW,TX,CLL,Easterwood Field,College Station,P,N,75294.0,83214.0,-0.0952
225.0,SO,NC,EWN,Craven County Regional,New Bern,P,N,74884.0,77726.0,-0.0366
226.0,GL,ND,MOT,Minot International,Minot,P,N,72354.0,70303.0,0.0292
227.0,SO,GA,CSG,Columbus Metropolitan,Columbus,P,N,71147.0,77304.0,-0.0796
228.0,NM,CO,MTJ,Montrose Regional,Montrose,P,N,70816.0,68754.0,0.03
229.0,NM,WA,BLI,Bellingham International,Bellingham,P,N,70517.0,93643.0,-0.247
230.0,AL,AK,SIT,Sitka Rocky Gutierrez,Sitka,P,N,70095.0,72912.0,-0.0386
231.0,SW,TX,BRO,"Brownsville / 
South Padre Island International",Brownsville,P,N,67885.0,71647.0,-0.0525
232.0,NM,ID,SUN,Friedman Memorial,Hailey,P,N,66780.0,60589.0,0.1022
233.0,WP,HI,LNY,Lanai,Lanai City,P,N,64583.0,67800.0,-0.0474
234.0,WP,AS,PPG,Pago Pago International,Pago Pago,P,N,63329.0,83942.0,-0.2456
235.0,AL,AK,ADQ,Kodiak,Kodiak,P,N,62862.0,62768.0,0.0015
236.0,NM,WA,YKM,"Yakima Air Terminal / 
McAllister Field",Yakima,P,N,60500.0,73443.0,-0.1762
237.0,NM,ID,LWS,Lewiston - Nez Perce County,Lewiston,P,N,60245.0,62394.0,-0.0344
238.0,NE,MA,MVY,Marthas Vineyard,Vineyard Haven,P,N,59500.0,65374.0,-0.0899
239.0,SO,AL,DHN,Dothan Regional,Dothan,P,N,57911.0,55064.0,0.0517
240.0,SW,TX,BPT,Southeast Texas Regional,"Beaumont / 
Port Arthur",P,N,57556.0,73881.0,-0.221
241.0,CE,IA,SUX,"Sioux Gateway / 
Col. Bud Day Field",Sioux City,P,N,55712.0,89709.0,-0.379
242.0,SO,VI,VI22,Charlotte Amalie Harbor,Charlotte Amalie,GA,None,55702.0,56339.0,-0.0113
243.0,SW,TX,TYR,Tyler Pounds Regional,Tyler,P,N,55657.0,61156.0,-0.0899
244.0,EA,MD,SBY,Salisbury - Ocean City Wicomico Regional,Salisbury,P,N,55128.0,61310.0,-0.1008
245.0,GL,MI,SAW,Sawyer International,Gwinn,P,N,54882.0,55949.0,-0.0191
246.0,NM,WY,CPR,Natrona County International,Casper,P,N,54332.0,61682.0,-0.1192
247.0,WP,CA,RDD,Redding Municipal,Redding,P,N,52794.0,66621.0,-0.2075
248.0,EA,VA,LYH,"Lynchburg Regional / 
Preston Glenn Field",Lynchburg,P,N,52699.0,65120.0,-0.1907
249.0,AL,AK,OTZ,Ralph Wien Memorial,Kotzebue,P,N,52106.0,57841.0,-0.0992
250.0,WP,AZ,YUM,Yuma MCAS / Yuma International,Yuma,P,N,52004.0,51257.0,0.0146
251.0,WP,CA,CRQ,McClellan - Palomar,Carlsbad,P,N,51844.0,73173.0,-0.2915
252.0,SW,TX,ACT,Waco Regional,Waco,P,N,51519.0,62954.0,-0.1816
253.0,CE,IA,DBQ,Dubuque Regional,Dubuque,P,N,51246.0,55583.0,-0.078
254.0,AL,AK,OME,Nome,Nome,P,N,49602.0,55922.0,-0.113
255.0,EA,WV,HTS,Tri - State / Milton J. Ferguson Field,Huntington,P,N,48264.0,48659.0,-0.0081
256.0,SO,VI,VI32,Christiansted Harbor - SSB,Christiansted St Croix,GA,None,46904.0,49005.0,-0.0429
257.0,SW,TX,ABI,Abilene Regional,Abilene,P,N,46176.0,58206.0,-0.2067
258.0,SW,LA,LCH,Lake Charles Regional,Lake Charles,P,N,44820.0,46413.0,-0.0343
259.0,NM,ID,PIH,Pocatello Regional,Arbon Valley,P,N,44405.0,45160.0,-0.0167
260.0,AL,AK,5KE,Ketchikan Harbor,Ketchikan,GA,None,43466.0,38077.0,0.1415
261.0,SW,OK,LAW,Lawton - Fort Sill Regional,Lawton,P,N,43464.0,50310.0,-0.1361
262.0,SO,SC,FLO,Florence Regional,Florence,P,N,43271.0,44477.0,-0.0271
263.0,NM,MT,BTM,Bert Mooney,Butte,P,N,42852.0,44328.0,-0.0333
264.0,SW,TX,SPS,"Sheppard AFB / 
Wichita Falls Municipal",Wichita Falls,P,N,42834.0,47723.0,-0.1024
265.0,SW,TX,EFD,Ellington Field,Houston,P,N,42578.0,30970.0,0.3748
266.0,CE,IA,ALO,Waterloo Municipal,Waterloo,P,N,42302.0,51366.0,-0.1765
267.0,NM,WA,EAT,Pangborn Memorial,East Wenatchee,P,N,41858.0,47800.0,-0.1243
268.0,NM,UT,SGU,St George Municipal,St. George,P,N,41682.0,43609.0,-0.0442
269.0,SO,MS,GTR,Golden Triangle Regional,Columbus,P,N,41398.0,40836.0,0.0138
270.0,NM,CO,GUC,Gunnison - Crested Butte Regional,Gunnison,P,N,40944.0,44237.0,-0.0744
271.0,WP,HI,JHM,Kapalua,Lahaina,GA,None,40639.0,46415.0,-0.1244
272.0,NE,MA,BED,Laurence G Hanscom Field,Bedford,P,N,40419.0,71381.0,-0.4338
273.0,SW,TX,SJT,San Angelo Regional / Mathis Field,San Angelo,P,N,39844.0,45307.0,-0.1206
274.0,SO,PR,BQN,Rafael Hernandez,Aguadilla,P,N,37538.0,32834.0,0.1433
275.0,NE,MA,ORH,Worcester Regional,Worcester,P,N,37298.0,79653.0,-0.5317
276.0,WP,AZ,FLG,Flagstaff Pulliam,Flagstaff,P,N,37257.0,29741.0,0.2527
277.0,AL,AK,AKN,King Salmon,King Salmon,P,N,35882.0,44335.0,-0.1907
278.0,GL,MI,MKG,Muskegon County,Muskegon,P,N,35763.0,39016.0,-0.0834
279.0,SO,GA,ABY,Southwest Georgia Regional,Albany,P,N,35141.0,34648.0,0.0142
280.0,NE,NH,PSM,Pease International Tradeport,Portsmouth,P,N,34841.0,37235.0,-0.0643
281.0,AL,AK,DLG,Dillingham,Dillingham,P,N,34746.0,37545.0,-0.0746
282.0,GL,MI,PLN,Pellston Regional of Emmet County,Pellston,P,N,33622.0,29636.0,0.1345
283.0,NM,ID,TWF,Joslin Field - Magic Valley Regional,Twin Falls,P,N,33344.0,32326.0,0.0315
284.0,EA,PA,IPT,Williamsport Regional,Williamsport,P,N,32883.0,38050.0,-0.1358
285.0,AL,AK,BRW,Wiley Post - Will Rogers Memorial,Barrow,P,N,32801.0,38068.0,-0.1384
286.0,SO,GA,MCN,Middle Georgia Regional,Macon,P,N,31685.0,26433.0,0.1987
287.0,WP,CA,SMX,"Santa Maria Pub / 
Capt G Allan Hancock Field",Santa Maria,P,N,31624.0,35038.0,-0.0974
288.0,SO,GA,VLD,Valdosta Regional,Valdosta,P,N,31128.0,29932.0,0.04
289.0,NM,OR,OTH,North Bend Municipal,North Bend,P,N,30358.0,28995.0,0.047
290.0,SW,AR,TXK,Texarkana Regional - Webb Field,Texarkana,P,N,30271.0,33134.0,-0.0864
291.0,AL,AK,DUT,Unalaska,Unalaska,P,N,30037.0,31409.0,-0.0437
292.0,SO,NC,OAJ,Albert J Ellis,Jacksonville,P,N,29999.0,29349.0,0.0221
293.0,SO,KY,PAH,Barkley Regional,Paducah,P,N,29768.0,31400.0,-0.052
294.0,NM,OR,LMT,Klamath Falls,Klamath Falls,P,N,29663.0,29500.0,0.0055
295.0,SO,NC,PGV,Pitt - Greenville,Greenville,P,N,29404.0,34556.0,-0.1491
296.0,WP,AZ,1G4,Grand Canyon West,Peach Springs,P,N,29080.0,65625.0,-0.5569
297.0,WP,MP,GRO,Rota International,Rota Island,P,N,28925.0,33923.0,-0.1473
298.0,SW,NM,FMN,Four Corners Regional,Farmington,P,N,28818.0,46814.0,-0.3844
299.0,CE,MO,JLN,Joplin Regional,Joplin,P,N,28446.0,30637.0,-0.0715
300.0,NM,WA,ALW,Walla Walla Regional,Walla Walla,P,N,28076.0,28542.0,-0.0163
301.0,GL,WI,RHI,Rhinelander - Oneida County,Rhinelander,P,N,27906.0,27548.0,0.013
302.0,NM,WY,COD,Yellowstone Regional,Cody,P,N,27905.0,24522.0,0.138
303.0,AL,AK,HOM,Homer,Homer,P,N,27881.0,32936.0,-0.1535
304.0,NM,WA,PUW,Pullman / Moscow Regional,Pullman,P,N,27794.0,28291.0,-0.0176
305.0,GL,MN,BJI,Bemidji - Beltrami County,Bemidji,P,N,27369.0,27190.0,0.0066
306.0,GL,MI,CMX,Houghton County Memorial,Hancock,P,N,27300.0,25922.0,0.0532
307.0,NM,WA,S60,Kenmore Air Harbor Inc,Kenmore,GA,None,27155.0,26589.0,0.0213
308.0,SO,GA,BQK,Brunswick Golden Isles,Brunswick,P,N,27009.0,18652.0,0.448
309.0,GL,SD,ABR,Aberdeen Regional,Aberdeen,P,N,26356.0,23144.0,0.1388
310.0,EA,NJ,TTN,Trenton Mercer,Trenton,P,N,25921.0,58809.0,-0.5592
311.0,WP,MP,TNI,West Tinian,Tinian (Municipality),P,N,25858.0,36625.0,-0.294
312.0,EA,MD,HGR,"Hagerstown Regional - 
Richard A Henson Field",Hagerstown,P,N,25433.0,23838.0,0.0669
313.0,SW,TX,GGG,East Texas Regional,Longview,P,N,25321.0,29766.0,-0.1493
314.0,AL,AK,LHD,Lake Hood,Anchorage,P,N,24900.0,20363.0,0.2228
315.0,CE,MO,COU,Columbia Regional,Columbia,P,N,24682.0,24282.0,0.0165
316.0,SO,PR,MAZ,Eugenio Maria De Hostos,Mayaguez,P,N,23752.0,30820.0,-0.2293
317.0,WP,CA,SCK,Stockton Metropolitan,Stockton,P,N,23739.0,19651.0,0.208
318.0,EA,PA,RDG,"Reading Regional / 
Carl A Spaatz Field",Reading,P,N,23701.0,34017.0,-0.3033
319.0,NM,WA,CLM,William R Fairchild International,Port Angeles,P,N,23339.0,23547.0,-0.0088
320.0,WP,NV,HND,Henderson Executive,Las Vegas,GA,None,22905.0,84252.0,-0.7281
321.0,WP,CA,OXR,Oxnard,Oxnard,P,N,22566.0,35534.0,-0.3649
322.0,NE,CT,HVN,Tweed - New Haven,New Haven,P,N,21904.0,28766.0,-0.2385
323.0,GL,MN,STC,St Cloud Regional,St. Cloud,P,N,21755.0,22052.0,-0.0135
324.0,NE,MA,EWB,New Bedford Regional,New Bedford,P,N,21667.0,21786.0,-0.0055
325.0,SO,MS,MEI,Key Field,Meridian,P,N,21166.0,30162.0,-0.2983
326.0,GL,WI,EAU,Chippewa Valley Regional,Eau Claire,P,N,20837.0,21371.0,-0.025
327.0,EA,VA,NGU,Norfolk NS,Norfolk,GA,None,20575.0,17444.0,0.1795
328.0,AL,AK,CDV,Merle K (Mudhole) Smith,Cordova,P,N,19878.0,19261.0,0.032
329.0,GL,MN,BRD,Brainerd Lakes Regional,Brainerd,P,N,19487.0,18818.0,0.0356
330.0,EA,PA,LBE,Arnold Palmer Regional,Latrobe,P,N,19255.0,22967.0,-0.1616
331.0,GL,MN,INL,Falls International,International Falls,P,N,19073.0,19312.0,-0.0124
332.0,NM,WY,CYS,Cheyenne,Cheyenne,P,N,18935.0,20909.0,-0.0944
333.0,AL,AK,VDZ,Valdez Pioneer Field,Valdez,P,N,18835.0,20384.0,-0.076
334.0,WP,CA,CIC,Chico Municipal,Chico,P,N,18668.0,25858.0,-0.2781
335.0,SO,PR,X95,Diego Jimenez Torres,Fajardo,P,N,18157.0,13171.0,0.3786
336.0,SW,NM,SAF,Santa Fe Municipal,Santa Fe,P,N,18153.0,40808.0,-0.5552
337.0,AL,AK,ANI,Aniak,Aniak,P,N,17872.0,16963.0,0.0536
338.0,NM,CO,TEX,Telluride Regional,Telluride,P,N,17505.0,19190.0,-0.0878
339.0,NE,ME,PQI,"Northern Maine Regional 
at Presque Isle",Presque Isle,P,N,17185.0,17619.0,-0.0246
340.0,SO,MS,TUP,Tupelo Regional,Tupelo,P,N,16849.0,16309.0,0.0331
341.0,AL,AK,PSG,Petersburg James A Johnson,Petersburg,P,N,16844.0,18292.0,-0.0792
342.0,GL,SD,PIR,Pierre Regional,Pierre,P,N,16785.0,17274.0,-0.0283
343.0,EA,PA,JST,"John Murtha Johnstown - 
Cambria County",Johnstown,P,N,16759.0,18711.0,-0.1043
344.0,SO,FL,FD54,Gold Eagle Helicopters Inc,Kissimmee,GA,None,16000.0,0.0,0.0
345.0,AL,AK,SCC,Deadhorse,Deadhorse,P,N,15795.0,22817.0,-0.3078
346.0,CE,KS,FOE,Forbes Field,Topeka,P,N,15580.0,9167.0,0.6996
347.0,GL,MI,CIU,Chippewa County International,Sault Ste. Marie,P,N,15356.0,15639.0,-0.0181
348.0,WP,CA,MOD,"Modesto City County - 
Harry Sham Field",Modesto,P,N,15336.0,25235.0,-0.3923
349.0,CE,KS,MHK,Manhattan Regional,Manhattan,P,N,15085.0,13543.0,0.1139
350.0,SO,PR,VQS,Antonio Rivera Rodriguez,Isla De Vieques,P,N,14727.0,25323.0,-0.4184
351.0,AL,AK,GAL,Edward G. Pitka Sr,Galena,P,N,14545.0,9370.0,0.5523
352.0,AL,AK,MRI,Merrill Field,Anchorage,P,N,14511.0,10572.0,0.3726
353.0,EA,WV,PKB,"Wood County 
Gill Robb Wilson Field",Parkersburg,P,N,14323.0,17566.0,-0.1846
354.0,SO,FL,APF,Naples Municipal,Naples,P,N,14226.0,28030.0,-0.4925
355.0,CE,IA,MCW,Mason City Municipal,Mason City,P,N,13928.0,14215.0,-0.0202
356.0,SW,TX,VCT,Victoria Regional,Victoria,P,N,13758.0,15638.0,-0.1202
357.0,GL,IL,UIN,Quincy Regional - Baldwin Field,Quincy,P,N,13733.0,13832.0,-0.0072
358.0,NE,ME,RKD,Knox County Regional,Rockland,P,N,13529.0,13402.0,0.0095
359.0,EA,WV,CKB,Harrison / Marion Regional,Clarksburg,P,N,13293.0,13578.0,-0.021
360.0,GL,OH,3W2,Put - in - Bay,Put - in - Bay,P,N,13013.0,10693.0,0.217
361.0,GL,OH,SKY,Griffing Sandusky,Sandusky,GA,None,12923.0,11711.0,0.1035
362.0,EA,WV,MGW,"Morgantown Municipal - 
Walter L. Bill Hart Field",Morgantown,P,N,12813.0,16233.0,-0.2107
363.0,WP,CA,IPL,Imperial County,Imperial,P,N,12675.0,14820.0,-0.1447
