Rank,ST,Locid,City,Airport Name,Service Level,Hub Type,CY 2004 Boardings,CY 2003 Boardings,% Change
3.0,CA,LAX,Los Angeles,Los Angeles International,P,L,28925341.0,26239584.0,0.1024
13.0,CA,SFO,San Francisco International Airport,San Francisco International,P,L,15605822.0,14079173.0,0.1084
29.0,CA,SAN,San Diego,San Diego International,P,L,8135832.0,7565196.0,0.0754
31.0,CA,OAK,Oakland,Metropolitan Oakland International,P,M,6923690.0,6638343.0,0.043
37.0,CA,SJC,San Jose,Norman Y. Mineta San Jose International,P,M,5269849.0,5104201.0,0.0325
41.0,CA,SMF,Sacramento,Sacramento International,P,M,4795970.0,4390847.0,0.0923
42.0,CA,SNA,Santa Ana,John Wayne Airport-Orange County,P,M,4621107.0,4266083.0,0.0832
52.0,CA,ONT,Ontario,Ontario International,P,M,3291726.0,3089025.0,0.0656
61.0,CA,BUR,Burbank,Bob Hope,P,M,2455574.0,2352465.0,0.0438
77.0,CA,LGB,Long Beach,Long Beach /Daugherty Field/,P,S,1425875.0,1409039.0,0.0119
101.0,CA,PSP,Palm Springs,Palm Springs International,P,S,687098.0,627231.0,0.0954
115.0,CA,FAT,Fresno,Fresno Yosemite International,P,S,538394.0,501373.0,0.0738
128.0,CA,SBA,Santa Barbara,Santa Barbara Municipal,P,S,417285.0,383902.0,0.087
181.0,CA,MRY,Monterey,Monterey Peninsula,P,N,183785.0,182725.0,0.0058
191.0,CA,SBP,San Luis Obispo,San Luis County Regional,P,N,158107.0,141649.0,0.1162
205.0,CA,BFL,Bakersfield,Meadows Field,P,N,118046.0,90187.0,0.3089
213.0,CA,ACV,Arcata/Eureka,Arcata,P,N,96289.0,90202.0,0.0675
248.0,CA,RDD,Redding,Redding Municipal,P,N,60978.0,53868.0,0.132
258.0,CA,CRQ,Carlsbad,McClellan-Palomar,P,N,49447.0,49275.0,0.0035
290.0,CA,SMX,Santa Maria,Santa Maria Public/Capt G Allan Hancock Field,P,N,38082.0,61989.0,-0.3857
300.0,CA,VCV,Victorville,Southern California Logistics,P,N,32421.0,29020.0,0.1172
307.0,CA,RIV,Riverside,March ARB,GA,None,29580.0,28575.0,0.0352
320.0,CA,OXR,Oxnard,Oxnard,P,N,23832.0,21975.0,0.0845
333.0,CA,MOD,Modesto,Modesto City County-Harry Sham Field,P,N,19798.0,14594.0,0.3566
345.0,CA,CIC,Chico,Chico Municipal,P,N,17561.0,16237.0,0.0815
367.0,CA,IYK,Inyokern,Inyokern,P,N,12725.0,11427.0,0.1136
371.0,CA,CEC,Crescent City,Jack McNamara Field,P,N,12472.0,11267.0,0.1069
423.0,CA,MCE,Merced,Merced Municipal/MacReady Field,CS,None,8004.0,7522.0,0.0641
433.0,CA,IPL,Imperial,Imperial County,CS,None,7106.0,8066.0,-0.119
496.0,CA,NKX,San Diego,Miramar MCAS/Mitscher Field,GA,None,3682.0,2162.0,0.7031
523.0,CA,SUU,Fairfield,Travis AFB,GA,None,3004.0,3700.0,-0.1881
566.0,CA,HWD,Hayward,Hayward Executive,GA,None,2402.0,1.0,2401.0
602.0,CA,SCK,Stockton,Stockton Metropolitan,GA,None,1863.0,13700.0,-0.864
631.0,CA,NZY,San Diego,North Island NAS /Halsey Field/,GA,None,1486.0,5368.0,-0.7232
651.0,CA,NTD,Point Mugu,Point Mugu NAS,GA,None,1275.0,7617.0,-0.8326
670.0,CA,VIS,Visalia,Visalia Municipal,GA,None,1105.0,2839.0,-0.6108
751.0,CA,VNY,Van Nuys,Van Nuys,GA,None,518.0,310.0,0.671
780.0,CA,NLC,Lemoore,Lemoore NAS (Reeves Field),GA,None,371.0,0.0,0.0
805.0,CA,SMO,Santa Monica,Santa Monica Municipal,GA,None,302.0,103.0,1.932
819.0,CA,MHR,Sacramento,Sacramento Mather,GA,None,277.0,488.0,-0.4324
823.0,CA,PRB,Paso Robles,Paso Robles Municipal,GA,None,268.0,224.0,0.1964
829.0,CA,MYV,Marysville,Yuba County,GA,None,260.0,150.0,0.7333
837.0,CA,VBG,Lompoc,Vandenberg AFB,GA,None,242.0,1799.0,-0.8655
842.0,CA,HHR,Hawthorne,Jack Northrop Field/Hawthorne Municipal,GA,None,230.0,431.0,-0.4664
849.0,CA,TVL,South Lake Tahoe,Lake Tahoe,GA,None,219.0,74.0,1.9595
902.0,CA,PMD,Palmdale,Palmdale Production Flight/Test Installation AF Plant 42,GA,None,139.0,0.0,0.0
915.0,CA,SAC,Sacramento,Sacramento Executive,GA,None,120.0,123.0,-0.0244
926.0,CA,MYF,San Diego,Montgomery Field,GA,None,108.0,224.0,-0.5179
936.0,CA,L08,Borrego Springs,Borrego Valley,GA,None,105.0,4.0,25.25
966.0,CA,FCH,Fresno,Fresno Chandler Executive,GA,None,87.0,71.0,0.2254
988.0,CA,MCC,Sacramento,McClellan Airfield,GA,None,76.0,0.0,0.0
991.0,CA,SEE,San Diego/El Cajon,Gillespie Field,GA,None,75.0,21.0,2.5714
998.0,CA,UKI,Ukiah,Ukiah Municipal,GA,None,71.0,50.0,0.42
1023.0,CA,MHV,Mojave,Mojave,GA,None,63.0,9.0,6.0
1028.0,CA,UDD,Palm Springs,Bermuda Dunes,GA,None,61.0,60.0,0.0167
1050.0,CA,NUQ,Mountain View,Moffett Federal Airfield,GA,None,53.0,0.0,0.0
1056.0,CA,O85,Redding,Benton Field,GA,None,52.0,50.0,0.04
1065.0,CA,A30,Fort Jones,Scott Valley,GA,None,49.0,56.0,-0.125
1071.0,CA,SBD,San Bernardino,San Bernardino International,GA,None,49.0,54.0,-0.0926
1073.0,CA,HJO,Hanford,Hanford Municipal,GA,None,48.0,0.0,0.0
1115.0,CA,DLO,Delano,Delano Municipal,GA,None,36.0,0.0,0.0
1116.0,CA,MMH,Mammoth Lakes,Mammoth Yosemite,GA,None,36.0,40.0,-0.1
1186.0,CA,APC,Napa,Napa County,GA,None,25.0,80.0,-0.6875
1210.0,CA,CCR,Concord,Buchanan Field,GA,None,23.0,14.0,0.6429
1239.0,CA,STS,Santa Rosa,Charles M. Schulz - Sonoma County,GA,None,20.0,36.0,-0.4444
1259.0,CA,IZA,Santa Ynez,Santa Ynez,GA,None,18.0,8.0,1.25
1266.0,CA,TRK,Truckee,Truckee-Tahoe,GA,None,18.0,33.0,-0.4545
1293.0,CA,BIH,Bishop,Eastern Sierra Regional,GA,None,15.0,109.0,-0.8624
1322.0,CA,SNS,Salinas,Salinas Municipal,GA,None,14.0,4.0,2.5
1320.0,CA,SDM,San Diego,Brown Field Municipal,GA,None,14.0,78.0,-0.8205
1386.0,CA,FOT,Fortuna,Rohnerville,GA,None,11.0,5.0,1.2
1400.0,CA,SIY,Montague,Siskiyou County,GA,None,11.0,1.0,10.0
1402.0,CA,TRM,Palm Springs,Jacqueline Cochran Regional,GA,None,11.0,11.0,0.0
1447.0,CA,MIT,Shafter,Shafter-Minter Field,GA,None,9.0,0.0,0.0
1474.0,CA,L06,Death Valley National Park,Furnace Creek,GA,None,8.0,0.0,0.0
1502.0,CA,AVX,Avalon,Catalina,GA,None,7.0,10.0,-0.3
1510.0,CA,EKA,Eureka,Murray Field,GA,None,7.0,5.0,0.4
1521.0,CA,O24,Lee Vining,Lee Vining,GA,None,7.0,0.0,0.0
1533.0,CA,1O5,Montague,Montague-Yreka Rohrer Field,GA,None,6.0,11.0,-0.4545
1574.0,CA,O46,Weed,Weed,GA,None,6.0,14.0,-0.5714
1619.0,CA,LVK,Livermore,Livermore Municipal,GA,None,5.0,2.0,1.5
1624.0,CA,O32,Reedley,Reedley Municipal,GA,None,5.0,0.0,0.0
1676.0,CA,O16,Garberville,Garberville,GA,None,4.0,0.0,0.0
1688.0,CA,WJF,Lancaster,General Wm J Fox Airfield,GA,None,4.0,14.0,-0.7143
1655.0,CA,F70,Murrieta/Temecula,French Valley,GA,None,4.0,1.0,3.0
1742.0,CA,O22,Columbia,Columbia,GA,None,3.0,0.0,0.0
1743.0,CA,O41,Woodland,Watts-Woodland,GA,None,3.0,0.0,0.0
1766.0,CA,2O1,Quincy,Gansner Field,GA,None,2.0,0.0,0.0
1877.0,CA,CMA,Camarillo,Camarillo,GA,None,1.0,27.0,-0.963
1850.0,CA,1O6,Dunsmuir,Dunsmuir Municipal-Mott,GA,None,1.0,0.0,0.0
1846.0,CA,0O9,Gasquet,Ward Field,GA,None,1.0,0.0,0.0
1914.0,CA,O70,Jackson,Westover Field Amador County,GA,None,1.0,0.0,0.0
1849.0,CA,1O2,Lakeport,Lampson Field,GA,None,1.0,0.0,0.0
1918.0,CA,PAO,Palo Alto,Palo Alto Airport of Santa Clara County,GA,None,1.0,28.0,-0.9643
1915.0,CA,O86,Trinity Center,Trinity Center,GA,None,1.0,0.0,0.0
5.0,CO,DEN,Denver,Denver International,P,L,20407002.0,17969754.0,0.1356
87.0,CO,COS,Colorado Springs,City of Colorado Springs Municipal,P,S,1024656.0,1010985.0,0.0135
177.0,CO,EGE,Eagle,Eagle County Regional,P,N,194173.0,168347.0,0.1534
180.0,CO,ASE,Aspen,Aspen-Pitkin County/Sardy Field,P,N,184261.0,189881.0,-0.0296
195.0,CO,GJT,Grand Junction,Walker Field,P,N,140618.0,128066.0,0.098
203.0,CO,HDN,Hayden,Yampa Valley,P,N,120323.0,102375.0,0.1753
212.0,CO,DRO,Durango,Durango-La Plata County,P,N,96560.0,86198.0,0.1202
230.0,CO,MTJ,Montrose,Montrose Regional,P,N,72448.0,69386.0,0.0441
288.0,CO,GUC,Gunnison,Gunnison-Crested Butte Regional,P,N,38395.0,37717.0,0.018
302.0,CO,FNL,Fort Collins/Loveland,Fort Collins-Loveland Municipal,P,N,31928.0,10307.0,2.0977
341.0,CO,TEX,Telluride,Telluride Regional,P,N,18493.0,15386.0,0.2019
425.0,CO,CEZ,Cortez,Cortez Municipal,CS,None,7870.0,6733.0,0.1689
462.0,CO,ALS,Alamosa,San Luis Valley Regional/Bergman Field,CS,None,5188.0,3839.0,0.3514
479.0,CO,PUB,Pueblo,Pueblo Memorial,CS,None,4511.0,3901.0,0.1564
881.0,CO,BKF,Aurora,Buckley AFB,GA,None,169.0,0.0,0.0
899.0,CO,RIL,Rifle,Garfield County Regional,GA,None,146.0,29.0,4.0345
948.0,CO,LAA,Lamar,Lamar Municipal,GA,None,99.0,86.0,0.1512
954.0,CO,BJC,Broomfield,Jeffco,GA,None,94.0,129.0,-0.2713
1078.0,CO,APA,Englewood,Centennial,GA,None,46.0,404.0,-0.8861
1127.0,CO,FTG,Watkins,Front Range,GA,None,33.0,6.0,4.5
1357.0,CO,9V7,Eads,Eads Municipal,GA,None,12.0,13.0,-0.0769
1354.0,CO,6V6,Nucla,Hopkins Field,GA,None,12.0,0.0,0.0
1440.0,CO,GXY,Greeley,Greeley-Weld County,GA,None,9.0,12.0,-0.25
1470.0,CO,GWS,Glenwood Springs,Glenwood Springs Municipal,GA,None,8.0,0.0,0.0
1764.0,CO,20V,Kremmling,Mc Elroy Airfield,GA,None,2.0,0.0,0.0
1780.0,CO,8V7,Springfield,Springfield Municipal,GA,None,2.0,1.0,1.0
1855.0,CO,3V4,Fort Morgan,Fort Morgan Municipal,GA,None,1.0,0.0,0.0
1873.0,CO,C08,Westcliffe,Silver West,GA,None,1.0,0.0,0.0
49.0,CT,BDL,Windsor Locks,Bradley International,P,M,3326461.0,3098556.0,0.0736
282.0,CT,HVN,New Haven,Tweed-New Haven,P,N,39736.0,15446.0,1.5726
803.0,CT,OXC,Oxford,Waterbury-Oxford,GA,None,303.0,13.0,22.3077
904.0,CT,GON,Groton New London,Groton-New London,GA,None,135.0,5952.0,-0.9773
992.0,CT,BDR,Bridgeport,Igor I Sikorsky Memorial,GA,None,74.0,248.0,-0.7016
1069.0,CT,HFD,Hartford,Hartford-Brainard,GA,None,49.0,192.0,-0.7448
1199.0,CT,MMK,Meriden,Meriden Markham Municipal,GA,None,24.0,3.0,7.0
1313.0,CT,DXR,Danbury,Danbury Municipal,GA,None,14.0,10.0,0.4
1749.0,CT,SNC,Chester,Chester,GA,None,3.0,0.0,0.0
1698.0,CT,4B8,Plainville,Robertson Field,GA,None,3.0,49.0,-0.9388
1724.0,CT,IJD,Willimantic,Windham,GA,None,3.0,0.0,0.0
657.0,DE,ILG,Wilmington,New Castle,GA,None,1217.0,1825.0,-0.3332
705.0,DE,DOV,Dover,Dover AFB,GA,None,817.0,535.0,0.5271
1247.0,DE,GED,Georgetown,Sussex County,GA,None,19.0,13.0,0.4615
14.0,FL,MCO,Orlando,Orlando International,P,L,15270347.0,13375162.0,0.1417
15.0,FL,MIA,Miami,Miami International,P,L,14515591.0,14198321.0,0.0223
24.0,FL,FLL,Fort Lauderdale,Fort Lauderdale/Hollywood International,P,L,10040598.0,8682781.0,0.1564
28.0,FL,TPA,Tampa,Tampa International,P,L,8436025.0,7672533.0,0.0995
50.0,FL,RSW,Fort Myers,Southwest Florida International,P,M,3320019.0,2906367.0,0.1423
53.0,FL,PBI,West Palm Beach,Palm Beach International,P,M,3281656.0,3011968.0,0.0895
59.0,FL,JAX,Jacksonville,Jacksonville International,P,M,2619494.0,2415747.0,0.0843
91.0,FL,SFB,Sanford,Orlando Sanford International,P,S,926820.0,619894.0,0.4951
97.0,FL,PNS,Pensacola,Pensacola Regional,P,S,734921.0,689268.0,0.0662
103.0,FL,PIE,Clearwater,St Petersburg-Clearwater International,P,S,666904.0,522308.0,0.2768
109.0,FL,TLH,Tallahassee,Tallahassee Regional,P,S,585263.0,568514.0,0.0295
113.0,FL,SRQ,Sarasota/Bradenton,Sarasota/Bradenton International,P,S,562398.0,533045.0,0.0551
134.0,FL,VPS,Valparaiso,Eglin AFB,P,S,380871.0,347645.0,0.0956
146.0,FL,DAB,Daytona Beach,Daytona Beach International,P,N,307295.0,275895.0,0.1138
151.0,FL,EYW,Key West,Key West International,P,N,298790.0,299193.0,-0.0013
175.0,FL,MLB,Melbourne,Melbourne International,P,N,201148.0,194409.0,0.0347
178.0,FL,PFN,Panama City,Panama City-Bay County International,P,N,189565.0,182027.0,0.0414
199.0,FL,GNV,Gainesville,Gainesville Regional,P,N,135340.0,120547.0,0.1227
418.0,FL,NIP,Jacksonville,Jacksonville NAS /Towers Field/,GA,None,8436.0,6130.0,0.3762
419.0,FL,APF,Naples,Naples Municipal,CS,None,8395.0,6688.0,0.2552
538.0,FL,OPF,Miami,Opa Locka,GA,None,2833.0,5745.0,-0.5069
687.0,FL,PAM,Panama City,Tyndall AFB,GA,None,980.0,993.0,-0.0131
688.0,FL,EVB,New Smyrna Beach,New Smyrna Beach Municipal,GA,None,976.0,1161.0,-0.1593
706.0,FL,COF,Cocoa Beach,Patrick AFB,GA,None,816.0,722.0,0.1302
720.0,FL,MTH,Marathon,The Florida Keys Marathon,GA,None,761.0,559.0,0.3614
759.0,FL,FXE,Fort Lauderdale,Fort Lauderdale Executive,GA,None,486.0,170.0,1.8588
830.0,FL,DTS,Destin,Destin-Fort Walton Beach,GA,None,259.0,71.0,2.6479
838.0,FL,HWO,Hollywood,North Perry,GA,None,240.0,0.0,0.0
859.0,FL,NQX,Key West,Key West NAS /Boca Chica Field/,GA,None,202.0,89.0,1.2697
883.0,FL,MCF,Tampa,MacDill AFB,GA,None,167.0,1862.0,-0.9103
889.0,FL,NRB,Mayport,Mayport NS (Adm David L. McDonald Field),GA,None,163.0,51.0,2.1961
903.0,FL,TIX,Titusville,Space Coast Regional,GA,None,139.0,31.0,3.4839
925.0,FL,NPA,Pensacola,Pensacola NAS/Forrest Sherman Field/,GA,None,112.0,254.0,-0.5591
942.0,FL,OCF,Ocala,Ocala International-Jim Taylor Field,GA,None,102.0,10.0,9.2
958.0,FL,HST,Homestead,Homestead ARB,GA,None,91.0,96.0,-0.0521
963.0,FL,BCT,Boca Raton,Boca Raton,GA,None,88.0,28.0,2.1429
979.0,FL,CGC,Crystal River,Crystal River,GA,None,80.0,84.0,-0.0476
1020.0,FL,SUA,Stuart,Witham Field,GA,None,64.0,138.0,-0.5362
1026.0,FL,ORL,Orlando,Executive,GA,None,62.0,2195.0,-0.9718
1076.0,FL,ISM,Kissimmee,Kissimmee Gateway,GA,None,47.0,27.0,0.7407
1119.0,FL,FPR,Fort Pierce,St Lucie County International,GA,None,35.0,9.0,2.8889
1133.0,FL,PGD,Punta Gorda,Charlotte County,GA,None,32.0,10.0,2.2
1141.0,FL,FMY,Fort Myers,Page Field,GA,None,31.0,106.0,-0.7075
1144.0,FL,TMB,Miami,Kendall-Tamiami Executive,GA,None,31.0,1.0,30.0
1181.0,FL,MKY,Marco Island,Marco Island,GA,None,26.0,12.0,1.1667
1183.0,FL,SGJ,Saint Augustine,St Augustine,GA,None,26.0,25.0,0.04
1242.0,FL,X47,Bunnell,Flagler County,GA,None,20.0,21.0,-0.0476
1241.0,FL,VRB,Vero Beach,Vero Beach Municipal,GA,None,20.0,26.0,-0.2308
1281.0,FL,CRG,Jacksonville,Craig Municipal,GA,None,16.0,21.0,-0.2381
1298.0,FL,LCQ,Lake City,Lake City Municipal,GA,None,15.0,8.0,0.875
1329.0,FL,07FA,Key Largo,Ocean Reef Club,GA,None,13.0,4.0,2.25
1344.0,FL,LAL,Lakeland,Lakeland Linder Regional,GA,None,13.0,0.0,0.0
1340.0,FL,F45,West Palm Beach,North Palm Beach County General Aviation,GA,None,13.0,2.0,5.5
1381.0,FL,55J,Fernandina Beach,Fernandina Beach Municipal,GA,None,11.0,14.0,-0.2143
1419.0,FL,LEE,Leesburg,Leesburg Regional,GA,None,10.0,8.0,0.25
1463.0,FL,CEW,Crestview,Bob Sikes,GA,None,8.0,0.0,0.0
1576.0,FL,PHK,Pahokee,Palm Beach County Glades,GA,None,6.0,0.0,0.0
1639.0,FL,VQQ,Jacksonville,Cecil Field,GA,None,5.0,0.0,0.0
1634.0,FL,TPF,Tampa,Peter O Knight,GA,None,5.0,36.0,-0.8611
1650.0,FL,COI,Merritt Island,Merritt Island,GA,None,4.0,0.0,0.0
1680.0,FL,SEF,Sebring,Sebring Regional,GA,None,4.0,1.0,3.0
1686.0,FL,VNC,Venice,Venice Municipal,GA,None,4.0,72.0,-0.9444
1665.0,FL,LNA,West Palm Beach,Palm Beach County Park,GA,None,4.0,0.0,0.0
1696.0,FL,40J,Perry,Perry-Foley,GA,None,3.0,0.0,0.0
1784.0,FL,BKV,Brooksville,Hernando County,GA,None,2.0,1.0,1.0
1886.0,FL,GIF,Winter Haven,Winter Haven's Gilbert,GA,None,1.0,0.0,0.0
1.0,GA,ATL,Atlanta,Hartsfield - Jackson Atlanta International,P,L,41123857.0,38893670.0,0.0573
90.0,GA,SAV,Savannah,Savannah/Hilton Head International,P,S,957208.0,829821.0,0.1535
184.0,GA,AGS,Augusta,Augusta Regional at Bush Field,P,N,174316.0,165874.0,0.0509
253.0,GA,CSG,Columbus,Columbus Metropolitan,P,N,56900.0,55552.0,0.0243
263.0,GA,VLD,Valdosta,Valdosta Regional,P,N,47458.0,32814.0,0.4463
279.0,GA,BQK,Brunswick,Brunswick Golden Isles,P,N,40814.0,38538.0,0.0591
291.0,GA,ABY,Albany,Southwest Georgia Regional,P,N,36076.0,33520.0,0.0763
294.0,GA,MCN,Macon,Middle Georgia Regional,P,N,34533.0,29355.0,0.1764
339.0,GA,SVN,Savannah,Hunter AAF,GA,None,18903.0,15391.0,0.2282
393.0,GA,AHN,Athens,Athens/Ben Epps,P,N,10747.0,7550.0,0.4234
444.0,GA,LSF,Fort Benning (U.S. Army),Lawson AAF (Fort Benning),GA,None,6226.0,297.0,19.963
668.0,GA,PDK,Atlanta,Dekalb-Peachtree,GA,None,1142.0,223.0,4.1211
737.0,GA,MGE,Marietta,Dobbins Air Reserve Base (Atlanta NAS),GA,None,605.0,189.0,2.2011
765.0,GA,WRB,Warner Robins,Robins AFB,GA,None,456.0,7825.0,-0.9417
801.0,GA,FTY,Atlanta,Fulton County Airport-Brown Field,GA,None,311.0,16.0,18.4375
809.0,GA,RYY,Marietta,Cobb County-McCollum Field,GA,None,295.0,13.0,21.6923
869.0,GA,VAD,Valdosta,Moody AFB,GA,None,184.0,0.0,0.0
877.0,GA,RMG,Rome,Richard B Russell,GA,None,174.0,0.0,0.0
935.0,GA,GVL,Gainesville,Lee Gilmer Memorial,GA,None,105.0,16.0,5.5625
1033.0,GA,SSI,Brunswick,Malcolm McKinnon,GA,None,60.0,31.0,0.9355
1085.0,GA,TMA,Tifton,Henry Tift Myers,GA,None,45.0,0.0,0.0
1132.0,GA,LZU,Lawrenceville,Gwinnett County - Briscoe Field,GA,None,32.0,17.0,0.8824
1211.0,GA,DNL,Augusta,Daniel Field,GA,None,23.0,16.0,0.4375
1306.0,GA,3J7,Greensboro,Greene County Regional,GA,None,14.0,2.0,6.0
1311.0,GA,AYS,Waycross,Waycross-Ware County,GA,None,14.0,0.0,0.0
1373.0,GA,PXE,Perry,Perry-Houston County,GA,None,12.0,0.0,0.0
1384.0,GA,DQH,Douglas,Douglas Municipal,GA,None,11.0,15.0,-0.2667
1434.0,GA,BGE,Bainbridge,Decatur County Industrial Air Park,GA,None,9.0,0.0,0.0
1465.0,GA,CZL,Calhoun,Tom B. David Field,GA,None,8.0,0.0,0.0
1466.0,GA,DNN,Dalton,Dalton Municipal,GA,None,8.0,7.0,0.1429
1497.0,GA,9A1,Covington,Covington Municipal,GA,None,7.0,8.0,-0.125
1539.0,GA,4A7,Hampton,Clayton County - Tara Field,GA,None,6.0,14.0,-0.5714
1590.0,GA,11J,Blakely,Early County,GA,None,5.0,0.0,0.0
1635.0,GA,TVI,Thomasville,Thomasville Regional,GA,None,5.0,5.0,0.0
1651.0,GA,DBN,Dublin,W H 'Bud' Barron,GA,None,4.0,3.0,0.3333
1677.0,GA,OPN,Thomaston,Thomaston-Upson County,GA,None,4.0,0.0,0.0
1709.0,GA,CTJ,Carrollton,West Georgia Regional - O V Gray Field,GA,None,3.0,1.0,2.0
1704.0,GA,AJR,Cornelia,Habersham County,GA,None,3.0,0.0,0.0
1718.0,GA,FFC,Peachtree City,Peachtree City-Falcon Field,GA,None,3.0,4.0,-0.25
1723.0,GA,HQU,Thomson,Thomson-McDuffie County,GA,None,3.0,14.0,-0.7857
1812.0,GA,LGC,La Grange,La Grange-Callaway,GA,None,2.0,0.0,0.0
1822.0,GA,PIM,Pine Mountain,Callaway Gardens-Harris County,GA,None,2.0,0.0,0.0
1844.0,GA,WDR,Winder,Winder-Barrow,GA,None,2.0,0.0,0.0
1910.0,GA,MGR,Moultrie,Moultrie Municipal,GA,None,1.0,0.0,0.0
80.0,GU,GUM,Agana,Guam International,P,S,1336766.0,1076944.0,0.2413
608.0,GU,UAM,"Andersen,Mariana Island",Andersen AFB,GA,None,1708.0,5785.0,-0.7048
25.0,HI,HNL,Honolulu,Honolulu International,P,L,9579076.0,9044409.0,0.0591
58.0,HI,OGG,Kahului,Kahului,P,M,2695000.0,2656254.0,0.0146
81.0,HI,KOA,Kailua Kona,Kona International at Keahole,P,S,1260328.0,1183215.0,0.0652
83.0,HI,LIH,Lihue,Lihue,P,S,1233883.0,1228675.0,0.0042
104.0,HI,ITO,Hilo,Hilo International,P,S,647533.0,630498.0,0.027
240.0,HI,MKK,Kaunakakai,Molokai,P,N,66558.0,62739.0,0.0609
261.0,HI,JHM,Lahaina,Kapalua,GA,None,48719.0,40971.0,0.1891
267.0,HI,LNY,Lanai City,Lanai,P,N,45493.0,48231.0,-0.0568
446.0,HI,HNM,Hana,Hana,CS,None,6199.0,8131.0,-0.2376
451.0,HI,PAK,Hanapepe,Port Allen,GA,None,6000.0,8025.0,-0.2523
559.0,HI,MUE,Kamuela,Waimea-Kohala,GA,None,2488.0,3348.0,-0.2569
621.0,HI,LUP,Kalaupapa,Kalaupapa,GA,None,1616.0,1782.0,-0.0932
655.0,HI,NGF,Kaneohe,Kaneohe Bay MCAF,GA,None,1231.0,828.0,0.4867
1088.0,HI,HFS,Tern Island,French Frigate Shoals,GA,None,44.0,0.0,0.0
89.0,IA,DSM,Des Moines,Des Moines International,P,S,975859.0,887515.0,0.0995
120.0,IA,CID,Cedar Rapids,The Eastern Iowa,P,S,473770.0,468056.0,0.0122
273.0,IA,ALO,Waterloo,Waterloo Regional,P,N,42281.0,35538.0,0.1897
274.0,IA,SUX,Sioux City,Sioux Gateway/Col. Bud Day Field,P,N,41849.0,42262.0,-0.0098
285.0,IA,DBQ,Dubuque,Dubuque Regional,P,N,38982.0,38644.0,0.0087
352.0,IA,MCW,Mason City,Mason City Municipal,P,N,15893.0,14373.0,0.1058
414.0,IA,FOD,Fort Dodge,Fort Dodge Regional,CS,None,8584.0,7556.0,0.1361
429.0,IA,BRL,Burlington,Southeast Iowa Regional,CS,None,7261.0,7602.0,-0.0449
719.0,IA,IOW,Iowa City,Iowa City Municipal,GA,None,765.0,36.0,20.25
783.0,IA,CIN,Carroll,Arthur N Neu,GA,None,363.0,488.0,-0.2561
911.0,IA,OTM,Ottumwa,Ottumwa Industrial,GA,None,123.0,6.0,19.5
953.0,IA,SPW,Spencer,Spencer Municipal,GA,None,95.0,78.0,0.2179
973.0,IA,MXO,Monticello,Monticello Regional,GA,None,83.0,0.0,0.0
993.0,IA,0F3,Spirit Lake,Spirit Lake Municipal,GA,None,73.0,72.0,0.0139
1007.0,IA,PEA,Pella,Pella Municipal,GA,None,68.0,35.0,0.9429
1103.0,IA,CBF,Council Bluffs,Council Bluffs Municipal,GA,None,40.0,42.0,-0.0476
1123.0,IA,EOK,Keokuk,Keokuk Municipal,GA,None,34.0,5.0,5.8
1139.0,IA,EST,Estherville,Estherville Municipal,GA,None,31.0,30.0,0.0333
1147.0,IA,DVN,Davenport,Davenport Municipal,GA,None,30.0,32.0,-0.0625
1152.0,IA,SHL,Sheldon,Sheldon Municipal,GA,None,30.0,400.0,-0.925
1255.0,IA,AMW,Ames,Ames Municipal,GA,None,18.0,550.0,-0.9673
1258.0,IA,IKV,Ankeny,Ankeny Regional,GA,None,18.0,71.0,-0.7465
1272.0,IA,FSW,Fort Madison,Fort Madison Municipal,GA,None,17.0,0.0,0.0
1274.0,IA,ORC,Orange City,Orange City Municipal,GA,None,17.0,1.0,16.0
1275.0,IA,SOY,Sioux Center,Sioux Center Municipal,GA,None,17.0,0.0,0.0
1366.0,IA,IFA,Iowa Falls,Iowa Falls Municipal,GA,None,12.0,0.0,0.0
1369.0,IA,MIW,Marshalltown,Marshalltown Municipal,GA,None,12.0,8.0,0.5
1383.0,IA,CWI,Clinton,Clinton Municipal,GA,None,11.0,10.0,0.1
1396.0,IA,MPZ,Mount Pleasant,Mount Pleasant Municipal,GA,None,11.0,0.0,0.0
1399.0,IA,RRQ,Rock Rapids,Rock Rapids Municipal,GA,None,11.0,0.0,0.0
1458.0,IA,AXA,Algona,Algona Municipal,GA,None,8.0,5.0,0.6
1461.0,IA,CCY,Charles City,Charles City Municipal,GA,None,8.0,4.0,1.0
1473.0,IA,ISB,Sibley,Sibley Municipal,GA,None,8.0,0.0,0.0
1506.0,IA,DNS,Denison,Denison Municipal,GA,None,7.0,1.0,6.0
1550.0,IA,EGQ,Emmetsburg,Emmetsburg Municipal,GA,None,6.0,0.0,0.0
1568.0,IA,LRJ,Le Mars,Le Mars Municipal,GA,None,6.0,9.0,-0.3333
1607.0,IA,FFL,Fairfield,Fairfield Municipal,GA,None,5.0,0.0,0.0
1684.0,IA,TZT,Belle Plaine,Belle Plaine Municipal,GA,None,4.0,6.0,-0.3333
1652.0,IA,DEH,Decorah,Decorah Municipal,GA,None,4.0,11.0,-0.6364
1656.0,IA,FXY,Forest City,Forest City Municipal,GA,None,4.0,6.0,-0.3333
1679.0,IA,SDA,Shenandoah,Shenandoah Municipal,GA,None,4.0,0.0,0.0
1697.0,IA,46IA,Ankeny,Todd Field,GA,None,3.0,0.0,0.0
