Rank,ST,Locid,City,Airport Name,Service Level,Hub Type,CY 2004 Boardings,CY 2003 Boardings,% Change
1385.0,MI,DUH,Lambertville,Toledo Suburban,GA,None,11.0,33.0,-0.6667
1390.0,MI,HAI,Three Rivers,Three Rivers Municipal Dr Haines,GA,None,11.0,0.0,0.0
1431.0,MI,50D,Crystal Falls,Iron County,GA,None,9.0,0.0,0.0
1475.0,MI,LWA,South Haven,South Haven Area Regional,GA,None,8.0,138.0,-0.942
1516.0,MI,JYM,Hillsdale,Hillsdale Municipal,GA,None,7.0,18.0,-0.6111
1527.0,MI,TEW,Mason,Mason Jewett Field,GA,None,7.0,6.0,0.1667
1536.0,MI,3CM,Bay City,James Clements Municipal,GA,None,6.0,4.0,0.5
1587.0,MI,Y66,Drummond Island,Drummond Island,GA,None,6.0,0.0,0.0
1571.0,MI,MOP,Mount Pleasant,Mount Pleasant Municipal,GA,None,6.0,2.0,2.0
1599.0,MI,AMN,Alma,Gratiot Community,GA,None,5.0,0.0,0.0
1604.0,MI,D98,Romeo,Romeo State,GA,None,5.0,0.0,0.0
1675.0,MI,N98,Boyne City,Boyne City Municipal,GA,None,4.0,2.0,1.0
1663.0,MI,ISQ,Manistique,Schoolcraft County,GA,None,4.0,45.0,-0.9111
1768.0,MI,35D,Allegan,Padgham Field,GA,None,2.0,0.0,0.0
1778.0,MI,6G8,Brooklyn,Shamrock Field,GA,None,2.0,0.0,0.0
1830.0,MI,SLH,Cheboygan,Cheboygan County,GA,None,2.0,5.0,-0.6
1772.0,MI,3FM,Fremont,Fremont Municipal,GA,None,2.0,1.0,1.0
1792.0,MI,D95,Lapeer,Dupont-Lapeer,GA,None,2.0,6.0,-0.6667
1771.0,MI,3BS,Midland,Jack Barstow,GA,None,2.0,2.0,0.0
1859.0,MI,4D0,Grand Ledge,Abrams Municipal,GA,None,1.0,0.0,0.0
1937.0,MI,Y70,Ionia,Ionia County,GA,None,1.0,0.0,0.0
1897.0,MI,IRS,Sturgis,Kirsch Municipal,GA,None,1.0,0.0,0.0
9.0,MN,MSP,Minneapolis,Minneapolis-St Paul International/Wold-Chamberlain/,P,L,17482627.0,16022988.0,0.0911
193.0,MN,DLH,Duluth,Duluth International,P,N,150235.0,119997.0,0.252
197.0,MN,RST,Rochester,Rochester International,P,N,138041.0,139463.0,-0.0102
308.0,MN,BJI,Bemidji,Bemidji Regional,P,N,28676.0,27731.0,0.0341
325.0,MN,STC,St. Cloud,St. Cloud Regional,P,N,21720.0,20024.0,0.0847
327.0,MN,INL,International Falls,Falls International,P,N,21122.0,19566.0,0.0795
338.0,MN,BRD,Brainerd,Brainerd Lakes Regional,P,N,19092.0,17836.0,0.0704
407.0,MN,HIB,Hibbing,Chisholm-Hibbing,CS,None,9461.0,9332.0,0.0138
477.0,MN,TVF,Thief River Falls,Thief River Falls Regional,CS,None,4570.0,4194.0,0.0897
709.0,MN,GPZ,Grand Rapids,Grand Rapids/Itasca County Airport-Gordon Newstrom Field,GA,None,800.0,6448.0,-0.8759
822.0,MN,FCM,Minneapolis,Flying Cloud,GA,None,271.0,146.0,0.8562
824.0,MN,STP,St. Paul,St Paul Downtown Holman Field,GA,None,268.0,735.0,-0.6354
875.0,MN,MGG,Maple Lake,Maple Lake Municipal,GA,None,175.0,0.0,0.0
906.0,MN,MIC,Minneapolis,Crystal,GA,None,129.0,5.0,24.8
922.0,MN,ULM,New Ulm,New Ulm Municipal,GA,None,113.0,236.0,-0.5212
985.0,MN,COQ,Cloquet,Cloquet Carlton County,GA,None,78.0,24.0,2.25
1040.0,MN,MKT,Mankato,Mankato Regional,GA,None,57.0,12.0,3.75
1059.0,MN,PKD,Park Rapids,Park Rapids Municipal-Konshok Field,GA,None,51.0,0.0,0.0
1091.0,MN,BDE,Baudette,Baudette International,GA,None,42.0,7.0,5.0
1122.0,MN,ANE,Blaine,Anoka County-Blaine Airport(Janes Field),GA,None,34.0,42.0,-0.1905
1150.0,MN,OTG,Worthington,Worthington Municipal,GA,None,30.0,0.0,0.0
1158.0,MN,MJQ,Jackson,Jackson Municipal,GA,None,29.0,0.0,0.0
1236.0,MN,MWM,Windom,Windom Municipal,GA,None,20.0,0.0,0.0
1248.0,MN,LYV,Luverne,Quentin Aanenson Field,GA,None,19.0,0.0,0.0
1286.0,MN,ELO,Ely,Ely Municipal,GA,None,16.0,1.0,15.0
1303.0,MN,RGK,Red Wing,Red Wing Regional,GA,None,15.0,7.0,1.1429
1324.0,MN,TKC,Tracy,Tracy Municipal,GA,None,14.0,0.0,0.0
1330.0,MN,27D,Canby,Myers Field,GA,None,13.0,0.0,0.0
1337.0,MN,DVP,Slayton,Slayton Municipal,GA,None,13.0,0.0,0.0
1360.0,MN,BBB,Benson,Benson Municipal,GA,None,12.0,0.0,0.0
1364.0,MN,FBL,Faribault,Faribault Municipal,GA,None,12.0,1.0,11.0
1365.0,MN,GHW,Glenwood,Glenwood Municipal,GA,None,12.0,5.0,1.4
1387.0,MN,FRM,Fairmont,Fairmont Municipal,GA,None,11.0,11.0,0.0
1395.0,MN,MML,Marshall,Southwest Minnesota Regional Marshall/Ryan Field,GA,None,11.0,3.0,2.6667
1404.0,MN,12D,Tower,Tower Municipal,GA,None,10.0,50.0,-0.8
1468.0,MN,GDB,Granite Falls,Granite Falls Municipal/Lenzen-Roe Memorial Field,GA,None,8.0,0.0,0.0
1584.0,MN,TOB,Dodge Center,Dodge Center,GA,None,6.0,0.0,0.0
1569.0,MN,LVN,Lakeville,Airlake,GA,None,6.0,11.0,-0.4545
1577.0,MN,PQN,Pipestone,Pipestone Municipal,GA,None,6.0,0.0,0.0
1561.0,MN,ILL,Willmar,Willmar Municipal-John L Rice Field,GA,None,6.0,0.0,0.0
1714.0,MN,DTL,Detroit Lakes,Detroit Lakes-Wething Field,GA,None,3.0,1.0,2.0
1725.0,MN,JMR,Mora,Mora Municipal,GA,None,3.0,8.0,-0.625
1765.0,MN,21D,Lake Elmo,Lake Elmo,GA,None,2.0,0.0,0.0
1808.0,MN,JKJ,Moorhead,Moorhead Municipal,GA,None,2.0,5.0,-0.6
1825.0,MN,ROX,Roseau,Roseau Municipal/Rudy Billberg Field,GA,None,2.0,0.0,0.0
1868.0,MN,AEL,Albert Lea,Albert Lea Municipal,GA,None,1.0,0.0,0.0
1869.0,MN,AXN,Alexandria,Chandler Field,GA,None,1.0,12.0,-0.9167
34.0,MO,STL,St. Louis,Lambert-St Louis International,P,M,6377628.0,9922456.0,-0.3573
39.0,MO,MCI,Kansas City,Kansas City International,P,M,5040595.0,4860047.0,0.0371
139.0,MO,SGF,Springfield,Springfield-Branson Regional,P,S,354326.0,314834.0,0.1254
331.0,MO,COU,Columbia,Columbia Regional,P,N,20268.0,22548.0,-0.1011
391.0,MO,JLN,Joplin,Joplin Regional,P,N,10784.0,15048.0,-0.2834
440.0,MO,SUS,Chesterfield,Spirit of St. Louis,GA,None,6498.0,4653.0,0.3965
443.0,MO,TBN,Fort Leonard Wood (U.S. Army),Waynesville Regional Airport at Forney Field,CS,None,6394.0,6254.0,0.0224
453.0,MO,CGI,Scott City,Cape Girardeau Regional,CS,None,5949.0,8124.0,-0.2677
585.0,MO,IRK,Kirksville,Kirksville Regional,GA,None,2108.0,2235.0,-0.0568
677.0,MO,3SQ,St. Charles,St Charles,GA,None,1040.0,0.0,0.0
702.0,MO,MKC,Kansas City,Charles B. Wheeler Downtown,GA,None,863.0,917.0,-0.0589
894.0,MO,JEF,Jefferson City,Jefferson City Memorial,GA,None,154.0,74.0,1.0811
984.0,MO,SZL,Knob Noster,Whiteman AFB,GA,None,79.0,321.0,-0.7539
1188.0,MO,HAE,Hannibal,Hannibal Regional,GA,None,25.0,0.0,0.0
1190.0,MO,POF,Poplar Bluff,Poplar Bluff Municipal,GA,None,25.0,116.0,-0.7845
1224.0,MO,STJ,St. Joseph,Rosecrans Memorial,GA,None,21.0,3.0,6.0
1278.0,MO,AIZ,Kaiser Lake Ozark,Lee C Fine Memorial,GA,None,16.0,9.0,0.7778
1442.0,MO,H21,Camdenton,Camdenton Memorial,GA,None,9.0,0.0,0.0
1439.0,MO,FAM,Farmington,Farmington Regional,GA,None,9.0,0.0,0.0
1449.0,MO,PLK,Point Lookout,M. Graham Clark - Taney County,GA,None,9.0,50.0,-0.82
1551.0,MO,EOS,Neosho,Neosho Hugh Robinson,GA,None,6.0,0.0,0.0
1537.0,MO,3DW,Springfield,Downtown,GA,None,6.0,1.0,5.0
1637.0,MO,UNO,West Plains,West Plains Municipal,GA,None,5.0,2.0,1.5
1659.0,MO,GLY,Clinton,Clinton Memorial,GA,None,4.0,0.0,0.0
1667.0,MO,LXT,Lee's Summit,Lee's Summit Municipal,GA,None,4.0,15.0,-0.7333
1670.0,MO,M58,Monett,Monett Municipal,GA,None,4.0,0.0,0.0
1664.0,MO,K15,Osage Beach,Grand Glaize- Osage Beach,GA,None,4.0,0.0,0.0
1751.0,MO,TKX,Kennett,Kennett Memorial,GA,None,3.0,0.0,0.0
1736.0,MO,MYJ,Mexico,Mexico Memorial,GA,None,3.0,0.0,0.0
1700.0,MO,6M6,Monticello,Lewis County Regional,GA,None,3.0,16.0,-0.8125
1753.0,MO,VIH,Rolla/Vichy,Rolla National,GA,None,3.0,0.0,0.0
1712.0,MO,DMO,Sedalia,Sedalia Memorial,GA,None,3.0,0.0,0.0
1703.0,MO,9K4,Warrensburg,Skyhaven,GA,None,3.0,2.0,0.5
1794.0,MO,DXE,Dexter,Dexter Municipal,GA,None,2.0,0.0,0.0
1814.0,MO,MBY,Moberly,Omar N Bradley,GA,None,2.0,0.0,0.0
1809.0,MO,K02,Perryville,Perryville Municipal,GA,None,2.0,14.0,-0.8571
1763.0,MO,1H0,St. Louis,Creve Coeur,GA,None,2.0,0.0,0.0
1907.0,MO,M17,Bolivar,Bolivar Municipal,GA,None,1.0,0.0,0.0
1889.0,MO,H19,Bowling Green,Bowling Green Municipal,GA,None,1.0,0.0,0.0
1906.0,MO,M05,Caruthersville,Caruthersville Memorial,GA,None,1.0,0.0,0.0
1902.0,MO,K89,Macon,Macon-Fower Memorial,GA,None,1.0,0.0,0.0
1909.0,MO,MAW,Malden,Malden Municipal,GA,None,1.0,0.0,0.0
1911.0,MO,MHL,Marshall,Marshall Memorial Municipal,GA,None,1.0,0.0,0.0
1888.0,MO,GPH,Mosby,Clay County Regional,GA,None,1.0,0.0,0.0
1934.0,MO,UUV,Sullivan,Sullivan Regional,GA,None,1.0,0.0,0.0
111.0,MP,GSN,Saipan,Francisco C. Ada/Saipan International,P,S,584933.0,515115.0,0.1355
278.0,MP,TNI,Tinian (Municipality),Tinian International,P,N,41080.0,32923.0,0.2478
297.0,MP,GRO,Rota Island,Rota International,P,N,33990.0,31082.0,0.0936
105.0,MS,JAN,Jackson,Jackson-Evers International,P,S,639947.0,607968.0,0.0526
124.0,MS,GPT,Gulfport,Gulfport-Biloxi International,P,S,437099.0,433199.0,0.009
296.0,MS,GTR,Columbus,Golden Triangle Regional,P,N,34282.0,34475.0,-0.0056
312.0,MS,MEI,Meridian,Key Field,P,N,27439.0,22009.0,0.2467
328.0,MS,TUP,Tupelo,Tupelo Regional,P,N,21107.0,20143.0,0.0479
354.0,MS,PIB,Moselle,Hattiesburg-Laurel Regional,P,N,15430.0,11477.0,0.3444
382.0,MS,GLH,Greenville,Mid Delta Regional,P,N,11433.0,9631.0,0.1871
735.0,MS,HKS,Jackson,Hawkins Field,GA,None,627.0,16.0,38.1875
816.0,MS,CBM,Columbus,Columbus AFB,GA,None,280.0,0.0,0.0
961.0,MS,OLV,Olive Branch,Olive Branch,GA,None,90.0,132.0,-0.3182
1006.0,MS,M11,Crystal Springs,Copiah County,GA,None,68.0,0.0,0.0
1074.0,MS,MBO,Madison,Bruce Campbell Field,GA,None,48.0,0.0,0.0
1193.0,MS,UTA,Tunica,Tunica Municipal,GA,None,25.0,0.0,0.0
1203.0,MS,PQL,Pascagoula,Trent Lott International,GA,None,24.0,12.0,1.0
1513.0,MS,HBG,Hattiesburg,Bobby L Chain Municipal,GA,None,7.0,5.0,0.4
1529.0,MS,UOX,Oxford,University-Oxford,GA,None,7.0,246.0,-0.9715
1592.0,MS,1R7,Brookhaven,Brookhaven-Lincoln County,GA,None,5.0,0.0,0.0
1602.0,MS,CRX,Corinth,Roscoe Turner,GA,None,5.0,2.0,1.5
1612.0,MS,GWO,Greenwood,Greenwood-Leflore,GA,None,5.0,8.0,-0.375
1731.0,MS,M40,Aberdeen/Amory,Monroe County,GA,None,3.0,5.0,-0.4
1754.0,MS,VKS,Vicksburg,Vicksburg Municipal,GA,None,3.0,0.0,0.0
1831.0,MS,STF,Starkville,George M Bryan,GA,None,2.0,1.0,1.0
132.0,MT,BIL,Billings,Billings Logan International,P,S,395086.0,360505.0,0.0959
144.0,MT,BZN,Bozeman,Gallatin Field,P,N,308929.0,281463.0,0.0976
156.0,MT,MSO,Missoula,Missoula International,P,N,265948.0,254466.0,0.0451
182.0,MT,GPI,Kalispell,Glacier Park International,P,N,178596.0,170228.0,0.0492
201.0,MT,GTF,Great Falls,Great Falls International,P,N,133762.0,126735.0,0.0554
220.0,MT,HLN,Helena,Helena Regional,P,N,84077.0,77184.0,0.0893
280.0,MT,BTM,Butte,Bert Mooney,P,N,40653.0,38555.0,0.0544
387.0,MT,SDY,Sidney,Sidney-Richland Municipal,P,N,11082.0,12245.0,-0.095
549.0,MT,WYS,West Yellowstone,Yellowstone,CS,None,2630.0,3314.0,-0.2064
595.0,MT,GGW,Glasgow,Wokal Field/Glasgow International,GA,None,2029.0,2347.0,-0.1355
613.0,MT,OLF,Wolf Point,L M Clayton,GA,None,1674.0,1723.0,-0.0284
661.0,MT,GDV,Glendive,Dawson Community,GA,None,1179.0,1234.0,-0.0446
662.0,MT,HVR,Havre,Havre City-County,GA,None,1179.0,1171.0,0.0068
667.0,MT,MLS,Miles City,Frank Wiley Field,GA,None,1156.0,1167.0,-0.0094
714.0,MT,LWT,Lewistown,Lewistown Municipal,GA,None,783.0,786.0,-0.0038
990.0,MT,32S,Stevensville,Stevensville,GA,None,75.0,10.0,6.5
1121.0,MT,S59,Libby,Libby,GA,None,35.0,2.0,16.5
1170.0,MT,6S5,Hamilton,Ravalli County,GA,None,27.0,19.0,0.4211
1295.0,MT,DLN,Dillon,Dillon,GA,None,15.0,32.0,-0.5313
1548.0,MT,CTB,Cut Bank,Cut Bank Municipal,GA,None,6.0,3.0,1.0
1695.0,MT,3U3,Anaconda,Bowman Field,GA,None,3.0,0.0,0.0
1927.0,MT,S27,Kalispell,Kalispell City,GA,None,1.0,0.0,0.0
1905.0,MT,LVM,Livingston,Mission Field,GA,None,1.0,9.0,-0.8889
19.0,NC,CLT,Charlotte,Charlotte/Douglas International,P,L,12499476.0,11465366.0,0.0902
43.0,NC,RDU,Raleigh,Raleigh-Durham International,P,M,4371883.0,3938925.0,0.1099
79.0,NC,GSO,Greensboro,Piedmont Triad International,P,S,1339579.0,1291949.0,0.0369
154.0,NC,ILM,Wilmington,Wilmington International,P,N,279308.0,208385.0,0.3403
157.0,NC,AVL,Asheville,Asheville Regional,P,N,265043.0,222696.0,0.1902
190.0,NC,FAY,Fayetteville,Fayetteville Regional/Grannis Field,P,N,158782.0,120651.0,0.316
217.0,NC,EWN,New Bern,Craven County Regional,P,N,88349.0,66258.0,0.3334
227.0,NC,OAJ,Jacksonville,Albert J Ellis,P,N,72637.0,40833.0,0.7789
264.0,NC,PGV,Greenville,Pitt-Greenville,P,N,47364.0,34483.0,0.3735
334.0,NC,NKT,Cherry Point,Cherry Point MCAS /Cunningham Field/,GA,None,19782.0,13595.0,0.4551
342.0,NC,POB,Fayetteville,Pope AFB,GA,None,18365.0,17124.0,0.0725
513.0,NC,INT,Winston-Salem,Smith Reynolds,GA,None,3379.0,1373.0,1.461
533.0,NC,ISO,Kinston,Kinston Regional Jetport at Stallings Field,GA,None,2885.0,1687.0,0.7101
757.0,NC,GSB,Goldsboro,Seymour Johnson AFB,GA,None,491.0,781.0,-0.3713
808.0,NC,BUY,Burlington,Burlington-Alamance Regional,GA,None,300.0,0.0,0.0
938.0,NC,JQF,Concord,Concord Regional,GA,None,104.0,146.0,-0.2877
997.0,NC,TDF,Roxboro,Person County,GA,None,71.0,0.0,0.0
1004.0,NC,HKY,Hickory,Hickory Regional,GA,None,69.0,270.0,-0.7444
1005.0,NC,SOP,Pinehurst/Southern Pines,Moore County,GA,None,69.0,92.0,-0.25
1051.0,NC,RWI,Rocky Mount,Rocky Mount-Wilson Regional,GA,None,53.0,575.0,-0.9078
1064.0,NC,VUJ,Albemarle,Stanly County,GA,None,50.0,1.0,49.0
1319.0,NC,RUQ,Salisbury,Rowan County,GA,None,14.0,6.0,1.3333
1339.0,NC,EXX,Lexington,Davidson County,GA,None,13.0,0.0,0.0
1355.0,NC,78N,Reidsville,Rockingham County Nc Shiloh,GA,None,12.0,0.0,0.0
1422.0,NC,MRH,Beaufort,Michael J. Smith Field,GA,None,10.0,112.0,-0.9107
1427.0,NC,UKF,North Wilkesboro,Wilkes County,GA,None,10.0,0.0,0.0
1472.0,NC,IGX,Chapel Hill,Horace Williams,GA,None,8.0,3.0,1.6667
1480.0,NC,MQI,Manteo,Dare County Regional,GA,None,8.0,8.0,0.0
1572.0,NC,MRN,Morganton,Morganton-Lenoir,GA,None,6.0,2.0,2.0
1538.0,NC,45J,Rockingham,Rockingham-Hamlet,GA,None,6.0,0.0,0.0
1606.0,NC,EQY,Monroe,Monroe Regional,GA,None,5.0,9.0,-0.4444
1614.0,NC,HNZ,Oxford,Henderson-Oxford,GA,None,5.0,1.0,4.0
1715.0,NC,ECG,Elizabeth City,Elizabeth City CG Air Station/Regional,GA,None,3.0,8.0,-0.625
1705.0,NC,AKH,Gastonia,Gastonia Municipal,GA,None,3.0,6.0,-0.5
1801.0,NC,HBI,Asheboro,Asheboro Municipal,GA,None,2.0,0.0,0.0
1832.0,NC,SUT,Southport,Brunswick County,GA,None,2.0,85.0,-0.9765
1833.0,NC,SVH,Statesville,Statesville Regional,GA,None,2.0,18.0,-0.8889
1896.0,NC,IPJ,Lincolnton,Lincolnton-Lincoln County Regional,GA,None,1.0,0.0,0.0
1903.0,NC,LBT,Lumberton,Lumberton Municipal,GA,None,1.0,0.0,0.0
1864.0,NC,5W8,Siler City,Siler City Municipal,GA,None,1.0,0.0,0.0
158.0,ND,FAR,Fargo,Hector International,P,N,261872.0,250464.0,0.0455
187.0,ND,BIS,Bismarck,Bismarck Municipal,P,N,163420.0,146077.0,0.1187
215.0,ND,GFK,Grand Forks,Grand Forks International,P,N,91746.0,89662.0,0.0232
225.0,ND,MOT,Minot,Minot International,P,N,74594.0,72736.0,0.0255
447.0,ND,ISN,Williston,Sloulin Field International,CS,None,6192.0,8360.0,-0.2593
459.0,ND,DIK,Dickinson,Dickinson - Theodore Roosevelt Regional,CS,None,5270.0,3847.0,0.3699
526.0,ND,DVL,Devils Lake,Devils Lake Municipal,CS,None,2934.0,1998.0,0.4685
553.0,ND,JMS,Jamestown,Jamestown Regional,CS,None,2557.0,1907.0,0.3408
972.0,ND,MIB,Minot,Minot AFB,GA,None,83.0,405.0,-0.7951
1613.0,ND,GWR,Gwinner,Gwinner-Roger Melroe Field,GA,None,5.0,1250.0,-0.996
1644.0,ND,5B5,Napoleon,Napoleon Municipal,GA,None,4.0,0.0,0.0
66.0,NE,OMA,Omaha,Eppley Airfield,P,M,1892379.0,1783714.0,0.0609
168.0,NE,LNK,Lincoln,Lincoln,P,N,220232.0,213882.0,0.0297
398.0,NE,BFF,Scottsbluff,Western Nebraska Regional/William B. Heilig Field,P,N,10086.0,7677.0,0.3138
427.0,NE,LBF,North Platte,North Platte Regional Airport Lee Bird Field,CS,None,7480.0,5904.0,0.2669
438.0,NE,GRI,Grand Island,Central Nebraska Regional,CS,None,6781.0,5908.0,0.1478
442.0,NE,EAR,Kearney,Kearney Municipal,CS,None,6479.0,5562.0,0.1649
589.0,NE,MCK,McCook,McCook Regional,GA,None,2085.0,1739.0,0.199
632.0,NE,CDR,Chadron,Chadron Municipal,GA,None,1484.0,1141.0,0.3006
634.0,NE,AIA,Alliance,Alliance Municipal,GA,None,1430.0,1050.0,0.3619
731.0,NE,OFK,Norfolk,Karl Stefan Memorial,GA,None,672.0,1254.0,-0.4641
846.0,NE,MLE,Omaha,Millard,GA,None,225.0,4.0,55.25
945.0,NE,AHQ,Wahoo,Wahoo Municipal,GA,None,100.0,0.0,0.0
967.0,NE,OFF,Omaha,Offutt AFB,GA,None,86.0,123.0,-0.3008
987.0,NE,HJH,Hebron,Hebron Municipal,GA,None,76.0,0.0,0.0
1435.0,NE,BIE,Beatrice,Beatrice Municipal,GA,None,9.0,16.0,-0.4375
1482.0,NE,OLU,Columbus,Columbus Municipal,GA,None,8.0,1.0,7.0
1838.0,NE,VTN,Valentine,Miller Field,GA,None,2.0,0.0,0.0
1900.0,NE,JYR,York,York Municipal,GA,None,1.0,14.0,-0.9286
64.0,NH,MHT,Manchester,Manchester,P,M,1973142.0,1776347.0,0.1108
324.0,NH,PSM,Portsmouth,Pease International Tradeport,P,N,22279.0,27096.0,-0.1778
386.0,NH,LEB,Lebanon,Lebanon Municipal,P,N,11134.0,5894.0,0.889
1089.0,NH,LCI,Laconia,Laconia Municipal,GA,None,43.0,49.0,-0.1224
1195.0,NH,ASH,Nashua,Boire Field,GA,None,24.0,12.0,1.0
1284.0,NH,EEN,Keene,Dillant-Hopkins,GA,None,16.0,6.0,1.6667
1464.0,NH,CON,Concord,Concord Municipal,GA,None,8.0,191.0,-0.9581
1789.0,NH,CNH,Claremont,Claremont Municipal,GA,None,2.0,2.0,0.0
12.0,NJ,EWR,Newark,Newark Liberty International,P,L,15827675.0,14628708.0,0.082
117.0,NJ,ACY,Atlantic City,Atlantic City International,P,S,508879.0,479546.0,0.0612
364.0,NJ,TTN,Trenton,Trenton Mercer,P,N,13095.0,23997.0,-0.4543
374.0,NJ,TEB,Teterboro,Teterboro,GA,None,12376.0,12620.0,-0.0193
389.0,NJ,WRI,Wrightstown,McGuire AFB,GA,None,10902.0,7641.0,0.4268
563.0,NJ,MMU,Morristown,Morristown Municipal,GA,None,2423.0,472.0,4.1335
1271.0,NJ,BLM,Belmar,Monmouth Executive,GA,None,17.0,32.0,-0.4688
1377.0,NJ,WWD,Wildwood,Cape May County,GA,None,12.0,0.0,0.0
1478.0,NJ,MIV,Millville,Millville Municipal,GA,None,8.0,0.0,0.0
1535.0,NJ,39N,Rocky Hill,Princeton,GA,None,6.0,1.0,5.0
1598.0,NJ,AIY,Atlantic City,Atlantic City Municipal/Bader Field,GA,None,5.0,0.0,0.0
1733.0,NJ,MJX,Toms River,Robert J. Miller Air Park,GA,None,3.0,4.0,-0.25
1876.0,NJ,CDW,Caldwell,Essex County,GA,None,1.0,150.0,-0.9933
1858.0,NJ,47N,Manville,Central Jersey Regional,GA,None,1.0,0.0,0.0
1853.0,NJ,3N6,Old Bridge,Old Bridge,GA,None,1.0,3.0,-0.6667
1913.0,NJ,N87,Robbinsville,Trenton-Robbinsville,GA,None,1.0,0.0,0.0
1860.0,NJ,4N1,West Milford,Greenwood Lake,GA,None,1.0,0.0,0.0
54.0,NM,ABQ,Albuquerque,Albuquerque International Sunport,P,M,3079172.0,2945468.0,0.0454
304.0,NM,FMN,Farmington,Four Corners Regional,P,N,30517.0,24913.0,0.2249
337.0,NM,SAF,Santa Fe,Santa Fe Municipal,P,N,19214.0,17830.0,0.0776
417.0,NM,ROW,Roswell,Roswell International Air Center,CS,None,8482.0,6447.0,0.3157
506.0,NM,CNM,Carlsbad,Cavern City Air Terminal,CS,None,3512.0,2426.0,0.4477
587.0,NM,CVN,Clovis,Clovis Municipal,GA,None,2091.0,1347.0,0.5523
598.0,NM,SVC,Silver City,Grant County,GA,None,2006.0,1510.0,0.3285
629.0,NM,CVS,Clovis,Cannon AFB,GA,None,1511.0,577.0,1.6187
656.0,NM,HOB,Hobbs,Lea County Regional,GA,None,1219.0,815.0,0.4957
679.0,NM,SKX,Taos,Taos Regional,GA,None,1011.0,3725.0,-0.7286
790.0,NM,HMN,Alamogordo,Holloman AFB,GA,None,338.0,340.0,-0.0059
795.0,NM,ALM,Alamogordo,Alamogordo-White Sands Regional,GA,None,332.0,1319.0,-0.7483
951.0,NM,LRU,Las Cruces,Las Cruces International,GA,None,97.0,43.0,1.2558
1017.0,NM,DMN,Deming,Deming Municipal,GA,None,64.0,10.0,5.4
1301.0,NM,NM86,Playas,Playas Air Strip,GA,None,15.0,0.0,0.0
1302.0,NM,ONM,Socorro,Socorro Municipal,GA,None,15.0,0.0,0.0
1318.0,NM,RTN,Raton,Raton Municipal/Crews Field,GA,None,14.0,100.0,-0.86
1323.0,NM,TCS,Truth or Consequences,Truth Or Consequences Municipal,GA,None,14.0,2.0,6.0
1359.0,NM,ATS,Artesia,Artesia Municipal,GA,None,12.0,3.0,3.0
1557.0,NM,GUP,Gallup,Gallup Municipal,GA,None,6.0,1512.0,-0.996
1570.0,NM,LVS,Las Vegas,Las Vegas Municipal,GA,None,6.0,8.0,-0.25
1682.0,NM,SRR,Ruidoso,Sierra Blanca Regional,GA,None,4.0,59.0,-0.9322
1702.0,NM,94E,Silver City,Whiskey Creek,GA,None,3.0,23.0,-0.8696
1795.0,NM,E05,Hatch,Hatch Municipal,GA,None,2.0,0.0,0.0
1867.0,NM,AEG,Albuquerque,Double Eagle II,GA,None,1.0,19.0,-0.9474
1863.0,NM,5V5,Shiprock,Shiprock Airstrip,GA,None,1.0,0.0,0.0
6.0,NV,LAS,Las Vegas,McCarran International,P,L,19943025.0,17097738.0,0.1664
60.0,NV,RNO,Reno,Reno/Tahoe International,P,M,2478179.0,2242299.0,0.1052
155.0,NV,VGT,Las Vegas,North Las Vegas,P,N,279211.0,226722.0,0.2315
233.0,NV,EKO,Elko,Elko Regional,P,N,71513.0,83837.0,-0.147
298.0,NV,HND,Las Vegas,Henderson Executive,P,N,33502.0,30894.0,0.0844
545.0,NV,LSV,Las Vegas,Nellis AFB,GA,None,2692.0,2084.0,0.2917
649.0,NV,ELY,Ely,Ely /Yelland Field/,GA,None,1285.0,907.0,0.4168
874.0,NV,61B,Boulder City,Boulder City Municipal,GA,None,175.0,393.0,-0.5547
975.0,NV,67L,Mesquite,Mesquite,GA,None,82.0,22.0,2.7273
1421.0,NV,MEV,Minden,Minden-Tahoe,GA,None,10.0,3.0,2.3333
1785.0,NV,BTY,Beatty,Beatty,GA,None,2.0,0.0,0.0
8.0,NY,JFK,New York,John F Kennedy International,P,L,18586863.0,15676352.0,0.1857
20.0,NY,LGA,New York,La Guardia,P,L,12312561.0,11367309.0,0.0832
63.0,NY,BUF,Buffalo,Buffalo Niagara International,P,M,2206385.0,2039475.0,0.0818
71.0,NY,ALB,Albany,Albany International,P,S,1536263.0,1405611.0,0.093
78.0,NY,ROC,Rochester,Greater Rochester International,P,S,1364869.0,1233378.0,0.1066
85.0,NY,SYR,Syracuse,Syracuse Hancock International,P,S,1130236.0,954229.0,0.1844
88.0,NY,ISP,Islip,Long Island MacArthur,P,S,986103.0,939880.0,0.0492
121.0,NY,HPN,White Plains,Westchester County,P,S,462981.0,426864.0,0.0846
160.0,NY,SWF,Newburgh,Stewart International,P,N,250006.0,201851.0,0.2386
200.0,NY,BGM,Binghamton,Greater Binghamton/Edwin A Link Field,P,N,133894.0,126252.0,0.0605
211.0,NY,ELM,Elmira/Corning,Elmira/Corning Regional,P,N,97122.0,86931.0,0.1172
232.0,NY,ITH,Ithaca,Ithaca Tompkins Regional,P,N,72383.0,68262.0,0.0604
385.0,NY,JHW,Jamestown,Chautauqua County/Jamestown,P,N,11276.0,8661.0,0.3019
