Rank,RO,ST,Locid,City,Airport Name,S/L,Hub,CY 15 Enplanements,CY 14 Enplanements,% Change
508,AL,AK,AKP,Anaktuvuk Pass,Anaktuvuk Pass,CS,None,3402,3796,-0.1038
509,AL,AK,SHH,Shishmaref,Shishmaref,CS,None,3366,2703,0.2453
510,AL,AK,GAM,Gambell,Gambell,CS,None,3309,3420,-0.0325
511,AL,AK,KLG,Kalskag,Kalskag,CS,None,3292,3060,0.0758
512,AL,AK,Z13,Akiachak,Akiachak,CS,None,3279,3771,-0.1305
513,AL,AK,IAN,Kiana,Bob Baker Memorial,CS,None,3276,3388,-0.0331
515,AL,AK,MDM,Marshall,Marshall Don Hunter Sr,CS,None,3179,3074,0.0342
520,AL,AK,TAL,Tanana,Ralph M Calhoun Memorial,CS,None,2997,3027,-0.0099
522,AL,AK,4KA,Tununak,Tununak,CS,None,2963,2465,0.202
523,AL,AK,HLA,Huslia,Huslia,CS,None,2936,3269,-0.1019
524,AL,AK,CXF,Coldfoot,Coldfoot,CS,None,2894,5962,-0.5146
525,AL,AK,BTI,Kaktovik,Barter Island LRRS,CS,None,2882,2925,-0.0147
526,AL,AK,MTM,Metlakatla,Metlakatla,CS,None,2880,4057,-0.2901
527,AL,AK,MCG,McGrath,McGrath,CS,None,2877,2968,-0.0307
530,AL,AK,SNP,Saint Paul Island,St Paul Island,CS,None,2778,2727,0.0187
531,AL,AK,AQT,Nuiqsut,Nuiqsut,CS,None,2737,2113,0.2953
532,AL,AK,WBB,Stebbins,Stebbins,CS,None,2710,2256,0.2012
533,AL,AK,4A2,Atmautluak,Atmautluak,CS,None,2684,2959,-0.0929
534,AL,AK,IGT,Nightmute,Nightmute,CS,None,2670,1939,0.377
537,AL,AK,CGA,Craig,Craig,CS,None,2573,2869,-0.1032
538,AL,AK,TLT,Tuluksak,Tuluksak,CS,None,2572,2994,-0.1409
543,AL,AK,2A3,Larsen Bay,Larsen Bay,CS,None,2519,2595,-0.0293
546,AL,AK,RSH,Russian Mission,Russian Mission,GA,None,2482,2596,-0.0439
548,AL,AK,SMK,St Michael,St Michael,GA,None,2470,2018,0.224
549,AL,AK,2C7,Shaktoolik,Shaktoolik,GA,None,2454,2223,0.1039
552,AL,AK,ELI,Elim,Elim,GA,None,2408,2145,0.1226
554,AL,AK,KTS,Brevig Mission,Brevig Mission,GA,None,2392,1948,0.2279
556,AL,AK,KTB,Thorne Bay,Thorne Bay,GA,None,2377,2744,-0.1337
557,AL,AK,KKA,Koyuk,Koyuk Alfred Adams,GA,None,2375,2294,0.0353
563,AL,AK,RBY,Ruby,Ruby,GA,None,2301,2190,0.0507
564,AL,AK,NUL,Nulato,Nulato,GA,None,2289,2489,-0.0804
565,AL,AK,ATK,Atqasuk,Atqasuk Edward Burnell Sr Memorial,GA,None,2288,2004,0.1417
566,AL,AK,KAE,Kake,Kake,GA,None,2273,1883,0.2071
568,AL,AK,KEB,English Bay,Nanwalek,GA,None,2231,2131,0.0469
569,AL,AK,AGN,Angoon,Angoon,GA,None,2189,1670,0.3108
570,AL,AK,AKI,Akiak,Akiak,GA,None,2173,2226,-0.0238
571,AL,AK,AFM,Ambler,Ambler,GA,None,2167,2120,0.0222
572,AL,AK,VEE,Venetie,Venetie,GA,None,2130,2413,-0.1173
573,AL,AK,6R7,Old Harbor,Old Harbor,GA,None,2122,2913,-0.2715
576,AL,AK,ADK,Adak (Naval) Station/Mitchell Field,Adak,GA,None,2084,2194,-0.0501
578,AL,AK,SHG,Shungnak,Shungnak,GA,None,2058,2232,-0.078
579,AL,AK,FBK,Fairbanks/Ft Wainwright,Ladd AAF,GA,None,2028,638,2.1787
583,AL,AK,EDF,Anchorage,Elmendorf AFB,GA,None,1991,4527,-0.5602
588,AL,AK,PGM,Port Graham,Port Graham,GA,None,1926,2072,-0.0705
589,AL,AK,TYE,Tyonek,Tyonek,GA,None,1892,2758,-0.314
592,AL,AK,WNA,Napakiak,Napakiak,GA,None,1839,1861,-0.0118
597,AL,AK,GLV,Golovin,Golovin,GA,None,1790,1873,-0.0443
598,AL,AK,PKA,Napaskiak,Napaskiak,GA,None,1769,2321,-0.2378
599,AL,AK,PIZ,Point Lay,Point Lay LRRS,GA,None,1733,1880,-0.0782
600,AL,AK,6A8,Allakaket,Allakaket,GA,None,1724,1851,-0.0686
603,AL,AK,SXP,Sheldon Point,Sheldon Point,GA,None,1692,1940,-0.1278
605,AL,AK,LKK,Kulik Lake,Kulik Lake,GA,None,1640,1691,-0.0302
607,AL,AK,4K5,Ouzinkie,Ouzinkie,GA,None,1610,1897,-0.1513
608,AL,AK,WMO,White Mountain,White Mountain,GA,None,1609,1416,0.1363
610,AL,AK,ARC,Arctic Village,Arctic Village,GA,None,1591,1707,-0.068
613,AL,AK,5NN,Nondalton,Nondalton,GA,None,1528,1683,-0.0921
616,AL,AK,KAL,Kaltag,Kaltag,GA,None,1510,1631,-0.0742
618,AL,AK,BTT,Bettles,Bettles,GA,None,1483,2035,-0.2713
622,AL,AK,KVC,King Cove,King Cove,GA,None,1416,2360,-0.4
623,AL,AK,GNU,Goodnews Bay,Goodnews,GA,None,1415,1410,0.0035
624,AL,AK,7AK,Akutan,Akutan,GA,None,1399,2051,-0.3179
625,AL,AK,DEE,Deering,Deering,GA,None,1389,1571,-0.1158
626,AL,AK,BLG,Beluga,Beluga,GA,None,1370,2306,-0.4059
627,AL,AK,ORI,Port Lions,Port Lions,GA,None,1359,1910,-0.2885
628,AL,AK,MYU,Mekoryuk,Mekoryuk,GA,None,1357,1302,0.0422
636,AL,AK,IWK,Wales,Wales,GA,None,1248,1376,-0.093
637,AL,AK,TER,Teller,Teller,GA,None,1221,1198,0.0192
638,AL,AK,HCA,Holy Cross,Holy Cross,GA,None,1187,1323,-0.1028
639,AL,AK,KWF,Waterfall,Waterfall,GA,None,1175,1510,-0.2219
641,AL,AK,OBU,Kobuk,Kobuk,GA,None,1167,1342,-0.1304
642,AL,AK,PEC,Pelican,Pelican,GA,None,1164,996,0.1687
652,AL,AK,HUS,Hughes,Hughes,GA,None,997,966,0.0321
653,AL,AK,TOG,Togiak Village,Togiak,GA,None,995,1489,-0.3318
658,AL,AK,EII,Egegik,Egegik,GA,None,975,1168,-0.1652
659,AL,AK,HYL,Hollis,Hollis Clark Bay,GA,None,947,1326,-0.2858
660,AL,AK,KYU,Koyukuk,Koyukuk,GA,None,935,1031,-0.0931
662,AL,AK,9K2,Kokhanok,Kokhanok,GA,None,882,1063,-0.1703
665,AL,AK,PTH,Port Heiden,Port Heiden,GA,None,867,746,0.1622
666,AL,AK,TKE,Tenakee Springs,Tenakee,GA,None,864,634,0.3628
671,AL,AK,IGG,Igiugig,Igiugig,GA,None,825,622,0.3264
672,AL,AK,ANV,Anvik,Anvik,GA,None,822,817,0.0061
674,AL,AK,AKK,Akhiok,Akhiok,GA,None,787,1243,-0.3669
675,AL,AK,KGX,Grayling,Grayling,GA,None,774,972,-0.2037
679,AL,AK,PPC,Prospect Creek,Prospect Creek,GA,None,748,466,0.6052
685,AL,AK,WBQ,Beaver,Beaver,GA,None,701,946,-0.259
688,AL,AK,PTU,Platinum,Platinum,GA,None,696,924,-0.2468
689,AL,AK,CIK,Chalkyitsik,Chalkyitsik,GA,None,689,762,-0.0958
691,AL,AK,SHX,Shageluk,Shageluk,GA,None,648,753,-0.1394
693,AL,AK,GBH,Galbraith Lake,Galbraith Lake,GA,None,636,466,0.3648
699,AL,AK,ELV,Elfin Cove,Elfin Cove,GA,None,593,546,0.0861
702,AL,AK,MBA,Manokotak,Manokotak,GA,None,566,9437,-0.94
705,AL,AK,4K0,Pedro Bay,Pedro Bay,GA,None,523,634,-0.1751
706,AL,AK,PNP,Pilot Point,Pilot Point,GA,None,517,510,0.0137
712,AL,AK,EAA,Eagle,Eagle,GA,None,468,596,-0.2148
717,AL,AK,PBV,St. George,St George,GA,None,441,496,-0.1109
718,AL,AK,RMP,Rampart,Rampart,GA,None,432,283,0.5265
719,AL,AK,CJX,Crooked Creek,Crooked Creek,GA,None,429,404,0.0619
720,AL,AK,KCL,Chignik Flats,Chignik Lagoon,GA,None,421,257,0.6381
721,AL,AK,KNW,New Stuyahok,New Stuyahok,GA,None,421,694,-0.3934
722,AL,AK,CLP,Clarks Point,Clarks Point,GA,None,420,495,-0.1515
726,AL,AK,WSB,Steamboat Bay,Steamboat Bay,GA,None,399,334,0.1946
728,AL,AK,JZZ,Koliganek,Koliganek,GA,None,393,616,-0.362
732,AL,AK,6K8,Tok,Tok Junction,GA,None,382,553,-0.3092
734,AL,AK,OUL,Nelson Lagoon,Nelson Lagoon,GA,None,364,300,0.2133
740,AL,AK,AHP,Port Alexander,Port Alexander,GA,None,355,0,0
747,AL,AK,9Z8,Levelock,Levelock,GA,None,321,320,0.0031
748,AL,AK,KFP,False Pass,False Pass,GA,None,320,361,-0.1136
752,AL,AK,AKA,Atka,Atka,GA,None,315,292,0.0788
755,AL,AK,PEV,Perryville,Perryville,GA,None,302,535,-0.4355
760,AL,AK,SVS,Stevens Village,Stevens Village,GA,None,291,292,-0.0034
765,AL,AK,SLQ,Sleetmute,Sleetmute,GA,None,272,319,-0.1473
767,AL,AK,9A3,Chuathbaluk,Chuathbaluk,GA,None,269,399,-0.3258
768,AL,AK,CRC,Circle,Circle City,GA,None,265,406,-0.3473
770,AL,AK,Z78,Chignik,Chignik Bay,GA,None,259,293,-0.116
771,AL,AK,Z91,Birch Creek,Birch Creek,GA,None,259,261,-0.0077
773,AL,AK,A79,Chignik Lake,Chignik Lake,GA,None,252,576,-0.5625
777,AL,AK,KYK,Karluk,Karluk,GA,None,247,246,0.0041
786,AL,AK,FSP,Nikolai,Nikolai,GA,None,228,346,-0.341
789,AL,AK,1AK3,Cold Bay,Port Moller,GA,None,217,327,-0.3364
794,AL,AK,AJC,Chignik,Chignik,GA,None,207,247,-0.1619
797,AL,AK,FKK,Farewell Lake,Farewell Lake,GA,None,199,0,0
800,AL,AK,IKO,Nikolski,Nikolski AS,GA,None,196,173,0.1329
803,AL,AK,TCT,Takotna,Takotna,GA,None,176,259,-0.3205
811,AL,AK,MHM,Lake Minchumina,Minchumina,GA,None,165,225,-0.2667
818,AL,AK,KEK,Ekwok,Ekwok,GA,None,152,190,-0.2
822,AL,AK,EXI,Excursion Inlet,Excursion Inlet,GA,None,149,37,3.027
826,AL,AK,WSN,South Naknek,South Naknek Nr 2,GA,None,141,79,0.7848
827,AL,AK,LUR,Cape Lisburne,Cape Lisburne LRRS,GA,None,138,120,0.15
830,AL,AK,51Z,Minto,Minto Al Wright,GA,None,134,209,-0.3589
832,AL,AK,Z55,Lake Louise,Lake Louise,GA,None,134,42,2.1905
834,AL,AK,SYA,Shemya,Eareckson AS,GA,None,130,277,-0.5307
835,AL,AK,9A8,Ugashik,Ugashik,GA,None,127,70,0.8143
836,AL,AK,96Z,North Whale Pass,North Whale,GA,None,126,138,-0.087
839,AL,AK,84K,Meyers Chuck,Meyers Chuck,GA,None,125,160,-0.2188
842,AL,AK,AK77,Delta Junction,All West,GA,None,120,0,0
845,AL,AK,4Z7,Hyder,Hyder,GA,None,119,110,0.0818
853,AL,AK,ALZ,Lazy Bay,Alitak,GA,None,110,125,-0.12
855,AL,AK,PAQ,Palmer,Palmer Municipal,GA,None,110,0,0
856,AL,AK,A63,Twin Hills,Twin Hills,GA,None,107,72,0.4861
858,AL,AK,KXA,Kasaan,Kasaan,GA,None,106,123,-0.1382
860,AL,AK,UTO,Utopia Creek,Indian Mountain LRRS,GA,None,105,108,-0.0278
866,AL,AK,TNC,Tin City,Tin City LRRS,GA,None,102,104,-0.0192
869,AL,AK,MLY,Manley Hot Springs,Manley Hot Springs,GA,None,101,241,-0.5809
870,AL,AK,SKW,Skwentna,Skwentna,GA,None,101,71,0.4225
880,AL,AK,CZN,Chisana,Chisana,GA,None,93,91,0.022
887,AL,AK,SRV,Stony River,Stony River 2,GA,None,86,84,0.0238
888,AL,AK,EHM,Cape Newenham,Cape Newenham LRRS,GA,None,85,118,-0.2797
897,AL,AK,KQA,Akutan,Akutan,GA,None,68,23,1.9565
898,AL,AK,5NK,Naknek,Naknek,GA,None,67,42,0.5952
899,AL,AK,CZF,Cape Romanzof,Cape Romanzof LRRS,GA,None,66,76,-0.1316
903,AL,AK,AK71,Lonely,Lonely AS,GA,None,64,65,-0.0154
905,AL,AK,KWP,West Point,West Point Village,GA,None,63,57,0.1053
913,AL,AK,KCC,Coffman Cove,Coffman Cove,GA,None,58,138,-0.5797
920,AL,AK,MOS,Elim,Moses Point,GA,None,54,0,0
923,AL,AK,KKB,Kitoi Bay,Kitoi Bay,GA,None,53,38,0.3947
927,AL,AK,RDV,Red Devil,Red Devil,GA,None,51,28,0.8214
940,AL,AK,19P,Port Protection,Port Protection,GA,None,46,66,-0.303
946,AL,AK,DCK,Dahl Creek,Dahl Creek,GA,None,44,14,2.1429
948,AL,AK,GSZ,Granite Mountain,Granite Mountain AS,GA,None,44,117,-0.6239
949,AL,AK,KPR,Port Williams,Port Williams,GA,None,43,30,0.4333
952,AL,AK,TSG,Tanacross,Tanacross,GA,None,43,6,6.1667
956,AL,AK,UMT,Umiat,Umiat,GA,None,42,400,-0.895
959,AL,AK,SXQ,Soldotna,Soldotna,GA,None,41,0,0
969,AL,AK,HRR,Healy,Healy River,GA,None,36,10,2.6
971,AL,AK,SWD,Seward,Seward,GA,None,35,0,0
972,AL,AK,2AK,Lime Village,Lime Village,GA,None,34,1,33
973,AL,AK,2AK6,Hogatza,Hog River,GA,None,34,16,1.125
980,AL,AK,AK81,Amook Bay,Amook Bay,GA,None,31,16,0.9375
1017,AL,AK,UGB,Pilot Point,Ugashik Bay,GA,None,25,38,-0.3421
1019,AL,AK,ENN,Nenana,Nenana Municipal,GA,None,24,32,-0.25
1021,AL,AK,KPB,Point Baker,Point Baker,GA,None,24,32,-0.25
1022,AL,AK,L20,Yukon Charley Rivers,Coal Creek,GA,None,24,33,-0.2727
1033,AL,AK,IYS,Wasilla,Wasilla,GA,None,22,35,-0.3714
1041,AL,AK,CKX,Chicken,Chicken,GA,None,20,26,-0.2308
1044,AL,AK,KOY,Olga Bay,Olga Bay,GA,None,20,7,1.8571
1049,AL,AK,5AK0,Trading Bay,Trading Bay Production,GA,None,19,7,1.7143
1050,AL,AK,76AK,Delta Junction,Pogo Mine Airstrip,GA,None,19,96,-0.8021
1055,AL,AK,HYG,Hydaburg,Hydaburg,GA,None,19,32,-0.4063
1068,AL,AK,TLJ,Takotna,Tatalina LRRS,GA,None,18,9,1
1076,AL,AK,WCR,Chandalar Lake,Chandalar Lake,GA,None,17,47,-0.6383
1077,AL,AK,WSJ,San Juan,San Juan /Uganik/,GA,None,17,30,-0.4333
1093,AL,AK,ORT,Fairbanks North Star (Borough),Northway,GA,None,15,21,-0.2857
1118,AL,AK,2K5,Telida,Telida,GA,None,12,23,-0.4783
1119,AL,AK,A14,Portage Creek,Portage Creek,GA,None,12,31,-0.6129
1121,AL,AK,D66,Delta Junction,Delta Junction,GA,None,12,0,0
1131,AL,AK,KPY,Port Bailey,Port Bailey,GA,None,11,11,0
1138,AL,AK,5A8,Aleknagik,Aleknagik /New,GA,None,10,19,-0.4737
1141,AL,AK,AK60,Jensens,Fort Jensen,GA,None,10,82,-0.878
1142,AL,AK,AK75,Candle,Candle 2,GA,None,10,6,0.6667
1150,AL,AK,KPC,Port Clarence,Port Clarence CGS,GA,None,10,44,-0.7727
1158,AL,AK,CEM,Central,Central,GA,None,9,12,-0.25
1200,AL,AK,7KA,Tatitlek,Tatitlek,GA,None,7,0,0
1260,AL,AK,AQY,Girdwood,Girdwood,GA,None,5,0,0
1317,AL,AK,KMY,Moser Bay,Moser Bay,GA,None,4,16,-0.75
1341,AL,AK,Z17,Ophir,Ophir,GA,None,4,8,-0.5
1342,AL,AK,0AA4,Farewell,Farewell,GA,None,3,3,0
1346,AL,AK,4AK1,Deadhorse,Inigok,GA,None,3,17,-0.8235
1351,AL,AK,AK40,McGrath,Nixon Fork Mine,GA,None,3,0,0
1361,AL,AK,FLT,Flat,Flat,GA,None,3,2,0.5
1410,AL,AK,A29,Sitka,Sitka,GA,None,2,0,0
1422,AL,AK,BYA,Boundary,Boundary,GA,None,2,5,-0.6
1424,AL,AK,CXC,Chitina,Chitina,GA,None,2,20,-0.9
1426,AL,AK,CYM,Chatham,Chatham,GA,None,2,0,0
1435,AL,AK,FNR,Funter Bay,Funter Bay,GA,None,2,6,-0.6667
1445,AL,AK,KCR,Colorado Creek,Colorado Creek,GA,None,2,0,0
1457,AL,AK,MYK,May Creek,May Creek,GA,None,2,0,0
1477,AL,AK,SVW,Sparrevohn,Sparrevohn LRRS,GA,None,2,0,0
1483,AL,AK,ZNC,Nyac,Nyac,GA,None,2,18,-0.8889
78,SO,AL,BHM,Birmingham,Birmingham-Shuttlesworth International,P,S,1325897,1299214,0.0205
116,SO,AL,HSV,Huntsville,Huntsville International-Carl T Jones Field,P,S,519785,523248,-0.0066
161,SO,AL,MOB,Mobile,Mobile Regional,P,N,278053,288376,-0.0358
193,SO,AL,MGM,Montgomery,Montgomery Regional (Dannelly Field),P,N,175619,169764,0.0345
284,SO,AL,DHN,Dothan,Dothan Regional,P,N,46792,50309,-0.0699
551,SO,AL,BFM,Mobile,Mobile Downtown,GA,None,2410,1412,0.7068
602,SO,AL,TCL,Tuscaloosa,Tuscaloosa Regional,GA,None,1706,1820,-0.0626
609,SO,AL,ANB,Anniston,Anniston Regional,GA,None,1598,993,0.6093
673,SO,AL,MSL,Muscle Shoals,Northwest Alabama Regional,GA,None,802,1490,-0.4617
713,SO,AL,27AL,Tuskegee,Little Texas,GA,None,464,0,0
736,SO,AL,AUO,Auburn,Auburn University Regional,GA,None,360,317,0.1356
759,SO,AL,MXF,Montgomery,Maxwell AFB,GA,None,293,0,0
918,SO,AL,JKA,Gulf Shores,Jack Edwards,GA,None,55,54,0.0185
985,SO,AL,A08,Marion,Vaiden Field,GA,None,30,0,0
1005,SO,AL,MDQ,Huntsville,Huntsville Executive Airport Tom Sharp Jr Field,GA,None,26,0,0
1038,SO,AL,07A,Union Springs,Franklin Field,GA,None,20,0,0
1069,SO,AL,1A9,Prattville,Prattville - Grouby Field,GA,None,17,0,0
1355,SO,AL,CQF,Fairhope,H. L. (Sonny) Callahan,GA,None,3,4,-0.25
1406,SO,AL,8A0,Albertville,Albertville Regional-Thomas J Brumlik Field,GA,None,2,0,0
1475,SO,AL,SEM,Selma,Craig Field,GA,None,2,0,0
89,SW,AR,LIT,Little Rock,Bill and Hillary Clinton National/Adams Field,P,S,958510,1005251,-0.0465
105,SW,AR,XNA,Bentonville,Northwest Arkansas Regional,P,S,629905,619157,0.0174
240,SW,AR,FSM,Fort Smith,Fort Smith Regional,P,N,84136,90214,-0.0674
301,SW,AR,TXK,Texarkana,Texarkana Regional-Webb Field,P,N,34881,37229,-0.0631
463,SW,AR,JBR,Jonesboro,Jonesboro Municipal,CS,None,4836,5056,-0.0435
474,SW,AR,HRO,Harrison,Boone County,CS,None,4370,4379,-0.0021
487,SW,AR,ELD,El Dorado,South Arkansas Regional at Goodwin Field,CS,None,3919,3718,0.0541
528,SW,AR,HOT,Hot Springs,Memorial Field,CS,None,2834,2471,0.1469
664,SW,AR,FYV,Fayetteville,Drake Field,GA,None,874,1435,-0.3909
723,SW,AR,LRF,Jacksonville,Little Rock AFB,GA,None,417,308,0.3539
916,SW,AR,ROG,Rogers,Rogers Executive - Carter Field,GA,None,56,187,-0.7005
1112,SW,AR,MEZ,Mena,Mena Intermountain Municipal,GA,None,13,8,0.625
1219,SW,AR,3AR9,Paragould,Hog Air Aviation Inc,GA,None,6,5,0.2
1418,SW,AR,AWM,West Memphis,West Memphis Municipal,GA,None,2,11,-0.8182
1425,SW,AR,CXW,Conway,Cantrell Field,GA,None,2,0,0
1544,SW,AR,SLG,Siloam Springs,Smith Field,GA,None,1,6,-0.8333
261,WP,AS,PPG,Pago Pago,Pago Pago International,P,N,65860,55156,0.1941
550,WP,AS,FAQ,Fitiuta,Fitiuta,GA,None,2436,650,2.7477
10,WP,AZ,PHX,Phoenix,Phoenix Sky Harbor International,P,L,21351504,20344867,0.0495
69,WP,AZ,TUS,Tucson,Tucson International,P,S,1549253,1597247,-0.03
104,WP,AZ,IWA,Mesa,Phoenix-Mesa Gateway,P,S,666187,669807,-0.0054
149,WP,AZ,GCN,Grand Canyon,Grand Canyon National Park,P,N,332050,340808,-0.0257
202,WP,AZ,1G4,Peach Springs,Grand Canyon West,P,N,147137,128515,0.1449
221,WP,AZ,IFP,Bullhead City,Laughlin/Bullhead International,P,N,108888,99443,0.095
245,WP,AZ,NYL,Yuma,Yuma MCAS/Yuma International,P,N,79233,90732,-0.1267
256,WP,AZ,FLG,Flagstaff,Flagstaff Pulliam,P,N,67419,68123,-0.0103
347,WP,AZ,PGA,Page,Page Municipal,P,N,19440,21616,-0.1007
410,WP,AZ,1Z1,Whitmore,Grand Canyon Bar Ten Airstrip,GA,None,8385,8291,0.0113
506,WP,AZ,PRC,Prescott,Ernest A Love Field,CS,None,3428,3862,-0.1124
567,WP,AZ,SOW,Show Low,Show Low Regional,GA,None,2253,1899,0.1864
643,WP,AZ,SDL,Scottsdale,Scottsdale,GA,None,1164,1233,-0.056
704,WP,AZ,DMA,Tucson,Davis Monthan AFB,GA,None,542,299,0.8127
737,WP,AZ,CHD,Chandler,Chandler Municipal,GA,None,360,294,0.2245
787,WP,AZ,P20,Parker,Avi Suquilla,GA,None,227,1,226
806,WP,AZ,IGM,Kingman,Kingman,GA,None,173,401,-0.5686
833,WP,AZ,FHU,Fort Huachuca,Sierra Vista Municipal-Libby AAF,GA,None,133,301,-0.5581
847,WP,AZ,L37,Peach Springs,Grand Canyon Caverns,GA,None,114,3585,-0.9682
861,WP,AZ,0V7,Kayenta,Kayenta,GA,None,103,60,0.7167
